Date,InstitutionName,Latitude,Longitude,TotalConfirmed,TotalDeaths,DistinctPatientsTested,NewInTheLast14Days
12/30/2021,California Men's Colony (CMC),35.221085000000002,-120.636399,2494,13,88,0
12/30/2021,California Medical Facility (CMF),38.348959999999998,-121.908324,737,12,376,6
12/30/2021,California State Prison-Corcoran (COR),36.085341999999997,-119.5548,1387,7,570,35
12/30/2021,California Rehabilitation Center (CRC),33.925885000000001,-117.55978,2215,1,794,182
12/30/2021,Correctional Training Facility (CTF),36.411760000000001,-121.32617,2740,21,30,0
12/30/2021,Chuckawalla Valley State Prison (CVSP),33.628332999999998,-114.61905,1816,9,27,0
12/30/2021,Deuel Vocational Institution (DVI),37.728417,-121.42399,545,0,0,0
12/30/2021,Folsom State Prison (FSP),38.672127000000003,-121.15783,1385,2,116,5
12/30/2021,High Desert State Prison (HDSP),40.474950999999997,-120.67685,2076,2,57,0
12/30/2021,Ironwood State Prison (ISP),33.598689999999998,-114.652517,1589,1,61,2
12/30/2021,Kern Valley State Prison (KVSP),35.771875999999999,-119.26984,986,7,176,7
12/30/2021,California State Prison-Los Angeles County (LAC),34.728856999999998,-118.32683,1532,14,65,1
12/30/2021,Mule Creek State Prison (MCSP),38.346131999999997,-120.94516,1905,9,243,0
12/30/2021,North Kern State Prison (NKSP),35.774966999999997,-119.23371,1249,5,296,6
12/30/2021,Pelican Bay State Prison (PBSP),41.782680999999997,-124.16703,332,0,11,0
12/30/2021,Pleasant Valley State Prison (PVSP),36.194735999999999,-120.30865,2029,3,87,1
12/30/2021,Richard J. Donovan Correctional Facility (RJD),32.572602000000003,-116.918724,1052,18,106,33
12/30/2021,California State Prison-Sacramento (SAC),38.694032999999997,-121.152413,349,2,242,31
12/30/2021,Substance Abuse Treatment Facility (SATF),36.177360999999998,-119.82042,3132,7,110,1
12/30/2021,Sierra Conservation Center (SCC),37.867243000000002,-120.49157,1673,0,98,3
12/30/2021,California State Prison-Solano (SOL),38.344009999999997,-121.95333,1398,7,98,2
12/30/2021,San Quentin State Prison (SQ),37.943365,-122.49029,2267,28,79,2
12/30/2021,Salinas Valley State Prison (SVSP),36.518179000000003,-121.42557,685,6,117,1
12/30/2021,Valley State Prison (VSP),37.127524999999999,-120.50574,1764,2,38,1
12/30/2021,Wasco State Prison (WSP),35.605044999999997,-119.37143,2121,2,370,160
12/29/2021,Avenal State Prison (ASP),35.930765999999998,-120.10057,3138,8,69,2
12/29/2021,California City Correctional Facility (CAC),35.139327000000002,-117.91473,1040,2,274,24
12/29/2021,Calipatria State Prison (CAL),33.131763999999997,-115.51208,1172,3,67,1
12/29/2021,California Correctional Center (CCC),40.446063000000002,-120.664132,1467,0,50,1
12/29/2021,California Correctional Institution (CCI),35.132672999999997,-118.50781,1415,4,49,1
12/29/2021,Central California Women's Facility (CCWF),37.100417,-120.27864,964,1,188,1
12/29/2021,California State Prison-Centinela (CEN),32.853470999999999,-115.58942,902,1,201,4
12/29/2021,California Health Care Facility (CHCF),37.955474000000002,-121.19064,670,19,141,2
12/29/2021,California Institution for Men (CIM),34.015962999999999,-117.68737,1622,30,130,28
12/29/2021,California Institution for Women (CIW),33.903803000000003,-117.60221,511,1,434,2
12/29/2021,California Men's Colony (CMC),35.221085000000002,-120.636399,2494,13,187,0
12/29/2021,California Medical Facility (CMF),38.348959999999998,-121.908324,733,12,451,2
12/29/2021,California State Prison-Corcoran (COR),36.085341999999997,-119.5548,1381,7,96,29
12/29/2021,California Rehabilitation Center (CRC),33.925885000000001,-117.55978,2133,1,756,100
12/29/2021,Correctional Training Facility (CTF),36.411760000000001,-121.32617,2740,21,112,0
12/29/2021,Chuckawalla Valley State Prison (CVSP),33.628332999999998,-114.61905,1816,9,4,0
12/29/2021,Deuel Vocational Institution (DVI),37.728417,-121.42399,545,0,0,0
12/29/2021,Folsom State Prison (FSP),38.672127000000003,-121.15783,1385,2,254,5
12/29/2021,High Desert State Prison (HDSP),40.474950999999997,-120.67685,2076,2,12,0
12/29/2021,Ironwood State Prison (ISP),33.598689999999998,-114.652517,1588,1,31,1
12/29/2021,Kern Valley State Prison (KVSP),35.771875999999999,-119.26984,981,7,42,2
12/29/2021,California State Prison-Los Angeles County (LAC),34.728856999999998,-118.32683,1532,14,100,1
12/29/2021,Mule Creek State Prison (MCSP),38.346131999999997,-120.94516,1905,9,298,0
12/29/2021,North Kern State Prison (NKSP),35.774966999999997,-119.23371,1247,5,221,4
12/29/2021,Pelican Bay State Prison (PBSP),41.782680999999997,-124.16703,332,0,27,0
12/29/2021,Pleasant Valley State Prison (PVSP),36.194735999999999,-120.30865,2029,3,53,1
12/29/2021,Richard J. Donovan Correctional Facility (RJD),32.572602000000003,-116.918724,1051,18,65,32
12/29/2021,California State Prison-Sacramento (SAC),38.694032999999997,-121.152413,349,1,123,35
12/29/2021,Substance Abuse Treatment Facility (SATF),36.177360999999998,-119.82042,3132,7,57,1
12/29/2021,Sierra Conservation Center (SCC),37.867243000000002,-120.49157,1672,0,328,2
12/29/2021,California State Prison-Solano (SOL),38.344009999999997,-121.95333,1398,7,188,2
12/29/2021,San Quentin State Prison (SQ),37.943365,-122.49029,2267,28,134,2
12/29/2021,Salinas Valley State Prison (SVSP),36.518179000000003,-121.42557,684,6,92,0
12/29/2021,Valley State Prison (VSP),37.127524999999999,-120.50574,1764,2,89,1
12/29/2021,Wasco State Prison (WSP),35.605044999999997,-119.37143,2112,2,34,151
12/28/2021,Avenal State Prison (ASP),35.930765999999998,-120.10057,3138,8,481,2
12/28/2021,California City Correctional Facility (CAC),35.139327000000002,-117.91473,1022,2,259,6
12/28/2021,Calipatria State Prison (CAL),33.131763999999997,-115.51208,1172,3,260,1
12/28/2021,California Correctional Center (CCC),40.446063000000002,-120.664132,1467,0,122,1
12/28/2021,California Correctional Institution (CCI),35.132672999999997,-118.50781,1415,4,104,1
12/28/2021,Central California Women's Facility (CCWF),37.100417,-120.27864,964,1,319,1
12/28/2021,California State Prison-Centinela (CEN),32.853470999999999,-115.58942,902,1,280,4
12/28/2021,California Health Care Facility (CHCF),37.955474000000002,-121.19064,669,19,110,1
12/28/2021,California Institution for Men (CIM),34.015962999999999,-117.68737,1622,30,490,28
12/28/2021,California Institution for Women (CIW),33.903803000000003,-117.60221,509,1,21,0
12/28/2021,California Men's Colony (CMC),35.221085000000002,-120.636399,2494,13,193,0
12/28/2021,California Medical Facility (CMF),38.348959999999998,-121.908324,733,12,224,2
12/28/2021,California State Prison-Corcoran (COR),36.085341999999997,-119.5548,1376,7,216,24
12/28/2021,California Rehabilitation Center (CRC),33.925885000000001,-117.55978,2088,1,687,55
12/28/2021,Correctional Training Facility (CTF),36.411760000000001,-121.32617,2740,21,77,0
12/28/2021,Chuckawalla Valley State Prison (CVSP),33.628332999999998,-114.61905,1816,9,331,0
12/28/2021,Deuel Vocational Institution (DVI),37.728417,-121.42399,545,0,0,0
12/28/2021,Folsom State Prison (FSP),38.672127000000003,-121.15783,1383,2,523,4
12/28/2021,High Desert State Prison (HDSP),40.474950999999997,-120.67685,2076,2,49,0
12/28/2021,Ironwood State Prison (ISP),33.598689999999998,-114.652517,1588,1,171,1
12/28/2021,Kern Valley State Prison (KVSP),35.771875999999999,-119.26984,981,7,211,2
12/28/2021,California State Prison-Los Angeles County (LAC),34.728856999999998,-118.32683,1532,14,95,1
12/28/2021,Mule Creek State Prison (MCSP),38.346131999999997,-120.94516,1905,9,138,0
12/28/2021,North Kern State Prison (NKSP),35.774966999999997,-119.23371,1245,5,268,2
12/28/2021,Pelican Bay State Prison (PBSP),41.782680999999997,-124.16703,332,0,13,0
12/28/2021,Pleasant Valley State Prison (PVSP),36.194735999999999,-120.30865,2029,3,903,1
12/28/2021,Richard J. Donovan Correctional Facility (RJD),32.572602000000003,-116.918724,1051,18,402,32
12/28/2021,California State Prison-Sacramento (SAC),38.694032999999997,-121.152413,347,1,169,35
12/28/2021,Substance Abuse Treatment Facility (SATF),36.177360999999998,-119.82042,3132,7,271,1
12/28/2021,Sierra Conservation Center (SCC),37.867243000000002,-120.49157,1672,0,32,2
12/28/2021,California State Prison-Solano (SOL),38.344009999999997,-121.95333,1398,7,314,2
12/28/2021,San Quentin State Prison (SQ),37.943365,-122.49029,2267,28,164,2
12/28/2021,Salinas Valley State Prison (SVSP),36.518179000000003,-121.42557,684,6,35,0
12/28/2021,Valley State Prison (VSP),37.127524999999999,-120.50574,1763,2,66,0
12/28/2021,Wasco State Prison (WSP),35.605044999999997,-119.37143,2112,2,123,153
12/27/2021,Avenal State Prison (ASP),35.930765999999998,-120.10057,3138,8,76,2
12/27/2021,California City Correctional Facility (CAC),35.139327000000002,-117.91473,1019,2,208,3
12/27/2021,Calipatria State Prison (CAL),33.131763999999997,-115.51208,1171,3,34,0
12/27/2021,California Correctional Center (CCC),40.446063000000002,-120.664132,1466,0,154,0
12/27/2021,California Correctional Institution (CCI),35.132672999999997,-118.50781,1415,4,115,1
12/27/2021,Central California Women's Facility (CCWF),37.100417,-120.27864,964,1,229,1
12/27/2021,California State Prison-Centinela (CEN),32.853470999999999,-115.58942,900,1,159,2
12/27/2021,California Health Care Facility (CHCF),37.955474000000002,-121.19064,669,19,215,1
12/27/2021,California Institution for Men (CIM),34.015962999999999,-117.68737,1613,30,236,19
12/27/2021,California Institution for Women (CIW),33.903803000000003,-117.60221,509,1,75,0
12/27/2021,California Men's Colony (CMC),35.221085000000002,-120.636399,2494,13,73,0
12/27/2021,California Medical Facility (CMF),38.348959999999998,-121.908324,733,12,464,2
12/27/2021,California State Prison-Corcoran (COR),36.085341999999997,-119.5548,1375,7,148,46
12/27/2021,California Rehabilitation Center (CRC),33.925885000000001,-117.55978,2086,1,471,53
12/27/2021,Correctional Training Facility (CTF),36.411760000000001,-121.32617,2740,21,91,0
12/27/2021,Chuckawalla Valley State Prison (CVSP),33.628332999999998,-114.61905,1816,9,9,0
12/27/2021,Deuel Vocational Institution (DVI),37.728417,-121.42399,545,0,0,0
12/27/2021,Folsom State Prison (FSP),38.672127000000003,-121.15783,1382,2,65,3
12/27/2021,High Desert State Prison (HDSP),40.474950999999997,-120.67685,2076,2,42,0
12/27/2021,Ironwood State Prison (ISP),33.598689999999998,-114.652517,1588,1,44,1
12/27/2021,Kern Valley State Prison (KVSP),35.771875999999999,-119.26984,980,7,43,1
12/27/2021,California State Prison-Los Angeles County (LAC),34.728856999999998,-118.32683,1531,14,15,0
12/27/2021,Mule Creek State Prison (MCSP),38.346131999999997,-120.94516,1905,9,36,0
12/27/2021,North Kern State Prison (NKSP),35.774966999999997,-119.23371,1245,5,599,3
12/27/2021,Pelican Bay State Prison (PBSP),41.782680999999997,-124.16703,332,0,10,0
12/27/2021,Pleasant Valley State Prison (PVSP),36.194735999999999,-120.30865,2029,3,302,1
12/27/2021,Richard J. Donovan Correctional Facility (RJD),32.572602000000003,-116.918724,1028,18,160,9
12/27/2021,California State Prison-Sacramento (SAC),38.694032999999997,-121.152413,341,1,181,29
12/27/2021,Substance Abuse Treatment Facility (SATF),36.177360999999998,-119.82042,3131,7,28,0
12/27/2021,Sierra Conservation Center (SCC),37.867243000000002,-120.49157,1672,0,97,2
12/27/2021,California State Prison-Solano (SOL),38.344009999999997,-121.95333,1398,7,38,4
12/27/2021,San Quentin State Prison (SQ),37.943365,-122.49029,2267,28,127,2
12/27/2021,Salinas Valley State Prison (SVSP),36.518179000000003,-121.42557,684,6,32,0
12/27/2021,Valley State Prison (VSP),37.127524999999999,-120.50574,1763,2,184,0
12/27/2021,Wasco State Prison (WSP),35.605044999999997,-119.37143,2112,2,1847,154
12/26/2021,Avenal State Prison (ASP),35.930765999999998,-120.10057,3138,8,1,2
12/26/2021,California City Correctional Facility (CAC),35.139327000000002,-117.91473,1016,2,15,0
12/26/2021,Calipatria State Prison (CAL),33.131763999999997,-115.51208,1171,3,45,0
12/26/2021,California Correctional Center (CCC),40.446063000000002,-120.664132,1466,0,232,0
12/26/2021,California Correctional Institution (CCI),35.132672999999997,-118.50781,1415,4,83,1
12/26/2021,Central California Women's Facility (CCWF),37.100417,-120.27864,964,1,54,1
12/26/2021,California State Prison-Centinela (CEN),32.853470999999999,-115.58942,898,1,9,0
12/26/2021,California Health Care Facility (CHCF),37.955474000000002,-121.19064,669,19,69,1
12/26/2021,California Institution for Men (CIM),34.015962999999999,-117.68737,1602,30,82,8
12/26/2021,California Institution for Women (CIW),33.903803000000003,-117.60221,509,1,16,0
12/26/2021,California Men's Colony (CMC),35.221085000000002,-120.636399,2494,13,3,0
12/26/2021,California Medical Facility (CMF),38.348959999999998,-121.908324,733,12,23,2
12/26/2021,California State Prison-Corcoran (COR),36.085341999999997,-119.5548,1373,7,52,44
12/26/2021,California Rehabilitation Center (CRC),33.925885000000001,-117.55978,2074,1,29,41
12/26/2021,Correctional Training Facility (CTF),36.411760000000001,-121.32617,2740,21,77,0
12/26/2021,Chuckawalla Valley State Prison (CVSP),33.628332999999998,-114.61905,1816,9,21,0
12/26/2021,Deuel Vocational Institution (DVI),37.728417,-121.42399,545,0,0,0
12/26/2021,Folsom State Prison (FSP),38.672127000000003,-121.15783,1381,2,68,2
12/26/2021,High Desert State Prison (HDSP),40.474950999999997,-120.67685,2076,2,1,0
12/26/2021,Ironwood State Prison (ISP),33.598689999999998,-114.652517,1588,1,44,1
12/26/2021,Kern Valley State Prison (KVSP),35.771875999999999,-119.26984,980,7,32,1
12/26/2021,California State Prison-Los Angeles County (LAC),34.728856999999998,-118.32683,1531,14,107,0
12/26/2021,Mule Creek State Prison (MCSP),38.346131999999997,-120.94516,1905,9,43,0
12/26/2021,North Kern State Prison (NKSP),35.774966999999997,-119.23371,1244,5,73,2
12/26/2021,Pelican Bay State Prison (PBSP),41.782680999999997,-124.16703,332,0,10,0
12/26/2021,Pleasant Valley State Prison (PVSP),36.194735999999999,-120.30865,2029,3,58,1
12/26/2021,Richard J. Donovan Correctional Facility (RJD),32.572602000000003,-116.918724,1025,18,41,6
12/26/2021,California State Prison-Sacramento (SAC),38.694032999999997,-121.152413,340,1,43,28
12/26/2021,Substance Abuse Treatment Facility (SATF),36.177360999999998,-119.82042,3131,7,44,0
12/26/2021,Sierra Conservation Center (SCC),37.867243000000002,-120.49157,1672,0,116,2
12/26/2021,California State Prison-Solano (SOL),38.344009999999997,-121.95333,1398,7,19,4
12/26/2021,San Quentin State Prison (SQ),37.943365,-122.49029,2267,28,258,2
12/26/2021,Salinas Valley State Prison (SVSP),36.518179000000003,-121.42557,684,6,54,0
12/26/2021,Valley State Prison (VSP),37.127524999999999,-120.50574,1763,2,54,0
12/26/2021,Wasco State Prison (WSP),35.605044999999997,-119.37143,2013,2,292,55
12/25/2021,Avenal State Prison (ASP),35.930765999999998,-120.10057,3138,8,40,2
12/25/2021,California City Correctional Facility (CAC),35.139327000000002,-117.91473,1016,2,2,0
12/25/2021,Calipatria State Prison (CAL),33.131763999999997,-115.51208,1171,3,82,0
12/25/2021,California Correctional Center (CCC),40.446063000000002,-120.664132,1466,0,17,0
12/25/2021,California Correctional Institution (CCI),35.132672999999997,-118.50781,1415,4,103,1
12/25/2021,Central California Women's Facility (CCWF),37.100417,-120.27864,964,1,59,2
12/25/2021,California State Prison-Centinela (CEN),32.853470999999999,-115.58942,898,1,31,0
12/25/2021,California Health Care Facility (CHCF),37.955474000000002,-121.19064,669,19,72,1
12/25/2021,California Institution for Men (CIM),34.015962999999999,-117.68737,1601,30,17,7
12/25/2021,California Institution for Women (CIW),33.903803000000003,-117.60221,509,1,39,0
12/25/2021,California Men's Colony (CMC),35.221085000000002,-120.636399,2494,13,11,0
12/25/2021,California Medical Facility (CMF),38.348959999999998,-121.908324,733,12,39,2
12/25/2021,California State Prison-Corcoran (COR),36.085341999999997,-119.5548,1373,7,27,44
12/25/2021,California Rehabilitation Center (CRC),33.925885000000001,-117.55978,2074,1,9,41
12/25/2021,Correctional Training Facility (CTF),36.411760000000001,-121.32617,2740,21,13,0
12/25/2021,Chuckawalla Valley State Prison (CVSP),33.628332999999998,-114.61905,1816,9,20,0
12/25/2021,Deuel Vocational Institution (DVI),37.728417,-121.42399,545,0,0,0
12/25/2021,Folsom State Prison (FSP),38.672127000000003,-121.15783,1381,2,54,2
12/25/2021,High Desert State Prison (HDSP),40.474950999999997,-120.67685,2076,2,14,0
12/25/2021,Ironwood State Prison (ISP),33.598689999999998,-114.652517,1588,1,27,1
12/25/2021,Kern Valley State Prison (KVSP),35.771875999999999,-119.26984,980,7,35,1
12/25/2021,California State Prison-Los Angeles County (LAC),34.728856999999998,-118.32683,1531,14,97,0
12/25/2021,Mule Creek State Prison (MCSP),38.346131999999997,-120.94516,1905,9,50,0
12/25/2021,North Kern State Prison (NKSP),35.774966999999997,-119.23371,1244,5,145,5
12/25/2021,Pelican Bay State Prison (PBSP),41.782680999999997,-124.16703,332,0,10,0
12/25/2021,Pleasant Valley State Prison (PVSP),36.194735999999999,-120.30865,2029,3,26,1
12/25/2021,Richard J. Donovan Correctional Facility (RJD),32.572602000000003,-116.918724,1022,18,34,3
12/25/2021,California State Prison-Sacramento (SAC),38.694032999999997,-121.152413,340,1,12,28
12/25/2021,Substance Abuse Treatment Facility (SATF),36.177360999999998,-119.82042,3131,7,43,0
12/25/2021,Sierra Conservation Center (SCC),37.867243000000002,-120.49157,1671,0,36,1
12/25/2021,California State Prison-Solano (SOL),38.344009999999997,-121.95333,1398,7,35,4
12/25/2021,San Quentin State Prison (SQ),37.943365,-122.49029,2266,28,225,1
12/25/2021,Salinas Valley State Prison (SVSP),36.518179000000003,-121.42557,684,6,27,0
12/25/2021,Valley State Prison (VSP),37.127524999999999,-120.50574,1763,2,9,0
12/25/2021,Wasco State Prison (WSP),35.605044999999997,-119.37143,2011,2,1,53
12/24/2021,Avenal State Prison (ASP),35.930765999999998,-120.10057,3138,8,36,2
12/24/2021,California City Correctional Facility (CAC),35.139327000000002,-117.91473,1016,2,59,0
12/24/2021,Calipatria State Prison (CAL),33.131763999999997,-115.51208,1171,3,45,0
12/24/2021,California Correctional Center (CCC),40.446063000000002,-120.664132,1466,0,56,0
12/24/2021,California Correctional Institution (CCI),35.132672999999997,-118.50781,1415,4,88,1
12/24/2021,Central California Women's Facility (CCWF),37.100417,-120.27864,964,1,60,2
12/24/2021,California State Prison-Centinela (CEN),32.853470999999999,-115.58942,898,1,12,0
12/24/2021,California Health Care Facility (CHCF),37.955474000000002,-121.19064,669,19,72,1
12/24/2021,California Institution for Men (CIM),34.015962999999999,-117.68737,1600,30,86,6
12/24/2021,California Institution for Women (CIW),33.903803000000003,-117.60221,509,1,29,0
12/24/2021,California Men's Colony (CMC),35.221085000000002,-120.636399,2494,13,51,0
12/24/2021,California Medical Facility (CMF),38.348959999999998,-121.908324,733,12,220,2
12/24/2021,California State Prison-Corcoran (COR),36.085341999999997,-119.5548,1373,7,49,45
12/24/2021,California Rehabilitation Center (CRC),33.925885000000001,-117.55978,2074,1,658,41
12/24/2021,Correctional Training Facility (CTF),36.411760000000001,-121.32617,2740,21,68,0
12/24/2021,Chuckawalla Valley State Prison (CVSP),33.628332999999998,-114.61905,1816,9,20,0
12/24/2021,Deuel Vocational Institution (DVI),37.728417,-121.42399,545,0,0,0
12/24/2021,Folsom State Prison (FSP),38.672127000000003,-121.15783,1381,2,119,2
12/24/2021,High Desert State Prison (HDSP),40.474950999999997,-120.67685,2076,2,13,0
12/24/2021,Ironwood State Prison (ISP),33.598689999999998,-114.652517,1588,1,56,2
12/24/2021,Kern Valley State Prison (KVSP),35.771875999999999,-119.26984,980,7,72,1
12/24/2021,California State Prison-Los Angeles County (LAC),34.728856999999998,-118.32683,1531,14,34,0
12/24/2021,Mule Creek State Prison (MCSP),38.346131999999997,-120.94516,1905,9,44,0
12/24/2021,North Kern State Prison (NKSP),35.774966999999997,-119.23371,1244,5,327,5
12/24/2021,Pelican Bay State Prison (PBSP),41.782680999999997,-124.16703,332,0,24,0
12/24/2021,Pleasant Valley State Prison (PVSP),36.194735999999999,-120.30865,2029,3,74,1
12/24/2021,Richard J. Donovan Correctional Facility (RJD),32.572602000000003,-116.918724,1022,18,92,3
12/24/2021,California State Prison-Sacramento (SAC),38.694032999999997,-121.152413,340,1,123,28
12/24/2021,Substance Abuse Treatment Facility (SATF),36.177360999999998,-119.82042,3131,7,75,0
12/24/2021,Sierra Conservation Center (SCC),37.867243000000002,-120.49157,1671,0,63,1
12/24/2021,California State Prison-Solano (SOL),38.344009999999997,-121.95333,1398,7,109,4
12/24/2021,San Quentin State Prison (SQ),37.943365,-122.49029,2266,28,46,1
12/24/2021,Salinas Valley State Prison (SVSP),36.518179000000003,-121.42557,684,6,5,0
12/24/2021,Valley State Prison (VSP),37.127524999999999,-120.50574,1763,2,132,0
12/24/2021,Wasco State Prison (WSP),35.605044999999997,-119.37143,2011,2,321,53
12/23/2021,Avenal State Prison (ASP),35.930765999999998,-120.10057,3137,8,104,1
12/23/2021,California City Correctional Facility (CAC),35.139327000000002,-117.91473,1016,2,93,0
12/23/2021,Calipatria State Prison (CAL),33.131763999999997,-115.51208,1171,3,75,0
12/23/2021,California Correctional Center (CCC),40.446063000000002,-120.664132,1466,0,243,0
12/23/2021,California Correctional Institution (CCI),35.132672999999997,-118.50781,1414,4,26,0
12/23/2021,Central California Women's Facility (CCWF),37.100417,-120.27864,964,1,85,3
12/23/2021,California State Prison-Centinela (CEN),32.853470999999999,-115.58942,898,1,334,0
12/23/2021,California Health Care Facility (CHCF),37.955474000000002,-121.19064,669,19,162,1
12/23/2021,California Institution for Men (CIM),34.015962999999999,-117.68737,1600,30,125,16
12/23/2021,California Institution for Women (CIW),33.903803000000003,-117.60221,509,1,12,0
12/23/2021,California Men's Colony (CMC),35.221085000000002,-120.636399,2494,13,65,0
12/23/2021,California Medical Facility (CMF),38.348959999999998,-121.908324,732,12,104,1
12/23/2021,California State Prison-Corcoran (COR),36.085341999999997,-119.5548,1373,7,168,48
12/23/2021,California Rehabilitation Center (CRC),33.925885000000001,-117.55978,2048,1,457,15
12/23/2021,Correctional Training Facility (CTF),36.411760000000001,-121.32617,2740,21,47,0
12/23/2021,Chuckawalla Valley State Prison (CVSP),33.628332999999998,-114.61905,1816,9,34,0
12/23/2021,Deuel Vocational Institution (DVI),37.728417,-121.42399,545,0,0,0
12/23/2021,Folsom State Prison (FSP),38.672127000000003,-121.15783,1381,2,77,3
12/23/2021,High Desert State Prison (HDSP),40.474950999999997,-120.67685,2076,2,62,0
12/23/2021,Ironwood State Prison (ISP),33.598689999999998,-114.652517,1588,1,56,2
12/23/2021,Kern Valley State Prison (KVSP),35.771875999999999,-119.26984,980,7,88,1
12/23/2021,California State Prison-Los Angeles County (LAC),34.728856999999998,-118.32683,1531,14,71,0
12/23/2021,Mule Creek State Prison (MCSP),38.346131999999997,-120.94516,1905,9,62,0
12/23/2021,North Kern State Prison (NKSP),35.774966999999997,-119.23371,1244,5,450,8
12/23/2021,Pelican Bay State Prison (PBSP),41.782680999999997,-124.16703,332,0,11,0
12/23/2021,Pleasant Valley State Prison (PVSP),36.194735999999999,-120.30865,2028,3,101,0
12/23/2021,Richard J. Donovan Correctional Facility (RJD),32.572602000000003,-116.918724,1021,18,127,2
12/23/2021,California State Prison-Sacramento (SAC),38.694032999999997,-121.152413,340,1,81,28
12/23/2021,Substance Abuse Treatment Facility (SATF),36.177360999999998,-119.82042,3131,7,78,0
12/23/2021,Sierra Conservation Center (SCC),37.867243000000002,-120.49157,1671,0,63,1
12/23/2021,California State Prison-Solano (SOL),38.344009999999997,-121.95333,1397,7,93,3
12/23/2021,San Quentin State Prison (SQ),37.943365,-122.49029,2266,28,136,1
12/23/2021,Salinas Valley State Prison (SVSP),36.518179000000003,-121.42557,684,6,149,0
