word,positive_count,negative_count,part_of_speech
ramping,0,4,VBG
structured,5,4,VBN
tripled,0,4,VBD
warranted,0,4,VBN
insisting,0,4,VBG
deceased,0,4,VBN
rotated,0,4,VBN
replacing,0,4,VBG
prompted,0,4,VBN
enhanced,0,4,VBN
agitated,1,4,VBN
stinging,0,4,VBG
acknowledging,2,4,VBG
torturing,0,4,VBG
ventilated,0,4,VBN
handwashing,0,4,VBG
squashed,0,4,VBN
enabled,2,4,VBN
flipped,0,4,VBD
sterilized,0,4,VBN
exploring,0,4,VBG
impacting,1,4,VBG
ignoring,0,4,VBG
insisted,0,4,VBN
wiping,0,4,VBG
emphasize,1,4,VB
banned,1,4,VBN
twisted,0,4,VBN
scratched,0,4,VBN
delivering,0,4,VBG
misrepresenting,0,4,VBG
guessed,0,4,VBN
hardboiled,0,4,VBN
inhaling,0,4,VBG
nondesignated,0,4,VBN
slated,1,4,VBN
decisionmaking,0,4,VBG
decontaminating,0,4,VBG
malnourished,1,4,VBN
lifting,2,4,VBG
erected,0,4,VBN
petting,0,4,VBG
confronted,0,4,VBN
stationed,0,4,VBN
gutted,0,4,VBN
respected,0,4,VBN
concentrating,0,4,VBG
guiding,2,4,VBG
congested,0,4,VBN
reserved,0,4,VBN
tiring,1,4,VBG
astounding,1,4,VBG
pumping,0,4,VBG
slowing,0,4,VBG
swing,2,4,VBG
plugged,1,4,VBN
strongminded,0,4,VBD
invited,0,4,VBN
punched,0,4,VBN
impending,0,4,VBG
uplifting,7,4,VBG
manipulating,0,4,VBG
gloved,0,4,VBN
nodding,0,4,VBG
thered,1,4,VBN
exhibiting,0,4,VBG
concluded,0,4,VBD
staring,2,4,VBG
vaccinating,1,4,VBG
slipping,2,4,VBG
relieving,0,4,VBG
proceeding,1,4,VBG
deciding,0,4,VBG
chuckled,0,4,VBN
inspired,6,4,VBN
empowering,0,4,VBG
ashamed,0,4,VBN
exciting,3,4,VBG
disobeying,0,4,VBG
restraining,2,4,VBG
pounding,0,4,VBG
inquired,0,4,VBN
misguided,0,4,VBN
dragging,1,4,VBG
engaged,1,4,VBN
warned,1,4,VBD
lighting,0,4,VBG
fitted,0,4,VBN
arresting,0,4,VBG
intoxicated,0,4,VBN
cremated,0,4,VBN
decreased,0,4,VBN
licking,0,4,VBG
canceling,0,4,VBG
pleading,0,4,VBG
texting,0,4,VBG
tasted,0,4,VBN
raping,0,4,VBG
extending,0,4,VBG
unsettling,0,4,VBG
petitioned,0,4,VBN
citing,0,4,VBG
shattered,2,4,VBN
recognizing,1,4,VBG
reflecting,0,4,VBG
cited,0,4,VBN
suggesting,0,4,VBG
decreasing,0,4,VBG
verified,0,4,VBN
singlecelled,2,4,VBN
targeting,0,4,VBG
recuperated,0,4,VBN
wheezing,1,4,VBG
shivering,0,4,VBG
standardized,0,4,VBN
pressuring,0,4,VBG
relaxing,0,4,VBG
costed,0,4,VBN
reopen,1,4,VB
promoted,0,4,VBN
devouring,0,4,VBG
borrowed,0,4,VBN
dressed,1,4,VBN
finishing,1,4,VBG
understaffing,0,4,VBG
obscured,0,4,VBN
smoked,1,4,VBN
anticipating,4,4,VBG
skyrocketed,0,4,VBN
magnified,0,4,VBN
spilling,0,4,VBG
unnerving,0,4,VBG
shortened,0,4,VBN
fooled,0,4,VBN
addicted,3,4,VBN
pressed,0,4,VBN
approving,0,4,VBG
grouping,0,4,VBG
exercised,0,4,VBN
flabbergasted,0,4,VBN
triggering,0,4,VBG
thanking,4,4,VBG
lifethreatening,0,4,VBG
evading,0,4,VBG
deserved,5,4,VBN
feigned,0,4,VBN
minding,0,4,VBG
stirring,0,4,VBG
assisted,1,4,VBN
partying,1,4,VBG
suspending,0,4,VBG
corrupted,0,4,VBN
regaining,0,4,VBG
beloved,0,3,VBN
flowing,0,3,VBG
broadcasted,1,3,VBN
grounded,0,3,VBN
amplified,0,3,VBN
defined,0,3,VBN
disposed,0,3,VBN
soar,0,3,VB
stretching,2,3,VBG
traumatized,1,3,VBN
disclose,0,3,VB
shutted,1,3,VBN
perished,0,3,VBN
originated,1,3,VBN
declining,0,3,VBG
sparing,2,3,VBG
titled,6,3,VBN
circulated,0,3,VBN
aggravated,0,3,VBN
dumbfounded,0,3,VBN
leveled,0,3,VBN
baffled,1,3,VBN
taxing,0,3,VBG
chattering,0,3,VBG
stamped,1,3,VBD
stemmed,0,3,VBD
humbled,1,3,VBN
discussed,0,3,VBN
cussed,0,3,VBN
stitched,0,3,VBN
founded,1,3,VBN
shaving,0,3,VBG
alerted,0,3,VBN
tampered,1,3,VBN
soaked,1,3,VBN
proving,2,3,VBG
comforted,3,3,VBN
obeying,1,3,VBG
effecting,0,3,VBG
leaked,0,3,VBN
experimented,0,3,VBN
alienated,0,3,VBN
hauled,0,3,VBN
sold,0,3,VBN
backlogged,0,3,VBN
reassigned,0,3,VBN
disappointing,1,3,VBG
layered,0,3,VBN
gambled,0,3,VBN
respecting,0,3,VBG
blocked,1,3,VBN
crossing,1,3,VBG
admitting,0,3,VBG
sterilizing,0,3,VBG
stocked,0,3,VBN
staffing,0,3,VBG
shorted,1,3,VBN
stockpiled,1,3,VBN
supervising,0,3,VBG
discussing,0,3,VBG
heading,1,3,VBG
weakened,0,3,VBN
heated,0,3,VBN
roofing,1,3,VBG
hearted,0,3,VBN
hating,0,3,VBG
sedated,0,3,VBN
transitioning,0,3,VBG
spaced,1,3,VBN
loading,0,3,VBG
remedied,0,3,VBN
intimidating,0,3,VBG
penalizing,0,3,VBG
hatred,2,3,VBN
rectify,0,3,VB
stemming,0,3,VBG
accusing,0,3,VBG
relied,1,3,VBN
shuttered,0,3,VBN
alerting,0,3,VBG
smiling,1,3,VBG
alcoholbased,0,3,VBN
sped,1,3,VBD
obligated,0,3,VBN
mongering,0,3,VBG
dislocated,0,3,VBN
transformed,1,3,VBN
calming,1,3,VBG
establishing,1,3,VBG
intimidated,0,3,VBN
perpetuating,0,3,VBG
riding,2,3,VBG
risked,1,3,VBN
shifted,1,3,VBN
obstructing,0,3,VBG
locallynothing,0,3,VBG
outcasted,0,3,VBN
opted,1,3,VBN
elevated,0,3,VBN
zwing,1,3,VBG
attributed,0,3,VBN
welcomed,5,3,VBD
agonizing,2,3,VBG
firefighting,1,3,VBG
developing,4,3,VBG
overpriced,1,3,VBN
disturbing,0,3,VBG
fing,0,3,VBG
pasteurized,0,3,VBN
chained,0,3,VBN
disappearing,0,3,VBG
raging,0,3,VBG
ranting,0,3,VBG
racking,0,3,VBG
gwing,1,3,VBG
discovering,1,3,VBG
chatting,0,3,VBG
weathered,2,3,VBD
drilled,2,3,VBN
cleansing,0,3,VBG
demonstrated,2,3,VBN
resigned,1,3,VBD
composed,0,3,VBN
shedding,2,3,VBG
compromising,0,3,VBG
proclaimed,0,3,VBN
justifying,2,3,VBG
downsize,0,3,VB
depleted,0,3,VBN
labored,0,3,VBN
chilled,1,3,VBN
rushing,2,3,VBG
dating,0,3,VBG
settling,1,3,VBG
funded,0,3,VBN
fulfilled,0,3,VBN
kidnapped,0,3,VBD
overburdened,0,3,VBN
saddening,3,3,VBG
dictated,0,3,VBN
straightened,0,3,VBN
automated,0,3,VBN
advising,0,3,VBG
uncaring,0,3,VBG
wronged,0,3,VBD
ticking,0,3,VBG
patting,0,3,VBG
renting,0,3,VBG
exhibited,0,3,VBN
discouraged,2,3,VBN
enlighten,2,3,VB
punching,0,3,VBG
stored,1,3,VBN
corrected,0,3,VBN
offending,0,3,VBG
forming,0,3,VBG
resisting,0,3,VBG
reinfected,0,3,VBN
enraged,0,3,VBN
falsifying,0,3,VBG
hardened,1,3,VBN
flushing,0,3,VBG
overbearing,0,3,VBG
policing,0,3,VBG
disconcerting,1,3,VBG
shunned,0,3,VBN
robbing,0,3,VBG
conversing,3,3,VBG
dismantled,1,3,VBN
proofing,0,3,VBG
voted,0,3,VBD
manned,0,3,VBN
fabricated,0,3,VBN
conditioned,2,3,VBN
activated,0,3,VBN
faring,1,3,VBG
administrating,0,3,VBG
reminding,0,3,VBG
traumatizing,2,3,VBG
refreshing,1,3,VBG
coexisting,0,3,VBG
ringing,0,3,VBG
harassing,0,3,VBG
recieved,1,3,VBN
eliminated,0,3,VBN
convinced,0,3,VBN
traced,0,3,VBD
waved,0,3,VBD
guaranteeing,0,3,VBG
investing,0,3,VBG
argued,0,3,VBD
posting,2,3,VBG
padded,0,3,VBN
revealing,0,3,VBG
representing,0,3,VBG
looting,1,3,VBG
administrated,0,3,VBN
outlined,0,3,VBN
salted,0,3,VBN
educating,1,3,VBG
prevailing,1,3,VBG
reviewing,0,3,VBG
rained,0,3,VBN
surpassed,0,3,VBN
stabilized,0,3,VBN
commandeered,0,3,VBN
portraying,0,3,VBG
empathize,0,3,VB
repeating,0,3,VBG
smelled,0,3,VBN
dehumanize,0,3,VB
mourning,0,3,VBG
summarize,1,3,VB
highlighted,0,3,VBN
graduating,2,3,VBG
fashioned,0,3,VBN
restocked,0,3,VBN
scanning,0,3,VBG
spewing,0,3,VBG
sheltered,0,3,VBN
orchestrated,1,3,VBN
sickening,2,3,VBG
bleached,0,3,VBN
recuperating,0,3,VBG
gifted,0,3,VBN
overloaded,0,3,VBN
supplying,1,3,VBG
governing,0,3,VBG
politicking,1,3,VBG
contributing,1,2,VBG
overflowing,1,2,VBG
fraternize,0,2,VB
ostracized,0,2,VBN
maskwearing,0,2,VBG
condoning,0,2,VBG
sniiling,0,2,VBG
circulating,1,2,VBG
upstanding,0,2,VBG
influenced,2,2,VBN
grinding,0,2,VBG
grieved,0,2,VBN
youduring,0,2,VBG
connecting,0,2,VBG
disgruntled,0,2,VBN
rented,0,2,VBN
redistributed,0,2,VBN
reexpose,0,2,VB
calculated,2,2,VBN
coldblooded,0,2,VBN
overreacting,0,2,VBG
debilitating,0,2,VBG
inducing,0,2,VBG
internalize,0,2,VB
nonaffected,0,2,VBN
evacuating,0,2,VBG
sympathize,0,2,VB
oscillating,0,2,VBG
equated,0,2,VBN
joining,1,2,VBG
trashed,0,2,VBN
shoveled,0,2,VBN
shellshocked,0,2,VBN
backdated,0,2,VBN
blinded,0,2,VBN
furthered,0,2,VBN
disrupting,0,2,VBG
30something,0,2,VBG
agreeing,0,2,VBG
scrubbing,0,2,VBG
discounted,0,2,VBN
transmitting,0,2,VBG
bunched,0,2,VBN
smashed,0,2,VBN
andcirculating,0,2,VBG
longstanding,0,2,VBG
acquainted,0,2,VBN
asskicking,0,2,VBG
consuming,2,2,VBG
ignited,0,2,VBN
50something,0,2,VBG
radiated,0,2,VBN
sacrificed,0,2,VBN
mainlining,2,2,VBG
walled,0,2,VBD
sorting,0,2,VBG
inciting,0,2,VBG
visualized,1,2,VBN
overlooking,1,2,VBG
faking,0,2,VBG
sighted,0,2,VBN
hunkered,0,2,VBN
emailed,0,2,VBN
airing,1,2,VBG
impose,0,2,VB
illegallyused,0,2,VBN
owning,0,2,VBG
resupplying,0,2,VBG
watering,0,2,VBG
brought/caused,0,2,VBN
prep/turning,0,2,VBG
shied,0,2,VBN
urged,0,2,VBD
incarcerated/subjugated,0,2,VBN
astonishing,0,2,VBG
overcooked,0,2,VBN
liking,2,2,VBG
harrowing,0,2,VBG
swooped,0,2,VBD
dried,1,2,VBN
hydrolyzed,0,2,VBN
logging,0,2,VBG
logged,0,2,VBN
predicted,2,2,VBN
producing,0,2,VBG
supersized,0,2,VBN
dodged,0,2,VBN
inflamed,0,2,VBN
draining,0,2,VBG
interpreted,0,2,VBN
forwarding,2,2,VBG
roaring,0,2,VBG
incarcerated/detained,0,2,VBN
entertained,0,2,VBN
sobbing,0,2,VBG
reeked,0,2,VBN
crawled,0,2,VBN
elected,0,2,VBN
redlined,0,2,VBN
capping,0,2,VBG
illed,0,2,VBN
reentered,0,2,VBN
whistling,0,2,VBG
whinysounding,0,2,VBG
boosting,0,2,VBG
regurgitating,0,2,VBG
apologized,0,2,VBN
terrorize,0,2,VB
boiling,2,2,VBG
overpacked,0,2,VBN
regrouping,0,2,VBG
cured,0,2,VBN
exempted,0,2,VBN
stashed,0,2,VBN
panhandling,0,2,VBG
compacting,0,2,VBG
sequencing,0,2,VBG
nailed,0,2,VBN
sting,2,2,VBG
courtordered,0,2,VBN
eluded,0,2,VBN
moaning,0,2,VBG
nurturing,0,2,VBG
intertwined,0,2,VBN
fined,0,2,VBN
fetched,0,2,VBN
cwing,0,2,VBG
awarded,0,2,VBN
ventilating,0,2,VBG
haunting,0,2,VBG
nitpicking,0,2,VBG
repolled,0,2,VBN
drafting,1,2,VBG
forthcoming,0,2,VBG
disfigured,0,2,VBN
eliminating,0,2,VBG
misinformed,0,2,VBN
warningwinded,0,2,VBD
alfred,0,2,VBN
whispering,0,2,VBG
cooled,0,2,VBN
inmaterelated,0,2,VBN
halted,0,2,VBN
proposed,1,2,VBN
objecting,0,2,VBG
medicallyinduced,1,2,VBN
intends,0,2,VBZ
deepcleaning,0,2,VBG
clinging,1,2,VBG
ac/heating,0,2,VBG
snatched,0,2,VBN
fractured,2,2,VBN
premeditated,0,2,VBN
mishandling,0,2,VBG
shouted,0,2,VBN
pronouncing,0,2,VBG
slaying,1,2,VBG
usurping,0,2,VBG
filtered,0,2,VBN
3000something,0,2,VBG
morphed,0,2,VBN
hampering,0,2,VBG
prevailed,0,2,VBN
burdened,1,2,VBN
reapproved,0,2,VBN
tormenting,0,2,VBG
ensuing,0,2,VBG
intermixing,0,2,VBG
freespirited,0,2,VBN
cheeking,0,2,VBG
functioned,0,2,VBN
piling,0,2,VBG
travelled,1,2,VBN
collected,1,2,VBN
rightthing,0,2,VBG
flagged,0,2,VBN
selfreported,0,2,VBN
exacerbated,0,2,VBN
incubated,0,2,VBN
drifted,0,2,VBN
commonthing,0,2,VBG
roping,0,2,VBG
harping,0,2,VBG
singing,1,2,VBG
cooperating,0,2,VBG
bled,1,2,VBN
overextended,0,2,VBN
rigging,0,2,VBG
depriving,1,2,VBG
recieving,0,2,VBG
tightening,0,2,VBG
dominating,0,2,VBG
scarred,0,2,VBN
sharpened,0,2,VBN
doubleedged,0,2,VBN
constituted,0,2,VBN
whisked,0,2,VBN
selecting,0,2,VBG
resolving,0,2,VBG
chased,1,2,VBN
fiveyearsentencing,0,2,VBG
aspiring,0,2,VBG
soared,0,2,VBD
preceding,0,2,VBG
excluding,0,2,VBG
aerosolbased,0,2,VBN
sneered,0,2,VBN
retrofitted,0,2,VBN
striked,0,2,VBN
dripping,2,2,VBG
mutating,0,2,VBG
nonapproved,0,2,VBN
selfreporting,0,2,VBG
consented,1,2,VBN
discolored,0,2,VBN
wellinformed,0,2,VBN
impairing,0,2,VBG
exceeding,0,2,VBG
positioned,0,2,VBN
toppled,0,2,VBN
waiving,1,2,VBG
calmed,2,2,VBN
outraged,0,2,VBN
upselling,0,2,VBG
hindered,1,2,VBN
wrecking,1,2,VBG
marching,0,2,VBG
huffing,0,2,VBG
diminishing,0,2,VBG
soldiering,0,2,VBG
weighing,0,2,VBG
reduced/cancelled,0,2,VBN
screamed,0,2,VBN
shortening,0,2,VBG
noncovidinfected,0,2,VBN
discarded,0,2,VBD
imkeeping,0,2,VBG
saddened,1,2,VBN
selfhypnotize,0,2,VB
spiraling,1,2,VBG
grappling,0,2,VBG
bounding,0,2,VBG
occupying,1,2,VBG
thinned,0,2,VBN
discombobulated,0,2,VBN
exhausting,1,2,VBG
experimenting,0,2,VBG
intercepted,0,2,VBN
recreated,0,2,VBN
accommodating,0,2,VBG
flowed,0,2,VBN
sheltering,0,2,VBG
screwing,0,2,VBG
preferred,1,2,VBN
shredded,0,2,VBN
outlining,0,2,VBG
bottled,0,2,VBN
vented,0,2,VBN
sided,0,2,VBD
shuttled,0,2,VBN
energized,0,2,VBN
mounted,0,2,VBN
winging,0,2,VBG
relinquishing,0,2,VBG
rehearsed,0,2,VBN
propagated,0,2,VBN
railing,0,2,VBG
nervewracking,0,2,VBG
printmaking,0,2,VBG
crowding,0,2,VBG
blurred,0,2,VBN
distressing,3,2,VBG
stereotyped,0,2,VBD
chiding,0,2,VBG
tempted,1,2,VBN
evenfollowing,0,2,VBG
transpiring,0,2,VBG
lashing,2,2,VBG
know`,0,2,VB
resided,0,2,VBN
outlived,0,2,VBN
antagonize,0,2,VB
mandating,0,2,VBG
lurking,2,2,VBG
launched,0,2,VBN
profiting,0,2,VBG
lightheaded,0,2,VBD
graded,2,2,VBN
sucking,0,2,VBG
slapping,0,2,VBG
emptying,0,2,VBG
dreading,0,2,VBG
represented,1,2,VBN
quoting,0,2,VBG
rearranged,0,2,VBN
severed,0,2,VBN
awakened,0,2,VBN
ridiculed,0,2,VBN
freaked,0,2,VBN
doubted,2,2,VBN
recirculating,0,2,VBG
acquitted,1,2,VBN
prepackaged,0,2,VBN
plantbased,0,2,VBN
splattered,0,2,VBN
nerveracking,0,2,VBG
piled,0,2,VBN
fueling,0,2,VBG
reclassify,0,2,VB
maximizing,0,2,VBG
familyoriented,0,2,VBN
tying,0,2,VBG
endorsing,0,2,VBG
segmented,0,2,VBN
voided,0,2,VBD
easing,0,2,VBG
relapsing,0,2,VBG
urinating,0,2,VBG
donning,0,2,VBG
vandalizing,1,2,VBG
sickened,0,2,VBN
rewarding,7,2,VBG
frisked,0,2,VBN
categorized,0,2,VBN
supported,1,2,VBN
implying,0,2,VBG
dumping,0,2,VBG
bombarded,0,2,VBD
confirming,0,2,VBG
decked,0,2,VBN
lingered,0,2,VBN
inserted,0,2,VBN
dispersed,0,2,VBN
combatting,0,2,VBG
owing,0,2,VBG
oldfashioned,0,2,VBN
likening,0,2,VBG
completelyinfected,0,2,VBN
wheezed,0,2,VBN
upping,0,2,VBG
smelling,0,2,VBG
stained,0,2,VBN
tucking,0,2,VBG
regressing,0,2,VBG
modeling,0,2,VBG
paged,0,2,VBN
interchanging,0,2,VBG
suited,0,2,VBN
attuned,2,2,VBN
pivoted,2,2,VBN
plotting,0,2,VBG
overcharged,0,2,VBN
congregated,0,2,VBN
adhering,0,2,VBG
migrated,0,2,VBN
scanned,1,2,VBN
skipping,0,2,VBG
authorize,0,2,VB
vetting,0,2,VBG
admonished,0,2,VBN
mashing,0,2,VBG
aiming,0,2,VBG
swapped,0,2,VBD
enabling,1,2,VBG
edited,0,2,VBN
770something,0,2,VBG
deserted,1,2,VBN
cleansed,0,2,VBN
acclimated,0,2,VBN
devoted,2,2,VBN
mistreating,0,2,VBG
snorted,0,2,VBN
varying,0,2,VBG
reopening,0,2,VBG
shaped,0,2,VBD
centralized,0,2,VBN
sliced,0,2,VBN
chaperoned,0,2,VBN
filmed,0,2,VBN
griefing,0,2,VBG
eased,1,2,VBN
lessened,1,2,VBN
sized,0,2,VBN
refined,0,2,VBN
rewashed,1,2,VBN
ranging,1,2,VBG
prisonergenerated,0,2,VBN
ravished,0,2,VBN
configured,0,2,VBN
muttering,0,2,VBG
roughed,0,2,VBN
ripping,1,2,VBG
tapping,0,2,VBG
stranded,0,2,VBD
residing,0,2,VBG
corralling,0,2,VBG
kissed,0,2,VBN
interconnected,0,2,VBN
offspring,1,2,VBG
botched,0,2,VBN
602ing,0,2,VBG
dehumanizing,1,2,VBG
intrigued,0,2,VBN
reissued,0,2,VBN
bagged,0,2,VBN
ragged,0,2,VBN
disheartened,1,2,VBN
mobility/hearing,0,2,VBG
striking,0,2,VBG
glued,0,2,VBN
muffled,0,2,VBN
keyboarding,0,2,VBG
socialized,0,2,VBN
derived,0,2,VBN
snilling,0,2,VBG
exercise/working,0,2,VBG
dialed,0,2,VBN
openbarred,0,2,VBN
redefined,0,2,VBD
scraping,0,2,VBG
comingling,0,2,VBG
strengthened,0,2,VBN
pinning,0,2,VBG
stacking,0,2,VBG
groping,0,2,VBG
plating,0,2,VBG
gratifying,0,2,VBG
sobered,1,2,VBN
scrutinized,0,2,VBN
lengthened,0,2,VBN
dormliving,0,2,VBG
succumbing,0,2,VBG
cheating,0,2,VBG
honoring,0,2,VBG
physical/socialdistancing,0,2,VBG
thinning,0,2,VBG
loosefitting,0,2,VBG
humanbeing,0,2,VBG
comprehending,0,2,VBG
ctecoding,0,2,VBG
smoothing,0,2,VBG
blackballed,0,2,VBN
oppressed,2,2,VBN
reelected,0,2,VBN
scratching,2,2,VBG
maintained,3,2,VBN
autographing,0,2,VBG
sodomized,0,2,VBN
instilled,1,2,VBN
herded,0,2,VBD
barring,0,2,VBG
endangering,0,2,VBG
heightened,0,2,VBN
lashed,0,2,VBN
exited,0,2,VBN
germed,0,2,VBN
seduced,0,2,VBN
rambling,0,2,VBG
instituted,0,2,VBN
vocalized,0,2,VBN
rewarded,0,2,VBN
priced,0,2,VBN
incorporated,0,2,VBN
enacted,1,2,VBN
engineered,0,2,VBN
reevaluated,0,2,VBN
wallmounted,0,2,VBN
timeconsuming,1,2,VBG
coursed,0,2,VBN
fouled,0,2,VBN
improving,0,2,VBG
advocating,1,2,VBG
inundated,0,2,VBN
interviewing,0,2,VBG
blasted,0,2,VBN
reendorsed,0,2,VBN
postponing,0,2,VBG
detached,0,2,VBN
hurted,0,2,VBN
humiliated,0,2,VBN
squared,2,2,VBN
refilled,0,2,VBN
shrugged,1,2,VBN
shred,0,2,VBN
freeing,0,2,VBG
perfumed,0,2,VBN
theyreexposing,0,2,VBG
wracking,0,2,VBG
depicting,1,2,VBG
curtailing,0,2,VBG
regulated,0,2,VBN
wandered,0,2,VBD
degrading,0,2,VBG
innerconnected,0,2,VBN
nearing,1,2,VBG
wellrested,1,2,VBN
invaded,0,2,VBN
flagging,0,2,VBG
oversentenced,0,2,VBN
enlarged,0,2,VBN
sealing,0,2,VBG
ruined,0,2,VBN
recorded],0,2,VBN
carted,0,2,VBN
enlightened,0,2,VBN
exaggerating,0,2,VBG
expanding,2,2,VBG
benefitted,0,2,VBN
ping,0,2,VBG
carved,0,2,VBN
mopping,0,2,VBG
dejected,0,2,VBN
pacified,0,2,VBN
overseeing,0,2,VBG
strapped,0,2,VBD
cobbled,0,2,VBN
leftwing,1,2,VBG
denounced,0,2,VBD
tolerated,0,2,VBN
haggling,0,2,VBG
inhabited,0,2,VBN
scorned,0,2,VBN
clustered,0,2,VBN
flitted,0,2,VBN
jailed,0,2,VBN
rejecting,0,2,VBG
evolved,0,2,VBN
facecovering,0,2,VBG
70something,0,2,VBG
heartening,0,2,VBG
aroused,0,2,VBN
awaited,1,2,VBN
pondering,2,2,VBG
memorized,0,2,VBN
clarifying,1,2,VBG
multitasking,0,2,VBG
snorting,0,2,VBG
silenced,1,2,VBN
battered,0,2,VBN
neglecting,0,2,VBG
scattered,2,2,VBN
ambulanced,0,2,VBN
conversating,0,2,VBG
overexaggerated,0,2,VBN
summing,0,2,VBG
overcoming,3,2,VBG
terrorized,1,2,VBN
sincerelyasked,1,2,VBN
highpowered,0,2,VBN
lifechanging,0,2,VBG
misappropriating,0,2,VBG
awakening,0,2,VBG
outbreaking,0,2,VBG
paralyzed,1,2,VBN
sustaining,0,2,VBG
peeled,0,2,VBN
defining,0,2,VBG
coding,2,2,VBG
kissing,0,2,VBG
collapsing,0,2,VBG
listined,0,2,VBN
consisting,0,2,VBG
creeping,0,2,VBG
incapacitated,0,2,VBN
120something,0,2,VBG
toughed,0,2,VBN
guarding,0,2,VBG
transfered,0,2,VBN
sodomizing,0,2,VBG
erased,0,2,VBN
operated,1,2,VBN
unbinding,0,2,VBG
halfmasked,0,2,VBN
deflating,0,2,VBG
serviced,0,2,VBN
recatching,0,2,VBG
increasing,1,2,VBG
shoving,0,2,VBG
courtappointed,0,2,VBN
muscled,0,2,VBN
chipping,0,2,VBG
perceived,0,2,VBN
validated,0,2,VBN
racked,0,2,VBN
healthrelated,0,2,VBN
sacred,2,2,VBN
proctored,0,2,VBN
floored,0,2,VBN
seated,0,2,VBN
hollering,0,2,VBG
congregating,0,2,VBG
overpopulated,0,2,VBN
accomplished,3,2,VBN
motivating,0,2,VBG
disconnecting,0,2,VBG
nonlifethreatening,0,2,VBG
spiced,0,2,VBN
shoplifting,0,2,VBG
paced,0,2,VBN
picketing,0,2,VBG
catered,0,2,VBN
expunged,0,2,VBN
openminded,3,2,VBN
spoiling,0,2,VBG
finalizing,0,2,VBG
vending,0,2,VBG
thriving,0,2,VBG
colored,0,2,VBN
wired,2,2,VBD
resented,0,2,VBN
civilized,0,2,VBN
divorcing,0,2,VBG
casting,0,2,VBG
tearing,0,2,VBG
gagged,0,2,VBN
thumping,0,2,VBG
safeguarding,0,2,VBG
bounded,1,2,VBN
lightening,0,2,VBG
partied,0,2,VBN
reprimanded,0,2,VBN
selfadmitted,0,2,VBN
securing,0,2,VBG
dispaced,0,2,VBN
farreaching,0,2,VBG
diseased,0,2,VBN
unleashing,0,2,VBG
presuming,0,2,VBG
regretting,0,2,VBG
coincided,0,2,VBN
ballooned,0,2,VBN
fifteenhundred,0,2,VBN
accelerated,0,2,VBN
selfsabotaging,0,2,VBG
pudding,0,2,VBG
gagging,0,2,VBG
handcrafted,0,2,VBN
exonerated,0,2,VBN
stared,1,2,VBN
loosened,0,2,VBN
plugging,0,2,VBG
hijacked,0,2,VBN
intermingling,0,2,VBG
furloughed,0,2,VBN
whooping,0,2,VBG
stocking,0,2,VBG
witnessing,2,2,VBG
spirituallyminded,0,2,VBD
mitigating,0,2,VBG
20something,0,2,VBG
bewildered,0,2,VBN
revealed,0,2,VBD
perpetrated,0,2,VBN
omitted,0,2,VBN
infringed,0,2,VBN
constricted,0,2,VBN
goodhearted,0,2,VBN
attracted,1,2,VBD
semimodified,0,2,VBN
abiding,1,2,VBG
itsweating,0,2,VBG
sputtering,0,2,VBG
lockdown/modified,0,2,VBN
icing,1,2,VBG
marking,0,2,VBG
provoked,0,2,VBN
opposing,0,2,VBG
sodomize,0,2,VB
impoverished,1,2,VBN
billed,0,2,VBN
unpacking,0,2,VBG
wringing,0,2,VBG
scraped,0,2,VBD
campaigning,0,2,VBG
analyzed,0,2,VBN
embarked,0,2,VBN
prepairing,0,2,VBG
disallowing,0,2,VBG
reactivated,0,2,VBN
persecuted,0,2,VBN
dispensing,0,2,VBG
predicated,0,2,VBN
deported,0,2,VBN
lowering,0,2,VBG
pertained,0,2,VBN
obtaining,1,2,VBG
rusted,0,2,VBN
generating,0,2,VBG
injecting,1,2,VBG
tampering,0,1,VBG
gated,3,1,VBN
excusing,0,1,VBG
deterring,0,1,VBG
illdefined,1,1,VBN
singled,1,1,VBN
clocking,0,1,VBG
abyssing,0,1,VBG
escaped,0,1,VBD
muchneeded,0,1,VBN
foregoing,0,1,VBG
detailing,0,1,VBG
regarded,0,1,VBN
adjusting,2,1,VBG
tending,0,1,VBG
moneymaking,0,1,VBG
wellpolished,0,1,VBN
profiteering,0,1,VBG
yearned,1,1,VBN
highranking,0,1,VBG
embedded,0,1,VBN
molested,0,1,VBN
fleeing,0,1,VBG
taunting,0,1,VBG
socked,0,1,VBN
beingreleased,0,1,VBN
smacking,0,1,VBG
dodging,0,1,VBG
paralyzing,0,1,VBG
demoralizing,0,1,VBG
wellpaying,0,1,VBG
balanced,0,1,VBN
immunocompromised,0,1,VBN
selfcleansing,0,1,VBG
whoactuallyhavebeenconfirmed,0,1,VBN
tolerating,0,1,VBG
relegating,1,1,VBG
gossiping,0,1,VBG
perplexing,0,1,VBG
retarded,0,1,VBD
accompanied,0,1,VBN
interfering,1,1,VBG
symbolizing,1,1,VBG
cornered,0,1,VBN
busting,0,1,VBG
displaced,0,1,VBN
brainwashed,0,1,VBN
clouding,0,1,VBG
leaded,0,1,VBD
executing,0,1,VBG
drenching,0,1,VBG
achieved,0,1,VBN
sharpening,0,1,VBG
balled,0,1,VBN
hopping,0,1,VBG
hardworking,1,1,VBG
reaffirmed,0,1,VBN
checkered,0,1,VBN
reunited,0,1,VBN
positiondying,0,1,VBG
composing,0,1,VBG
highfiving,0,1,VBG
