word,positive_count,negative_count,part_of_speech
adverting,0,1,VBG
killing</br>,1,1,VBG
partnered,0,1,VBN
evacuated,1,1,VBN
lopsided,0,1,VBD
renovating,0,1,VBG
redeemed,0,1,VBN
demeaning,0,1,VBG
quiting,0,1,VBG
keeled,0,1,VBN
cancelling,0,1,VBG
toured,0,1,VBN
kristen,1,1,VB
everymorning,0,1,VBG
andforcing,0,1,VBG
wandering,0,1,VBG
eradicating,0,1,VBG
reversetraced,0,1,VBN
mashed,0,1,VBN
dominated,0,1,VBN
moneylaundering,0,1,VBG
warped,1,1,VBD
loaned,0,1,VBN
clarified,0,1,VBN
kingsize,0,1,VB
curtailed,1,1,VBN
highpriced,0,1,VBN
charming,0,1,VBG
reeking,0,1,VBG
raving,0,1,VBG
conflicting,1,1,VBG
raged,0,1,VBN
framing,0,1,VBG
swindled,0,1,VBN
favoring,0,1,VBG
dissolved,0,1,VBN
weathering,0,1,VBG
dungeonbuilding,0,1,VBG
termed,0,1,VBN
intriguing,0,1,VBG
enriching,0,1,VBG
flied,0,1,VBN
dinged,0,1,VBN
teaming,0,1,VBG
exceeded,0,1,VBD
onlything,0,1,VBG
diluting,0,1,VBG
snapped,2,1,VBD
debased,0,1,VBN
disciplining,0,1,VBG
roasting,0,1,VBG
reassuring,2,1,VBG
sliding,0,1,VBG
confiding,0,1,VBG
distinguished,0,1,VBN
welding,0,1,VBG
godwilling,0,1,VBG
doctored,0,1,VBN
visitatiting,0,1,VBG
infected</br>,0,1,VBN
transforming,1,1,VBG
thrilled,0,1,VBN
taxpaying,0,1,VBG
postdated,0,1,VBN
recalculated,0,1,VBN
ruining,0,1,VBG
instigated,0,1,VBN
haunted,3,1,VBN
echowing,1,1,VBG
tackled,0,1,VBN
reported</br>,0,1,VBN
restarted,1,1,VBN
trembling,0,1,VBG
is—dealing,0,1,VBG
nonincarcerated,0,1,VBN
unifying,0,1,VBG
stumbled,0,1,VBN
ricocheted,0,1,VBN
hallucinating,0,1,VBG
ranted,0,1,VBN
dented,0,1,VBN
inflicting,0,1,VBG
selfmutilating,0,1,VBG
amounting,0,1,VBG
shusegregated,1,1,VBN
stigmatized,0,1,VBN
lost</br>,0,1,VBN
lightning,0,1,VBG
intending,0,1,VBG
foreclosed,0,1,VBN
abyything,0,1,VBG
reassured,1,1,VBN
demoralize,0,1,VB
implied,1,1,VBN
throbbing,0,1,VBG
emphasized,0,1,VBN
fwing,2,1,VBG
daunting,0,1,VBG
abducted,0,1,VBN
entwined,0,1,VBN
go[unintelligible],1,1,VB
reacquainted,0,1,VBN
stalked,2,1,VBN
recommending,0,1,VBG
[one],1,1,VB
congratulating,0,1,VBG
tiling,0,1,VBG
talented,0,1,VBN
fixated,1,1,VBN
kneeled,0,1,VBN
ridding,0,1,VBG
drowning,3,1,VBG
enchanted,0,1,VBN
merged,0,1,VBN
incarcerating,0,1,VBG
shaping,0,1,VBG
antagonizing,0,1,VBG
vacationing,0,1,VBG
orientated,0,1,VBN
illustrating,0,1,VBG
breached,1,1,VBN
narrowed,0,1,VBN
downloaded,0,1,VBN
lucked,0,1,VBN
mainlined,1,1,VBN
eyeopening,0,1,VBG
stipulated,0,1,VBN
recordsetting,1,1,VBG
reimbursed,1,1,VBN
used</br/></br/>,0,1,VBN
overthinking,0,1,VBG
stripping,0,1,VBG
misspelling,1,1,VBG
chilling,0,1,VBG
preexiting,0,1,VBG
conflicted,0,1,VBN
reusing,0,1,VBG
estranged,0,1,VBN
implanted,0,1,VBN
triggered,2,1,VBN
licenced,0,1,VBN
siting,0,1,VBG
piqued,2,1,VBN
surrendering,0,1,VBG
licensed,0,1,VBN
enlightening,1,1,VBG
disoriented,1,1,VBN
overheating,0,1,VBG
stinking,0,1,VBG
emitting,0,1,VBG
cultivated,1,1,VBN
summarized,0,1,VBN
gangrelated,0,1,VBN
shortcoming,0,1,VBG
flipping,0,1,VBG
acquiring,0,1,VBG
relinquished,0,1,VBN
characterized,0,1,VBN
reopened,0,1,VBN
prerecording,0,1,VBG
climbing,0,1,VBG
reconfirmed,0,1,VBN
enticing,0,1,VBG
referenced,0,1,VBN
shriveled,0,1,VBN
finalized,0,1,VBN
presumed,1,1,VBN
differentiating,0,1,VBG
matured,0,1,VBN
praised,1,1,VBN
adultaged,0,1,VBN
barked,0,1,VBN
seen</br></be>,0,1,VBN
fueled,2,1,VBD
misplacing,0,1,VBG
descending,0,1,VBG
weretested,0,1,VBN
enflamed,1,1,VBN
cursed,0,1,VBN
reclassified,0,1,VBN
correspondencebased,1,1,VBN
trialed,0,1,VBN
upbringing,3,1,VBG
resurrected,0,1,VBN
3dprinting,0,1,VBG
vomited,0,1,VBN
palmreading,0,1,VBG
nonprogramming,0,1,VBG
archived,1,1,VBN
caging,1,1,VBG
swabbling,0,1,VBG
donating,1,1,VBG
politicing,0,1,VBG
surfacing,0,1,VBG
retesting,0,1,VBG
scaring,0,1,VBG
unplugging,0,1,VBG
experience/suffering,0,1,VBG
riotincited,1,1,VBN
do</br>,1,1,VB
covidinfected,0,1,VBN
tuckered,0,1,VBN
prosecuted,0,1,VBN
shortlived,0,1,VBN
enlisted,0,1,VBN
dehumanized,0,1,VBN
searched/seized,0,1,VBN
persevered,1,1,VBN
soldiered,0,1,VBN
regretted,0,1,VBN
concealing,0,1,VBG
overbooking,0,1,VBG
paved,0,1,VBN
mediating,0,1,VBG
oiled,0,1,VBN
crosscontaminated,0,1,VBN
rehabilitized,0,1,VBN
sponsored,0,1,VBN
gestured,1,1,VBN
litigated,0,1,VBN
camouflaged,0,1,VBN
undermining,0,1,VBG
dusting,1,1,VBG
triaged,0,1,VBN
envying,0,1,VBG
reformed,0,1,VBN
projecting,0,1,VBG
saturated,0,1,VBN
smallminded,0,1,VBD
reasoned,0,1,VBN
muhammed,0,1,VBN
appreciating,0,1,VBG
unloading,0,1,VBG
regained,0,1,VBN
updating,0,1,VBG
discerning,0,1,VBG
escalating,1,1,VBG
vibrating,0,1,VBG
neverending,1,1,VBG
levitating,0,1,VBG
braced,0,1,VBN
chiseled,0,1,VBN
hardening,0,1,VBG
dividing,1,1,VBG
antiquated,1,1,VBN
disapproved,0,1,VBN
cornored,0,1,VBN
parting,0,1,VBG
enthroned,0,1,VBN
wrecked,0,1,VBD
onebuilding,0,1,VBG
occured,0,1,VBN
revisiting,1,1,VBG
doubleceiling,0,1,VBG
mutilated,0,1,VBN
concealed,2,1,VBN
funneling,0,1,VBG
interrupted,1,1,VBN
besmirched,0,1,VBN
forementioned,0,1,VBN
commandeering,0,1,VBG
sanctioned,0,1,VBN
truckdriving,0,1,VBG
perpetuated,0,1,VBN
determining,0,1,VBG
leaning,0,1,VBG
whittled,1,1,VBD
trafficking,0,1,VBG
adhered,0,1,VBN
epipen,0,1,VB
weaponizing,0,1,VBG
messaging,2,1,VBG
looming,0,1,VBG
warmed,0,1,VBN
blacked,1,1,VBN
bemused</br>,1,1,VBN
interacted,1,1,VBN
muchdeserved,1,1,VBN
ravaging,0,1,VBG
petrified,1,1,VBN
scolded,0,1,VBD
divorced,1,1,VBN
refried,1,1,VBN
fleeced,0,1,VBN
timed,0,1,VBN
mastered,0,1,VBN
me—considering,0,1,VBG
refuting,0,1,VBG
bummed,0,1,VBN
dictating,0,1,VBG
satisfying,0,1,VBG
lunched,0,1,VBN
openended,0,1,VBN
wiretaped,0,1,VBD
thwarted,1,1,VBN
misspelled,0,1,VBN
spewed,0,1,VBN
suppressing,0,1,VBG
crumbling,0,1,VBG
snared,0,1,VBN
repaying,1,1,VBG
hosed,1,1,VBN
revolutionize,0,1,VB
restricting,0,1,VBG
modifying,1,1,VBG
hitted,0,1,VBN
copied,0,1,VBN
homeschooling,1,1,VBG
vaccined,0,1,VBN
grinded,0,1,VBN
making/changing,0,1,VBG
fared,1,1,VBN
phishing,0,1,VBG
soundminded,0,1,VBD
furnishing,0,1,VBG
originating,0,1,VBG
holed,0,1,VBN
lightened,0,1,VBN
dosing,0,1,VBG
progressing,1,1,VBG
pocketing,0,1,VBG
succeeding,0,1,VBG
discontinued,0,1,VBN
recalling,0,1,VBG
afflicting,1,1,VBG
incentivizing,0,1,VBG
thought</br/></br/>,0,1,VBN
transpacing,1,1,VBG
imdoing,0,1,VBG
whinnied</br>,1,1,VBN
fullfledged,0,1,VBN
pitched,1,1,VBN
denying/restricting,0,1,VBG
customized,0,1,VBN
reformatted,0,1,VBN
songwriting,0,1,VBG
scrounging,0,1,VBG
disclosed,0,1,VBN
elaborated,0,1,VBN
dreaming,1,1,VBG
sparked,3,1,VBN
recanted,1,1,VBN
registering,0,1,VBG
honing,0,1,VBG
raffled,0,1,VBN
coauthored,0,1,VBN
quitting,0,1,VBG
bashed,0,1,VBN
preserved,1,1,VBN
strangled,0,1,VBN
sixhundred,0,1,VBN
specified,0,1,VBN
dwing,1,1,VBG
incarerated,0,1,VBN
massaging,1,1,VBG
referencing,1,1,VBG
selfserved,0,1,VBN
belonged,0,1,VBN
insulting,0,1,VBG
towing,1,1,VBG
invalidated,0,1,VBN
wrapped,1,1,VBD
hatefilled,0,1,VBN
extracting,0,1,VBG
proliferated,0,1,VBN
herding,0,1,VBG
downloading,0,1,VBG
snitched,1,1,VBN
auditing,0,1,VBG
possessed,1,1,VBN
skimmed,0,1,VBN
engaging,0,1,VBG
seating,1,1,VBG
assembled,0,1,VBN
parched,0,1,VBN
contested,0,1,VBN
prosecuting,0,1,VBG
rotting,0,1,VBG
unforgiving,0,1,VBG
rationalize,0,1,VB
elated,1,1,VBN
paving,1,1,VBG
whipped,0,1,VBD
doubling,0,1,VBG
excelled,0,1,VBN
tinged,0,1,VBN
infected/noninfected,0,1,VBN
rubbing,0,1,VBG
toggled,0,1,VBN
shining,0,1,VBG
fact/renting,0,1,VBG
strongwilled,0,1,VBN
squirting,0,1,VBG
underlining,0,1,VBG
tormented,1,1,VBN
dressing,1,1,VBG
hounding,0,1,VBG
harvested,0,1,VBN
comforting,2,1,VBG
sponsoring,0,1,VBG
introverted,0,1,VBN
harking,0,1,VBG
leaping,1,1,VBG
haveacted,1,1,VBN
tangled,0,1,VBN
antieverything,0,1,VBG
surcomed,0,1,VBN
extracted,0,1,VBN
vaporizing,0,1,VBG
dawning,0,1,VBG
ruminated,1,1,VBN
refrigerated,0,1,VBN
verifying,0,1,VBG
wellacquainted,0,1,VBN
onced,1,1,VBN
rattled,1,1,VBN
crawling,1,1,VBG
populated,0,1,VBN
kirsten,0,1,VB
wrapping,1,1,VBG
wreaking,0,1,VBG
valued,3,1,VBN
trespassing,0,1,VBG
herring,0,1,VBG
selfanalyzing,1,1,VBG
spooked,0,1,VBN
halfhearted,1,1,VBN
deciphered,0,1,VBN
spared,0,1,VBN
crippling,1,1,VBG
andcwereexposed,0,1,VBN
raiding,0,1,VBG
spiked,0,1,VBN
deprecating,0,1,VBG
pressured,1,1,VBN
assessed,0,1,VBN
permeated,0,1,VBN
thrashed,0,1,VBN
weakening,0,1,VBG
remanded,0,1,VBN
incorporating,1,1,VBG
helping/looking,0,1,VBG
worded,0,1,VBD
blessed/cursed,0,1,VBN
centered,1,1,VBN
overrated,0,1,VBN
compensated,0,1,VBN
drying,0,1,VBG
facilitating,0,1,VBG
enunciated,0,1,VBN
bared,0,1,VBN
spirited,0,1,VBN
demonizing,0,1,VBG
paging,0,1,VBG
assaulting,0,1,VBG
signifying,1,1,VBG
constructed,0,1,VBN
contemplating,1,1,VBG
incited,0,1,VBN
chiliflavored,1,1,VBN
adapting,1,1,VBG
slashed,0,1,VBD
amassing,0,1,VBG
guided,0,1,VBN
tossing,0,1,VBG
redirected,0,1,VBN
corralled,0,1,VBN
welcoming,0,1,VBG
swatted,0,1,VBN
exhilarated,0,1,VBN
advocated,0,1,VBN
editing,0,1,VBG
planted,0,1,VBN
halffaced,0,1,VBN
wounded,1,1,VBD
curved,0,1,VBN
reinforced,1,1,VBN
humbling,0,1,VBG
downsized,0,1,VBN
deleted,0,1,VBN
packaged,0,1,VBN
embossed,0,1,VBN
forwarded,2,1,VBN
whirling,0,1,VBG
preserving,2,1,VBG
flighted,0,1,VBN
succeeded,2,1,VBN
huddled,0,1,VBD
timeunbeknownced,0,1,VBN
desiring,1,1,VBG
xwing,1,1,VBG
swarming,0,1,VBG
heartwrenching,0,1,VBG
adverted,0,1,VBN
absorbing,0,1,VBG
researched,0,1,VBN
squeezed,0,1,VBN
repairing,1,1,VBG
favored,1,1,VBN
computeraided,0,1,VBN
striving,2,1,VBG
adopting,0,1,VBG
arraigned,0,1,VBN
craving,0,1,VBG
blossomed,2,1,VBN
fairing,0,1,VBG
risktaking,0,1,VBG
spinning,2,1,VBG
interjected,0,1,VBN
dwelling,0,1,VBG
cherishing,0,1,VBG
nondetected,0,1,VBN
silhouetted,0,1,VBN
relapsed,0,1,VBN
dazed,0,1,VBN
juxtaposed,0,1,VBN
evicted,0,1,VBN
prolonging,1,1,VBG
searched</br>,1,1,VBN
provoking,0,1,VBG
bailed,0,1,VBN
swinging,0,1,VBG
had</br>,0,1,VBD
balancing,1,1,VBG
thrilling,1,1,VBG
altering,2,1,VBG
mitigated,0,1,VBN
fried,1,1,VBN
conquering,0,1,VBG
confessed,0,1,VBN
housekeeping,0,1,VBG
sibling,0,1,VBG
replicated,0,1,VBN
retained,0,1,VBN
cased,0,1,VBN
selfmutiliated,0,1,VBN
emphasizing,0,1,VBG
immigrating,0,1,VBG
fullsize,1,1,VB
nearsighted,0,1,VBN
daydreaming,0,1,VBG
deterred,0,1,VBN
oriented,1,1,VBN
abbreviated,0,1,VBN
marrying,0,1,VBG
refrained,0,1,VBN
disassociating,0,1,VBG
think</br>,0,1,VB
downed,0,1,VBN
indicted,0,1,VBN
downsizing,0,1,VBG
rescripting,0,1,VBG
commended,0,1,VBN
offended,1,1,VBN
mistaking],0,1,VBG
entrusted,1,1,VBN
strengthening,0,1,VBG
rectified,0,1,VBN
serviceconnected,0,1,VBN
rationalized,0,1,VBN
soiled,0,1,VBN
fingerprinting,0,1,VBG
indulged,0,1,VBN
forged,0,1,VBN
disculpen,0,1,VB
entertaining,0,1,VBG
littering,0,1,VBG
imported,0,1,VBN
diverted,1,1,VBN
criticize,0,1,VB
abyssed,0,1,VBN
phoned,0,1,VBN
wording,1,1,VBG
procrastinating,0,1,VBG
rave,0,1,VB
obsessed,0,1,VBN
teargassed,0,1,VBN
overbooked,0,1,VBN
ingrained,0,1,VBN
carjacking,1,1,VBG
popped</br></br>,0,1,VBN
abolishing,0,1,VBG
scar/pierced,1,1,VBN
lawyering,0,1,VBG
unrelenting,2,1,VBG
staged,0,1,VBD
protruding,0,1,VBG
dismaying,1,1,VBG
pricking,1,1,VBG
snotted,0,1,VBN
gravitating,1,1,VBG
worsening,0,1,VBG
inherited,1,1,VBN
personified,1,1,VBN
procured,0,1,VBN
castrated,0,1,VBN
barred,2,1,VBN
snarled,0,1,VBN
industrialized,0,1,VBN
teared,0,1,VBN
striped,0,1,VBD
euthanized,1,1,VBN
customizing,0,1,VBG
sedating,0,1,VBG
dislodged,0,1,VBN
suing,0,1,VBG
researching,0,1,VBG
arming,0,1,VBG
wellreceived,0,1,VBN
wellearned,1,1,VBN
dissolving,0,1,VBG
imitated,0,1,VBN
attaching,0,1,VBG
covid19related,0,1,VBN
loosing,0,1,VBG
rekindled,0,1,VBN
merging,0,1,VBG
watchingwatching,0,1,VBG
poured,1,1,VBN
urging,0,1,VBG
storing,0,1,VBG
graced,1,0,VBN
patted,1,0,VBN
selfforged,1,0,VBN
cellliving,1,0,VBG
amputated,1,0,VBN
whooped,2,0,VBD
heading/leading,1,0,VBG
rereading,1,0,VBG
uniting,2,0,VBG
tilted,1,0,VBN
accommodated,1,0,VBN
pleaded,2,0,VBD
engrained,1,0,VBN
trapping,1,0,VBG
overruled,1,0,VBN
circled,1,0,VBN
streamed,1,0,VBD
arising,1,0,VBG
pained,2,0,VBN
warming,1,0,VBG
landing,2,0,VBG
benefited,1,0,VBN
camping,2,0,VBG
writhing,1,0,VBG
deserving,1,0,VBG
seen/worked,1,0,VBN
participated,1,0,VBD
drugliving,2,0,VBG
supplemented,1,0,VBN
distorted,1,0,VBN
selfcentered,2,0,VBN
ceased,1,0,VBN
linked,1,0,VBN
smiled,1,0,VBN
seasoned,1,0,VBN
attracting,1,0,VBG
tired</br>,1,0,VBN
emptyhanded,1,0,VBN
dignified,1,0,VBN
unpromising,1,0,VBG
devasting,1,0,VBG
consulting,1,0,VBG
invested,1,0,VBN
tended,1,0,VBD
crowbarred,1,0,VBN
sells,1,0,VBZ
rooting,1,0,VBG
disenfranchised,1,0,VBN
scattering,2,0,VBG
rescued/released,1,0,VBN
molesting,1,0,VBG
prayered,1,0,VBN
slurped,1,0,VBD
surfing,2,0,VBG
spelled,1,0,VBN
cooperated,2,0,VBN
assuring,1,0,VBG
shined,2,0,VBN
emerged,1,0,VBD
overpowering,1,0,VBG
stewarding,2,0,VBG
grinding</br>,1,0,VBG
astonished,1,0,VBN
voting</br>,1,0,VBG
stumbling,1,0,VBG
puking,1,0,VBG
rehabilitize,2,0,VB
exceled,1,0,VBN
conferred,1,0,VBN
humiliating,2,0,VBG
reestablished,2,0,VBN
mowed,1,0,VBN
expressionhiding,1,0,VBG
rugged,1,0,VBN
condemning,1,0,VBG
internetbased,1,0,VBN
tagged,1,0,VBN
travelling,1,0,VBG
leasing,1,0,VBG
restoring,1,0,VBG
disinhibiting,1,0,VBG
nicknamed,1,0,VBN
coordinating,1,0,VBG
flattering,1,0,VBG
seducing,1,0,VBG
fished,1,0,VBN
padding,1,0,VBG
accursed,1,0,VBN
struggled</br>,1,0,VBN
familys/loved,2,0,VBN
boarded,1,0,VBN
coaxing,1,0,VBG
ditching,1,0,VBG
guarded,1,0,VBN
grooming,1,0,VBG
emanating,1,0,VBG
sufficed,1,0,VBN
governed,1,0,VBN
venturing,1,0,VBG
conjured,1,0,VBN
imploring,1,0,VBG
mediumsized,1,0,VBN
wholehearted,1,0,VBN
laced,1,0,VBN
recurring,2,0,VBG
uncovering,1,0,VBG
collaborated,2,0,VBN
chopping,1,0,VBG
pondered,1,0,VBN
dolled,1,0,VBN
betterbehaved,1,0,VBN
rocketed,1,0,VBN
exploited,2,0,VBN
staggered,1,0,VBN
gazed,1,0,VBN
refereeing,1,0,VBG
apprehended,1,0,VBD
defeating,1,0,VBG
awarding,1,0,VBG
multitalented,1,0,VBN
conversated,2,0,VBN
recharged,2,0,VBN
inciting</br>,1,0,VBG
fusing,2,0,VBG
analyzing,1,0,VBG
clogged,2,0,VBN
resentenced,1,0,VBN
melded,1,0,VBN
multitalented<br/><br/>,1,0,VBN
interspersed,1,0,VBN
leaned,1,0,VBN
asserted,2,0,VBN
yuengling,1,0,VBG
mobilized,1,0,VBN
rewriting,2,0,VBG
wellestablished,1,0,VBN
harboring,1,0,VBG
veiled,1,0,VBN
objected,1,0,VBN
inviting,1,0,VBG
conceived,1,0,VBN
reinitiated,1,0,VBN
idolize,1,0,VB
caretaking,1,0,VBG
longlasting,2,0,VBG
transcribing,1,0,VBG
videoconferencing,1,0,VBG
partaking,1,0,VBG
emerging,1,0,VBG
kickboxing,1,0,VBG
speeded,1,0,VBD
reiterated,1,0,VBN
rooted,2,0,VBN
gangbanging,1,0,VBG
subsided,1,0,VBD
encamping,1,0,VBG
devoting,1,0,VBG
abled,1,0,VBN
astounded,2,0,VBD
matureminded,1,0,VBN
rised,4,0,VBN
peeking,1,0,VBG
stoned,1,0,VBN
cheering,2,0,VBG
boneheaded,1,0,VBN
wrinkled,1,0,VBD
blanketed,1,0,VBN
penetrated,1,0,VBN
revolved,1,0,VBN
commuted,1,0,VBN
fencing</br>,1,0,VBG
dreamed,2,0,VBN
tainted,1,0,VBN
misleading,2,0,VBG
celebrating,1,0,VBG
kindred,1,0,VBN
riddled,1,0,VBD
mistaking,1,0,VBG
soulsearching,1,0,VBG
forwardthinking,1,0,VBG
supporting,1,0,VBG
rose</br>,1,0,VBD
chatted,1,0,VBN
