FlairSentiment,const,Week Number,case rate,death rate,Type_Jail,Type_Prison,Level_Federal,Level_State,Type_case rate,Type_death rate
0,1.0,52,0.0384346610761705,0.0004658746797111,0,1,0,1,0.0384346610761705,0.0004658746797111
0,1.0,52,0.0384346610761705,0.0004658746797111,0,1,0,1,0.0384346610761705,0.0004658746797111
0,1.0,52,0.0384346610761705,0.0004658746797111,0,1,0,1,0.0384346610761705,0.0004658746797111
0,1.0,53,0.0291171674819474,0.0009317493594223,0,1,0,1,0.0291171674819474,0.0009317493594223
0,1.0,53,0.0291171674819474,0.0009317493594223,0,1,0,1,0.0291171674819474,0.0009317493594223
1,1.0,53,0.0291171674819474,0.0009317493594223,0,1,0,1,0.0291171674819474,0.0009317493594223
0,1.0,53,0.0291171674819474,0.0009317493594223,0,1,0,1,0.0291171674819474,0.0009317493594223
0,1.0,53,0.0291171674819474,0.0009317493594223,0,1,0,1,0.0291171674819474,0.0009317493594223
1,1.0,53,0.0291171674819474,0.0009317493594223,0,1,0,1,0.0291171674819474,0.0009317493594223
0,1.0,54,0.0284183554623806,0.0002329373398555,0,1,0,1,0.0284183554623806,0.0002329373398555
0,1.0,54,0.0284183554623806,0.0002329373398555,0,1,0,1,0.0284183554623806,0.0002329373398555
0,1.0,55,0.0032611227579781,0.0002329373398555,0,1,0,1,0.0032611227579781,0.0002329373398555
0,1.0,55,0.0032611227579781,0.0002329373398555,0,1,0,1,0.0032611227579781,0.0002329373398555
0,1.0,58,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,64,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,66,0.0002329373398555,0.0,0,1,0,1,0.0002329373398555,0.0
1,1.0,67,0.0002329373398555,0.0,0,1,0,1,0.0002329373398555,0.0
0,1.0,43,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,44,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,44,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,45,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,45,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,48,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,51,0.0,0.0,0,1,0,1,0.0,0.0
1,1.0,51,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,55,0.0005733944954128,0.0,0,1,0,1,0.0005733944954128,0.0
0,1.0,43,0.0003732736095558,0.0,0,1,0,1,0.0003732736095558,0.0
0,1.0,45,0.0007465472191116,0.0,0,1,0,1,0.0007465472191116,0.0
0,1.0,48,0.0321015304217992,0.0003732736095558,0,1,0,1,0.0321015304217992,0.0003732736095558
0,1.0,49,0.237028742067936,0.0003732736095558,0,1,0,1,0.237028742067936,0.0003732736095558
0,1.0,63,0.0003732736095558,0.0,0,1,0,1,0.0003732736095558,0.0
0,1.0,43,0.0006533101045296,0.0002177700348432,0,1,0,1,0.0006533101045296,0.0002177700348432
0,1.0,44,0.0017421602787456,0.0,0,1,0,1,0.0017421602787456,0.0
0,1.0,44,0.0017421602787456,0.0,0,1,0,1,0.0017421602787456,0.0
0,1.0,44,0.0017421602787456,0.0,0,1,0,1,0.0017421602787456,0.0
0,1.0,45,0.001088850174216,0.0,0,1,0,1,0.001088850174216,0.0
0,1.0,45,0.001088850174216,0.0,0,1,0,1,0.001088850174216,0.0
0,1.0,45,0.001088850174216,0.0,0,1,0,1,0.001088850174216,0.0
0,1.0,63,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,72,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,89,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,89,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,89,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,44,0.0027406646111682,0.0,0,1,0,1,0.0027406646111682,0.0
0,1.0,55,0.0071942446043165,0.0,0,1,0,1,0.0071942446043165,0.0
0,1.0,57,0.001027749229188,0.0,0,1,0,1,0.001027749229188,0.0
0,1.0,59,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,65,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,86,0.000342583076396,0.0,0,1,0,1,0.000342583076396,0.0
0,1.0,44,0.0002853067047075,0.0,0,1,0,1,0.0002853067047075,0.0
0,1.0,51,0.0319543509272468,0.0002853067047075,0,1,0,1,0.0319543509272468,0.0002853067047075
0,1.0,52,0.0125534950071327,0.0,0,1,0,1,0.0125534950071327,0.0
0,1.0,68,0.0002853067047075,0.0,0,1,0,1,0.0002853067047075,0.0
0,1.0,69,0.0002853067047075,0.0,0,1,0,1,0.0002853067047075,0.0
0,1.0,72,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,86,0.0008559201141226,0.0002853067047075,0,1,0,1,0.0008559201141226,0.0002853067047075
0,1.0,44,0.0514596734289955,0.0004948045522018,0,1,0,1,0.0514596734289955,0.0004948045522018
0,1.0,44,0.0514596734289955,0.0004948045522018,0,1,0,1,0.0514596734289955,0.0004948045522018
0,1.0,44,0.0514596734289955,0.0004948045522018,0,1,0,1,0.0514596734289955,0.0004948045522018
0,1.0,44,0.0514596734289955,0.0004948045522018,0,1,0,1,0.0514596734289955,0.0004948045522018
0,1.0,44,0.0514596734289955,0.0004948045522018,0,1,0,1,0.0514596734289955,0.0004948045522018
0,1.0,45,0.0272142503711034,0.0,0,1,0,1,0.0272142503711034,0.0
0,1.0,45,0.0272142503711034,0.0,0,1,0,1,0.0272142503711034,0.0
0,1.0,46,0.0009896091044037,0.0,0,1,0,1,0.0009896091044037,0.0
0,1.0,47,0.0004948045522018,0.0004948045522018,0,1,0,1,0.0004948045522018,0.0004948045522018
0,1.0,47,0.0004948045522018,0.0004948045522018,0,1,0,1,0.0004948045522018,0.0004948045522018
0,1.0,47,0.0004948045522018,0.0004948045522018,0,1,0,1,0.0004948045522018,0.0004948045522018
0,1.0,48,0.0014844136566056,0.0,0,1,0,1,0.0014844136566056,0.0
0,1.0,49,0.0014844136566056,0.0004948045522018,0,1,0,1,0.0014844136566056,0.0004948045522018
0,1.0,49,0.0014844136566056,0.0004948045522018,0,1,0,1,0.0014844136566056,0.0004948045522018
0,1.0,45,0.0009832841691248,0.0,0,1,0,1,0.0009832841691248,0.0
0,1.0,46,0.0,0.0,0,1,0,1,0.0,0.0
1,1.0,52,0.0226155358898722,0.0,0,1,0,1,0.0226155358898722,0.0
0,1.0,52,0.0226155358898722,0.0,0,1,0,1,0.0226155358898722,0.0
0,1.0,55,0.0209767289413307,0.0,0,1,0,1,0.0209767289413307,0.0
1,1.0,56,0.0671910848901999,0.0,0,1,0,1,0.0671910848901999,0.0
0,1.0,45,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,45,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,49,0.0959768603733894,0.0002629503023928,0,1,0,1,0.0959768603733894,0.0002629503023928
1,1.0,53,0.0163029187483566,0.0,0,1,0,1,0.0163029187483566,0.0
0,1.0,54,0.0084144096765711,0.0002629503023928,0,1,0,1,0.0084144096765711,0.0002629503023928
0,1.0,54,0.0084144096765711,0.0002629503023928,0,1,0,1,0.0084144096765711,0.0002629503023928
0,1.0,54,0.0084144096765711,0.0002629503023928,0,1,0,1,0.0084144096765711,0.0002629503023928
0,1.0,68,0.0002629503023928,0.0,0,1,0,1,0.0002629503023928,0.0
0,1.0,68,0.0002629503023928,0.0,0,1,0,1,0.0002629503023928,0.0
0,1.0,68,0.0002629503023928,0.0,0,1,0,1,0.0002629503023928,0.0
0,1.0,69,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,69,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,69,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,72,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,72,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,72,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,73,0.0010518012095713,0.0,0,1,0,1,0.0010518012095713,0.0
0,1.0,46,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,48,0.0322019147084421,0.0,0,1,0,1,0.0322019147084421,0.0
0,1.0,48,0.0322019147084421,0.0,0,1,0,1,0.0322019147084421,0.0
0,1.0,49,0.0322019147084421,0.0,0,1,0,1,0.0322019147084421,0.0
0,1.0,49,0.0322019147084421,0.0,0,1,0,1,0.0322019147084421,0.0
0,1.0,50,0.0060922541340295,0.0,0,1,0,1,0.0060922541340295,0.0
0,1.0,50,0.0060922541340295,0.0,0,1,0,1,0.0060922541340295,0.0
0,1.0,51,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,52,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,63,0.0017406440382941,0.0,0,1,0,1,0.0017406440382941,0.0
0,1.0,64,0.000870322019147,0.0,0,1,0,1,0.000870322019147,0.0
0,1.0,47,0.0046647230320699,0.0,0,1,0,1,0.0046647230320699,0.0
0,1.0,48,0.0833819241982507,0.0,0,1,0,1,0.0833819241982507,0.0
0,1.0,48,0.0833819241982507,0.0,0,1,0,1,0.0833819241982507,0.0
0,1.0,48,0.0833819241982507,0.0,0,1,0,1,0.0833819241982507,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,49,0.0122448979591837,0.0,0,1,0,1,0.0122448979591837,0.0
0,1.0,50,0.0787172011661808,0.0,0,1,0,1,0.0787172011661808,0.0
0,1.0,50,0.0787172011661808,0.0,0,1,0,1,0.0787172011661808,0.0
0,1.0,50,0.0787172011661808,0.0,0,1,0,1,0.0787172011661808,0.0
0,1.0,50,0.0787172011661808,0.0,0,1,0,1,0.0787172011661808,0.0
0,1.0,50,0.0787172011661808,0.0,0,1,0,1,0.0787172011661808,0.0
0,1.0,51,0.0151603498542274,0.0005830903790087,0,1,0,1,0.0151603498542274,0.0005830903790087
0,1.0,52,0.0139941690962099,0.0011661807580174,0,1,0,1,0.0139941690962099,0.0011661807580174
0,1.0,52,0.0139941690962099,0.0011661807580174,0,1,0,1,0.0139941690962099,0.0011661807580174
0,1.0,54,0.0145772594752187,0.0,0,1,0,1,0.0145772594752187,0.0
0,1.0,55,0.0309037900874636,0.0,0,1,0,1,0.0309037900874636,0.0
0,1.0,55,0.0309037900874636,0.0,0,1,0,1,0.0309037900874636,0.0
0,1.0,57,0.0058309037900874,0.0,0,1,0,1,0.0058309037900874,0.0
0,1.0,58,0.0046647230320699,0.0,0,1,0,1,0.0046647230320699,0.0
0,1.0,68,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,47,0.105164903546982,0.0002074258452603,0,1,0,1,0.105164903546982,0.0002074258452603
1,1.0,50,0.0012445550715619,0.0,0,1,0,1,0.0012445550715619,0.0
0,1.0,50,0.0012445550715619,0.0,0,1,0,1,0.0012445550715619,0.0
0,1.0,52,0.0002074258452603,0.0,0,1,0,1,0.0002074258452603,0.0
0,1.0,53,0.0,0.0,0,1,0,1,0.0,0.0
1,1.0,53,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,53,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,53,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,54,0.0002074258452603,0.0,0,1,0,1,0.0002074258452603,0.0
0,1.0,54,0.0002074258452603,0.0,0,1,0,1,0.0002074258452603,0.0
0,1.0,54,0.0002074258452603,0.0,0,1,0,1,0.0002074258452603,0.0
0,1.0,54,0.0002074258452603,0.0,0,1,0,1,0.0002074258452603,0.0
0,1.0,54,0.0002074258452603,0.0,0,1,0,1,0.0002074258452603,0.0
0,1.0,55,0.0008297033810412,0.0,0,1,0,1,0.0008297033810412,0.0
1,1.0,55,0.0008297033810412,0.0,0,1,0,1,0.0008297033810412,0.0
0,1.0,57,0.0,0.0,0,1,0,1,0.0,0.0
1,1.0,64,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,65,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,47,0.0078515346181299,0.0,0,1,0,1,0.0078515346181299,0.0
0,1.0,48,0.114917915774447,0.0003568879371877,0,1,0,1,0.114917915774447,0.0003568879371877
0,1.0,55,0.0017844396859386,0.0,0,1,0,1,0.0017844396859386,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,65,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,67,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,68,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,47,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,48,0.0013100436681222,0.0,0,1,0,1,0.0013100436681222,0.0
0,1.0,49,0.0026200873362445,0.0,0,1,0,1,0.0026200873362445,0.0
0,1.0,50,0.0061135371179039,0.0,0,1,0,1,0.0061135371179039,0.0
0,1.0,51,0.0751091703056769,0.0,0,1,0,1,0.0751091703056769,0.0
0,1.0,51,0.0751091703056769,0.0,0,1,0,1,0.0751091703056769,0.0
0,1.0,51,0.0751091703056769,0.0,0,1,0,1,0.0751091703056769,0.0
0,1.0,52,0.096943231441048,0.0,0,1,0,1,0.096943231441048,0.0
0,1.0,54,0.0209606986899563,0.0,0,1,0,1,0.0209606986899563,0.0
0,1.0,55,0.0091703056768558,0.0,0,1,0,1,0.0091703056768558,0.0
0,1.0,57,0.0026200873362445,0.0,0,1,0,1,0.0026200873362445,0.0
0,1.0,64,0.0008733624454148,0.0,0,1,0,1,0.0008733624454148,0.0
1,1.0,66,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,71,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,89,0.0008733624454148,0.0,0,1,0,1,0.0008733624454148,0.0
0,1.0,47,0.0019248270474441,6.04025224093358e-06,1,0,0,0,0.0,0.0
0,1.0,53,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,69,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,55,0.0639225181598063,0.0004842615012106,0,1,0,1,0.0639225181598063,0.0004842615012106
0,1.0,56,0.0087167070217917,0.0009685230024213,0,1,0,1,0.0087167070217917,0.0009685230024213
0,1.0,56,0.0087167070217917,0.0009685230024213,0,1,0,1,0.0087167070217917,0.0009685230024213
1,1.0,56,0.0087167070217917,0.0009685230024213,0,1,0,1,0.0087167070217917,0.0009685230024213
1,1.0,56,0.0087167070217917,0.0009685230024213,0,1,0,1,0.0087167070217917,0.0009685230024213
1,1.0,56,0.0087167070217917,0.0009685230024213,0,1,0,1,0.0087167070217917,0.0009685230024213
0,1.0,56,0.0087167070217917,0.0009685230024213,0,1,0,1,0.0087167070217917,0.0009685230024213
0,1.0,58,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,58,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,58,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,58,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,58,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,58,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,58,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,59,0.0,0.0004842615012106,0,1,0,1,0.0,0.0004842615012106
0,1.0,59,0.0,0.0004842615012106,0,1,0,1,0.0,0.0004842615012106
0,1.0,59,0.0,0.0004842615012106,0,1,0,1,0.0,0.0004842615012106
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,63,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,68,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,55,0.0088691796008869,0.0,0,1,0,1,0.0088691796008869,0.0
0,1.0,56,0.0073909830007391,0.0,0,1,0,1,0.0073909830007391,0.0
0,1.0,56,0.0073909830007391,0.0,0,1,0,1,0.0073909830007391,0.0
0,1.0,57,0.0084996304508499,0.0,0,1,0,1,0.0084996304508499,0.0
0,1.0,57,0.0084996304508499,0.0,0,1,0,1,0.0084996304508499,0.0
1,1.0,57,0.0084996304508499,0.0,0,1,0,1,0.0084996304508499,0.0
0,1.0,57,0.0084996304508499,0.0,0,1,0,1,0.0084996304508499,0.0
0,1.0,57,0.0084996304508499,0.0,0,1,0,1,0.0084996304508499,0.0
0,1.0,57,0.0084996304508499,0.0,0,1,0,1,0.0084996304508499,0.0
0,1.0,58,0.0084996304508499,0.0,0,1,0,1,0.0084996304508499,0.0
0,1.0,58,0.0084996304508499,0.0,0,1,0,1,0.0084996304508499,0.0
0,1.0,60,0.0018477457501847,0.0,0,1,0,1,0.0018477457501847,0.0
0,1.0,60,0.0018477457501847,0.0,0,1,0,1,0.0018477457501847,0.0
0,1.0,62,0.0003695491500369,0.0,0,1,0,1,0.0003695491500369,0.0
0,1.0,64,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,65,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,66,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,56,0.0029311187103077,0.0,0,1,0,1,0.0029311187103077,0.0
0,1.0,56,0.0029311187103077,0.0,0,1,0,1,0.0029311187103077,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,62,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,63,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,63,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,57,0.000375939849624,0.0,0,1,0,1,0.000375939849624,0.0
0,1.0,58,0.000375939849624,0.0,0,1,0,1,0.000375939849624,0.0
0,1.0,58,0.000375939849624,0.0,0,1,0,1,0.000375939849624,0.0
0,1.0,58,0.000375939849624,0.0,0,1,0,1,0.000375939849624,0.0
0,1.0,59,0.000375939849624,0.0,0,1,0,1,0.000375939849624,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
1,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
1,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,62,0.0,0.0,0,1,0,1,0.0,0.0
1,1.0,62,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,63,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,64,0.0015037593984962,0.0,0,1,0,1,0.0015037593984962,0.0
0,1.0,64,0.0015037593984962,0.0,0,1,0,1,0.0015037593984962,0.0
1,1.0,58,0.0005264543300868,0.0,0,1,0,1,0.0005264543300868,0.0
0,1.0,58,0.0003079765937788,0.0,0,1,0,1,0.0003079765937788,0.0
0,1.0,59,0.0021558361564521,0.0,0,1,0,1,0.0021558361564521,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,60,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,61,0.0006159531875577,0.0,0,1,0,1,0.0006159531875577,0.0
0,1.0,61,0.0006159531875577,0.0,0,1,0,1,0.0006159531875577,0.0
0,1.0,63,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,63,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,64,0.0,0.0,0,1,0,1,0.0,0.0
1,1.0,64,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,65,0.0,0.0,0,1,0,1,0.0,0.0
0,1.0,65,0.0,0.0,0,1,0,1,0.0,0.0
