FlairSentiment,const,Week Number,case number,case rate,death number,death rate,Type_Prison,Level_Federal,Level_State,Type_case number,Type_case rate,Type_death number,Type_death rate
0,1.0,69,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,69,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,69,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,72,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,72,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,72,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,73,4.0,0.0010518012095713,0.0,0.0,1,0,1,4.0,0.0010518012095713,0.0,0.0
0,1.0,46,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,48,37.0,0.0322019147084421,0.0,0.0,1,0,1,37.0,0.0322019147084421,0.0,0.0
0,1.0,48,37.0,0.0322019147084421,0.0,0.0,1,0,1,37.0,0.0322019147084421,0.0,0.0
0,1.0,49,37.0,0.0322019147084421,0.0,0.0,1,0,1,37.0,0.0322019147084421,0.0,0.0
0,1.0,49,37.0,0.0322019147084421,0.0,0.0,1,0,1,37.0,0.0322019147084421,0.0,0.0
0,1.0,50,7.0,0.0060922541340295,0.0,0.0,1,0,1,7.0,0.0060922541340295,0.0,0.0
0,1.0,50,7.0,0.0060922541340295,0.0,0.0,1,0,1,7.0,0.0060922541340295,0.0,0.0
0,1.0,51,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,52,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,63,2.0,0.0017406440382941,0.0,0.0,1,0,1,2.0,0.0017406440382941,0.0,0.0
0,1.0,64,1.0,0.000870322019147,0.0,0.0,1,0,1,1.0,0.000870322019147,0.0,0.0
0,1.0,47,8.0,0.0046647230320699,0.0,0.0,1,0,1,8.0,0.0046647230320699,0.0,0.0
0,1.0,48,143.0,0.0833819241982507,0.0,0.0,1,0,1,143.0,0.0833819241982507,0.0,0.0
0,1.0,48,143.0,0.0833819241982507,0.0,0.0,1,0,1,143.0,0.0833819241982507,0.0,0.0
0,1.0,48,143.0,0.0833819241982507,0.0,0.0,1,0,1,143.0,0.0833819241982507,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,49,21.0,0.0122448979591837,0.0,0.0,1,0,1,21.0,0.0122448979591837,0.0,0.0
0,1.0,50,135.0,0.0787172011661808,0.0,0.0,1,0,1,135.0,0.0787172011661808,0.0,0.0
0,1.0,50,135.0,0.0787172011661808,0.0,0.0,1,0,1,135.0,0.0787172011661808,0.0,0.0
0,1.0,50,135.0,0.0787172011661808,0.0,0.0,1,0,1,135.0,0.0787172011661808,0.0,0.0
0,1.0,50,135.0,0.0787172011661808,0.0,0.0,1,0,1,135.0,0.0787172011661808,0.0,0.0
0,1.0,50,135.0,0.0787172011661808,0.0,0.0,1,0,1,135.0,0.0787172011661808,0.0,0.0
0,1.0,51,26.0,0.0151603498542274,1.0,0.0005830903790087,1,0,1,26.0,0.0151603498542274,1.0,0.0005830903790087
0,1.0,52,24.0,0.0139941690962099,2.0,0.0011661807580174,1,0,1,24.0,0.0139941690962099,2.0,0.0011661807580174
0,1.0,52,24.0,0.0139941690962099,2.0,0.0011661807580174,1,0,1,24.0,0.0139941690962099,2.0,0.0011661807580174
0,1.0,54,25.0,0.0145772594752187,0.0,0.0,1,0,1,25.0,0.0145772594752187,0.0,0.0
0,1.0,55,53.0,0.0309037900874636,0.0,0.0,1,0,1,53.0,0.0309037900874636,0.0,0.0
0,1.0,55,53.0,0.0309037900874636,0.0,0.0,1,0,1,53.0,0.0309037900874636,0.0,0.0
0,1.0,57,10.0,0.0058309037900874,0.0,0.0,1,0,1,10.0,0.0058309037900874,0.0,0.0
0,1.0,58,8.0,0.0046647230320699,0.0,0.0,1,0,1,8.0,0.0046647230320699,0.0,0.0
0,1.0,68,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,47,507.0,0.105164903546982,1.0,0.0002074258452603,1,0,1,507.0,0.105164903546982,1.0,0.0002074258452603
1,1.0,50,6.0,0.0012445550715619,0.0,0.0,1,0,1,6.0,0.0012445550715619,0.0,0.0
0,1.0,50,6.0,0.0012445550715619,0.0,0.0,1,0,1,6.0,0.0012445550715619,0.0,0.0
0,1.0,52,1.0,0.0002074258452603,0.0,0.0,1,0,1,1.0,0.0002074258452603,0.0,0.0
0,1.0,53,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
1,1.0,53,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,53,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,53,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,54,1.0,0.0002074258452603,0.0,0.0,1,0,1,1.0,0.0002074258452603,0.0,0.0
0,1.0,54,1.0,0.0002074258452603,0.0,0.0,1,0,1,1.0,0.0002074258452603,0.0,0.0
0,1.0,54,1.0,0.0002074258452603,0.0,0.0,1,0,1,1.0,0.0002074258452603,0.0,0.0
0,1.0,54,1.0,0.0002074258452603,0.0,0.0,1,0,1,1.0,0.0002074258452603,0.0,0.0
0,1.0,54,1.0,0.0002074258452603,0.0,0.0,1,0,1,1.0,0.0002074258452603,0.0,0.0
0,1.0,55,4.0,0.0008297033810412,0.0,0.0,1,0,1,4.0,0.0008297033810412,0.0,0.0
1,1.0,55,4.0,0.0008297033810412,0.0,0.0,1,0,1,4.0,0.0008297033810412,0.0,0.0
0,1.0,57,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
1,1.0,64,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,65,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0
0,1.0,47,22.0,0.0078515346181299,0.0,0.0,1,0,1,22.0,0.0078515346181299,0.0,0.0
0,1.0,48,322.0,0.114917915774447,1.0,0.0003568879371877,1,0,1,322.0,0.114917915774447,1.0,0.0003568879371877
