file_name,date,prison_name,tags
CSATF_20201231_167_FULL,20201231,CSATF,['Stress']
CSAFT_20210128_310_Full,20210128,CSAFT,['']
CSTAF_20210201_372_FULL,20210201,CSTAF,['']
Delano_20210216_428_FULL,20210216,Delano,['']
Delano_20210216_432_FULL,20210216,Delano,['']
Delano_20210217_400_Full_Prison Conditions,20210217,Delano,['Prison Conditions']
Delano_20210217_409_FULL_Infection,20210217,Delano,['Infection']
Delano_20210420_725_FULL_Family_PrisonConditions,20210420,Delano,"['Family', ' Prison Conditions']"
Delano_20210420_726_Full,20210420,Delano,['']
Donovan_20210107_227_Full,20210107,Donovan,['']
Donovan_20210119_319_FULL_Infection_PrisonConditions,20210119,Donovan,"['Infection', ' Prison Conditions']"
Donovan_20210319_645_FULL,20210319,Donovan,['']
Donovan_20210330_591_FULL_Stress,20210330,Donovan,['Stress']
Donovan_20210419_682_Full_Family_Infection_Stress,20210419,Donovan,"['Family', ' Infection', ' Stress']"
Donovan_20210419_699_FULL_PrisonConditionsFamilyStress,20210419,Donovan,"['Prison Conditions', ' Family', ' Stress']"
Donovan_20210422_772_FULL_Infection_PrisonConditions,20210422,Donovan,"['Infection', ' Prison Conditions']"
Donovan_20210422_802_Full_InfectionPrisonConditions,20210422,Donovan,"['Infection', ' Prison Conditions']"
Donovan_20210422_803_FULL,20210422,Donovan,['']
Donovan_20210422_804_FULL,20210422,Donovan,['']
Donovan_20210426_817_FULL_PrisonConditions_Infection_Stress,20210426,Donovan,"['Prison Conditions', ' Infection', ' Stress', ' Featured']"
Donovan_20210426_818_FULL,20210426,Donovan,['']
Donovan_20210427_765_Full,20210427,Donovan,['']
Donovan_20210427_767_FULL_Family_Infection_PrisonConditions,20210427,Donovan,"['Family', ' Infection', ' Prison Conditions']"
Donovan_20210427_785_FULL_Family_Infection,20210427,Donovan,"['Family', ' Infection']"
Donovan_20210427_899_FULL_Infection,20210427,Donovan,['Infection']
Donovan_20210428_761_FULL,20210428,Donovan,['']
Donovan_20210428_762_FULL_PrisonConditionsStress,20210428,Donovan,"['Prison Conditions', ' Stress']"
Donovan_20210428_763_FULL_Infection_PrisonConditions,20210428,Donovan,"['Infection', ' Prison Conditions']"
Donovan_20210428_764_FULL,20210428,Donovan,['']
Donovan_20210428_853_FULL_FamilyInfection,20210428,Donovan,"['Family', ' Infection']"
Donovan_20210430_1011_Full,20210430,Donovan,['']
Folsom_20210104_294_FULL,20210104,Folsom,"['Prison Conditions', ' Stress', ' Programs']"
Folsom_20210412_958_Full,20210412,Folsom,['']
Folsom_20210427_888_FULL_PrisonCondtions,20210427,Folsom,['Prison Conditions']
Folsom_20210428_1032_Full,20210428,Folsom,['']
High Desert_20210219_410_FULL_Stress_Infection,20210219,High Desert,"['Stress', ' Infection']"
High Desert_20210221_501_FULL_PrisonConditions_Stress,20210221,High Desert,"['Prison Conditions', ' Stress']"
High Desert_20210222_503_FULL,20210222,High Desert,['']
High Desert_20210301_534_FULL_InfectionFamilyPrisonConditions_Stress,20210301,High Desert,"['Infection', ' Family', ' Prison Conditions']"
High Desert_20210303_529_Full,20210303,High Desert,['']
High Desert_20210310_582_FULL_Stress_PrisonConditions,20210310,High Desert,"['Stress', ' Prison Conditions']"
High Desert_20210315_549_FULL_PrisonConditions,20210315,High Desert,['Prison Conditions']
High_Desert_20210128_304_FULL,20210128,High_Desert,"['Family', ' Prison Conditions', ' Infection']"
High_Desert_20210201_368_FULL,20210201,High_Desert,['']
HighDesert_20210128_302_Full,20210128,HighDesert,['']
HighDesert_20210128_303_Full,20210128,HighDesert,['']
HighDesert_20210128_305_FULL,20210128,HighDesert,"['Family', ' Stress']"
HighDesert_20210129_300_Full,20210129,HighDesert,"['Prison Conditions', ' Stress']"
HighDesert_20210129_301_Full_PrisonConditions_Programs_Family,20210129,HighDesert,"['Prison Conditions', ' Programs', ' Family', ' Stress', ' Infection']"
HighDesert_20210129_377_FULL,20210129,HighDesert,['']
HighDesert_20210201_357_FULL_Family_Infection,20210201,HighDesert,"['Family', ' Infection']"
HighDesert_20210208_342_FULL_PrisonConditionsInfection,20210208,HighDesert,"['Prison Conditions', ' Infection']"
HighDesert_20210211_441_Full_PrisonCondtions_Infection_Stress,20210211,HighDesert,"['Prison Condtions', ' Infection', ' Stress']"
HighDesert_20210221_505_FULL_Infection_Family,20210221,HighDesert,"['Infection', ' Family']"
HighDesert_20210222_502_FULL_Stress_PrisonConditions,20210222,HighDesert,"['Stress', ' Prison Conditions']"
HighDesert_20210223_459_FULL_Stress_Infection,20210223,HighDesert,"['Stress', ' Infection']"
HighDesert_20210223_460_FULL_PrisonConditions_Programs,20210223,HighDesert,"['Prison Conditions', ' Program']"
HighDesert_20210223_467_FULL,20210223,HighDesert,['']
HighDesert_20210420_713_Full_Family_Infection_Stress,20210420,HighDesert,"['Family', ' Infection', ' Stress']"
Ironwood_20201130_94_FULL,20201130,Ironwood,['']
Ironwood_20201229_157_FULL,20201229,Ironwood,['']
Ironwood_20201230_156_FULL,20201230,Ironwood,['']
Ironwood_20210113_269_Full_Infection,20210113,Ironwood,"['Infection', ' Featured']"
Ironwood_20210114_267_Full,20210114,Ironwood,"['Prison Conditions', ' Family', ' Stress']"
Ironwood_20210122_327_FULL_Programs_Infection,20210122,Ironwood,"['Programs', ' Infection']"
Ironwood_20210125_311_Full,20210125,Ironwood,['']
Ironwood_20210205_388,20210205,Ironwood,['Prison Conditions']
Jamestown_20210308_672_FULL,20210308,Jamestown,['']
Jamestown_20210311_667_FULL_Stress,20210311,Jamestown,['Stress']
Jamestown_20210316_561_Full,20210316,Jamestown,['']
Jamestown_20210317_572_FULL_Infection_PrisonConditions,20210317,Jamestown,"['Infection', ' Prison Conditions']"
Jamestown_20210317_573_FULL_PrisonConditions_Infection_Stress,20210317,Jamestown,"['Prison Conditions', ' Infection', ' Stress']"
Jamestown_20210318_574_FULL_Family_Infection_Stress,20210318,Jamestown,"['Family', ' Infection', ' Stress']"
jamestown_20210323_643_Full_Stress,20210323,jamestown,['Stress']
jamestown_20210325_638_Full,20210325,jamestown,['']
Jamestown_20210419_695_Full,20210419,Jamestown,['']
KernValley_20210324_636_FULL_Programs_Infection,20210324,KernValley,"['Programs', ' Infection']"
KernValley_20210427_739_FULL,20210427,KernValley,['']
KernValley_20210427_742_FULL,20210427,KernValley,['']
KernValley_20210427_745_Full_Infection_PrisonConditions,20210427,KernValley,"['Infection', ' Prison Conditions']"
KernValley_20210427_747_FULL,20210427,KernValley,['']
KernValley_20210427_753_FULL,20210427,KernValley,['']
KernValley_20210427_754_FULL_StressInfection,20210427,KernValley,"['Stress', ' Infection']"
KernValley_20210427_830_FULL_InfectionStress,20210427,KernValley,"['Infection', ' Stress']"
KernValley_20210428_846_Full,20210428,KernValley,['']
KernValley_20210428_849_Full,20210428,KernValley,['']
KernValley_20210430_1000_FULL_Programs_Infection,20210430,KernValley,"['Programs', ' Infection']"
KernValley_20210430_1001_FULL_Stress_Infection_PrisonConditions,20210430,KernValley,"['Stress', ' Infection', ' Prison Conditions']"
KernValley_20210430_999_Full,20210430,KernValley,['']
KernValley_20210513_1345_FULL,20210513,KernValley,['']
KernValley_20210513_1346_FULL_Infection,20210513,KernValley,['Infection']
KernValley_20210513_1350_FULL,20210513,KernValley,['']
Lancaster_20201029_002_FULL,20201029,Lancaster,['']
Lancaster_20201109_030_FULL,20201109,Lancaster,['']
Lancaster_20201202_091_FULL,20201202,Lancaster,['']
Lancaster_20201209_110_FULL,20201209,Lancaster,"['Infection', ' Stress', ' Prison Conditions']"
Lancaster_20210126_295_Full,20210126,Lancaster,['']
Lancaster_20210316_583_FULL_Stress_PrisonConditions,20210316,Lancaster,"['Stress', ' Prison Conditions']"
MuleCreek_20201109_27_Full_PrisonConditions_Stress_Family,20201109,MuleCreek,"['Prison Conditions', ' Stress', ' Family']"
MuleCreek_20201110_323_FULL_PrisonConditions,20201110,MuleCreek,['Prison Conditions']
MuleCreek_20201210_101_FULL,20201210,MuleCreek,['']
MuleCreek_20210105_246_FULL,20210105,MuleCreek,['']
MuleCreek_20210113_257_Full,20210113,MuleCreek,['']
MuleCreek_20210419_696_FULL_Family_PrisonConditions_Infection,20210419,MuleCreek,"['Family', ' Prison Conditions', ' Infection']"
MuleCreek_20210421_704_Full,20210421,MuleCreek,['']
MuleCreek_20210423_797_FULL,20210423,MuleCreek,['']
MuleCreek_20210426_868_FULL_PrisonConditions,20210426,MuleCreek,['Prison Conditions']
MuleCreek_20210426_870_FULL_FamilyStressInfection,20210426,MuleCreek,"['Family', ' Stress', ' Infection']"
MuleCreek_20210428_844_FULL_InfectionPrisonConditions,20210428,MuleCreek,"['Infection', ' Prison Conditions', ' Featured']"
MuleCreek_20210429_987_FULL,20210429,MuleCreek,['']
MuleCreek_20210517_1261_FULL_PrisonConditions_Infection_Family,20210517,MuleCreek,"['Prison Conditions', ' Infection', ' Family']"
MuleCreek_20210517_1262_FULL_PrisonConditions_Infection,20210517,MuleCreek,"['Prison Conditions', ' Infection']"
MuleCreek_20210517_1267_FULL,20210517,MuleCreek,['']
MuleCreek_20210526_5_04_FULL,20210526,MuleCreek,['']
NewFolsom_20210418_698_FULL_ProgramsPrisonConditions,20210418,NewFolsom,"['Programs', ' Prison Conditions']"
NewFolsom_20210420_714_FULL_StressPrograms,20210420,NewFolsom,"['Stress', ' Programs']"
NewFolsom_20210421_707_FULL_ProgramsFamilyStress,20210421,NewFolsom,"['Programs', ' Family', ' Stress']"
NewFolsom_20210421_708_FULL_ProgramsFamilyStress,20210421,NewFolsom,"['Programs', ' Family', ' Stress', ' Featured']"
NewFolsom_20210421_710_FULL_ProgramsInfectionPrisonconditions,20210421,NewFolsom,"['Programs', ' Infection', ' Prison Conditions']"
NewFolsom_20210421_792_FULL_PrisonconditionsCopingFamily,20210421,NewFolsom,"['Prison Conditions', ' Stress', ' Family']"
NewFolsom_20210422_769_FULL_PrisonConditionsInfection,20210422,NewFolsom,"['Prison Conditions', ' Infection']"
NewFolsom_20210423_771_FULL,20210423,NewFolsom,['']
NewFolsom_20210426_814_FULL_PrisonConditions,20210426,NewFolsom,['Prison Conditions']
NewFolsom_20210426_820_FULL,20210426,NewFolsom,['']
NewFolsom_20210426_821_FULL_FamilyInfection,20210426,NewFolsom,"['Family', ' Infection']"
NewFolsom_20210426_824_FULL_Infection_PrisonConditions,20210426,NewFolsom,"['Infection', ' Prison Conditions']"
NewFolsom_20210429_986_FULL_PrisonConditions,20210429,NewFolsom,['Prison Conditions']
NewFolsom_20210430_1016_FULL_Infection,20210430,NewFolsom,['Infection']
NewFolsom_20210430_1022_Full_Infection_Programs,20210430,NewFolsom,"['Infection', ' Programs', ' Featured']"
Norco_20201102_10_FULL,20201102,Norco,"['Infection', ' Family']"
Norco_20210123_449_Full_Infection_Family,20210123,Norco,"['Infection', ' Family']"
Norco_20210125_334_Full,20210125,Norco,['']
Norco_20210203_386_FULL,20210203,Norco,['']
Norco_20210208_349_FULL,20210208,Norco,"['Infection', ' Stress', ' Prison Conditions']"
Norco_20210219_414_Full,20210219,Norco,['']
Norco_20210401_610_FULL_Infection_PrisonConditions,20210401,Norco,"['Infection', ' Prison Conditions']"
NorthKern_20210209_337_FULL,20210209,NorthKern,['']
Orange_Central_20210415_939_FULL,20210415,Orange_Central,['']
Orange_Central_20210416_927_FULL,20210416,Orange_Central,['']
Orange_Central_20210416_928_FULL_PrisonConditionsInfection,20210416,Orange_Central,"['Prison Conditions', ' Infection']"
Orange_Central_20210419_689_FULL,20210419,Orange_Central,['']
Orange_Central_20210419_693_FULL_Stress,20210419,Orange_Central,['Stress']
Orange_Central_20210421_679_Full,20210421,Orange_Central,['']
Orange_Central_20210421_728_Full,20210421,Orange_Central,['']
Orange_Central_20210428_842_FULL,20210428,Orange_Central,['']
Orange_Central_20210517_1275_FULL_Stress,20210517,Orange_Central,['Stress']
Orange_TheoLacy_20210416_926_FULL_PrisonConditionsPrograms,20210416,Orange_TheoLacy,"['Prison Conditions', ' Programs']"
Orange_TheoLacy_20210417_687_FULL_PrisonConditions_Family,20210417,Orange_TheoLacy,"['Prison Conditions', ' Family']"
Orange_TheoLacy_20210417_930_FULL,20210417,Orange_TheoLacy,['']
Orange_TheoLacy_20210417_932_FULL,20210417,Orange_TheoLacy,['']
Orange_TheoLacy_20210419_680_FULL,20210419,Orange_TheoLacy,['']
Orange_TheoLacy_20210419_694_FULL,20210419,Orange_TheoLacy,['']
Orange_TheoLacy_20210420_722_Full,20210420,Orange_TheoLacy,['']
Orange_TheoLacy_20210420_723_FULL_PrisonConditions_Stress,20210420,Orange_TheoLacy,['Prison Conditions']
Orange_TheoLacy_20210420_724_FULL,20210420,Orange_TheoLacy,['']
Orange_TheoLacy_20210421_701_Full_FamilyInfectionStress,20210421,Orange_TheoLacy,"['Family', ' Infection', ' Stress']"
Orange_TheoLacy_20210421_730_FULL_PrisonConditionsStressInfection,20210421,Orange_TheoLacy,"['Prison Conditions', ' Stress', ' Infection']"
Orange_TheoLacy_20210421_919_FULL_PrisonConditionsInfection,20210421,Orange_TheoLacy,"['Prison Conditions', ' Infection']"
Orange_TheoLacy_20210423_777_FULL_StressPrisonConditions,20210423,Orange_TheoLacy,"['Stress', ' Prison Conditions']"
Orange_TheoLacy_20210424_805_FULL,20210424,Orange_TheoLacy,['']
Orange_TheoLacy_20210427_892_FULL_PrisonConditionsInfection,20210427,Orange_TheoLacy,"['Prison Conditions', ' Infection']"
Orange_TheoLacy_20210430_1003_Full,20210430,Orange_TheoLacy,['']
Orange_TheoLacy_20210430_1010_Full_Stress_PrisonConditions,20210430,Orange_TheoLacy,"['Stress', ' Prison Conditions', ' Featured']"
Orange_TheoLacy_20210501_1024_FULL_Stress,20210501,Orange_TheoLacy,['Stress']
PelicanBay_20210420_917_FULL_PrisonConditions,20210420,PelicanBay,['Prison Conditions']
PelicanBay_20210420_918_Full,20210420,PelicanBay,['']
PelicanBay_20210423_866_FULL,20210423,PelicanBay,['']
PelicanBay_20210426_903_FULL,20210426,PelicanBay,['']
Pleasant Valley_20210217_402_FULL_Programs,20210217,Pleasant Valley,['Programs']
Pleasant Valley_20210222_491_FULL,20210222,Pleasant Valley,['']
Pleasant Valley_20210223_497_FULL_Famiy_Infection_Stress,20210223,Pleasant Valley,"['Family', ' Infection', ' Stress']"
Pleasant Valley_20210302_523_FULL_Family_PrisonConditions_Programs,20210302,Pleasant Valley,"['Family', ' Prison Conditions', ' Porgrams']"
Pleasant Valley_20210312_657_FULL,20210312,Pleasant Valley,"['Stress', ' Infection']"
PleasantValley_20210201_370_FULL,20210201,PleasantValley,"['Prison Conditions', ' Family', ' Stress']"
PleasantValley_20210209_341_Full,20210209,PleasantValley,"['Family', ' Programs']"
PleasantValley_20210211_396_Full_PrisonConditions_Stress_Programs_Family,20210211,PleasantValley,"['Prison Conditions', ' Stress', ' Family', ' Programs']"
PleasantValley_20210214_429_FULL,20210214,PleasantValley,['']
PleasantValley_20210223_484_FULL,20210223,PleasantValley,['']
PleasantValley_20210224_474_Full_Programs_Stress,20210224,PleasantValley,"['Programs', ' Stress']"
PleasantValley_20210228_519_FULL_Stress,20210228,PleasantValley,['Stress']
PleasantValley_20210311_668_FULL_PrisonConditions_Family,20210311,PleasantValley,"['Prison Conditions', ' Family']"
PleasantValley_20210311_669_FULL_Programs_PrisonConditions,20210311,PleasantValley,"['Programs', ' Prison Conditions']"
PleasantValley_20210317_564_FULL_Stress,20210317,PleasantValley,['Stress']
PleasantValley_20210322_621_FULL,20210322,PleasantValley,['']
PleasantValley_20210322_622_Full,20210322,PleasantValley,['']
Pleasantvalley_20210322_633_FULL_Stress_PrisonConditions,20210322,Pleasantvalley,"['Stress', ' Prison Conditions']"
PleasantValley_20210401_609_Full_PrisonConditions_Infections,20210401,PleasantValley,"['Prison Conditions', ' Infection']"
SalinasValley_20210315_554_FULL,20210315,SalinasValley,['']
SalinasValley_20210405_968_Full,20210405,SalinasValley,['']
SalinasValley_20210419_727_FULL,20210419,SalinasValley,['']
SalinasValley_20210421_729_FULL_StressPrograms,20210421,SalinasValley,"['Stress', ' Programs']"
SalinasValley_20210421_912_Full,20210421,SalinasValley,['']
SalinasValley_20210422_801_FULL,20210422,SalinasValley,['']
SalinasValley_20210422_806_FULL_PrisonConditions,20210422,SalinasValley,['Prison Conditions']
SalinasValley_20210423_808_FULL_PrisonConditions,20210423,SalinasValley,['Prison Conditions']
SalinasValley_20210423_864_FULL_PrisonCondtions,20210423,SalinasValley,['Prison Conditions']
SalinasValley_20210423_867_FULL,20210423,SalinasValley,['']
SalinasValley_20210426_781_FULL,20210426,SalinasValley,['']
SalinasValley_20210426_880_FULL,20210426,SalinasValley,['']
SalinasValley_20210426_881_FULL_StressInfection,20210426,SalinasValley,"['Stres', ' Infection']"
SalinasValley_20210426_889_FULL,20210426,SalinasValley,['']
San Quentin_20201108_025_FULL,20201108,San Quentin,['']
San Quentin_20201201_77B_FULL_PrisonConditions_Infection_Stress,20201201,San Quentin,"['Prison Conditions', ' Infection', ' Stress', ' Featured']"
San Quentin_20201204_86_FULL,20201204,San Quentin,['']
San Quentin_20210125_312_FULL,20210125,San Quentin,"['Stress', ' Programs', ' Prison Conditions']"
San_Quentin_20201109_022_FULL,20201109,San_Quentin,['']
SanQuentin_20201123_068_FULL,20201123,SanQuentin,"['Infections', ' Stress', ' Prison Conditions']"
SanQuentin_20201221_187_FULL,20201221,SanQuentin,['']
SanQuentin_20201221_188_FULL,20201221,SanQuentin,"['Programs', ' Prison Conditions']"
SanQuentin_20201229_200_Full,20201229,SanQuentin,['']
SanQuentin_20210104_252_FULL,20210104,SanQuentin,['Prison Conditions']
SCC_20210114_271_Full,20210114,SCC,['']
Solano_20210113_273_Full,20210113,Solano,['']
Solano_20210224_464_Full_Stress_PrisonConditions_Infection,20210224,Solano,"['Stress', ' Prison Conditions', ' Infection']"
Solano_20210225_470_FULL_Infection_Stress_Family,20210225,Solano,"['Infection', ' Stress', ' Family']"
Solano_20210309_652_FULL_StressPrisonConditionsFamily,20210309,Solano,"['Stress', ' Prison Conditions', ' Family']"
Solano_20210312_663_Full,20210312,Solano,['']
Solano_20210312_666_FULL,20210312,Solano,['']
Solano_20210317_568_FULL,20210317,Solano,['']
Solano_20210319_579_Full,20210319,Solano,['']
Solano_20210402_611_FULL_Family_Stress,20210402,Solano,"['Family', ' Stress']"
Solano_20210427_886_FULL,20210427,Solano,['']
Soledad_20201124_061_FULL,20201124,Soledad,"['Prison Conditions', ' Infection']"
Soledad_20201130_90_FULL,20201130,Soledad,['']
Soledad_20201215_170_FULL,20201215,Soledad,"['Infection', ' Prison Conditions', ' Stress', ' Family']"
Soledad_20201215_171_FULL_Infection_Programs_Stress,20201215,Soledad,"['Infection', ' Programs', ' Stress']"
Soledad_20201218_185_FULL,20201218,Soledad,"['Infection', ' Prison Conditions', ' Stress']"
Soledad_20201224_214_Full,20201224,Soledad,['Infection']
Soledad_20201224_219_FULL_PrisonConditionsInfectionFamily,20201224,Soledad,"['Prison Conditions', ' Family']"
Soledad_20201226_198_Full,20201226,Soledad,['Stress']
Soledad_20201228_172_FULL,20201228,Soledad,['']
Soledad_20201228_180_FULL,20201228,Soledad,['']
Soledad_20201228_181_FULL,20201228,Soledad,['']
Soledad_20201228_182_FULL,20201228,Soledad,['']
Soledad_20201228_195_FULL,20201228,Soledad,"['Stress', ' Infection', ' Prison Conditions', ' Programs']"
Soledad_20201228_196_Full,20201228,Soledad,['']
Soledad_20201229_164_FULL,20201229,Soledad,['']
Soledad_20201230_165_FULL,20201230,Soledad,['']
Soledad_20201231_224_FULL,20201231,Soledad,['']
Soledad_20201231_289_FULL,20201231,Soledad,['']
Soledad_20201231_290_FULL_Stress,20201231,Soledad,['Stress']
Soledad_20201231_291_FULL_Stress_PrisonConditions,20201231,Soledad,"['Stress', ' Prison Conditions']"
Soledad_20210105_159_FULLtags,20210105,Soledad,['Stress']
Soledad_20210105_255_FULL_Infection,20210105,Soledad,['Infection']
Soledad_20210105_286_FULL_StressInfectionPrisonConditions,20210105,Soledad,"['Stress', ' Infection', ' Prison Conditions', ' Featured']"
Soledad_20210107_221_FULL,20210107,Soledad,['']
Soledad_20210107_292_FULL,20210107,Soledad,['']
Soledad_20210108_223_FULL_PrisonConditions,20210108,Soledad,['Prison Conditions']
Soledad_20210109_241_FULL,20210109,Soledad,"['Family', ' Infection', ' Prison Conditions', ' Programs']"
Soledad_20210112_275_FULL,20210112,Soledad,['']
Soledad_20210113_266_FULL_Stress_PrisonConditions,20210113,Soledad,"['Stress', ' Prison Conditions']"
Soledad_20210119_323_Full_PrisonConditions_Family,20210119,Soledad,"['Prison Conditions', ' Family']"
Soledad_20210120_325_FULL,20210120,Soledad,['']
Soledad_20210208_362_FULL,20210208,Soledad,['Featured']
Soledad_20210325_647_FULL_PrisonConditionsInfection,20210325,Soledad,"['Prison Conditions', ' Infection']"
Soledad_20210329_590_FULL_ PrisonConditionsInfection,20210329,Soledad,"['Prison Conditions', ' Infection']"
Soledad_20210406_974_FULL_PrisonConditions,20210406,Soledad,['Prison Conditions']
Soledad_20210416_923_FULL_Stress,20210416,Soledad,['Stress']
Sonoma_Main_20201127_073_Full,20201127,Sonoma_Main,['']
Stockton_20210317_562_FULL,20210317,Stockton,['']
Stockton_20210318_569_Full_PrisonConditions,20210318,Stockton,['Prison Conditions']
Stockton_20210318_570_Full_PrisonConditions,20210318,Stockton,['Prison Conditions']
Stockton_20210318_571_Full_Infection,20210318,Stockton,['Infection']
Stockton_20210329_597_FULL_Family,20210329,Stockton,['Family']
Stockton_20210423_795_FULL,20210423,Stockton,['']
Susanville_20210317_560_FULL_Family_Infection_PrisonConditions,20210317,Susanville,"['Family', ' Infection', ' Prison Conditions']"
Susanville_20210419_719_Full,20210419,Susanville,['']
Susanville_20210423_800_Full,20210423,Susanville,['']
Susanville_20210423_863_FULL,20210423,Susanville,['']
Susanville_20210426_877_FULL,20210426,Susanville,['']
Susanville_20210426_878_FULL,20210426,Susanville,['']
Susanville_20210426_890_FULL_PrisonConditionsInfection,20210426,Susanville,"['Prison Conditions', ' Infection']"
Susanville_20210427_782_FULL,20210427,Susanville,['']
Susanville_20210427_784_FULL,20210427,Susanville,['']
Tehachapi_20201123_063_FULL,20201123,Tehachapi,['']
Tehachapi_20201124_64_FULL,20201124,Tehachapi,['']
Tehachapi_20201201_78_FULL,20201201,Tehachapi,"['Family', ' Stress', ' Infection']"
Tehachapi_20201201_093_PrisonConditions,20201201,Tehachapi,['Prison Conditions']
Tehachapi_20201202_83_FullPrograms,20201202,Tehachapi,"['Programs', ' Stress']"
Tehachapi_20201207_109_FULL_PrisonConditions,20201207,Tehachapi,"['Prison Conditions', ' Programs']"
Tehachapi_20201207_122 _FULL,20201207,Tehachapi,['']
Tehachapi_20201207_123_FULL,20201207,Tehachapi,['Prison Conditions']
Tehachapi_20201207_124_Full_Infection_Stress_Engilsh_Version,20201207,Tehachapi,"['Infection', ' Stress']"
Tehachapi_20201208_125_FULL,20201208,Tehachapi,"['Prison Conditions', ' Stress']"
Tehachapi_20201208_126_FULL,20201208,Tehachapi,"['Prison Conditions', ' Family']"
Tehachapi_20201208_127_FULL_Stress,20201208,Tehachapi,"['Stress', ' Featured']"
Tehachapi_20201208_98_FULL,20201208,Tehachapi,['']
Tehachapi_20201209_107_FULL,20201209,Tehachapi,['']
Tehachapi_20201209_111_FULL,20201209,Tehachapi,"['Infection', ' Programs', ' Stress', ' Family']"
Tehachapi_20201209_116_FULL,20201209,Tehachapi,['']
Tehachapi_20201210_102_FULL,20201210,Tehachapi,"['Family', ' Infection', ' Stress', ' Prison Conditions']"
Tehachapi_20201210_115_FULL,20201210,Tehachapi,"['Infection', ' Family']"
Tehachapi_20201210_119_FULL,20201210,Tehachapi,"['Prison Conditions', ' Family', ' Program']"
Tehachapi_20201211_99_FULL,20201211,Tehachapi,"['Programs', ' Stress']"
Tehachapi_20201214_143_Full_PrisonConditions_Family,20201214,Tehachapi,"['Prison Conditions', ' Family']"
Tehachapi_20201214_144_PrisonConditions,20201214,Tehachapi,"['Prison Conditions', ' Stress']"
Tehachapi_20201214_145_PrisonConditions_Infection,20201214,Tehachapi,"['Prison Conditions', ' Infection']"
Tehachapi_20201214_146_Full,20201214,Tehachapi,['']
Tehachapi_20201215_133_FullFamily,20201215,Tehachapi,"['Family', ' Prison Conditions', ' Programs']"
Tehachapi_20201216_169_FULL,20201216,Tehachapi,['Prison Conditions']
Tehachapi_20201218_203_Full,20201218,Tehachapi,"['Infection', ' Stress', ' Family']"
Tehachapi_20201218_205_Full,20201218,Tehachapi,"['Family', ' Programs', ' Infection']"
Tehachapi_20201220_120_FULL,20201220,Tehachapi,"['Family', ' Infection', ' Prison Conditions']"
Tehachapi_20201221_149_FULL_PrisonConditions,20201221,Tehachapi,"['Prison Conditions', ' Stress']"
Tehachapi_20201221_190_FULL,20201221,Tehachapi,"['Infection', ' Stress']"
Tehachapi_20201228_176_FULL,20201228,Tehachapi,"['Infection', ' Prison Conditions']"
Tehachapi_20201231_150_FULL,20201231,Tehachapi,['']
Tehachapi_20210105_244_Full_Stress_Infection,20210105,Tehachapi,"['Stress', ' Infection']"
Tehachapi_20210121_326_Full_PrisonConditions,20210121,Tehachapi,['Prison Conditions']
Tehachapi_20210201_371_Full_PrisonConditions,20210201,Tehachapi,['Prison Conditions']
Tehachapi_20210210_361_FULL,20210210,Tehachapi,['']
Tehachapi_20210422_906_FULL_PrisonConditions,20210422,Tehachapi,['Prison Conditions']
Tracy_20210126_297_Full,20210126,Tracy,['']
Tracy_20210126_298_Full_Family_PrisonConditions_Stress,20210126,Tracy,"['Family', ' Prison Conditions', ' Stress']"
Tracy_20210205_394_FULL_Stress,20210205,Tracy,['Stress']
Tracy_20210222_451_FULL_Stress,20210222,Tracy,['Stress']
Tracy_20210224_463_FULL,20210224,Tracy,"['Infection', ' Stress', ' Featured']"
Tracy_20210226_480_FULL,20210226,Tracy,['']
Tracy_20210311_662_Full_FamilyProgramsStress,20210311,Tracy,"['Family', ' Programs', ' Stress']"
Tracy_20210312_661_FULL_Stress_PrisonConditions,20210312,Tracy,"['Stress', ' Prison Conditions']"
Tracy_20210316_581_Full,20210316,Tracy,['']
Tracy_20210319_580_FULL_Family,20210319,Tracy,['Family']
Tracy_20210330_588_Full_Stress_PrisonConditions,20210330,Tracy,"['Stress', ' Prison Conditions']"
Vacaville_20201015_154_FULL,20201015,Vacaville,['']
Vacaville_20201112_035_FULL,20201112,Vacaville,"['Programs', ' Prison Conditions']"
Vacaville_20201222_100_FULL,20201222,Vacaville,['']
Vacaville_20201222_155_FULL,20201222,Vacaville,['']
Vacaville_20210104_288_FULL_PrisonConditions_Programs_Infection,20210104,Vacaville,"['Prison Conditions', ' Programs', ' Infection']"
Vacaville_20210106_234_Full,20210106,Vacaville,"['Prison Conditions', ' Stress']"
Vacaville_20210426_839_FULL,20210426,Vacaville,['']
Vacaville_20210426_862_FULL_PrisonConditions,20210426,Vacaville,['Prison Conditions']
Vacaville_20210426_873_FULL_PrisonConditionsInfectionStress,20210426,Vacaville,"['Prison Conditions', ' Infection', ' Stress', ' Featured']"
Vacaville_20210426_900_FULL,20210426,Vacaville,['']
Vacaville_20210426_901_FULL,20210426,Vacaville,['']
Vacaville_20210428_845_FULL,20210428,Vacaville,['']
Vacaville_20210430_1014_FULL_InfectionPrisonConditions,20210430,Vacaville,"['Infection', ' Prison Conditions']"
Valley State_20210303_526_FULL_PrisonConditionsFamily,20210303,Valley State,"['Prison Conditions', ' Family']"
Valley State_20210315_541_FULL,20210315,Valley State,['']
Valley State_20210319_575_FULL_Stress_Family,20210319,Valley State,"['Stress', ' Family']"
