Filename,Sentiment,Subjectivity,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment,prison_name,County,population,tags,Start Date,End Date,date,cases,deaths,Subjectivity_BoxCox,Case/Population,Death/Population
CSATF_20201216_256_FULL,NEGATIVE,0.162790507078171,0.11,0.807,0.084,-0.9918,CSATF,Kings,156444.0,[''],2020-12-09,2020-12-16,2020-12-16,1319.0,4.0,-1.98192990957166,0.008431131906624740,2.55682544552683E-05
Tehachapi_20201216_169_FULL,NEGATIVE,0.0100932717323303,0.074,0.673,0.253,0.9919,Tehachapi,Kern,927251.0,['Prison Conditions'],2020-12-09,2020-12-16,2020-12-16,7704.0,48.0,-5.768123628699510,0.00830842997203562,5.17659188288824E-05
Solano_20201217_05_27_FULL_3calls,NEGATIVE,0.000851184129715,0.088,0.784,0.128,0.9996,Solano,Solano,444255.0,[''],2020-12-10,2020-12-17,2020-12-17,2703.0,8.0,-10.091656779513500,0.006084343451396160,1.80076757717977E-05
Chowchilla_20201218_173_FULL_PrisonConditions_Stress_Family,NEGATIVE,0.0007688999176025,0.069,0.776,0.155,0.9881,Chowchilla,Madera,160089.0,"['Prison Conditions', ' Stress', ' Family']",2020-12-11,2020-12-18,2020-12-18,1180.0,11.0,-10.29216018939870,0.007370899936910090,6.87117790728907E-05
Soledad_20201218_185_FULL,NEGATIVE,0.0193119049072266,0.13,0.674,0.196,0.8453,Soledad,Monterey,448732.0,"['Infection', ' Prison Conditions', ' Stress']",2020-12-11,2020-12-18,2020-12-18,3516.0,37.0,-4.79276919765937,0.007835411782533900,8.24545608514659E-05
CIW_20201218_153_FULL,NEGATIVE,0.0002529621124268,0.125,0.791,0.084,-0.9825,CIW,San Bernardino,2217398.0,[''],2020-12-11,2020-12-18,2020-12-18,30924.0,318.0,-12.61633675556730,0.013946075535379800,0.00014341133165990000
Chino_20201218_174_FULL,NEGATIVE,0.0005934834480286,0.045,0.846,0.109,0.9608,Chino,San Bernardino,2217398.0,"['Prison Conditions', ' Stress']",2020-12-11,2020-12-18,2020-12-18,30924.0,318.0,-10.811720649055400,0.013946075535379800,0.00014341133165990000
Tehachapi_20201220_120_FULL,NEGATIVE,0.0003544688224791,0.061,0.787,0.152,0.9951,Tehachapi,Kern,927251.0,"['Family', ' Infection', ' Prison Conditions']",2020-12-13,2020-12-20,2020-12-20,6574.0,68.0,-11.884780995122200,0.007089773966272350,7.333505167425E-05
Chowchilla_20201221_147_FULL,NEGATIVE,0.000569760799408,0.068,0.827,0.106,0.9742,Chowchilla,Madera,160089.0,[''],2020-12-14,2020-12-21,2020-12-21,1267.0,15.0,-10.89474354978830,0.007914347644122960,9.36978805539419E-05
Tehachapi_20201221_190_FULL,NEGATIVE,1.0371208190918E-05,0.085,0.807,0.109,0.6532,Tehachapi,Kern,927251.0,"['Infection', ' Stress']",2020-12-14,2020-12-21,2020-12-21,7154.0,71.0,-20.84442068478740,0.007715278818788010,7.65704216010552E-05
SanQuentin_20201221_188_FULL,NEGATIVE,0.000320166349411,0.117,0.805,0.078,-0.9895,SanQuentin,Marin,260800.0,"['Programs', ' Prison Conditions']",2020-12-14,2020-12-21,2020-12-21,69.0,3.0,-12.102999411108600,0.0002645705521472390,1.15030674846626E-05
SanQuentin_20201221_187_FULL,POSITIVE,0.974027931690216,0.137,0.806,0.058,-0.9969,SanQuentin,Marin,260800.0,[''],2020-12-14,2020-12-21,2020-12-21,69.0,3.0,-0.0263483531101672,0.0002645705521472390,1.15030674846626E-05
Solano_20201221_06_00_FULL,NEGATIVE,0.0003867745399475,0.047,0.776,0.178,0.9996,Solano,Solano,444255.0,[''],2020-12-14,2020-12-21,2020-12-21,2648.0,7.0,-11.699453924023900,0.005960540680465050,1.5756716300323E-05
Solano_20201221_05_31_FULL,NEGATIVE,1.06096267700195E-05,0.067,0.802,0.131,0.9992,Solano,Solano,444255.0,[''],2020-12-14,2020-12-21,2020-12-21,2648.0,7.0,-20.77657640345030,0.005960540680465050,1.5756716300323E-05
Vacaville_20201222_100_FULL,NEGATIVE,0.0721474885940551,0.057,0.72,0.223,0.994,Vacaville,Solano,444255.0,[''],2020-12-15,2020-12-22,2020-12-22,2673.0,10.0,-2.988062261137600,0.006016814667251920,2.25095947147472E-05
Chino_20201223_208_Full,NEGATIVE,0.0002218782901763,0.098,0.759,0.143,0.9861,Chino,San Bernardino,2217398.0,"['Family', ' Stress', ' Prison Conditions']",2020-12-16,2020-12-23,2020-12-23,31326.0,397.0,-12.907042295258400,0.014127369105591300,0.00017903867505968700
Chino_20201223_207_FULL,NEGATIVE,7.35521316527765E-05,0.121,0.814,0.064,-0.9951,Chino,San Bernardino,2217398.0,[''],2020-12-16,2020-12-23,2020-12-23,31326.0,397.0,-15.5049289879655,0.014127369105591300,0.00017903867505968700
Chino_20201223_209_FULL,NEGATIVE,4.81009483337958E-05,0.084,0.817,0.099,0.9587,Chino,San Bernardino,2217398.0,[''],2020-12-16,2020-12-23,2020-12-23,31326.0,397.0,-16.579333890337500,0.014127369105591300,0.00017903867505968700
Chowchilla_20201223_218_FULL,NEGATIVE,0.0001166760921478,0.141,0.811,0.048,-0.9953,Chowchilla,Madera,160089.0,[''],2020-12-16,2020-12-23,2020-12-23,1122.0,12.0,-14.385930319531000,0.007008601465434850,7.49583044431535E-05
Corcoran_20201224_213_FULL,NEGATIVE,0.0018333196640014,0.137,0.682,0.181,0.9887,Corcoran,Kings,156444.0,[''],2020-12-17,2020-12-24,2020-12-24,1177.0,15.0,-8.639624667328150,0.007523458873462710,9.58809542072563E-05
Chowchilla_20201224_212_Full_PrisonConditions_Infection_Stress,NEGATIVE,3.0517578125E-05,0.246,0.687,0.066,-0.994,Chowchilla,Madera,160089.0,"['Prison Conditions', ' Infection', ' Stress']",2020-12-17,2020-12-24,2020-12-24,1122.0,12.0,-17.779742282725600,0.007008601465434850,7.49583044431535E-05
Soledad_20201224_219_FULL_PrisonConditionsInfectionFamily,NEGATIVE,3.57627868651789E-05,0.187,0.738,0.075,-0.9959,Soledad,Monterey,448732.0,"['Prison Conditions', ' Family']",2020-12-17,2020-12-24,2020-12-24,3472.0,39.0,-17.355372279962000,0.00773735771016999,8.69115641407343E-05
CIW_20201224_152_FULL,NEGATIVE,4.41074371337891E-06,0.147,0.788,0.065,-0.9921,CIW,San Bernardino,2217398.0,[''],2020-12-17,2020-12-24,2020-12-24,28928.0,415.0,-23.5064237981374,0.013045921390747200,0.0001871562976064740
Soledad_20201228_181_FULL,POSITIVE,0.925129264593124,0.079,0.798,0.124,0.9818,Soledad,Monterey,448732.0,[''],2020-12-21,2020-12-28,2020-12-28,3076.0,37.0,-0.0781113603541498,0.0068548710588948400,8.24545608514659E-05
Soledad_20201228_182_FULL,NEGATIVE,0.0837416648864746,0.067,0.861,0.072,0.3534,Soledad,Monterey,448732.0,[''],2020-12-21,2020-12-28,2020-12-28,3076.0,37.0,-2.797918154821640,0.0068548710588948400,8.24545608514659E-05
Tehachapi_20201228_176_FULL,NEGATIVE,1.54972076421567E-06,0.076,0.829,0.095,0.8499,Tehachapi,Kern,927251.0,"['Infection', ' Prison Conditions']",2020-12-21,2020-12-28,2020-12-28,6430.0,69.0,-27.072575556976600,0.0069344762097857,7.44135083165184E-05
Soledad_20201228_196_Full,NEGATIVE,4.5299530029852E-06,0.066,0.829,0.105,0.984,Soledad,Monterey,448732.0,[''],2020-12-21,2020-12-28,2020-12-28,3076.0,37.0,-23.42007059477780,0.0068548710588948400,8.24545608514659E-05
Chowchilla_20201228_148_FULL,NEGATIVE,8.03470611572266E-05,0.084,0.802,0.114,0.93,Chowchilla,Madera,160089.0,[''],2020-12-21,2020-12-28,2020-12-28,1218.0,12.0,-15.286807093131600,0.00760826790098008,7.49583044431535E-05
Soledad_20201228_180_FULL,NEGATIVE,0.0004863142967224,0.104,0.83,0.067,-0.9975,Soledad,Monterey,448732.0,[''],2020-12-21,2020-12-28,2020-12-28,3076.0,37.0,-11.220125854030000,0.0068548710588948400,8.24545608514659E-05
Soledad_20201229_164_FULL,NEGATIVE,0.0006722211837768,0.135,0.77,0.095,-0.9926,Soledad,Monterey,448732.0,[''],2020-12-22,2020-12-29,2020-12-29,3442.0,42.0,-10.560164957908500,0.007670502660830960,9.3597069074637E-05
Ironwood_20201229_157_FULL,POSITIVE,0.900650084018707,0.066,0.778,0.156,0.9958,Ironwood,Riverside,2468145.0,[''],2020-12-22,2020-12-29,2020-12-29,26813.0,343.0,-0.1051624006644090,0.01086362430084130,0.00013897076549392400
CIW_20201230_160_FULL,NEGATIVE,0.0001817345619202,0.148,0.76,0.092,-0.9703,CIW,San Bernardino,2217398.0,['Prison Conditions'],2020-12-23,2020-12-30,2020-12-30,27066.0,490.0,-13.356603985911600,0.012206198436185100,0.00022097972488475200
Corcoran_20201230_162_Full_Program_Family,NEGATIVE,2.21729278563898E-05,0.083,0.853,0.064,0.4411,Corcoran,Kings,156444.0,"['Programs', ' Family']",2020-12-23,2020-12-30,2020-12-30,1110.0,12.0,-18.65415918749580,0.007095190611336960,7.6704763365805E-05
Ironwood_20201230_156_FULL,NEGATIVE,0.0030665695667266,0.144,0.733,0.123,-0.9484,Ironwood,Riverside,2468145.0,[''],2020-12-23,2020-12-30,2020-12-30,27191.0,360.0,-7.723903720463690,0.011016775756691800,0.0001458585293813780
Chino_20201231_186_FULL,NEGATIVE,0.195864140987396,0.142,0.74,0.117,-0.9921,Chino,San Bernardino,2217398.0,[''],2020-12-24,2020-12-31,2020-12-31,25022.0,499.0,-1.7639357175632500,0.011284397298094400,0.0002250385361581460
Soledad_20201231_290_FULL_Stress,NEGATIVE,0.0023355484008789,0.076,0.782,0.142,0.9005,Soledad,Monterey,448732.0,['Stress'],2020-12-24,2020-12-31,2020-12-31,3521.0,43.0,-8.20303843710188,0.007846554290757070,9.58255707192712E-05
Tehachapi_20201231_150_FULL,NEGATIVE,0.0069199502468109,0.104,0.793,0.102,-0.9754,Tehachapi,Kern,927251.0,[''],2020-12-24,2020-12-31,2020-12-31,6450.0,69.0,-6.3639224997247500,0.006956045342631070,7.44135083165184E-05
Soledad_20201231_224_FULL,NEGATIVE,6.13927841180972E-06,0.141,0.766,0.093,-0.9905,Soledad,Monterey,448732.0,[''],2020-12-24,2020-12-31,2020-12-31,3521.0,43.0,-22.451084598577800,0.007846554290757070,9.58255707192712E-05
Soledad_20201231_289_FULL,NEGATIVE,5.59687614440918E-05,0.133,0.656,0.211,0.9945,Soledad,Monterey,448732.0,[''],2020-12-24,2020-12-31,2020-12-31,3521.0,43.0,-16.191080442368600,0.007846554290757070,9.58255707192712E-05
CSATF_20201231_167_FULL,NEGATIVE,0.18892177939415,0.133,0.738,0.128,-0.3024,CSATF,Kings,156444.0,['Stress'],2020-12-24,2020-12-31,2020-12-31,1087.0,12.0,-1.8061685449684700,0.0069481731482191700,7.6704763365805E-05
Soledad_20201231_291_FULL_Stress_PrisonConditions,NEGATIVE,0.19999435544014,0.151,0.659,0.189,0.9212,Soledad,Monterey,448732.0,"['Stress', ' Prison Conditions']",2020-12-24,2020-12-31,2020-12-31,3521.0,43.0,-1.7395809772586000,0.007846554290757070,9.58255707192712E-05
Donovan_20210104_603_PrisonConditions,NEGATIVE,2.41398811339777E-05,0.093,0.876,0.031,-0.9855,Donovan,San Diego,3370418.0,['Prison Conditions'],2020-12-28,2021-01-04,2021-01-04,29596.0,300.0,-18.41888934076160,0.008781106675789180,8.90097311372061E-05
Vacaville_20210104_288_FULL_PrisonConditions_Programs_Infection,NEGATIVE,7.76052474976141E-05,0.053,0.833,0.114,0.9824,Vacaville,Solano,444255.0,"['Prison Conditions', ' Programs', ' Infection']",2020-12-28,2021-01-04,2021-01-04,2981.0,15.0,-15.372296373541300,0.006710110184466130,3.37643920721207E-05
Folsom_20210104_294_FULL,NEGATIVE,3.52859497069757E-05,0.13,0.803,0.066,-0.9914,Folsom,Sacramento,1567975.0,"['Prison Conditions', ' Stress', ' Programs']",2020-12-28,2021-01-04,2021-01-04,7336.0,92.0,-17.391039293259200,0.004678646024330750,5.8674404885282E-05
Soledad_20210105_286_FULL_StressInfectionPrisonConditions,NEGATIVE,0.0003449320793151,0.053,0.802,0.145,0.9869,Soledad,Monterey,448732.0,"['Stress', ' Infection', ' Prison Conditions', ' Featured']",2020-12-29,2021-01-05,2021-01-05,4019.0,62.0,-11.943047136679700,0.008956348109784910,0.00013816710196732100
Soledad_20210105_255_FULL_Infection,NEGATIVE,0.0001443326473236,0.053,0.865,0.082,0.7096,Soledad,Monterey,448732.0,['Infection'],2020-12-29,2021-01-05,2021-01-05,4019.0,62.0,-13.886401040051600,0.008956348109784910,0.00013816710196732100
MuleCreek_20210105_246_FULL,POSITIVE,0.889170318841934,0.068,0.835,0.097,0.8555,Mule Creek,Amador,38531.0,[''],2020-12-29,2021-01-05,2021-01-05,298.0,2.0,-0.1181270245988680,0.0077340323375983000,5.19062572993174E-05
Donovan_20210107_227_Full,NEGATIVE,0.002350777387619,0.154,0.754,0.092,-0.9971,Donovan,San Diego,3370418.0,[''],2020-12-31,2021-01-07,2021-01-07,28437.0,290.0,-8.191457248239790,0.008437232414495770,8.60427400992993E-05
Soledad_20210107_221_FULL,POSITIVE,0.966868221759796,0.07,0.792,0.138,0.9939,Soledad,Monterey,448732.0,[''],2020-12-31,2021-01-07,2021-01-07,3667.0,59.0,-0.0337472681217957,0.008171915530873660,0.0001314815970334190
Soledad_20210107_292_FULL,NEGATIVE,7.66515731812079E-05,0.115,0.725,0.16,0.9819,Soledad,Monterey,448732.0,[''],2020-12-31,2021-01-07,2021-01-07,3667.0,59.0,-15.40280990087600,0.008171915530873660,0.0001314815970334190
Donovan_20210107_01_16_FULL,NEGATIVE,1.0371208190918E-05,0.117,0.839,0.044,-0.9973,Donovan,San Diego,3370418.0,[''],2020-12-31,2021-01-07,2021-01-07,28437.0,290.0,-20.84442068478740,0.008437232414495770,8.60427400992993E-05
CSATF_20210107_228_Full_Infection,NEGATIVE,1.62124633789063E-05,0.123,0.762,0.115,-0.2732,CSATF,Kings,156444.0,['Infection'],2020-12-31,2021-01-07,2021-01-07,1419.0,15.0,-19.53747106309390,0.009070338268006440,9.58809542072563E-05
CSATF_20210108_236_Full,POSITIVE,0.904895633459091,0.086,0.736,0.178,0.9959,CSATF,Kings,156444.0,[''],2021-01-01,2021-01-08,2021-01-08,1426.0,17.0,-0.1004134954905130,0.009115082713303160,0.00010866508143489000
Soledad_20210108_223_FULL_PrisonConditions,NEGATIVE,0.0005636513233184,0.052,0.898,0.049,0.0683,Soledad,Monterey,448732.0,['Prison Conditions'],2021-01-01,2021-01-08,2021-01-08,3542.0,63.0,-10.916739043607100,0.007893352825294380,0.00014039560361195500
CSATF_20210108_240_Full,NEGATIVE,0.0001136362552642,0.107,0.749,0.143,0.9008,CSATF,Kings,156444.0,[''],2021-01-01,2021-01-08,2021-01-08,1426.0,17.0,-14.448633319631100,0.009115082713303160,0.00010866508143489000
CSATF_20210108_235_FULL,NEGATIVE,0.0967718064785003,0.1,0.751,0.149,0.9933,CSATF,Kings,156444.0,[''],2021-01-01,2021-01-08,2021-01-08,1426.0,17.0,-2.6159609202944800,0.009115082713303160,0.00010866508143489000
Soledad_20210109_241_FULL,POSITIVE,0.887459129095078,0.158,0.728,0.114,-0.9988,Soledad,Monterey,448732.0,"['Family', ' Infection', ' Prison Conditions', ' Programs']",2021-01-02,2021-01-09,2021-01-09,3564.0,64.0,-0.1200752421054950,0.007942379861476340,0.00014262410525659000
Vacaville_20210111_156_FULL_Infection,NEGATIVE,1.15633010864258E-05,0.12,0.649,0.231,0.9493,Vacaville,Solano,444255.0,"['Featured', ' Infection', ' Prison Condition']",2021-01-04,2021-01-11,2021-01-11,2938.0,18.0,-20.52097112505220,0.006613318927192720,4.05172704865449E-05
CSATF_20210111_279_FULL,NEGATIVE,0.0055771172046661,0.155,0.686,0.16,0.9261,CSATF,Kings,156444.0,[''],2021-01-04,2021-01-11,2021-01-11,1516.0,20.0,-6.7142085982223700,0.0096903684385467,0.0001278412722763420
Donovan_20210111_01_05_Infection,NEGATIVE,0.0105938017368316,0.145,0.767,0.088,-0.9307,Donovan,San Diego,3370418.0,['Infection'],2021-01-04,2021-01-11,2021-01-11,28550.0,303.0,-5.693267003873620,0.008470759413224120,8.98998284485782E-05
Tehachapi_20210111_441_FULL_PrisonConditions,NEGATIVE,2.30669975280762E-05,0.083,0.861,0.056,-0.8481,Tehachapi,Kern,927251.0,['Prison Conditions'],2021-01-04,2021-01-11,2021-01-11,7093.0,92.0,-18.544496529161200,0.007649492963609640,9.92180110886912E-05
CSATF_20210111_261_FULL_Stress_Programs,NEGATIVE,0.0515855848789215,0.079,0.775,0.146,0.9743,CSATF,Kings,156444.0,"['Stress', ' Programs']",2021-01-04,2021-01-11,2021-01-11,1516.0,20.0,-3.4261188221121900,0.0096903684385467,0.0001278412722763420
CSATF_20210111_281_FULL_PrisonConditions_Infection,NEGATIVE,0.0010626912117003,0.118,0.774,0.107,-0.8488,CSATF,Kings,156444.0,"['Prison Conditions', ' Infection']",2021-01-04,2021-01-11,2021-01-11,1516.0,20.0,-9.66067249227804,0.0096903684385467,0.0001278412722763420
CSATF_20210111_259_Full_Infection_PrisonConditions,NEGATIVE,0.0001257956027984,0.054,0.764,0.182,0.9754,CSATF,Kings,156444.0,"['Infection', ' Prison Conditions']",2021-01-04,2021-01-11,2021-01-11,1516.0,20.0,-14.208044764716500,0.0096903684385467,0.0001278412722763420
Soledad_20210112_275_FULL,NEGATIVE,9.19997692108154E-05,0.123,0.805,0.072,-0.9941,Soledad,Monterey,448732.0,[''],2021-01-05,2021-01-12,2021-01-12,3648.0,76.0,-14.956040785888900,0.008129573999625610,0.00016936612499220000
MuleCreek_20210113_257_Full,NEGATIVE,2.41398811339777E-05,0.073,0.807,0.12,0.9936,Mule Creek,Amador,38531.0,[''],2021-01-06,2021-01-13,2021-01-13,143.0,2.0,-18.41888934076160,0.0037112973969012000,5.19062572993174E-05
Soledad_20210113_266_FULL_Stress_PrisonConditions,NEGATIVE,1.07288360601254E-06,0.062,0.84,0.099,0.9549,Soledad,Monterey,448732.0,"['Stress', ' Prison Conditions']",2021-01-06,2021-01-13,2021-01-13,3525.0,69.0,-28.41326337386600,0.007855468297335600,0.00015376661347976100
CSATF_20210114_265_FULL,NEGATIVE,2.86102294921875E-06,0.125,0.731,0.144,0.9046,CSATF,Kings,156444.0,[''],2021-01-07,2021-01-14,2021-01-14,1407.0,16.0,-24.93922001179350,0.008993633504640640,0.00010227301782107300
MuleCreek_20210114_0504_FULL,NEGATIVE,0.000180184841156,0.067,0.838,0.095,0.9828,Mule Creek,Amador,38531.0,[''],2021-01-07,2021-01-14,2021-01-14,117.0,0.0,-13.376086602086600,0.00303651605201007,0.0
MuleCreek_20210114_0518_FULL,NEGATIVE,4.17232513427734E-06,0.093,0.804,0.103,0.9435,Mule Creek,Amador,38531.0,[''],2021-01-07,2021-01-14,2021-01-14,117.0,0.0,-23.68706922896880,0.00303651605201007,0.0
Chowchilla_20210114_270_Full,NEGATIVE,2.50339508056086E-05,0.095,0.772,0.133,0.9868,Chowchilla,Madera,160089.0,[''],2021-01-07,2021-01-14,2021-01-14,1125.0,16.0,-18.318801226141900,0.0070273410415456400,9.99444059242047E-05
Donovan_20210115_245_FULL,NEGATIVE,2.32458114618472E-06,0.043,0.92,0.037,0.2233,Donovan,San Diego,3370418.0,[''],2021-01-08,2021-01-15,2021-01-15,22264.0,345.0,-25.647794282564400,0.0066057088467958600,0.00010236119080778700
Soledad_20210119_323_Full_PrisonConditions_Family,NEGATIVE,0.0018993318080902,0.059,0.842,0.098,0.798,Soledad,Monterey,448732.0,"['Prison Conditions', ' Family']",2021-01-12,2021-01-19,2021-01-19,2890.0,72.0,-8.575208222522300,0.006440369752992880,0.0001604521184136630
Tehachapi_20210119_0740_FULL,NEGATIVE,7.06315040587824E-05,0.027,0.809,0.164,0.9987,Tehachapi,Kern,927251.0,[''],2021-01-12,2021-01-19,2021-01-19,4865.0,98.0,-15.605565656762900,0.0052466915646356800,0.00010568875094230100
Soledad_20210120_325_FULL,NEGATIVE,0.0001397430896759,0.12,0.778,0.102,-0.9972,Soledad,Monterey,448732.0,[''],2021-01-13,2021-01-20,2021-01-20,2652.0,62.0,-13.961635210468500,0.0059099863615699300,0.00013816710196732100
Centinela_20210121_05_38_FULL,NEGATIVE,0.0006844699382781,0.085,0.729,0.187,0.9988,Centinela,Imperial,191649.0,[''],2021-01-14,2021-01-21,2021-01-21,595.0,36.0,-10.52394997318330,0.003104633992350600,0.00018784340121785100
CMC_20210121_316_FULL,NEGATIVE,0.0060599744319915,0.102,0.829,0.07,-0.8188,CMC,San Luis Obispo,278862.0,['Prison Conditions'],2021-01-14,2021-01-21,2021-01-21,1306.0,27.0,-6.57853512270575,0.004683320065121820,9.6822084041569E-05
San_Quentin_20210121_07_10_FULL,NEGATIVE,0.0566545128822326,0.072,0.755,0.173,0.9712,San Quentin,Marin,260800.0,['Infection'],2021-01-14,2021-01-21,2021-01-21,433.0,15.0,-3.3023127382549100,0.001660276073619630,5.75153374233129E-05
Tehachapi_20210121_326_Full_PrisonConditions,NEGATIVE,1.57356262207031E-05,0.053,0.817,0.13,0.9136,Tehachapi,Kern,927251.0,['Prison Conditions'],2021-01-14,2021-01-21,2021-01-21,4336.0,98.0,-19.62307961692340,0.004676188000875710,0.00010568875094230100
Chowchilla_20210121_324_FULL_PrisonConditions,NEGATIVE,1.01327896118164E-05,0.074,0.824,0.103,0.7615,Chowchilla,Madera,160089.0,['Prison Conditions'],2021-01-14,2021-01-21,2021-01-21,755.0,14.0,-20.91399530228580,0.004716126654548410,8.74513551836791E-05
CSATF_20210121_260_FULL_Stress_Infection,NEGATIVE,2.24709510803223E-05,0.102,0.776,0.122,0.4532,CSATF,Kings,156444.0,"['Stress', ' Infection']",2021-01-14,2021-01-21,2021-01-21,996.0,14.0,-18.617074946520900,0.006366495359361820,8.94888905934392E-05
CSATF_20210122_328_Full,POSITIVE,0.984246343374252,0.043,0.685,0.272,0.9984,CSATF,Kings,156444.0,[''],2021-01-15,2021-01-22,2021-01-22,900.0,16.0,-0.0158910958589409,0.0057528572524353800,0.00010227301782107300
Calipatria_20210122_06_48_FULL,NEGATIVE,4.13656234741211E-05,0.042,0.794,0.163,0.9998,Calipatria,Imperial,191649.0,[''],2021-01-15,2021-01-22,2021-01-22,556.0,38.0,-16.97156200217900,0.0029011369743645900,0.00019827914572995400
Ironwood_20210122_327_FULL_Programs_Infection,NEGATIVE,3.45706939697266E-06,0.195,0.767,0.038,-0.9643,Ironwood,Riverside,2468145.0,"['Programs', ' Infection']",2021-01-15,2021-01-22,2021-01-22,16138.0,377.0,-24.30553778840500,0.006538513742101860,0.00015274629326883100
Solano_20210123_03_05_FULL,NEGATIVE,0.0006210803985596,0.068,0.778,0.154,0.9997,Solano,Solano,444255.0,[''],2021-01-16,2021-01-23,2021-01-23,1465.0,22.0,-10.719596255035000,0.003297655625710460,4.95211083724438E-05
Norco_20210123_449_Full_Infection_Family,NEGATIVE,0.0615316033363342,0.062,0.665,0.273,0.9968,Norco,Riverside,2468145.0,"['Infection', ' Family']",2021-01-16,2021-01-23,2021-01-23,14633.0,371.0,-3.194148137184020,0.005928744056771380,0.00015031531777914200
CMC_20210125_331_Full_PrisonConditions_Infection_Family,NEGATIVE,0.0002053081989287,0.133,0.694,0.173,0.9613,CMC,San Luis Obispo,278862.0,"['Featured', ' Prison Conditions', ' Infection', ' Family']",2021-01-18,2021-01-25,2021-01-25,1119.0,28.0,-13.08085914230980,0.004012737483056140,0.00010040808715422000
CMC_20210125_332_Full_Infection,NEGATIVE,1.72853469848633E-06,0.208,0.758,0.034,-0.9917,CMC,San Luis Obispo,278862.0,['Infection'],2021-01-18,2021-01-25,2021-01-25,1119.0,28.0,-26.683417614828000,0.004012737483056140,0.00010040808715422000
CMC_20210125_315_Full_PrisonConditions_Stress,POSITIVE,0.882211089134216,0.034,0.717,0.25,0.9952,CMC,San Luis Obispo,278862.0,"['Prison Conditions', ' Stress']",2021-01-18,2021-01-25,2021-01-25,1119.0,28.0,-0.1260759821410350,0.004012737483056140,0.00010040808715422000
Tracy_20210125_06_00_FULL,NEGATIVE,0.0436086058616638,0.081,0.804,0.115,0.9926,Tracy,San Joaquin,782545.0,[''],2021-01-18,2021-01-25,2021-01-25,2695.0,78.0,-3.650800658092630,0.0034438914056060700,9.96747790861867E-05
CMC_20210125_333_Full_Stress_Feature,POSITIVE,0.797411620616913,0.056,0.776,0.168,0.9873,CMC,San Luis Obispo,278862.0,"['Featured', ' Stress']",2021-01-18,2021-01-25,2021-01-25,1119.0,28.0,-0.2288462071653690,0.004012737483056140,0.00010040808715422000
Ironwood_20210125_311_Full,POSITIVE,0.959195226430893,0.092,0.685,0.223,0.9958,Ironwood,Riverside,2468145.0,[''],2021-01-18,2021-01-25,2021-01-25,13952.0,357.0,-0.0417435377127004,0.005652828338691610,0.0001446430416365330
Tracy_20210126_297_Full,NEGATIVE,6.54458999633789E-05,0.106,0.83,0.065,-0.971,Tracy,San Joaquin,782545.0,[''],2021-01-19,2021-01-26,2021-01-26,2629.0,78.0,-15.796015076719400,0.0033595512079177600,9.96747790861867E-05
CMC_20210129_308_Full_PrisonConditions,POSITIVE,0.896762400865555,0.048,0.831,0.121,0.931,CMC,San Luis Obispo,278862.0,['Prison Conditions'],2021-01-22,2021-01-29,2021-01-29,789.0,24.0,-0.1095325681106770,0.0028293564558814000,8.60640747036169E-05
Calipatria_20210129_369_FULL_PrisonConditions_Stress,NEGATIVE,2.57492065430243E-05,0.107,0.719,0.174,0.9892,Calipatria,Imperial,191649.0,"['Prison Conditions', ' Stress']",2021-01-22,2021-01-29,2021-01-29,466.0,41.0,-18.24150988353280,0.0024315284713199700,0.00021393276249810900
Calipatria_20210129_309_FULL_Infection_Stress,NEGATIVE,0.0004212856292724,0.051,0.851,0.099,0.9557,Calipatria,Imperial,191649.0,['Family'],2021-01-22,2021-01-29,2021-01-29,466.0,41.0,-11.519339965113400,0.0024315284713199700,0.00021393276249810900
CMC_20210129_307_FULL,NEGATIVE,0.0026161670684813,0.066,0.83,0.104,0.8783,CMC,San Luis Obispo,278862.0,"['Stress', ' Prison Conditions']",2021-01-22,2021-01-29,2021-01-29,789.0,24.0,-8.0018856153277,0.0028293564558814000,8.60640747036169E-05
PleasantValley_20210201_370_FULL,NEGATIVE,0.0287797152996063,0.11,0.684,0.206,0.9901,Pleasant Valley,Riverside,2468145.0,"['Prison Conditions', ' Family', ' Stress']",2021-01-25,2021-02-01,2021-02-01,9134.0,275.0,-4.222358221625750,0.0037007550204708400,0.00011141970994410800
Calipatria_20210201_374_FULL_Infection,NEGATIVE,5.54919242858887E-05,0.067,0.777,0.156,0.9796,Calipatria,Imperial,191649.0,"['Infection', ' Prison Conditions']",2021-01-25,2021-02-01,2021-02-01,425.0,26.0,-16.21285968831560,0.002217595708821860,0.0001356646786573370
Calipatria_20210201_376_FULL_Family_Programs,NEGATIVE,8.88109207158871E-06,0.082,0.769,0.149,0.989,Calipatria,Imperial,191649.0,"['Family', ' Programs']",2021-01-25,2021-02-01,2021-02-01,425.0,26.0,-21.31137196948530,0.002217595708821860,0.0001356646786573370
Tehachapi_20210201_371_Full_PrisonConditions,NEGATIVE,2.44975090026855E-05,0.142,0.731,0.127,-0.8314,Tehachapi,Kern,927251.0,['Prison Conditions'],2021-01-25,2021-02-01,2021-02-01,2808.0,81.0,-18.378374443700500,0.0030283062514896200,8.7354988023739E-05
