Filename,Sentiment,Subjectivity,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment,prison_name,County,population,tags,Start Date,End Date,date,cases,deaths,Subjectivity_BoxCox,Case/Population,Death/Population
CSATF_20210201_372_FULL,NEGATIVE,0.0069223940372467,0.155,0.747,0.097,-0.9989,CSATF,Kings,156444.0,[''],2021-01-25,2021-02-01,2021-02-01,666.0,18.0,-6.363355085802390,0.004257114366802180,0.00011505714504870800
Chowchilla_ 20210201_373_FULL,NEGATIVE,0.0302490293979644,0.109,0.769,0.122,0.5986,Chowchilla,Madera,160089.0,['Stress'],2021-01-25,2021-02-01,2021-02-01,435.0,9.0,-4.152676196520570,0.0027172385360643100,5.62187283323651E-05
Calipatria_20210203_383_FULL,POSITIVE,0.94879886507988,0.194,0.673,0.133,-0.9985,Calipatria,Imperial,191649.0,[''],2021-01-27,2021-02-03,2021-02-03,377.0,27.0,-0.052690413415252,0.0019671378405313900,0.00014088255091338900
Calipatria_20210203_384_FULL_Stress,NEGATIVE,0.07683926820755,0.125,0.694,0.181,0.8777,Calipatria,Imperial,191649.0,['Stress'],2021-01-27,2021-02-03,2021-02-03,377.0,27.0,-2.9073446222364900,0.0019671378405313900,0.00014088255091338900
Norco_20210203_386_FULL,NEGATIVE,0.0008716881275177,0.142,0.733,0.124,-0.9746,Norco,Riverside,2468145.0,[''],2021-01-27,2021-02-03,2021-02-03,7555.0,275.0,-10.044993585918600,0.003061003304100850,0.00011141970994410800
Calipatria_20210204_378_FULL_Infections_PrisonConditions_StressandCoping,NEGATIVE,6.13927841180972E-06,0.065,0.787,0.148,0.9872,Calipatria,Imperial,191649.0,"['Infection', ' Prison Conditions', ' Stress']",2021-01-28,2021-02-04,2021-02-04,341.0,24.0,-22.451084598577800,0.0017792944393135400,0.00012522893414523400
Calipatria_20210205_387_FULL,NEGATIVE,0.0018560886383056,0.15,0.705,0.145,0.1646,Calipatria,Imperial,191649.0,"['Infection', ' Stress']",2021-01-29,2021-02-05,2021-02-05,333.0,25.0,-8.617123026970650,0.0017375514612651300,0.0001304468064012860
CMC_20210208_346_FULL_Stress_Infection_PrisonConditions,NEGATIVE,0.000207632780075,0.067,0.833,0.1,0.9472,CMC,San Luis Obispo,278862.0,"['Stress', ' Infection', ' Prison Conditions']",2021-02-01,2021-02-08,2021-02-08,667.0,12.0,-13.055566085362400,0.0023918640761380200,4.30320373518084E-05
Calipatria_20210208_350_Full_Infection_Family,NEGATIVE,0.0049033463001251,0.122,0.668,0.211,0.9924,Calipatria,Imperial,191649.0,"['Infection', ' Family']",2021-02-01,2021-02-08,2021-02-08,311.0,21.0,-6.926724134241220,0.001622758271631990,0.00010957531737708000
Soledad_20210208_362_FULL,NEGATIVE,0.0229625701904296,0.089,0.791,0.12,0.9561,Soledad,Monterey,448732.0,['Featured'],2021-02-01,2021-02-08,2021-02-08,997.0,32.0,-4.542542841521400,0.002221816139700310,7.13120526282948E-05
NorthKern_20210209_337_FULL,POSITIVE,0.792387962341309,0.104,0.814,0.082,-0.9892,NorthKern,Kern,927251.0,[''],2021-02-02,2021-02-09,2021-02-09,2006.0,57.0,-0.2353059930728670,0.0021633840243903800,6.14720286092978E-05
PleasantValley_20210209_339_FULL,NEGATIVE,0.0084155201911926,0.098,0.669,0.233,0.979,Pleasant Valley,Riverside,2468145.0,"['Programs', ' Family']",2021-02-02,2021-02-09,2021-02-09,5183.0,210.0,-6.052393400795330,0.002099957660510220,8.50841421391369E-05
CMC_20210210_358_FULL_Stress,NEGATIVE,0.0005268156528472,0.061,0.806,0.133,0.7579,CMC,San Luis Obispo,278862.0,['Stress'],2021-02-03,2021-02-10,2021-02-10,530.0,10.0,-11.055146226155900,0.0019005816497048700,3.5860031126507E-05
CMC_20210210_357_FULL,NEGATIVE,0.0365391373634337,0.091,0.813,0.096,-0.1225,CMC,San Luis Obispo,278862.0,[''],2021-02-03,2021-02-10,2021-02-10,530.0,10.0,-3.891286416579170,0.0019005816497048700,3.5860031126507E-05
Calipatria_20210210_360_FULL,NEGATIVE,0.0038872361183165,0.079,0.702,0.219,0.9996,Calipatria,Imperial,191649.0,[''],2021-02-03,2021-02-10,2021-02-10,247.0,14.0,-7.316676095192930,0.0012888144472447000,7.305021158472E-05
Tehachapi_20210210_361_FULL,NEGATIVE,5.90085983281918E-06,0.105,0.809,0.085,-0.9798,Tehachapi,Kern,927251.0,[''],2021-02-03,2021-02-10,2021-02-10,1861.0,57.0,-22.57575243095920,0.00200700781126146,6.14720286092978E-05
ValleyState_20210211_443_FULL_PrisonConditions,NEGATIVE,0.0004004538059234,0.097,0.757,0.146,0.9337,Valley State,Madera,160089.0,['Prison Conditions'],2021-02-04,2021-02-11,2021-02-11,255.0,11.0,-11.626032412563000,0.0015928639694170100,6.87117790728907E-05
PleasantValley_20210211_396_Full_PrisonConditions_Stress_Programs_Family,NEGATIVE,1.73449516295832E-05,0.079,0.761,0.161,0.8766,Pleasant Valley,Riverside,2468145.0,"['Prison Conditions', ' Stress', ' Family', ' Programs']",2021-02-04,2021-02-11,2021-02-11,4308.0,186.0,-19.344739166823400,0.001745440401597150,7.53602401803784E-05
CMC_20210211_446_FULL,NEGATIVE,9.84370708466131E-05,0.069,0.785,0.146,0.9927,CMC,San Luis Obispo,278862.0,[''],2021-02-04,2021-02-11,2021-02-11,515.0,9.0,-14.792455300239300,0.0018467916030151100,3.22740280138563E-05
CMC_20210211_447_FULL_Family_Infection,NEGATIVE,0.0364015698432921,0.039,0.774,0.187,0.9855,CMC,San Luis Obispo,278862.0,"['Family', ' Infection']",2021-02-04,2021-02-11,2021-02-11,515.0,9.0,-3.896459466694980,0.0018467916030151100,3.22740280138563E-05
CMC_20210212_0551_FULL,NEGATIVE,0.0001617074012755,0.017,0.821,0.161,0.9994,CMC,San Luis Obispo,278862.0,[''],2021-02-05,2021-02-12,2021-02-12,503.0,10.0,-13.623600310973700,0.001803759565663300,3.5860031126507E-05
CMC_20210212_439_FULL,NEGATIVE,4.76837158197574E-06,0.153,0.778,0.069,-0.9954,CMC,San Luis Obispo,278862.0,[''],2021-02-05,2021-02-12,2021-02-12,503.0,10.0,-23.254596468543000,0.001803759565663300,3.5860031126507E-05
PleasantValley_20210214_429_FULL,NEGATIVE,0.0532354116439819,0.088,0.722,0.19,0.9966,Pleasant Valley,Riverside,2468145.0,[''],2021-02-07,2021-02-14,2021-02-14,3260.0,158.0,-3.38441170023118,0.0013208300160647000,6.40156878951601E-05
Delano_20210216_428_FULL,NEGATIVE,9.11653041840155E-05,0.088,0.789,0.123,0.9971,Delano,Kern,927251.0,[''],2021-02-09,2021-02-16,2021-02-16,1375.0,42.0,-14.978160712306700,0.001482877883119030,4.52951789752721E-05
Delano_20210216_432_FULL,NEGATIVE,7.29560852050781E-05,0.128,0.73,0.142,0.8996,Delano,Kern,927251.0,[''],2021-02-09,2021-02-16,2021-02-16,1375.0,42.0,-15.525107362655100,0.001482877883119030,4.52951789752721E-05
CMC_20210216_425_FULL_Stress,NEGATIVE,0.156200230121613,0.089,0.726,0.185,0.9805,CMC,San Luis Obispo,278862.0,['Stress'],2021-02-09,2021-02-16,2021-02-16,422.0,10.0,-2.0311647840648400,0.001513293313538600,3.5860031126507E-05
CMC_20210216_426_FULL_Infection_PrisonConditions,NEGATIVE,0.0001163184642791,0.071,0.835,0.094,0.9527,CMC,San Luis Obispo,278862.0,"['Infection', ' Prison Conditions']",2021-02-09,2021-02-16,2021-02-16,422.0,10.0,-14.393213693977200,0.001513293313538600,3.5860031126507E-05
Pleasant Valley_20210217_402_FULL_Programs,NEGATIVE,7.44462013244074E-05,0.123,0.756,0.121,-0.4008,Pleasant Valley,Riverside,2468145.0,['Programs'],2021-02-10,2021-02-17,2021-02-17,2787.0,146.0,-15.47499485322320,0.001129188114960830,5.91537369157809E-05
Delano_20210217_409_FULL_Infection,NEGATIVE,0.0003125965595245,0.1,0.749,0.151,0.8958,Delano,Kern,927251.0,['Infection'],2021-02-10,2021-02-17,2021-02-17,1290.0,40.0,-12.154608467144400,0.0013912090685262100,4.31382656907353E-05
Norco_20210218_10_04_FULL_Stress,NEGATIVE,4.35113906860352E-06,0.098,0.819,0.084,-0.5956,Norco,Riverside,2468145.0,['Stress'],2021-02-11,2021-02-18,2021-02-18,2581.0,138.0,-23.55056431738960,0.0010457246231481500,5.59124362628614E-05
High Desert_20210219_410_FULL_Stress_Infection,POSITIVE,0.901404231786728,0.094,0.765,0.141,0.9807,High Desert,Lassen,30065.0,"['Stress', ' Infection']",2021-02-12,2021-02-19,2021-02-19,48.0,0.0,-0.1043170518451330,0.0015965408282055500,0.0
ValleyState_20210221_496_Full_Family_PrisonConditions_Stress_Infection,NEGATIVE,0.0004675686359406,0.079,0.778,0.143,0.9475,Valley State,Madera,160089.0,"['Family', ' Prison Conditions', ' Stress', ' Infection']",2021-02-14,2021-02-21,2021-02-21,194.0,12.0,-11.301657518944100,0.0012118259218309800,7.49583044431535E-05
CMC_20210221_488_FULL_Family_Infection_PrisonConditions,NEGATIVE,0.0765250623226165,0.128,0.67,0.202,0.9863,CMC,San Luis Obispo,278862.0,"['Family', ' Infection', ' Prison Conditions']",2021-02-14,2021-02-21,2021-02-21,307.0,4.0,-2.912579477719060,0.0011009029555837700,1.43440124506028E-05
Wasco_20210221_492a_FULL_Stress_PrisonConditions,NEGATIVE,9.05990600580386E-06,0.114,0.725,0.161,0.7142,Wasco,Kern,927251.0,"['Stress', ' Prison Conditions']",2021-02-14,2021-02-21,2021-02-21,937.0,37.0,-21.25097298014320,0.0010105138738054700,3.99028957639302E-05
Tracy_20210222_451_FULL_Stress,NEGATIVE,0.0001972019672393,0.21,0.681,0.11,-0.9597,Tracy,San Joaquin,782545.0,['Stress'],2021-02-15,2021-02-22,2021-02-22,867.0,45.0,-13.171580329266800,0.0011079235059964600,5.75046802420308E-05
CMC_20210222_490_Full,NEGATIVE,0.0017322897911071,0.126,0.747,0.126,-0.7312,CMC,San Luis Obispo,278862.0,[''],2021-02-15,2021-02-22,2021-02-22,311.0,3.0,-8.743302154651420,0.0011152469680343700,1.07580093379521E-05
ValleyState_20210222_457_Full,NEGATIVE,3.83257865905762E-05,0.092,0.768,0.14,0.9894,Valley State,Madera,160089.0,[''],2021-02-15,2021-02-22,2021-02-22,218.0,12.0,-17.17218038621510,0.0013617425307172900,7.49583044431535E-05
Wasco_20210222_494_FULL_Family_PrisonConditions,NEGATIVE,0.000132530927658,0.059,0.828,0.113,0.9915,Wasco,Kern,927251.0,"['Family', ' Prison Conditions']",2021-02-15,2021-02-22,2021-02-22,973.0,36.0,-14.085505946836200,0.0010493383129271400,3.88244391216618E-05
High Desert_20210222_503_FULL,NEGATIVE,5.57303428649902E-05,0.157,0.742,0.101,-0.9977,High Desert,Lassen,30065.0,[''],2021-02-15,2021-02-22,2021-02-22,43.0,0.0,-16.201944550111600,0.0014302344919341400,0.0
PleasantValley_20210222_8_04_Full,NEGATIVE,8.37445259094238E-05,0.037,0.803,0.161,0.9995,Pleasant Valley,Riverside,2468145.0,[''],2021-02-15,2021-02-22,2021-02-22,2123.0,126.0,-15.185203305504400,0.0008601601607685120,5.10504852834821E-05
Wasco_20210222_455_FULL_Family_PrisonConditions_Stress,NEGATIVE,0.0020400285720825,0.095,0.746,0.159,0.9923,Wasco,Kern,927251.0,"['Family', ' Prison Conditions', ' Stress']",2021-02-15,2021-02-22,2021-02-22,973.0,36.0,-8.445736175461260,0.0010493383129271400,3.88244391216618E-05
Calipatria_20210222_3_32_FULL_PrisonConditions,NEGATIVE,3.7550926207941E-06,0.175,0.651,0.175,0.0,Calipatria,Imperial,191649.0,"['Prison Conditions', ' Program', ' Stress']",2021-02-15,2021-02-22,2021-02-22,110.0,10.0,-24.03221317386380,0.0005739659481656570,5.21787225605143E-05
Calipatria_20210222_458_FULL_Infection_PrisonConditions,NEGATIVE,3.6776065826416E-05,0.081,0.75,0.168,0.9763,Calipatria,Imperial,191649.0,"['Infection', ' Prison Conditions']",2021-02-15,2021-02-22,2021-02-22,110.0,10.0,-17.281279403405500,0.0005739659481656570,5.21787225605143E-05
ValleyState_20210222_486_Full_Infections_PrisonConditions_Family,NEGATIVE,0.0010365247726439,0.047,0.888,0.064,0.7624,Valley State,Madera,160089.0,"['Infections', ' Prison Conditions', ' Stress', ' Family']",2021-02-15,2021-02-22,2021-02-22,218.0,12.0,-9.708634163173260,0.0013617425307172900,7.49583044431535E-05
CMC_20210222_454_FULL_Infection,NEGATIVE,0.140958279371262,0.064,0.661,0.275,0.9975,CMC,San Luis Obispo,278862.0,['Infection'],2021-02-15,2021-02-22,2021-02-22,311.0,3.0,-2.154334292691970,0.0011152469680343700,1.07580093379521E-05
PleasantValley_20210223_484_FULL,POSITIVE,0.967087984085083,0.089,0.789,0.123,0.9981,Pleasant Valley,Riverside,2468145.0,[''],2021-02-16,2021-02-23,2021-02-23,2054.0,119.0,-0.0335192719021374,0.0008322039426370820,4.82143472121776E-05
Centinela_20210223_452_Full,NEGATIVE,0.010953038930893,0.107,0.725,0.167,0.9957,Centinela,Imperial,191649.0,[''],2021-02-16,2021-02-23,2021-02-23,125.0,10.0,-5.641891164556920,0.0006522340320064280,5.21787225605143E-05
CMC_20210223_499_FULL,NEGATIVE,0.0089527666568756,0.124,0.734,0.142,0.9318,CMC,San Luis Obispo,278862.0,[''],2021-02-16,2021-02-23,2021-02-23,311.0,4.0,-5.955069100440400,0.0011152469680343700,1.43440124506028E-05
Solano_20210224_464_Full_Stress_PrisonConditions_Infection,POSITIVE,0.996198207139969,0.082,0.74,0.178,0.9958,Solano,Solano,444255.0,"['Stress', ' Prison Conditions', ' Infection']",2021-02-17,2021-02-24,2021-02-24,296.0,6.0,-0.0038097300908831,0.0006662840035565160,1.35057568288483E-05
CMC_20210224_465_FULL,NEGATIVE,7.37905502319891E-05,0.048,0.809,0.142,0.9978,CMC,San Luis Obispo,278862.0,[''],2021-02-17,2021-02-24,2021-02-24,287.0,4.0,-15.49690773903940,0.0010291828933307500,1.43440124506028E-05
PleasantValley_20210224_474_Full_Programs_Stress,POSITIVE,0.774980366230011,0.073,0.706,0.221,0.9836,Pleasant Valley,Riverside,2468145.0,"['Programs', ' Stress']",2021-02-17,2021-02-24,2021-02-24,1938.0,111.0,-0.2580420756283300,0.000785205083169749,4.49730465592581E-05
Tracy_20210224_463_FULL,NEGATIVE,0.0003438591957091,0.087,0.762,0.151,0.9779,Tracy,San Joaquin,782545.0,"['Infection', ' Stress', ' Featured']",2021-02-17,2021-02-24,2021-02-24,800.0,39.0,-11.949712288796700,0.0010223054265249900,4.98373895430934E-05
CMC_20210225_472_FULL_Programs_Stress,NEGATIVE,0.0660796165466308,0.079,0.772,0.149,0.9768,CMC,San Luis Obispo,278862.0,"['Programs', ' Stress']",2021-02-18,2021-02-25,2021-02-25,265.0,5.0,-3.101428184646170,0.0009502908248524360,1.79300155632535E-05
CMC_20210225_473_FULL,NEGATIVE,0.0431063175201416,0.094,0.739,0.167,0.9881,CMC,San Luis Obispo,278862.0,[''],2021-02-18,2021-02-25,2021-02-25,265.0,5.0,-3.6664285086925700,0.0009502908248524360,1.79300155632535E-05
Solano_20210225_470_FULL_Infection_Stress_Family,NEGATIVE,2.65240669249933E-05,0.081,0.787,0.132,0.7717,Solano,Solano,444255.0,"['Infection', ' Stress', ' Family']",2021-02-18,2021-02-25,2021-02-25,295.0,5.0,-18.16038791795430,0.0006640330440850410,1.12547973573736E-05
Wasco_20210225_471_Full_Stress,NEGATIVE,0.119413197040558,0.074,0.743,0.183,0.9878,Wasco,Kern,927251.0,['Stress'],2021-02-18,2021-02-25,2021-02-25,925.0,34.0,-2.355884677880820,0.0009975723940982540,3.6667525837125E-05
Wasco_20210226_477_Full_Stress,POSITIVE,0.938313841819763,0.097,0.765,0.138,0.9864,Wasco,Kern,927251.0,['Stress'],2021-02-19,2021-02-26,2021-02-26,923.0,29.0,-0.0638645369174609,0.0009954154808137170,3.12752426257831E-05
Tracy_20210226_480_FULL,NEGATIVE,0.023960143327713,0.096,0.772,0.131,0.9916,Tracy,San Joaquin,782545.0,[''],2021-02-19,2021-02-26,2021-02-26,758.0,29.0,-4.481713725165750,0.0009686343916324300,3.7058571711531E-05
ValleyState_20210226_478_Full,NEGATIVE,7.48634338378906E-05,0.108,0.835,0.057,-0.9966,Valley State,Madera,160089.0,"['Infections', ' Stress', ' Prison Conditions', ' Programs']",2021-02-19,2021-02-26,2021-02-26,193.0,5.0,-15.4611600721647,0.0012055793964607200,3.1232626851314E-05
PleasantValley_20210228_519_FULL_Stress,NEGATIVE,0.0004596114158629,0.09,0.741,0.169,0.8928,Pleasant Valley,Riverside,2468145.0,['Stress'],2021-02-21,2021-02-28,2021-02-28,1556.0,87.0,-11.337355379554600,0.0006304329769928430,3.52491446004996E-05
ValleyState_20210301_537_FULL,NEGATIVE,9.90927219390869E-05,0.082,0.824,0.094,0.6313,Valley State,Madera,160089.0,[''],2021-02-22,2021-03-01,2021-03-01,209.0,1.0,-14.776454965128700,0.0013055238023849200,6.24652537026279E-06
High Desert_20210301_534_FULL_InfectionFamilyPrisonConditions_Stress,NEGATIVE,0.0029020905494689,0.101,0.715,0.184,0.994,High Desert,Lassen,30065.0,"['Infection', ' Family', ' Prison Conditions']",2021-02-22,2021-03-01,2021-03-01,17.0,0.0,-7.81989969032352,0.0005654415433228010,0.0
Valley State_20210303_526_FULL_PrisonConditionsFamily,NEGATIVE,0.0016305744647979,0.139,0.684,0.178,0.9137,Valley State,Madera,160089.0,"['Prison Conditions', ' Family']",2021-02-24,2021-03-03,2021-03-03,200.0,1.0,-8.854600635520670,0.0012493050740525600,6.24652537026279E-06
Wasco_20210304_510_Full_Family_Infection,NEGATIVE,0.0039233863353729,0.077,0.777,0.146,0.976,Wasco,Kern,927251.0,"['Family', ' Infection']",2021-02-25,2021-03-04,2021-03-04,775.0,35.0,-7.30096595386432,0.0008358038977579970,3.77459824793934E-05
Solano_20210308_05_50_FULL,NEGATIVE,2.65240669249933E-05,0.072,0.81,0.118,0.9979,Solano,Solano,444255.0,[''],2021-03-01,2021-03-08,2021-03-08,274.0,7.0,-18.16038791795430,0.0006167628951840720,1.5756716300323E-05
Jamestown_20210308_672_FULL,NEGATIVE,0.0001359283924102,0.154,0.757,0.089,-0.9991,Jamestown,Tuolumne,52351.0,[''],2021-03-01,2021-03-08,2021-03-08,25.0,0.0,-14.026257029539000,0.00047754579664189800,0.0
Solano_20210309_652_FULL_StressPrisonConditionsFamily,NEGATIVE,0.0003670156002044,0.096,0.76,0.144,0.9366,Solano,Solano,444255.0,"['Stress', ' Prison Conditions', ' Family']",2021-03-02,2021-03-09,2021-03-09,259.0,6.0,-11.81068765295590,0.0005829985031119520,1.35057568288483E-05
High Desert_20210310_582_FULL_Stress_PrisonConditions,NEGATIVE,2.62260437011719E-06,0.118,0.83,0.052,-0.7293,High Desert,Lassen,30065.0,"['Stress', ' Prison Conditions']",2021-03-03,2021-03-10,2021-03-10,6.0,0.0,-25.23444107770880,0.00019956760352569400,0.0
PleasantValley_20210311_669_FULL_Programs_PrisonConditions,NEGATIVE,0.0008283257484436,0.053,0.748,0.198,0.9904,Pleasant Valley,Riverside,2468145.0,"['Programs', ' Prison Conditions']",2021-03-04,2021-03-11,2021-03-11,1042.0,51.0,-10.145152015944700,0.0004221794100427650,2.06632916623618E-05
PleasantValley_20210311_668_FULL_PrisonConditions_Family,POSITIVE,0.877415686845779,0.059,0.703,0.238,0.9978,Pleasant Valley,Riverside,2468145.0,"['Prison Conditions', ' Family']",2021-03-04,2021-03-11,2021-03-11,1042.0,51.0,-0.1315934530339920,0.0004221794100427650,2.06632916623618E-05
Jamestown_20210311_667_FULL_Stress,NEGATIVE,0.0002863407135009,0.043,0.854,0.103,0.9399,Jamestown,Tuolumne,52351.0,['Stress'],2021-03-04,2021-03-11,2021-03-11,17.0,1.0,-12.344847403431600,0.0003247311417164910,1.91018318656759E-05
Solano_20210312_666_FULL,POSITIVE,0.821350306272507,0.094,0.742,0.165,0.9995,Solano,Solano,444255.0,[''],2021-03-05,2021-03-12,2021-03-12,242.0,3.0,-0.198664449239362,0.0005447321920968810,6.75287841442415E-06
Chino_20210312_659_FULL_PrisonConditions_Stress,NEGATIVE,4.01139259337824E-05,0.131,0.777,0.092,-0.9348,Chino,San Bernardino,2217398.0,"['Prison Conditions', ' Stress', ' Featured']",2021-03-05,2021-03-12,2021-03-12,875.0,55.0,-17.052148228226100,0.00039460665157991500,2.48038466707375E-05
Tracy_20210312_661_FULL_Stress_PrisonConditions,NEGATIVE,0.0002249181270599,0.119,0.794,0.086,-0.9137,Tracy,San Joaquin,782545.0,"['Stress', ' Prison Conditions']",2021-03-05,2021-03-12,2021-03-12,840.0,18.0,-12.876701751365200,0.0010734206978512400,2.30018720968123E-05
Calipatria_20210312_658_Full,NEGATIVE,0.0658186674118042,0.079,0.763,0.158,0.9986,Calipatria,Imperial,191649.0,[''],2021-03-05,2021-03-12,2021-03-12,78.0,2.0,-3.106556535836520,0.0004069940359720110,1.04357445121029E-05
Solano_20210312_663_Full,NEGATIVE,0.0002572536468505,0.09,0.84,0.07,-0.9934,Solano,Solano,444255.0,[''],2021-03-05,2021-03-12,2021-03-12,242.0,3.0,-12.579298788937400,0.0005447321920968810,6.75287841442415E-06
High Desert_20210315_549_FULL_PrisonConditions,POSITIVE,0.984703034162521,0.061,0.834,0.105,0.9375,High Desert,Lassen,30065.0,['Prison Conditions'],2021-03-08,2021-03-15,2021-03-15,4.0,0.0,-0.0154265100998624,0.00013304506901713000,0.0
Valley State_20210315_541_FULL,NEGATIVE,1.01327896118164E-05,0.134,0.737,0.128,-0.9599,Valley State,Madera,160089.0,[''],2021-03-08,2021-03-15,2021-03-15,121.0,4.0,-20.91399530228580,0.0007558295698017980,2.49861014810512E-05
SalinasValley_20210315_554_FULL,NEGATIVE,3.23057174682062E-05,0.124,0.756,0.12,-0.6079,SalinasValley,Monterey,448732.0,[''],2021-03-08,2021-03-15,2021-03-15,154.0,5.0,-17.626648412029100,0.0003431892532736690,1.11425082231711E-05
CMC_20210316_550_FULL,NEGATIVE,0.0250029265880584,0.118,0.73,0.152,0.9477,CMC,San Luis Obispo,278862.0,[''],2021-03-09,2021-03-16,2021-03-16,199.0,1.0,-4.421024400449150,0.0007136146194174900,3.5860031126507E-06
Jamestown_20210316_561_Full,NEGATIVE,0.000693142414093,0.083,0.814,0.103,0.859,Jamestown,Tuolumne,52351.0,[''],2021-03-09,2021-03-16,2021-03-16,14.0,1.0,-10.498735347044100,0.00026742564611946300,1.91018318656759E-05
Lancaster_20210316_583_FULL_Stress_PrisonConditions,NEGATIVE,5.90085983281918E-06,0.161,0.717,0.122,-0.9809,Lancaster,Los Angeles,10257557.0,"['Stress', ' Prison Conditions']",2021-03-09,2021-03-16,2021-03-16,4161.0,241.0,-22.57575243095920,0.00040565214504779300,2.34948730969762E-05
Tracy_20210316_581_Full,NEGATIVE,0.0091174840927124,0.14,0.742,0.119,-0.9548,Tracy,San Joaquin,782545.0,[''],2021-03-09,2021-03-16,2021-03-16,815.0,14.0,-5.926506775451840,0.0010414736532723400,1.78903449641874E-05
Wasco_20210316_557_FULL_Programs_Family_Stress,NEGATIVE,0.0007242262363433,0.154,0.75,0.096,-0.9948,Wasco,Kern,927251.0,"['Programs', ' Family', ' Stress']",2021-03-09,2021-03-16,2021-03-16,483.0,17.0,-10.411119466438400,0.0005208945582156290,1.83337629185625E-05
Solano_20210317_568_FULL,NEGATIVE,5.48362731934149E-05,0.027,0.888,0.086,0.9879,Solano,Solano,444255.0,[''],2021-03-10,2021-03-17,2021-03-17,225.0,1.0,-16.243143225811200,0.0005064658810818110,2.25095947147472E-06
Stockton_20210317_562_FULL,NEGATIVE,1.59740447998047E-05,0.121,0.823,0.056,-0.9869,Stockton,San Joaquin,782545.0,[''],2021-03-10,2021-03-17,2021-03-17,801.0,14.0,-19.5799254233156,0.0010235833083081500,1.78903449641874E-05
Wasco_20210317_563_FULL_Infection_Stress_Family,NEGATIVE,0.0014871060848236,0.086,0.763,0.151,0.9865,Wasco,Kern,927251.0,"['Infection', ' Stress', ' family']",2021-03-10,2021-03-17,2021-03-17,483.0,20.0,-9.02523751857302,0.0005208945582156290,2.15691328453677E-05
Avenal_20210317_8_31_Full,NEGATIVE,3.6239624023382E-05,0.118,0.738,0.144,0.9934,Avenal,Kings,156444.0,[''],2021-03-10,2021-03-17,2021-03-17,166.0,2.0,-17.32022242634430,0.001061082559893640,1.27841272276342E-05
PleasantValley_20210317_564_FULL_Stress,NEGATIVE,0.122267633676529,0.067,0.676,0.256,0.9964,Pleasant Valley,Riverside,2468145.0,['Stress'],2021-03-10,2021-03-17,2021-03-17,1060.0,41.0,-2.326986192852270,0.0004294723365118340,1.66116658462124E-05
Jamestown_20210317_573_FULL_PrisonConditions_Infection_Stress,NEGATIVE,0.0020866096019744,0.117,0.735,0.148,0.7791,Jamestown,Tuolumne,52351.0,"['Prison Conditions', ' Infection', ' Stress']",2021-03-10,2021-03-17,2021-03-17,16.0,0.0,-8.405015455523390,0.0003056293098508150,0.0
Jamestown_20210317_572_FULL_Infection_PrisonConditions,NEGATIVE,1.37090682983954E-05,0.073,0.842,0.085,0.8269,Jamestown,Tuolumne,52351.0,"['Infection', ' Prison Conditions']",2021-03-10,2021-03-17,2021-03-17,16.0,0.0,-20.02162319814470,0.0003056293098508150,0.0
Jamestown_20210318_574_FULL_Family_Infection_Stress,NEGATIVE,0.0014075934886931,0.093,0.731,0.175,0.9736,Jamestown,Tuolumne,52351.0,"['Family', ' Infection', ' Stress']",2021-03-11,2021-03-18,2021-03-18,17.0,0.0,-9.127762125064800,0.0003247311417164910,0.0
Stockton_20210318_571_Full_Infection,NEGATIVE,1.41263008118231E-05,0.117,0.849,0.034,-0.9908,Stockton,San Joaquin,782545.0,['Infection'],2021-03-11,2021-03-18,2021-03-18,759.0,10.0,-19.934510379352600,0.0009699122734155860,1.27788178315624E-05
Stockton_20210318_570_Full_PrisonConditions,POSITIVE,0.91989403963089,0.121,0.725,0.154,0.6377,Stockton,San Joaquin,782545.0,['Prison Conditions'],2021-03-11,2021-03-18,2021-03-18,759.0,10.0,-0.0838301747846516,0.0009699122734155860,1.27788178315624E-05
Stockton_20210318_569_Full_PrisonConditions,NEGATIVE,0.0028918981552124,0.134,0.751,0.115,-0.9061,Stockton,San Joaquin,782545.0,['Prison Conditions'],2021-03-11,2021-03-18,2021-03-18,759.0,10.0,-7.82604328597078,0.0009699122734155860,1.27788178315624E-05
Donovan_20210319_645_FULL,POSITIVE,0.861656934022903,0.057,0.88,0.063,-0.8545,Donovan,San Diego,3370418.0,[''],2021-03-12,2021-03-19,2021-03-19,1558.0,29.0,-0.1499604789335760,0.00046225720370589000,8.60427400992993E-06
Tracy_20210319_580_FULL_Family,NEGATIVE,0.0002126991748809,0.125,0.649,0.226,0.9724,Tracy,San Joaquin,782545.0,['Family'],2021-03-12,2021-03-19,2021-03-19,757.0,12.0,-13.0014987211213,0.0009673565098492740,1.53345813978749E-05
CIW_20210319_577_FULL_Stress,NEGATIVE,3.20076942443848E-05,0.143,0.774,0.083,-0.9286,CIW,San Bernardino,2217398.0,['Stress'],2021-03-12,2021-03-19,2021-03-19,749.0,32.0,-17.651509695192400,0.0003377832937524070,1.44313289720655E-05
Valley State_20210319_575_FULL_Stress_Family,NEGATIVE,9.53674316400699E-06,0.067,0.792,0.141,0.8934,Valley State,Madera,160089.0,"['Stress', ' Family']",2021-03-12,2021-03-19,2021-03-19,106.0,3.0,-21.096085547143500,0.0006621316892478560,1.87395761107884E-05
