Filename,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment
Corcoran_20210518_6_21_FULL.txt,0.096,0.781,0.124,0.9915
Corcoran_20210518_6_21_PrisonConditionsInfection.txt,0.075,0.849,0.075,0.0
Corcoran_20210519_1835_FULL.txt,0.125,0.686,0.189,0.9487
Corcoran_20210519_1835_Infection.txt,0.125,0.686,0.189,0.9487
Corcoran_20210824_21225_FULL.txt,0.058,0.828,0.114,0.9989
Corcoran_20210824_21225_Infection_Family_Featured.txt,0.05,0.91,0.04,-0.7397
Corcoran_20210824_21225_PrisonConditions_Featured.txt,0.024,0.902,0.074,0.9101
Corcoran_20211209_83877_Family.txt,0.058,0.842,0.1,0.9422
Corcoran_20211209_83877_FULL.txt,0.059,0.814,0.126,0.9994
Corcoran_20211209_83877_Infection.txt,0.031,0.908,0.061,0.8577
Corcoran_20211209_83877_PrisonConditions1.txt,0.055,0.842,0.103,0.9631
Corcoran_20211209_83877_PrisonConditions2.txt,0.024,0.881,0.094,0.9617
Corcoran_20211209_83877_PrisonConditions3_Infection2_Family2.txt,0.085,0.794,0.121,0.9497
CSATF_20201123_66_FULL.txt,0.139,0.822,0.038,-0.9885
CSATF_20201214_141_FULL.txt,0.08,0.745,0.175,0.9991
CSATF_20201214_141_PrisonConditions.txt,0.055,0.81,0.136,0.9578
CSATF_20201214_141_Stress.txt,0.131,0.728,0.141,0.0735
CSATF_20201216_256_FULL.txt,0.11,0.807,0.084,-0.9918
CSATF_20201216_256_Infection_Family_Stress.txt,0.089,0.804,0.106,0.9303
CSATF_20201216_256_Infection_PrisonConditions.txt,0.067,0.875,0.058,-0.895
CSATF_20201231_167_FULL.txt,0.133,0.738,0.128,-0.3024
CSATF_20210105_243_Full_Infection_PrisonConditions.txt,0.072,0.752,0.176,0.9685
CSATF_20210106_250_FULL.txt,0.18,0.711,0.109,-0.996
CSATF_20210106_250_PrisonConditions.txt,0.2,0.68,0.12,-0.9889
CSATF_20210106_250_Stress.txt,0.085,0.808,0.107,0.8401
CSATF_20210106_251_FULL_PrisonConditions_Infection.txt,0.088,0.766,0.146,0.8488
CSATF_20210107_228_Full_Infection.txt,0.123,0.762,0.115,-0.2732
CSATF_20210107_229_Full_Infection_Family_PrisonConditions.txt,0.108,0.803,0.089,-0.7808
CSATF_20210107_230_FULL.txt,0.098,0.734,0.168,0.9328
CSATF_20210107_231_FULL.txt,0.055,0.773,0.173,0.9848
CSATF_20210107_231_Prisonconditions.txt,0.055,0.773,0.173,0.9848
CSATF_20210107_232_FULL.txt,0.1,0.803,0.097,0.5251
CSATF_20210107_232_PrisonconditionsStressFamily.txt,0.111,0.794,0.095,-0.5472
CSATF_20210108_235_FamilyPrograms.txt,0.12,0.736,0.145,0.8388
CSATF_20210108_235_FULL.txt,0.1,0.751,0.149,0.9933
CSATF_20210108_236_Full.txt,0.086,0.736,0.178,0.9959
CSATF_20210108_236_Stress_Family.txt,0.154,0.82,0.025,-0.982
CSATF_20210108_239_Full.txt,0.135,0.805,0.06,-0.994
CSATF_20210108_239_PrisonConditons.txt,0.23,0.731,0.039,-0.9933
CSATF_20210108_239_Stress.txt,0.101,0.826,0.073,-0.7747
CSATF_20210108_240_Full.txt,0.107,0.749,0.143,0.9008
CSATF_20210108_240_Prisonconditions_stress.txt,0.11,0.759,0.132,0.8096
CSATF_20210108_242_Full_Programs.txt,0.114,0.827,0.06,-0.9677
CSATF_20210111_258_FULL.txt,0.105,0.865,0.03,-0.9979
CSATF_20210111_258_Infection.txt,0.126,0.874,0.0,-0.9734
CSATF_20210111_259_Full_Infection_PrisonConditions.txt,0.054,0.764,0.182,0.9754
CSATF_20210111_261_FULL_Stress_Programs.txt,0.079,0.775,0.146,0.9743
CSATF_20210111_279_FULL.txt,0.155,0.686,0.16,0.9261
CSATF_20210111_279_Infection_Family.txt,0.185,0.703,0.112,-0.9735
CSATF_20210111_279_PrisonConditions_and_Stress.txt,0.178,0.683,0.139,-0.9684
CSATF_20210111_281_FULL_PrisonConditions_Infection.txt,0.118,0.774,0.107,-0.8488
CSATF_20210111_283_FULL_PrisonConditions_Stress.txt,0.157,0.744,0.098,-0.9937
CSATF_20210112_278_FULL_Stress.txt,0.138,0.73,0.132,0.5626
CSATF_20210113_227_FULL.txt,0.059,0.812,0.129,0.9726
CSATF_20210113_227_PrisonConditions.txt,0.106,0.795,0.099,-0.4278
CSATF_20210114_265_Family.txt,0.15,0.739,0.111,-0.9585
CSATF_20210114_265_FULL.docx,0.129,0.728,0.143,0.4991
CSATF_20210114_265_FULL.txt,0.125,0.731,0.144,0.9046
CSATF_20210114_265_PrisonConditions_Infection.txt,0.138,0.805,0.057,-0.9893
CSATF_20210114_265_Stress_PrisonConditions.txt,0.166,0.724,0.109,-0.9789
CSATF_20210114_284_FULL_Family_PrisonConditions.txt,0.063,0.737,0.2,0.9625
CSATF_20210119_320_FULL.txt,0.282,0.642,0.076,-0.9999
CSATF_20210119_320_PrisonConditionsInfection.txt,0.14,0.772,0.088,-0.9631
CSATF_20210121_260_FULL_Stress_Infection.txt,0.102,0.776,0.122,0.4532
CSATF_20210122_328_Full.txt,0.043,0.685,0.272,0.9984
CSATF_20210122_328_Stress.txt,0.016,0.718,0.266,0.9898
CSATF_20210128_310_full.txt,0.124,0.777,0.098,-0.988
CSATF_20210128_310_Infection.txt,0.082,0.854,0.063,-0.7215
CSATF_20210128_310_Programs1.txt,0.04,0.892,0.068,0.4588
CSATF_20210128_310_Programs2.txt,0.192,0.765,0.043,-0.9761
CSATF_20210128_310_Stress.txt,0.087,0.788,0.124,0.9434
CSATF_20210129_299_FULL.txt,0.065,0.85,0.085,0.9573
CSATF_20210129_299_Infection.txt,0.187,0.69,0.123,-0.775
CSATF_20210129_299_PrisonConditionsInfectionPrograms.txt,0.045,0.896,0.059,0.8126
CSATF_20210201_372_FULL.txt,0.155,0.747,0.097,-0.9989
CSATF_20210209_625_Family-1.txt,0.135,0.824,0.041,-0.8604
CSATF_20210209_625_FULL-1.txt,0.048,0.827,0.125,0.9967
CSATF_20210209_625_PrisonConditions-1.txt,0.019,0.883,0.098,0.9796
CSATF_20210209_625_Programs-1.txt,0.06,0.81,0.13,0.9016
CSATF_20210217_408_FULL.txt,0.057,0.813,0.131,0.9992
CSATF_20210217_408_Infection_Stress2.txt,0.05,0.753,0.196,0.9977
CSATF_20210217_408_Programs.txt,0.048,0.824,0.128,0.9875
CSATF_20210217_408_Stress_Prison Conditions.txt,0.067,0.871,0.063,0.3937
CSATF_20210324_639_Full.docx,0.109,0.698,0.193,0.9725
CSATF_20210324_639_Full_Stress.txt,0.112,0.71,0.179,0.9618
CSATF_20210401_606_Full.docx,0.05,0.796,0.154,0.975
CSATF_20210401_606_Full_PrisonConditions.txt,0.052,0.816,0.132,0.9578
CSATF_20210408_977_FULL_PrisonConditionsInfection.txt,0.137,0.781,0.081,-0.9018
CSTAF_20210201_327_FULL.txt,0.154,0.748,0.097,-0.9989
CSTAF_20210201_327_PrisonConditions1_Programs1.txt,0.164,0.774,0.061,-0.9922
CSTAF_20210201_327_PrisonConditions2_Stress1_Infections.txt,0.146,0.799,0.054,-0.9913
CSTAF_20210201_327_Stress2.txt,0.168,0.747,0.084,-0.9648
CSTAF_20210201_327_Stress3.txt,0.098,0.754,0.149,0.9848
CSTAF_20210201_372_PrisonConditions1_Programs1.txt,0.166,0.774,0.06,-0.9927
CSTAF_20210201_372_PrisonConditions2_Stress1_Infections.txt,0.148,0.799,0.053,-0.9921
CSTAF_20210201_372_Stress2.txt,0.182,0.736,0.082,-0.9755
CSTAF_20210201_372_Stress3.txt,0.1,0.753,0.146,0.9824
Delano_20210216_428_Family_Stress.txt,0.071,0.807,0.122,0.9769
Delano_20210216_428_FULL.txt,0.088,0.789,0.123,0.9971
Delano_20210216_428_Infection.txt,0.097,0.829,0.074,-0.6249
Delano_20210216_428_Infections2.txt,0.08,0.835,0.085,0.2799
Delano_20210216_428_Prison_Conditions.txt,0.072,0.872,0.056,-0.6331
Delano_20210216_432_FULL.txt,0.128,0.73,0.142,0.8996
Delano_20210216_432_Infection_PrisonConditions.txt,0.121,0.795,0.084,-0.8727
Delano_20210216_432_Stress_Family.txt,0.12,0.789,0.092,-0.7353
Delano_20210217_400_Full_PrisonConditions.txt,0.044,0.844,0.111,0.9719
Delano_20210217_409_FULL_Infection.txt,0.1,0.749,0.151,0.8958
Delano_20210222_493_FamilyInfection.txt,0.126,0.724,0.15,0.9308
Delano_20210222_493_FULL.txt,0.122,0.726,0.152,0.949
Delano_20210222_7_28_Family_Stress.txt,0.093,0.849,0.059,-0.8751
Delano_20210222_7_28_FULL.txt,0.135,0.822,0.043,-0.9988
Delano_20210222_7_28_Infection.txt,0.093,0.849,0.058,-0.9247
Delano_20210222_7_28_PrisonConditions.txt,0.091,0.815,0.094,-0.2764
Delano_20210223_498_PrisonConditionsInfection.txt,0.061,0.807,0.132,0.9425
Delano_20210224_475_FULL.txt,0.09,0.85,0.06,-0.9741
Delano_20210301_517_Family_Infection_PrisonConditions.txt,0.144,0.827,0.029,-0.9839
Delano_20210301_517_FULL.txt,0.137,0.779,0.084,-0.9542
Delano_20210301_518_FULL.txt,0.1,0.731,0.169,0.9932
Delano_20210301_518_PrisonConditions_Stress.txt,0.12,0.739,0.14,0.8746
Delano_20210420_725_FULL_Family_PrisonConditions.txt,0.128,0.729,0.143,0.2789
Delano_20210420_726_FULL.txt,0.056,0.771,0.173,0.9985
Delano_20210420_726_Infection_Stress.txt,0.049,0.775,0.177,0.9971
Donavan_20210517_1291_FULL.txt,0.157,0.765,0.077,-0.9393
Donovan_20201004_05_00_Family.txt,0.078,0.843,0.079,0.4039
Donovan_20201004_05_00_FULL.txt,0.066,0.826,0.108,0.9895
Donovan_20201004_05_00_PrisonConditions.txt,0.052,0.861,0.087,0.9265
Donovan_20201130_0649_Full.txt,0.054,0.784,0.162,0.9994
Donovan_20201130_06_49_Family.txt,0.07,0.798,0.133,0.7451
Donovan_20201130_06_49_FULL.txt,0.058,0.775,0.167,0.9994
Donovan_20201130_06_49_PrisonConditions1.txt,0.099,0.845,0.056,-0.7927
Donovan_20201130_06_49_PrisonConditions2.txt,0.04,0.882,0.078,0.9269
Donovan_20201130_06_49_Stress.txt,0.042,0.782,0.176,0.9977
Donovan_20201201_05_00_Family.txt,0.016,0.884,0.1,0.7963
Donovan_20201201_05_00_FULL.txt,0.047,0.827,0.126,0.9991
Donovan_20201201_05_00_Infection.txt,0.0,0.909,0.091,0.8164
Donovan_20201201_05_00_PrisonConditions.txt,0.04,0.854,0.107,0.8385
Donovan_20201201_05_00_PrisonConditions2.txt,0.0,0.873,0.127,0.9546
Donovan_20201201_05_00_Programs.txt,0.071,0.868,0.061,-0.305
Donovan_20201201_05_00_Programs2.txt,0.064,0.821,0.116,0.9816
Donovan_20201201_05_00_Stress.txt,0.08,0.801,0.119,0.9271
Donovan_20201201_2_36_Full.txt,0.057,0.895,0.048,-0.2023
Donovan_20201202_05_31_FULL.txt,0.066,0.877,0.057,-0.6966
Donovan_20201202_05_31_Programs1.txt,0.037,0.963,0.0,-0.296
Donovan_20201202_05_31_Programs2.txt,0.0,0.88,0.12,0.8343
Donovan_20201202_05_31_Stress.txt,0.147,0.792,0.062,-0.8994
Donovan_20201202_2_59_FULL.txt,0.045,0.871,0.084,0.25
Donovan_20201203_05_36_FULL.txt,0.042,0.889,0.069,0.9729
Donovan_20201203_05_36_Infection.txt,0.062,0.869,0.068,0.652
Donovan_20201203_05_36_PrisonConditions.txt,0.029,0.884,0.087,0.9561
Donovan_20201203_05_36_Program.txt,0.018,0.938,0.044,0.5588
Donovan_20201203_05_36_Stress.txt,0.13,0.843,0.027,-0.9689
Donovan_20201209_07_40_Family.txt,0.09,0.831,0.08,-0.1901
Donovan_20201209_07_40_Full.txt,0.109,0.823,0.068,-0.9969
Donovan_20201209_07_40_Infection.txt,0.108,0.843,0.049,-0.9952
Donovan_20201209_07_40_Programs_Stress.txt,0.079,0.838,0.083,-0.2665
Donovan_20201209_8_39_Full.txt,0.074,0.814,0.112,0.9643
Donovan_20210104_603_PrisonConditions.txt,0.093,0.876,0.031,-0.9855
Donovan_20210107_01_16_DreadfulEnvironment.txt,0.117,0.863,0.02,-0.9801
Donovan_20210107_01_16_FULL.txt,0.117,0.839,0.044,-0.9973
Donovan_20210107_01_16_Infection.txt,0.087,0.883,0.03,-0.9175
Donovan_20210107_01_16_PrisonConditions2.txt,0.16,0.796,0.043,-0.9947
Donovan_20210107_01_16_PrisonConditionsDecemeber2020.txt,0.018,0.913,0.069,0.7783
Donovan_20210107_227_Full.txt,0.154,0.754,0.092,-0.9971
Donovan_20210107_227_Infection.txt,0.162,0.777,0.061,-0.9967
Donovan_20210107_227_Stress.txt,0.154,0.716,0.13,-0.8622
Donovan_20210111_01_05_Infection.txt,0.145,0.767,0.088,-0.9307
Donovan_20210115_245_FULL.txt,0.043,0.92,0.037,0.2233
Donovan_20210115_245_PrisonConditions.txt,0.047,0.904,0.049,0.5267
Donovan_20210115_245_PrisonConditions2.txt,0.046,0.914,0.039,-0.0805
Donovan_20210119_319_full_Infection_PrisonConditions.txt,0.123,0.818,0.059,-0.9853
Donovan_20210319_645_FULL.txt,0.057,0.88,0.063,-0.8545
Donovan_20210319_645_Infection_Family.txt,0.086,0.84,0.074,-0.8559
Donovan_20210330_591_FULL_Stress.txt,0.063,0.666,0.271,0.9926
Donovan_20210401_608_FULL.txt,0.098,0.781,0.122,0.9915
Donovan_20210401_608_PrisonConditionsInfection.txt,0.185,0.743,0.072,-0.9973
Donovan_20210419_682_FULL_Family_Infection_Stress.txt,0.097,0.703,0.199,0.9954
Donovan_20210419_699_FULL_PrisonConditionsFamilyStress.txt,0.03,0.746,0.225,0.9966
Donovan_20210419_824_FULL.txt,0.041,0.793,0.166,0.9995
Donovan_20210419_824_Infection.txt,0.023,0.857,0.12,0.9923
Donovan_20210419_824_Programs.txt,0.063,0.823,0.114,0.9758
Donovan_20210421_907_FULL_Family_PrisonConditions.txt,0.103,0.617,0.28,0.9954
Donovan_20210422_1032_Full.txt,0.084,0.781,0.135,0.9992
Donovan_20210422_1032_PrisonConditions.txt,0.054,0.87,0.077,0.8761
Donovan_20210422_1032_StressCoping.txt,0.032,0.846,0.122,0.9798
Donovan_20210422_1032_StressMentalHealth.txt,0.054,0.833,0.113,0.9866
Donovan_20210422_772_FULL_Infection_PrisonConditions.txt,0.06,0.802,0.139,0.9844
Donovan_20210422_802_Full_InfectionPrisonConditions.txt,0.137,0.776,0.086,-0.9211
Donovan_20210422_803_FULL.txt,0.032,0.779,0.189,0.9929
Donovan_20210422_803_PrisonConditions_Stress.txt,0.044,0.756,0.201,0.9856
Donovan_20210422_804_FULL.txt,0.097,0.72,0.184,0.9952
Donovan_20210422_804_PrisonConditions_Infection.txt,0.104,0.672,0.225,0.9942
Donovan_20210422_910_FULL_PrisonConditionsInfection.txt,0.129,0.778,0.093,-0.9621
Donovan_20210426_729_FamilyPrisonConditionsStress.txt,0.051,0.82,0.129,0.9911
Donovan_20210426_729_FULL.txt,0.045,0.807,0.148,0.9996
Donovan_20210426_729_PrisonConditionsInfectionPrograms.txt,0.046,0.857,0.097,0.986
Donovan_20210426_817_FULL_PrisonConditions_Infection_Stress.txt,0.049,0.785,0.166,0.9954
Donovan_20210426_818_Family.txt,0.086,0.845,0.069,-0.7096
Donovan_20210426_818_FULL.txt,0.09,0.789,0.122,0.9616
Donovan_20210427_765_FULL.txt,0.058,0.879,0.063,-0.5689
Donovan_20210427_765_PrisonConditions.txt,0.05,0.935,0.015,-0.8868
Donovan_20210427_767_FULL_Family_Infection_PrisonConditions.txt,0.116,0.737,0.146,0.9508
Donovan_20210427_785_FULL_Family_Infection.txt,0.056,0.854,0.09,0.9785
Donovan_20210427_826_FamilyInfection.txt,0.091,0.778,0.131,0.9583
Donovan_20210427_826_FULL.txt,0.115,0.731,0.154,0.9966
Donovan_20210427_826_PrisonConditions.txt,0.115,0.864,0.021,-0.9788
Donovan_20210427_826_Stress.txt,0.148,0.67,0.182,0.9774
Donovan_20210427_897_FULL_PrisonConditionsInfection.txt,0.071,0.82,0.109,0.9592
Donovan_20210427_898_Full.txt,0.097,0.851,0.051,-0.8512
Donovan_20210427_898_PrisonCondition1.txt,0.167,0.795,0.038,-0.9722
Donovan_20210427_898_PrisonCondition2.txt,0.067,0.855,0.078,0.4124
Donovan_20210427_899_FULL_Infection.txt,0.023,0.802,0.175,0.9528
Donovan_20210428_760_FULL_Stress_PrisonConditions.txt,0.097,0.713,0.19,0.9681
Donovan_20210428_761_Family_PrisonConditions_Infection.txt,0.109,0.811,0.08,-0.8388
Donovan_20210428_761_FULL.txt,0.109,0.749,0.142,0.9816
Donovan_20210428_761_Stress.txt,0.125,0.72,0.155,0.9089
Donovan_20210428_762_FULL_PrisonConditionsStress.txt,0.139,0.7,0.162,0.7428
Donovan_20210428_763_FULL_Infection_PrisonConditions.txt,0.053,0.792,0.155,0.9872
Donovan_20210428_764_FULL.txt,0.115,0.799,0.086,-0.9845
Donovan_20210428_764_Infection.txt,0.105,0.852,0.042,-0.9773
Donovan_20210428_764_Infection_PrisonConditions.txt,0.126,0.836,0.038,-0.9928
Donovan_20210428_853_FULL_FamilyInfection.txt,0.041,0.745,0.214,0.9962
Donovan_20210430_1011_FamilyStress.txt,0.175,0.637,0.188,-0.4097
Donovan_20210430_1011_FULL.txt,0.165,0.69,0.145,-0.99
Donovan_20210430_1011_Stress_Programs.txt,0.154,0.803,0.043,-0.9666
Donovan_20210503_1101_FULL.txt,0.094,0.608,0.298,0.9997
Donovan_20210503_1101_Stress_Family.txt,0.112,0.629,0.259,0.9939
Donovan_20210503_1173_Family_Infection_PrisonConditions.txt,0.071,0.801,0.128,0.9833
Donovan_20210503_1173_FULL.txt,0.077,0.727,0.197,0.999
Donovan_20210503_6_27_FULL_Infection_PrisonConditions.txt,0.017,0.767,0.216,0.9991
Donovan_20210505_1120_FULL_PrisonConditions_Stress_Programs.txt,0.079,0.765,0.156,0.9823
Donovan_20210505_1140_FULL.txt,0.145,0.676,0.179,0.7793
Donovan_20210505_1140_Infection_Featured.txt,0.176,0.682,0.142,-0.8252
Donovan_20210507_5_59_P1_FULL.txt,0.094,0.807,0.1,-0.5599
Donovan_20210507_5_59_P1_Infection_Family_Programs.txt,0.098,0.861,0.041,-0.9786
Donovan_20210507_5_59_P1_PrisonConditions_Infection.txt,0.141,0.769,0.089,-0.9923
Donovan_20210507_5_59_P1_Stress_Programs.txt,0.051,0.831,0.118,0.9853
Donovan_20210507_5_59_P2_FULL.txt,0.118,0.744,0.138,0.6148
Donovan_20210507_5_59_P2_Infection_PrisonConditions_Stress.txt,0.141,0.725,0.134,-0.9207
Donovan_20210507_5_59_P2_PrisonConditions2_Stress2_Featured.txt,0.14,0.767,0.093,-0.9752
Donovan_20210514_6_29_FULL.txt,0.079,0.803,0.119,0.9968
Donovan_20210514_6_29_Infection.txt,0.02,0.872,0.107,0.9625
Donovan_20210514_6_29_PrisonConditions.txt,0.13,0.756,0.113,-0.8933
Donovan_20210514_6_29_PrisonConditions_Infection.txt,0.082,0.815,0.104,0.7754
Donovan_20210514_6_29_Stress_Infection_Family.txt,0.055,0.843,0.102,0.9694
Donovan_20210515_1289_FULL.txt,0.112,0.725,0.163,0.9925
Donovan_20210516_1285_Family.txt,0.17,0.745,0.084,-0.7374
Donovan_20210516_1285_FULL.txt,0.137,0.756,0.106,-0.9948
Donovan_20210516_1285_Infection.txt,0.151,0.765,0.084,-0.9633
Donovan_20210516_1285_PrisonConditions.txt,0.085,0.872,0.042,-0.9425
Donovan_20210516_1285_PrisonConditions2.txt,0.081,0.836,0.082,0.0258
Donovan_20210516_1285_Stress2.txt,0.128,0.686,0.186,0.9644
Donovan_20210516_1285_Stress_Programs.txt,0.056,0.819,0.125,0.9503
Donovan_20210517_1284_FULL.txt,0.103,0.85,0.046,-0.987
Donovan_20210517_1287_FULL.txt,0.053,0.864,0.082,0.7518
Donovan_20210517_1287_PrisonConditions.txt,0.069,0.886,0.045,-0.6912
Donovan_20210517_1290_FULL.txt,0.103,0.783,0.115,0.6941
Donovan_20210520_1839_FULL.txt,0.183,0.706,0.111,-0.9957
Donovan_20210520_1839_Infection.txt,0.18,0.76,0.059,-0.979
Donovan_20210521_515_FULL.txt,0.049,0.809,0.141,0.9993
Donovan_20210521_515_Infection_Family.txt,0.104,0.794,0.102,0.2325
Donovan_20210521_515_PrisonConditions_Family.txt,0.039,0.81,0.151,0.9963
Donovan_20210521_515_Stress_PrisonConditions.txt,0.063,0.849,0.089,0.9375
Donovan_20210524_1828_FULL.txt,0.161,0.736,0.103,-0.9925
Donovan_20210524_1828_Infection_Featured.txt,0.154,0.772,0.074,-0.9841
Donovan_20210525_1833_FULL.txt,0.178,0.743,0.079,-0.9878
Donovan_20210528_1534_FULL.txt,0.039,0.871,0.09,0.9201
Donovan_20210601_1509_FULL.txt,0.103,0.812,0.085,-0.853
ElDorado_Main_20220127_77258_P1_FULL.txt,0.059,0.81,0.131,0.9993
ElDorado_Main_20220127_77258_P1_PrisonConditions_Infection.txt,0.07,0.903,0.027,-0.9429
ElDorado_Main_20220127_77258_P1_Stress_Featured.txt,0.022,0.812,0.166,0.9962
ElDorado_Main_20220127_77258_P2_FULL.txt,0.063,0.806,0.131,0.9995
ElDorado_Main_20220127_77258_P2_PrisonConditions2.txt,0.065,0.828,0.107,0.986
ElDorado_Main_20220127_77258_P2_Stress_PrisonConditions.txt,0.067,0.878,0.055,-0.5803
FireCamps_20210816_715_P1_Family.txt,0.071,0.841,0.088,0.2795
FireCamps_20210816_715_P1_FULL.txt,0.05,0.882,0.068,0.9829
FireCamps_20210816_715_P1_PrisonConditions2.txt,0.086,0.845,0.07,-0.4385
FireCamps_20210816_715_P1_PrisonConditions_Infection.txt,0.052,0.926,0.022,-0.8481
FireCamps_20210816_715_P2_FULL.txt,0.073,0.841,0.086,0.9748
FireCamps_20210816_715_P2_PrisonConditions.txt,0.047,0.883,0.069,0.9091
FireCamps_20210816_715_P2_PrisonConditions2.txt,0.057,0.907,0.037,-0.7266
FireCamps_20210816_715_P2_PrisonConditions3.txt,0.094,0.829,0.078,-0.4291
FireCamps_20210816_715_P2_PrisonConditions4_Infection.txt,0.04,0.857,0.104,0.9743
FireCamps_20210816_715_P3_FULL.txt,0.063,0.808,0.129,0.9994
FireCamps_20210816_715_P3_Infection2.txt,0.067,0.892,0.041,-0.8738
FireCamps_20210816_715_P3_PrisonConditions_Infection.txt,0.067,0.827,0.105,0.9769
Folsom_20210104_294_FULL.txt,0.13,0.803,0.066,-0.9914
Folsom_20210104_294_PrisonConditions1_Stress1_Programs.txt,0.166,0.748,0.086,-0.9785
Folsom_20210104_294_PrisonConditions2_Stress2.txt,0.135,0.799,0.066,-0.9818
Folsom_20210412_958_FULL.txt,0.086,0.781,0.133,0.9863
Folsom_20210412_958_Infection_Stress.txt,0.078,0.844,0.078,-0.2617
Folsom_20210412_958_PrisonConditions_Infection.txt,0.13,0.742,0.128,0.3533
Folsom_20210414_921_Full.txt,0.085,0.808,0.107,0.9732
Folsom_20210414_921_PrisionCondition_Stress_2.txt,0.084,0.842,0.075,-0.6549
Folsom_20210414_921_PrisonCondition_Stress_1.txt,0.09,0.821,0.09,0.4671
Folsom_20210414_921_PrisonCondition_Stress_3.txt,0.141,0.831,0.028,-0.9319
Folsom_20210415_937_FULL.txt,0.123,0.816,0.061,-0.9989
Folsom_20210415_937_PrisonConditions.txt,0.149,0.812,0.038,-0.9981
Folsom_20210426_857_FULL_PrisonConditions.txt,0.066,0.835,0.099,0.9487
Folsom_20210426_858_FULL.txt,0.048,0.835,0.117,0.9787
Folsom_20210426_858_Prison Conditions.txt,0.052,0.884,0.064,0.585
Folsom_20210427_887_FULL_PrisonConditions.txt,0.167,0.693,0.14,-0.9452
Folsom_20210427_888_FULL_PrisonCondtions.txt,0.15,0.807,0.043,-0.9921
Folsom_20210428_1032_Family_Infection_Stress.txt,0.145,0.766,0.089,-0.9821
Folsom_20210428_1032_FULL.txt,0.113,0.788,0.098,-0.8881
Folsom_20210429_1063_FULL.txt,0.022,0.841,0.137,0.9912
Folsom_20210429_1063_Programs.txt,0.033,0.85,0.118,0.974
Folsom_20210518_1295_FULL.txt,0.079,0.832,0.089,0.189
Folsom_20210518_1295_Infection.txt,0.118,0.798,0.084,-0.7467
Folsom_20210518_1295_PrisonConditions.txt,0.04,0.888,0.071,0.7424
Folsom_20210521_1815_FULL.txt,0.137,0.743,0.12,-0.9602
Folsom_20210521_1815_Infection_Family.txt,0.159,0.704,0.138,-0.9339
Folsom_20210521_1817_FULL.txt,0.085,0.816,0.099,0.879
Folsom_20210521_1817_Infection.txt,0.081,0.818,0.1,0.8176
Fresno_Main_20210826_59372_P1_Family_PrisonConditions.txt,0.057,0.837,0.105,0.9012
Fresno_Main_20210826_59372_P1_FULL.txt,0.076,0.82,0.104,0.9823
Fresno_Main_20210826_59372_P1_Infection2.txt,0.062,0.855,0.083,0.2844
Fresno_Main_20210826_59372_P1_Infection3.txt,0.053,0.847,0.1,0.6553
Fresno_Main_20210826_59372_P1_PrisonConditions2_Infection.txt,0.109,0.857,0.033,-0.9896
Fresno_Main_20210826_59372_P2_Family_PrisonConditions.txt,0.087,0.795,0.118,0.9728
Fresno_Main_20210826_59372_P2_FULL.txt,0.065,0.785,0.15,0.9988
Fresno_Main_20210826_59372_P2_Infection.txt,0.088,0.811,0.101,-0.2555
Fresno_Main_20210826_59372_P2_PrisonConditions2.txt,0.045,0.852,0.103,0.7105
Fresno_Main_20210831_43692_FULL.txt,0.048,0.836,0.115,0.9938
Fresno_Main_20210831_43692_PrisonConditions_Family.txt,0.052,0.847,0.101,0.9621
Fresno_Main_20210831_43692_PrisonConditions_Infection.txt,0.074,0.87,0.056,-0.6892
Fresno_Main_20210831_76770_FULL.txt,0.042,0.876,0.083,0.998
Fresno_Main_20210831_76770_PrisonConditions2_Infection2.txt,0.033,0.9,0.067,0.9028
Fresno_Main_20210831_76770_PrisonConditions3.txt,0.06,0.871,0.07,0.3697
Fresno_Main_20210831_76770_PrisonConditions4_Infection.txt,0.012,0.947,0.041,0.7472
Fresno_Main_20210831_76770_PrisonConditions5_Featured.txt,0.113,0.872,0.015,-0.9457
Fresno_Main_20210831_76770_PrisonConditions_Infection.txt,0.006,0.932,0.062,0.8751
Fresno_Main_20210901_27991_Family_PrisonConditions.txt,0.05,0.848,0.101,0.9514
Fresno_Main_20210901_27991_P1_FULL.txt,0.089,0.825,0.086,-0.7693
Fresno_Main_20210901_27991_P2_Infection_Family.txt,0.056,0.864,0.08,0.9266
Fresno_Main_20210901_27991_P2_Stress .txt,0.068,0.828,0.104,0.8739
Fresno_Main_20210901_87115_Family_Stress_PrisonConditions.txt,0.131,0.723,0.146,0.7435
Fresno_Main_20210901_87115_FULL.txt,0.099,0.781,0.12,0.9292
Fresno_Main_20210901_87115_PrisonConditions_Infection.txt,0.079,0.904,0.017,-0.9377
Fresno_Main_20210910_29668_FULL.txt,0.042,0.794,0.164,0.9999
Fresno_Main_20210910_29668_PrisonConditions_Family_Infection.txt,0.01,0.887,0.102,0.9937
Fresno_Main_20210910_29668_PrisonConditions_Infection.txt,0.046,0.845,0.109,0.9826
Fresno_Main_20210910_56264_FULL.txt,0.075,0.815,0.11,0.9979
Fresno_Main_20210910_56264_PrisonConditions2_Stress.txt,0.065,0.85,0.086,0.9435
Fresno_Main_20210910_56264_PrisonConditions3_Infection.txt,0.036,0.821,0.143,0.9968
Fresno_Main_20210910_56264_PrisonConditions_Family.txt,0.078,0.863,0.059,-0.716
Fresno_Main_20210916_40145_FULL.txt,0.074,0.79,0.136,0.9995
