Filename,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment
Solano_20200805_05_00_PrisonConditions.txt,0.047,0.838,0.115,0.9961
Solano_20200805_05_00_PrisonConditions2.txt,0.043,0.864,0.093,0.9827
Solano_20200805_05_00_Stress.txt,0.06,0.836,0.104,0.9769
Solano_20201012_0935_FULL.txt,0.07,0.819,0.111,0.9979
Solano_20201012_0935_Infection.txt,0.057,0.821,0.123,0.9595
Solano_20201012_0935_PrisonConditions1.txt,0.075,0.863,0.062,-0.8693
Solano_20201012_0935_PrisonConditions2.txt,0.093,0.856,0.051,-0.9906
Solano_20201012_0935_Stress1.txt,0.053,0.729,0.218,0.9716
Solano_20201012_0935_Stress2.txt,0.056,0.849,0.095,0.9182
Solano_20201206_08_30_full_PrisonConditions.txt,0.054,0.831,0.115,0.9046
Solano_20201210_09_35_FULL.txt,0.07,0.813,0.118,0.9986
Solano_20201214_7_54_FULL.txt,0.052,0.885,0.063,0.893
Solano_20201214_7_54_Infection.txt,0.071,0.876,0.053,-0.9458
Solano_20201214_7_54_PrisonConditions.txt,0.057,0.866,0.077,0.4939
Solano_20201214_7_54_PrisonConditions1.txt,0.022,0.926,0.052,0.9625
Solano_20201214_7_54_PrisonConditions2.txt,0.052,0.903,0.046,-0.9089
Solano_20201214_8_13_Family.txt,0.021,0.816,0.163,0.8115
Solano_20201214_8_13_Family2.txt,0.071,0.891,0.038,-0.6942
Solano_20201214_8_13_FULL.txt,0.06,0.832,0.108,0.9974
Solano_20201214_8_13_Infection.txt,0.036,0.862,0.102,0.9928
Solano_20201214_8_13_PrisonConditions.txt,0.033,0.959,0.009,-0.6542
Solano_20201214_8_13_PrisonConditions2.txt,0.052,0.836,0.111,0.6502
Solano_20201217_05_27_FULL_3calls.txt,0.088,0.784,0.128,0.9996
Solano_20201217_05_27_P1_Infection.txt,0.109,0.741,0.15,0.8133
Solano_20201217_05_27_P1_PrisonConditions.txt,0.1,0.829,0.071,-0.9253
Solano_20201217_05_27_P1_PrisonConditions2.txt,0.081,0.88,0.039,-0.9594
Solano_20201217_05_27_P1_PrisonConditions3.txt,0.05,0.904,0.046,0.0165
Solano_20201217_05_43_P2_Family.txt,0.013,0.857,0.13,0.9423
Solano_20201217_05_43_P2_Infection.txt,0.138,0.788,0.074,-0.9037
Solano_20201217_05_43_P2_PrisonConditions1_Infection.txt,0.092,0.857,0.051,-0.9509
Solano_20201217_05_43_P2_PrisonConditions2_Infection.txt,0.097,0.79,0.113,0.6738
Solano_20201217_05_43_P2_PrisonConditions3.txt,0.085,0.898,0.017,-0.905
Solano_20201217_05_43_P2_PrisonConditions4.txt,0.118,0.81,0.072,-0.7932
Solano_20201217_05_55_P3_PrisonConditions1.txt,0.061,0.86,0.079,-0.4559
Solano_20201217_05_55_P3_PrisonConditions3.txt,0.089,0.826,0.085,-0.5153
Solano_20201217_05_55_P3_Stress.txt,0.056,0.862,0.082,0.5894
Solano_20201217_619_family.txt,0.106,0.801,0.093,-0.6826
Solano_20201217_619_full.txt,0.097,0.793,0.11,0.9862
Solano_20201217_619_PrisonConditions1.txt,0.138,0.807,0.055,-0.9705
Solano_20201217_619_PrisonConditions2.txt,0.09,0.813,0.097,-0.5487
Solano_20201221_05_31_FULL.txt,0.067,0.802,0.131,0.9992
Solano_20201221_05_31_Infection1.txt,0.052,0.907,0.041,-0.6808
Solano_20201221_05_31_Infection2.txt,0.044,0.796,0.159,0.9977
Solano_20201221_05_31_PrisonConditions1.txt,0.158,0.796,0.046,-0.9652
Solano_20201221_05_31_PrisonConditions_Infection_Stress.txt,0.044,0.826,0.13,0.9837
Solano_20201221_06_00_FULL.txt,0.047,0.776,0.178,0.9996
Solano_20201221_06_00_PrisonConditions1.txt,0.012,0.777,0.211,0.9925
Solano_20201221_06_00_PrisonConditions2.txt,0.041,0.868,0.09,0.9194
Solano_20201221_06_00_Stress.txt,0.049,0.813,0.138,0.9848
Solano_20210113_273_full.txt,0.119,0.779,0.102,-0.8445
Solano_20210113_273_infection.txt,0.099,0.84,0.061,-0.9229
Solano_20210123_03_05_FULL.txt,0.068,0.778,0.154,0.9997
Solano_20210123_03_05_Infection.txt,0.11,0.729,0.161,0.8188
Solano_20210123_03_05_PrisonConditions.txt,0.083,0.77,0.147,0.9899
Solano_20210123_03_05_PrisonConditions2.txt,0.047,0.887,0.066,0.8638
Solano_20210224_464_Full_Stress_PrisonConditions_Infection.txt,0.082,0.74,0.178,0.9958
Solano_20210225_470_FULL_Infection_Stress_Family.txt,0.081,0.787,0.132,0.7717
Solano_20210301_520_FULL.txt,0.103,0.836,0.061,-0.8988
Solano_20210302_522_Family_PrisonConditions.txt,0.098,0.781,0.12,0.9399
Solano_20210302_522_FULL.txt,0.085,0.791,0.124,0.9933
Solano_20210302_522_PrisonConditions_Stress.txt,0.06,0.815,0.125,0.9064
Solano_20210308_05_50_FULL.txt,0.072,0.81,0.118,0.9979
Solano_20210308_05_50_Infection.txt,0.048,0.86,0.092,0.8409
Solano_20210308_05_50_Infection1_PrisonConditions1.txt,0.061,0.856,0.083,0.7493
Solano_20210308_05_50_PrisonConditions2_Infection2.txt,0.051,0.821,0.128,0.9939
Solano_20210309_652_FULL_StressPrisonConditionsFamily.txt,0.096,0.76,0.144,0.9366
Solano_20210312_663_Full.txt,0.09,0.84,0.07,-0.9934
Solano_20210312_663_Infection_PrisonConditions.txt,0.068,0.872,0.06,-0.5866
Solano_20210312_663_Infection_PrisonConditions2.txt,0.036,0.936,0.028,-0.667
Solano_20210312_663_PrisonConditions.txt,0.173,0.791,0.036,-0.9945
Solano_20210312_663_PrisonConditionsStress.txt,0.09,0.804,0.106,0.8655
Solano_20210312_666_FULL.txt,0.094,0.742,0.165,0.9995
Solano_20210312_666_PrisonConditionsInfection.txt,0.104,0.735,0.162,0.9839
Solano_20210312_666_Stress1.txt,0.096,0.743,0.162,0.9887
Solano_20210312_666_Stress2.txt,0.046,0.807,0.147,0.9847
Solano_20210312_666_Stress3Infection.txt,0.115,0.769,0.116,0.5209
Solano_20210315_542_Family1_PrisonConditions3.txt,0.059,0.832,0.109,0.9288
Solano_20210315_542_Family2_Infections2_PrisonConditions1.txt,0.052,0.748,0.201,0.9913
Solano_20210315_542_FULL.txt,0.081,0.759,0.16,0.9979
Solano_20210315_542_PrisonConditions2_Infections1_Programs.txt,0.087,0.823,0.09,-0.179
Solano_20210315_547_FULL.txt,0.152,0.793,0.055,-0.9998
Solano_20210315_547_Infection_PrisonConditions.txt,0.212,0.75,0.039,-0.9984
Solano_20210315_547_PrisonConditions_Family.txt,0.114,0.806,0.079,-0.9862
Solano_20210315_547_PrisonConditions_Programs.txt,0.11,0.835,0.055,-0.9853
Solano_20210315_547_PrisonConditions_Stress_Infection.txt,0.13,0.804,0.065,-0.9938
Solano_20210317_568_FULL.txt,0.027,0.888,0.086,0.9879
Solano_20210317_568_PrisonConditions1_Infection1.txt,0.022,0.889,0.089,0.9356
Solano_20210317_568_PrisonConditions_Infection.txt,0.022,0.893,0.086,0.9697
Solano_20210319_579_Family.txt,0.037,0.911,0.052,0.3284
Solano_20210319_579_FULL.txt,0.077,0.794,0.129,0.9845
Solano_20210319_579_PrisonConditions_Infection.txt,0.055,0.807,0.137,0.9813
Solano_20210322_05_04_Family_PrisonConditions.txt,0.062,0.821,0.116,0.9623
Solano_20210322_05_04_FULL.txt,0.054,0.804,0.142,0.999
Solano_20210322_05_04_Infection.txt,0.028,0.865,0.107,0.9905
Solano_20210324_624_FULL.txt,0.109,0.797,0.094,-0.9484
Solano_20210324_624_PrisonConditions.txt,0.12,0.813,0.067,-0.9907
Solano_20210326_20348_FULL.txt,0.09,0.845,0.065,-0.9794
Solano_20210326_20348_PrisonConditions1.txt,0.074,0.87,0.056,-0.6663
Solano_20210326_20348_PrisonConditions2_Infection.txt,0.115,0.848,0.037,-0.9865
Solano_20210326_20348_PrisonConditions3.txt,0.052,0.874,0.074,0.5307
Solano_20210402_611_FULL_Family_Stress.txt,0.107,0.809,0.083,-0.8576
Solano_20210405_965.txt,0.047,0.753,0.199,0.9559
Solano_20210427_886_FULL.txt,0.122,0.81,0.068,-0.9973
Solano_20210427_886_Programs_PrisonConditions.txt,0.139,0.841,0.02,-0.9959
Solano_20210427_886_Stress_Family.txt,0.144,0.787,0.069,-0.9924
Solano_20210504_737_FULL.txt,0.068,0.846,0.085,0.9313
Solano_20210504_737_PrisonConditions2_Infection2_Featured.txt,0.036,0.879,0.085,0.9794
Solano_20210504_737_PrisonConditions_Infection_.txt,0.109,0.859,0.033,-0.9903
Solano_20210504_737_Stress_Programs_Family.txt,0.085,0.863,0.052,-0.9731
Solano_20210831_10115_FULL.txt,0.054,0.818,0.129,0.993
Solano_20210831_10115_Infection_Family_Stress.txt,0.068,0.85,0.082,-0.5543
Soledad_20201026_031_Family.txt,0.111,0.652,0.237,0.9968
Soledad_20201026_08_14_Family_Stress.txt,0.121,0.847,0.032,-0.9711
Soledad_20201026_08_14_full.txt,0.115,0.799,0.085,-0.9956
Soledad_20201026_08_14_PrisonConditions.txt,0.082,0.798,0.12,0.8644
Soledad_20201026_08_14_Programs.txt,0.042,0.87,0.088,0.8768
Soledad_20201026_7_50_FULL.txt,0.058,0.859,0.083,0.9883
Soledad_20201026_7_50_PrisonConditions2_Programs1.txt,0.049,0.862,0.09,0.9711
Soledad_20201026_7_50_PrisonConditions_Infection_Stress.txt,0.08,0.843,0.077,-0.1992
Soledad_20201026_7_50_Stress2_Programs2.txt,0.017,0.927,0.056,0.9509
Soledad_20201027_07_31_Family_PrisonConditions.txt,0.018,0.832,0.15,0.9973
Soledad_20201027_07_31_FULL.txt,0.045,0.858,0.097,0.9991
Soledad_20201027_07_31_Infection_PrisonConditions.txt,0.031,0.928,0.04,0.5885
Soledad_20201027_07_31_Infection_Programs_Stress.txt,0.032,0.907,0.061,0.8751
Soledad_20201027_07_31_PrisonConditions_Programs.txt,0.054,0.89,0.056,0.0402
Soledad_20201030_07_22_FULL.txt,0.034,0.903,0.063,0.9646
Soledad_20201030_07_22_PrisonConditions2_Programs2.txt,0.005,0.896,0.099,0.9841
Soledad_20201030_07_22_PrisonConditions_Programs.txt,0.054,0.91,0.036,-0.8831
Soledad_20201124_061_FULL.txt,0.079,0.847,0.074,-0.296
Soledad_20201130_90_full.txt,0.074,0.856,0.07,0.3818
Soledad_20201130_90_Prisonconditions.txt,0.083,0.856,0.061,-0.4767
Soledad_20201130_90_Stress.txt,0.084,0.874,0.042,-0.2642
Soledad_20201215_170_full.txt,0.085,0.705,0.21,0.9966
Soledad_20201215_171_FULL_Infection_Programs_Stress.txt,0.096,0.784,0.12,0.9286
Soledad_20201218_185_FULL.txt,0.13,0.674,0.196,0.8453
Soledad_20201221_192_Family_PrisonCondition.txt,0.098,0.754,0.148,0.9641
Soledad_20201221_192_Full.txt,0.092,0.731,0.178,0.988
Soledad_20201221_192_Stress_PrisonCondition.txt,0.088,0.751,0.16,0.9694
Soledad_20201223_211_PrisonConditionsPrograms.txt,0.085,0.799,0.116,0.8057
Soledad_20201224_214_Full_Infection.txt,0.086,0.837,0.077,-0.3755
Soledad_20201224_215_Full_PrisonConditionsInfection.txt,0.171,0.669,0.161,-0.7785
Soledad_20201224_219_FULL_PrisonConditionsInfectionFamily.txt,0.187,0.738,0.075,-0.9959
Soledad_20201226_198_FULL.txt,0.098,0.785,0.118,0.8852
Soledad_20201228_159_FULL_PrisonConditions.txt,0.036,0.87,0.094,0.9804
Soledad_20201228_172_Full.txt,0.094,0.787,0.119,0.9902
Soledad_20201228_172_Infection1.txt,0.094,0.835,0.072,-0.4201
Soledad_20201228_172_Infection2.txt,0.02,0.918,0.063,0.6665
Soledad_20201228_172_Prison Conditions1.txt,0.089,0.895,0.016,-0.8555
Soledad_20201228_172_Prison conditions2.txt,0.036,0.883,0.081,0.9528
Soledad_20201228_172_Programs1.txt,0.0,0.854,0.146,0.9583
Soledad_20201228_172_Programs2.txt,0.097,0.815,0.088,-0.7694
Soledad_20201228_172_Stress1.txt,0.081,0.792,0.127,0.6441
Soledad_20201228_172_Stress2.txt,0.182,0.735,0.083,-0.9393
Soledad_20201228_172_Stress3.txt,0.124,0.73,0.146,0.5458
Soledad_20201228_179_Family.txt,0.089,0.819,0.092,0.5407
Soledad_20201228_179_Full.txt,0.102,0.807,0.091,-0.9807
Soledad_20201228_179_Infection1.txt,0.106,0.844,0.051,-0.9828
Soledad_20201228_179_Infection2.txt,0.088,0.844,0.069,-0.2942
Soledad_20201228_179_Prison conditions2.txt,0.138,0.726,0.136,0.3781
Soledad_20201228_179_PrisonConditions1.txt,0.064,0.861,0.075,0.2212
Soledad_20201228_179_Stress.txt,0.051,0.903,0.046,-0.1796
Soledad_20201228_180_FULL.txt,0.104,0.83,0.067,-0.9975
Soledad_20201228_180_Prison_Conditions.txt,0.093,0.868,0.039,-0.9975
Soledad_20201228_181_FULL.txt,0.079,0.798,0.124,0.9818
Soledad_20201228_181_Prison_Conditions_Infection.txt,0.132,0.832,0.036,-0.9879
Soledad_20201228_181_Programs.txt,0.189,0.784,0.027,-0.957
Soledad_20201228_182_Family_Stress.txt,0.12,0.805,0.076,-0.9223
Soledad_20201228_182_FULL.txt,0.067,0.861,0.072,0.3534
Soledad_20201228_182_Infection_PrisonConditions.txt,0.069,0.882,0.048,-0.6904
Soledad_20201228_182_Programs_Stress.txt,0.101,0.826,0.073,-0.9559
Soledad_20201228_195_Full.txt,0.076,0.828,0.096,0.9451
Soledad_20201228_195_Programs_Infection_PrisonConditions.txt,0.08,0.863,0.057,-0.8631
Soledad_20201228_195_Stress_PrisonConditions.txt,0.084,0.81,0.106,0.7918
Soledad_20201228_196_Full.txt,0.066,0.829,0.105,0.984
Soledad_20201228_196_Infections_PrisonConditions_B.txt,0.072,0.803,0.125,0.8115
Soledad_20201228_196_PrisonConditions_A.txt,0.054,0.912,0.034,-0.8641
Soledad_20201228_199_Family.txt,0.2,0.737,0.063,-0.9834
Soledad_20201228_199_Full.txt,0.109,0.772,0.118,0.3295
Soledad_20201228_199_PrisonConditions.txt,0.038,0.91,0.052,0.296
Soledad_20201228_199_Stress.txt,0.085,0.712,0.203,0.954
Soledad_20201229_164_FULL.txt,0.135,0.77,0.095,-0.9926
Soledad_20201229_164_PrisonConditions1.txt,0.056,0.815,0.129,0.9454
Soledad_20201229_164_Programs_PrisonConditions_Infection.txt,0.149,0.787,0.064,-0.9885
Soledad_20201229_166_FULL.txt,0.141,0.769,0.09,-0.9981
Soledad_20201229_166_Infection.txt,0.144,0.763,0.093,-0.9981
Soledad_20201230_165_Full.txt,0.167,0.723,0.11,-0.9956
Soledad_20201230_165_PrisonConditions.txt,0.083,0.759,0.158,0.9633
Soledad_20201230_165_PrisonConditions2.txt,0.117,0.827,0.056,-0.9718
Soledad_20201230_165_Stress.txt,0.151,0.779,0.07,-0.9231
Soledad_20201231_224_FULL.txt,0.141,0.766,0.093,-0.9905
Soledad_20201231_224_PrisonConditions.txt,0.121,0.829,0.05,-0.9818
Soledad_20201231_224_PrisonConditionsStressInfections.txt,0.153,0.722,0.125,-0.8512
Soledad_20201231_289_FULL.txt,0.133,0.656,0.211,0.9945
Soledad_20201231_289_InfectionFamily.txt,0.167,0.658,0.175,0.6564
Soledad_20201231_290_FULL_Stress.txt,0.076,0.782,0.142,0.9005
Soledad_20201231_291_FULL_Stress_PrisonConditions.txt,0.151,0.659,0.189,0.9212
Soledad_20210105_159_full_prisonconditions.txt,0.18,0.75,0.069,-0.9318
Soledad_20210105_247_FULL.txt,0.105,0.792,0.103,0.4295
Soledad_20210105_247_Infection_Programs.txt,0.067,0.847,0.086,0.9205
Soledad_20210105_247_Stress.txt,0.093,0.817,0.089,0.2252
Soledad_20210105_255_FULL_Infection.txt,0.053,0.865,0.082,0.7096
Soledad_20210105_286_FULL_StressInfectionPrisonConditions.txt,0.053,0.802,0.145,0.9869
Soledad_20210107_221_FULL.txt,0.07,0.792,0.138,0.9939
Soledad_20210107_221_PrisonConditions.txt,0.041,0.897,0.061,0.6712
Soledad_20210107_221_PrisonConditionsStressInfection.txt,0.091,0.763,0.146,0.9722
Soledad_20210107_292_FULL.txt,0.115,0.725,0.16,0.9819
Soledad_20210107_292_InfectionPrisonConditions.txt,0.147,0.727,0.126,-0.8492
Soledad_20210108_223_FULL_PrisonConditions.txt,0.052,0.898,0.049,0.0683
Soledad_20210109_241_Family.txt,0.106,0.811,0.084,-0.4588
Soledad_20210109_241_FULL.txt,0.158,0.728,0.114,-0.9988
Soledad_20210109_241_Infection_Nov2020toNow.txt,0.166,0.758,0.076,-0.9757
Soledad_20210109_241_PrisonConditions1_MarchtoApril2020.txt,0.204,0.736,0.06,-0.9983
Soledad_20210109_241_PrisonConditions2_Nov2020toNow.txt,0.07,0.851,0.079,0.8119
Soledad_20210109_241_PrisonConditions3_Programs_March2020toNow.txt,0.164,0.76,0.076,-0.9649
Soledad_20210112_275_FULL.txt,0.123,0.805,0.072,-0.9941
Soledad_20210112_275_PrisonConditionsProgramsInfection.txt,0.137,0.83,0.033,-0.9911
Soledad_20210113_266_FULL_Stress_PrisonConditions.txt,0.062,0.84,0.099,0.9549
Soledad_20210119_323_Full_PrisonConditions_Family.txt,0.059,0.842,0.098,0.798
Soledad_20210120_325_Family.txt,0.105,0.802,0.093,-0.5393
Soledad_20210120_325_FULL.txt,0.12,0.778,0.102,-0.9972
Soledad_20210120_325_InfectionPrisonConditions.txt,0.104,0.827,0.069,-0.9589
Soledad_20210120_325_PrisonConditionsStressFeatured.txt,0.137,0.773,0.09,-0.9845
Soledad_20210120_325_Stress.txt,0.066,0.761,0.173,0.979
Soledad_20210203_379_Full.txt,0.026,0.848,0.126,0.9882
Soledad_20210208_08_30_Full.txt,0.089,0.856,0.055,-0.9938
Soledad_20210208_08_30_PrisonConditions.txt,0.055,0.856,0.089,0.9127
Soledad_20210208_08_30_Stress.txt,0.122,0.817,0.061,-0.9628
Soledad_20210208_08_30_Stress_Infection_PrisonConditions.txt,0.127,0.843,0.029,-0.9788
Soledad_20210208_362_FULL.txt,0.089,0.791,0.12,0.9561
Soledad_20210208_362_Infection.txt,0.012,0.91,0.077,0.8885
Soledad_20210208_362_PrisonConditions.txt,0.073,0.796,0.131,0.905
Soledad_20210208_362_Stress.txt,0.137,0.765,0.098,-0.882
Soledad_20210216_407_FULL_PrisonConditions.txt,0.105,0.833,0.063,-0.9284
Soledad_20210218_448_Family.txt,0.094,0.823,0.082,-0.9346
Soledad_20210218_448_FULL (1).txt,0.128,0.785,0.086,-0.9997
Soledad_20210218_448_FULL.txt,0.117,0.783,0.101,-0.9988
Soledad_20210218_448_Infection.txt,0.082,0.845,0.073,-0.7085
Soledad_20210218_448_Infection_Infected_COVID_Separation.txt,0.089,0.82,0.091,0.3419
Soledad_20210218_448_Own_Exp_With_COVID.txt,0.088,0.873,0.039,-0.9288
Soledad_20210218_448_PrisonConditions.txt,0.128,0.838,0.033,-0.995
Soledad_20210218_448_PrisonConditions2.txt,0.13,0.795,0.075,-0.9903
Soledad_20210218_448_PrisonConditions3Stress.txt,0.156,0.762,0.082,-0.9985
Soledad_20210218_448_Prison_Conditions_Exposing_Prison.txt,0.183,0.681,0.137,-0.8857
Soledad_20210218_448_Prison_Conditions_Sanitation_Food_Overcrowding.txt,0.145,0.762,0.093,-0.9866
Soledad_20210218_448_Prison_Conditions_Sanitation_Staff.txt,0.11,0.846,0.044,-0.9811
Soledad_20210218_448_Prison_Conditions_Staff.txt,0.198,0.706,0.096,-0.9938
Soledad_20210218_448_Prison_Conditions_Stress.txt,0.133,0.828,0.039,-0.9753
Soledad_20210218_448_Prison_Conditions_Suggestion_to_Improve_Prison.txt,0.121,0.814,0.064,-0.9886
Soledad_20210218_448_Program_Budget_Support.txt,0.052,0.869,0.079,0.8925
Soledad_20210218_448_Stress_Call_To_Family.txt,0.091,0.808,0.102,-0.0516
Soledad_20210218_448_Stress_Contacting_Family.txt,0.126,0.852,0.022,-0.9898
Soledad_20210325_647_FULL_PrisonConditionsInfection.txt,0.164,0.691,0.146,-0.785
Soledad_20210329_589_FULL_Infection.txt,0.088,0.797,0.116,0.8674
Soledad_20210329_590_FULL_PrisonConditionsInfection.txt,0.093,0.849,0.058,-0.7496
Soledad_20210406_974_FULL_PrisonConditions.txt,0.087,0.807,0.107,0.7469
Soledad_20210408_984_FULL.txt,0.073,0.745,0.182,0.9619
Soledad_20210416_923_FULL_Stress.txt,0.073,0.645,0.282,0.994
Soledad_20220124_47305_FULL.txt,0.066,0.801,0.133,0.9993
Soledad_20220124_47305_PrisonConditions_Programs_Infection.txt,0.066,0.822,0.111,0.9691
Soledad_20220124_47305_Programs2_Family.txt,0.042,0.853,0.105,0.989
Soledad_20220124_47305_Programs3_PrisonConditions2.txt,0.088,0.743,0.168,0.9869
Soledad_20220124_47305_Programs4_PrisonConditions3.txt,0.095,0.883,0.023,-0.9745
Sonoma_Main_20201127_073_Full.txt,0.061,0.88,0.059,-0.6207
Sonoma_Main_20201127_073_PrisonConditions_Infection.txt,0.058,0.876,0.066,0.3728
Sonoma_Main_20201127_073_PrisonConditions_Stress.txt,0.06,0.909,0.031,-0.9224
Stockton_20210304_513_Full.txt,0.089,0.743,0.168,0.9972
Stockton_20210304_513_Stress_A_Family_A.txt,0.209,0.657,0.134,-0.947
Stockton_20210304_513_Stress_B_Family_B.txt,0.044,0.728,0.228,0.9973
Stockton_20210317_562_FULL.txt,0.121,0.823,0.056,-0.9869
Stockton_20210317_562_PrisonConditions.txt,0.14,0.808,0.051,-0.9879
Stockton_20210318_569_Full_PrisonConditions.txt,0.134,0.751,0.115,-0.9061
Stockton_20210318_569_PrisonConditions.txt,0.133,0.753,0.115,-0.9061
Stockton_20210318_570_Full_PrisonConditions.txt,0.121,0.725,0.154,0.6377
Stockton_20210318_571_Full_Infection.txt,0.117,0.849,0.034,-0.9908
Stockton_20210329_597_FULL_Family.txt,0.085,0.816,0.099,0.5927
Stockton_20210406_970_FULL.txt,0.08,0.856,0.065,-0.7037
Stockton_20210406_970_PrisonConditionsInfection.txt,0.036,0.935,0.029,-0.3071
Stockton_20210414_946_FULL.txt,0.141,0.784,0.075,-0.9893
Stockton_20210414_946_Infection_Programs.txt,0.169,0.77,0.061,-0.9492
Stockton_20210422_905_FULL.txt,0.107,0.779,0.114,-0.9204
Stockton_20210422_905_PrisonConditionsInfection.txt,0.124,0.732,0.144,0.5384
Stockton_20210422_905_PrisonConditionsStress.txt,0.131,0.799,0.07,-0.9717
Stockton_20210423_795_FULL.txt,0.089,0.789,0.122,0.9912
Stockton_20210423_795_Infection_PrisonConditions.txt,0.066,0.817,0.117,0.9215
Stockton_20210423_795_Stress_PrisonConditions1.txt,0.057,0.85,0.093,0.9253
Stockton_20210423_795_Stress_PrisonConditions2.txt,0.119,0.807,0.074,-0.8337
Stockton_20210429_995_FULL.txt,0.03,0.758,0.212,0.999
Stockton_20210429_995_PrisonConditionsInfection.txt,0.039,0.809,0.152,0.9803
Stockton_20210922_26483_FULL.txt,0.063,0.811,0.126,0.9989
Stockton_20210922_26483_Infection1.txt,0.078,0.773,0.149,0.9623
Stockton_20210922_26483_Infection2_Family.txt,0.098,0.811,0.09,-0.7333
Susanvillet_20210427_783_FULL_PrisonconditionsStress.txt,0.12,0.753,0.127,-0.3077
Susanville_20210317_560_Full_Family_Infection_PrisonConditions.txt,0.109,0.758,0.133,0.8991
Susanville_20210419_719_FULL.txt,0.09,0.754,0.155,0.995
Susanville_20210419_719_Infection_PrisonConditions_Programs.txt,0.112,0.812,0.076,-0.8779
Susanville_20210419_719_Stress_Infection_Family.txt,0.064,0.736,0.2,0.9923
Susanville_20210423_800_Full.txt,0.103,0.731,0.165,0.9975
Susanville_20210423_800_InfectionPrisonConditions.txt,0.107,0.782,0.111,-0.5677
Susanville_20210423_811_FULL(duplicate of 800).txt,0.106,0.73,0.164,0.997
Susanville_20210423_863_Family.txt,0.063,0.826,0.111,0.9221
Susanville_20210423_863_FULL.txt,0.063,0.767,0.17,0.9997
Susanville_20210423_863_PrisonConditionsInfection.txt,0.046,0.883,0.07,0.8645
Susanville_20210426_877_FULL.txt,0.133,0.77,0.097,-0.9649
Susanville_20210426_877_PrisonConditions.txt,0.147,0.801,0.051,-0.9895
Susanville_20210426_878_FULL.txt,0.109,0.767,0.124,0.9136
Susanville_20210426_878_PrisonConditions_Infection.txt,0.153,0.754,0.093,-0.9617
Susanville_20210426_879_FULL.txt,0.087,0.785,0.128,0.989
Susanville_20210426_879_Infection.txt,0.089,0.809,0.102,0.7229
Susanville_20210426_879_PrisonConditionsStress.txt,0.112,0.798,0.09,-0.817
Susanville_20210426_890_FULL_PrisonConditionsInfection.txt,0.095,0.868,0.037,-0.9785
Susanville_20210427_782_FULL.txt,0.1,0.754,0.145,0.9954
Susanville_20210427_782_Infection.txt,0.094,0.788,0.119,0.9725
Susanville_20210427_782_Programs_PrisonConditions.txt,0.08,0.833,0.087,0.25
Susanville_20210427_784_FamilyStress.txt,0.168,0.77,0.062,-0.9952
Susanville_20210427_784_FULL.txt,0.142,0.77,0.089,-0.9981
Susanville_20210427_784_PrisonconditionsInfectionPrograms.txt,0.149,0.73,0.121,-0.9596
Susanville_20210427_784_PrisonconditionsInfectionStress.txt,0.149,0.73,0.121,-0.9596
Tehachapi_122_20201207_Prison Conditions.txt,0.144,0.792,0.064,-0.7265
Tehachapi_20201123_063_Family.txt,0.217,0.676,0.107,-0.9432
Tehachapi_20201123_063_FULL.txt,0.119,0.704,0.177,0.9956
Tehachapi_20201123_063_Infection.txt,0.218,0.661,0.121,-0.8151
Tehachapi_20201123_063_PrisonConditions.txt,0.107,0.828,0.065,-0.6091
Tehachapi_20201123_063_Stress.txt,0.017,0.798,0.185,0.9707
Tehachapi_20201124_64_full.txt,0.083,0.815,0.102,0.6945
Tehachapi_20201124_64_Prisonconditions.txt,0.089,0.847,0.064,-0.6204
Tehachapi_20201201_093_PrisonConditions.txt,0.071,0.841,0.088,0.7569
Tehachapi_20201201_78_Family.txt,0.055,0.811,0.135,0.9749
Tehachapi_20201201_78_FULL.txt,0.12,0.775,0.105,-0.3299
Tehachapi_20201201_78_Stress_Infection.txt,0.16,0.808,0.032,-0.9751
Tehachapi_20201202_2_50_FULL_Programs_Stress_Family_PrisonConditions.txt,0.083,0.768,0.149,0.9833
Tehachapi_20201204_83_FullPrograms.txt,0.081,0.81,0.109,0.4635
Tehachapi_20201207_109_FULL_PrisonConditions.txt,0.098,0.848,0.054,-0.8268
Tehachapi_20201207_122_FULL.txt,0.118,0.787,0.096,-0.9717
Tehachapi_20201207_122_PrisonConditions.txt,0.131,0.811,0.058,-0.7265
Tehachapi_20201207_123_full.txt,0.043,0.897,0.06,0.8482
Tehachapi_20201207_124_FULL_Infection_Stress_English_Version.txt,0.057,0.745,0.198,0.9973
Tehachapi_20201208_125_FULL.txt,0.124,0.79,0.086,-0.7579
Tehachapi_20201208_126_FULL.txt,0.06,0.835,0.105,0.9541
Tehachapi_20201208_127_FULL_Stress.txt,0.068,0.863,0.069,0.0258
Tehachapi_20201208_98_FULL.txt,0.107,0.782,0.111,-0.8969
Tehachapi_20201208_98_Infection.txt,0.105,0.806,0.089,-0.9554
Tehachapi_20201209_107_coping.txt,0.021,0.926,0.054,0.7387
Tehachapi_20201209_107_FULL.txt,0.081,0.777,0.142,0.9972
Tehachapi_20201209_107_infection.txt,0.168,0.794,0.038,-0.9237
Tehachapi_20201209_107_PrisonConditions.txt,0.058,0.831,0.111,0.9244
Tehachapi_20201209_111_coping.txt,0.0,0.687,0.313,0.9286
Tehachapi_20201209_111_FULL.txt,0.026,0.826,0.148,0.986
Tehachapi_20201209_116_FULL.txt,0.14,0.734,0.126,-0.9221
