Filename,Date,Sentiment Numeric,FlairSentiment,FlairPolarity,NLTK_Negative,NLTK_Neutral,NLTK_Positive,NLTK_Compound,Facility Name,Name in Prison,County,Population,Level,Type,Tags,Week Number,Start Date,End Date,case number,case rate,death number,death rate,Persent Occupied
ValleyState_20210226_478_Full,2021-02-26,0,NEGATIVE,-0.999850273132324,0.108,0.835,0.057,-0.9966,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,"['Infections', ' Stress', ' Prison Conditions', ' Programs']",60,2021-02-22,2021-02-28,0.0,0.0,0.0,0.0,165.6
ValleyState_20210301_537_FULL,2021-03-01,0,NEGATIVE,-0.999801814556122,0.082,0.824,0.094,0.6313,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,[''],61,2021-03-01,2021-03-07,2.0,0.0006159531875577460,0.0,0.0,165.6
Valley State_20210303_526_FULL_PrisonConditionsFamily,2021-03-03,0,NEGATIVE,-0.996738851070404,0.139,0.684,0.178,0.9137,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,"['Prison Conditions', ' Family']",61,2021-03-01,2021-03-07,2.0,0.0006159531875577460,0.0,0.0,165.6
Valley State_20210315_541_FULL,2021-03-15,0,NEGATIVE,-0.999979734420776,0.134,0.737,0.128,-0.9599,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,[''],63,2021-03-15,2021-03-21,0.0,0.0,0.0,0.0,165.6
Valley State_20210319_575_FULL_Stress_Family,2021-03-19,0,NEGATIVE,-0.999980926513672,0.067,0.792,0.141,0.8934,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,"['Stress', ' Family']",63,2021-03-15,2021-03-21,0.0,0.0,0.0,0.0,165.6
Valleystate_20210322_627_FULL,2021-03-22,0,NEGATIVE,-0.999660730361938,0.165,0.736,0.098,-0.9973,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,[''],64,2021-03-22,2021-03-28,0.0,0.0,0.0,0.0,165.6
ValleyState_20210325_634_FULL_FamilyStressPrisonConditions,2021-03-25,1,POSITIVE,0.601916134357452,0.081,0.676,0.242,0.9975,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,"['Family', ' Stress', ' Prison Conditions', ' Featured']",64,2021-03-22,2021-03-28,0.0,0.0,0.0,0.0,165.6
ValleyState_20210329_593_FULL,2021-03-29,0,NEGATIVE,-0.999899506568909,0.109,0.782,0.11,-0.4588,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,[''],65,2021-03-29,2021-04-04,0.0,0.0,0.0,0.0,165.6
ValleyState_20210402_614_FULL_PrisonConditions_Infection,2021-04-02,0,NEGATIVE,-0.993450284004211,0.067,0.809,0.124,0.987,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,"['Infection', ' Stress', ' Prison Conditions']",65,2021-03-29,2021-04-04,0.0,0.0,0.0,0.0,165.6
ValleyState_20210402_613_FULL_PrisonConditions_Infection,2021-04-02,1,POSITIVE,0.958648979663849,0.021,0.677,0.302,0.9981,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,"['Prison Conditions', ' Infection']",65,2021-03-29,2021-04-04,0.0,0.0,0.0,0.0,165.6
ValleyState_20210412_948_FULL_PrisonConditionsInfectionStress,2021-04-12,1,POSITIVE,0.688576400279999,0.093,0.784,0.123,0.8243,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,"['Prison Conditions', ' Infection', ' Stress']",67,2021-04-12,2021-04-18,0.0,0.0,0.0,0.0,165.6
ValleyState_20210413_950_FULL,2021-04-13,0,NEGATIVE,-0.990199089050293,0.069,0.839,0.092,0.962,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,[''],67,2021-04-12,2021-04-18,0.0,0.0,0.0,0.0,165.6
ValleyState_20210426_859_FULL_FamilyPrisonConditionsInfection,2021-04-26,0,NEGATIVE,-0.999788820743561,0.08,0.805,0.115,0.9608,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,"['Family', ' Prison Conditions', ' Infection']",69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,165.6
ValleyState_20210428_840_FULL_PrisonConditionsStressFamily,2021-04-28,0,NEGATIVE,-0.999446928501129,0.079,0.801,0.119,0.9734,Valley State,Valley State Prison (VSP),Madera,3247.0,State,Prison,"['Prison Conditions', ' Stress', ' Family']",69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,165.6
Delano_20210216_428_FULL,2021-02-16,0,NEGATIVE,-0.999817669391632,0.088,0.789,0.123,0.9971,Delano,Out of Data,Kern,927251.0,State,Prison,[''],59,2021-02-15,2021-02-21,848.0,0.0009145312326435880,33.0,3.55890691948566E-05,
Delano_20210216_432_FULL,2021-02-16,0,NEGATIVE,-0.99985408782959,0.128,0.73,0.142,0.8996,Delano,Out of Data,Kern,927251.0,State,Prison,[''],59,2021-02-15,2021-02-21,848.0,0.0009145312326435880,33.0,3.55890691948566E-05,
Delano_20210217_409_FULL_Infection,2021-02-17,0,NEGATIVE,-0.999374806880951,0.1,0.749,0.151,0.8958,Delano,Out of Data,Kern,927251.0,State,Prison,['Infection'],59,2021-02-15,2021-02-21,848.0,0.0009145312326435880,33.0,3.55890691948566E-05,
Delano_20210420_725_FULL_Family_PrisonConditions,2021-04-20,0,NEGATIVE,-0.944581568241119,0.128,0.729,0.143,0.2789,Delano,Out of Data,Kern,927251.0,State,Prison,"['Family', ' Prison Conditions']",68,2021-04-19,2021-04-25,235.0,0.0002534373109330700,3.0,3.23536992680515E-06,
High Desert_20210219_410_FULL_Stress_Infection,2021-02-19,1,POSITIVE,0.802808463573456,0.094,0.765,0.141,0.9807,High Desert,High Desert State Prison (HDSP),Lassen,2387.0,State,Prison,"['Stress', ' Infection']",59,2021-02-15,2021-02-21,10.0,0.0041893590280687100,0.0,0.0,102.1
High Desert_20210222_503_FULL,2021-02-22,0,NEGATIVE,-0.99988853931427,0.157,0.742,0.101,-0.9977,High Desert,High Desert State Prison (HDSP),Lassen,2387.0,State,Prison,[''],60,2021-02-22,2021-02-28,0.0,0.0,0.0,0.0,102.1
High Desert_20210301_534_FULL_InfectionFamilyPrisonConditions_Stress,2021-03-01,0,NEGATIVE,-0.994195818901062,0.101,0.715,0.184,0.994,High Desert,High Desert State Prison (HDSP),Lassen,2387.0,State,Prison,"['Infection', ' Family', ' Prison Conditions']",61,2021-03-01,2021-03-07,0.0,0.0,0.0,0.0,102.1
High Desert_20210310_582_FULL_Stress_PrisonConditions,2021-03-10,0,NEGATIVE,-0.99999475479126,0.118,0.83,0.052,-0.7293,High Desert,High Desert State Prison (HDSP),Lassen,2387.0,State,Prison,"['Stress', ' Prison Conditions']",62,2021-03-08,2021-03-14,0.0,0.0,0.0,0.0,102.1
High Desert_20210315_549_FULL_PrisonConditions,2021-03-15,1,POSITIVE,0.969406068325043,0.061,0.834,0.105,0.9375,High Desert,High Desert State Prison (HDSP),Lassen,2387.0,State,Prison,['Prison Conditions'],63,2021-03-15,2021-03-21,1.0,0.00041893590280687100,0.0,0.0,102.1
Wasco_20210221_492a_FULL_Stress_PrisonConditions,2021-02-21,0,NEGATIVE,-0.999981880187988,0.114,0.725,0.161,0.7142,Wasco,Wasco State Prison (WSP),Kern,3620.0,State,Prison,"['Stress', ' Prison Conditions']",59,2021-02-15,2021-02-21,16.0,0.004419889502762430,0.0,0.0,121.3
Wasco_20210222_494_FULL_Family_PrisonConditions,2021-02-22,0,NEGATIVE,-0.999734938144684,0.059,0.828,0.113,0.9915,Wasco,Wasco State Prison (WSP),Kern,3620.0,State,Prison,"['Family', ' Prison Conditions']",60,2021-02-22,2021-02-28,15.0,0.004143646408839780,0.0,0.0,121.3
Wasco_20210222_455_FULL_Family_PrisonConditions_Stress,2021-02-22,0,NEGATIVE,-0.995919942855835,0.095,0.746,0.159,0.9923,Wasco,Wasco State Prison (WSP),Kern,3620.0,State,Prison,"['Family', ' Prison Conditions', ' Stress']",60,2021-02-22,2021-02-28,15.0,0.004143646408839780,0.0,0.0,121.3
Wasco_20210225_471_Full_Stress,2021-02-25,0,NEGATIVE,-0.761173605918884,0.074,0.743,0.183,0.9878,Wasco,Wasco State Prison (WSP),Kern,3620.0,State,Prison,['Stress'],60,2021-02-22,2021-02-28,15.0,0.004143646408839780,0.0,0.0,121.3
Wasco_20210226_477_Full_Stress,2021-02-26,1,POSITIVE,0.876627683639526,0.097,0.765,0.138,0.9864,Wasco,Wasco State Prison (WSP),Kern,3620.0,State,Prison,['Stress'],60,2021-02-22,2021-02-28,15.0,0.004143646408839780,0.0,0.0,121.3
Wasco_20210304_510_Full_Family_Infection,2021-03-04,0,NEGATIVE,-0.992153227329254,0.077,0.777,0.146,0.976,Wasco,Wasco State Prison (WSP),Kern,3620.0,State,Prison,"['Family', ' Infection']",61,2021-03-01,2021-03-07,4.0,0.0011049723756906100,0.0,0.0,121.3
Wasco_20210316_557_FULL_Programs_Family_Stress,2021-03-16,0,NEGATIVE,-0.998551547527313,0.154,0.75,0.096,-0.9948,Wasco,Wasco State Prison (WSP),Kern,3620.0,State,Prison,"['Programs', ' Family', ' Stress']",63,2021-03-15,2021-03-21,2.0,0.0005524861878453040,0.0,0.0,121.3
Wasco_20210317_563_FULL_Infection_Stress_Family,2021-03-17,0,NEGATIVE,-0.997025787830353,0.086,0.763,0.151,0.9865,Wasco,Wasco State Prison (WSP),Kern,3620.0,State,Prison,"['Infection', ' Stress', ' family']",63,2021-03-15,2021-03-21,2.0,0.0005524861878453040,0.0,0.0,121.3
Wasco_20210321_620_FULL_Stress_Infection,2021-03-21,0,NEGATIVE,-0.998003780841827,0.074,0.68,0.246,0.9765,Wasco,Wasco State Prison (WSP),Kern,3620.0,State,Prison,"['Stress', ' Infection']",63,2021-03-15,2021-03-21,2.0,0.0005524861878453040,0.0,0.0,121.3
Wasco_20210329_599_FULL_Infection_Stress,2021-03-29,0,NEGATIVE,-0.999005615711212,0.126,0.754,0.12,-0.5849,Wasco,Wasco State Prison (WSP),Kern,3620.0,State,Prison,"['Infection', ' Stress', ' Featured']",65,2021-03-29,2021-04-04,0.0,0.0,0.0,0.0,121.3
Wasco_20210422_914_FULL,2021-04-22,0,NEGATIVE,-0.994458317756653,0.065,0.793,0.142,0.9974,Wasco,Wasco State Prison (WSP),Kern,3620.0,State,Prison,[''],68,2021-04-19,2021-04-25,1.0,0.00027624309392265200,0.0,0.0,121.3
Jamestown_20210308_672_FULL,2021-03-08,0,NEGATIVE,-0.999728143215179,0.154,0.757,0.089,-0.9991,Jamestown,Sierra Conservation Center (SCC),Tuolumne,4265.0,State,Prison,[''],62,2021-03-08,2021-03-14,0.0,0.0,0.0,0.0,85.8
Jamestown_20210311_667_FULL_Stress,2021-03-11,0,NEGATIVE,-0.999427318572998,0.043,0.854,0.103,0.9399,Jamestown,Sierra Conservation Center (SCC),Tuolumne,4265.0,State,Prison,['Stress'],62,2021-03-08,2021-03-14,0.0,0.0,0.0,0.0,85.8
Jamestown_20210316_561_Full,2021-03-16,0,NEGATIVE,-0.998613715171814,0.083,0.814,0.103,0.859,Jamestown,Sierra Conservation Center (SCC),Tuolumne,4265.0,State,Prison,[''],63,2021-03-15,2021-03-21,1.0,0.00023446658851113700,0.0,0.0,85.8
Jamestown_20210317_573_FULL_PrisonConditions_Infection_Stress,2021-03-17,0,NEGATIVE,-0.995826780796051,0.117,0.735,0.148,0.7791,Jamestown,Sierra Conservation Center (SCC),Tuolumne,4265.0,State,Prison,"['Prison Conditions', ' Infection', ' Stress']",63,2021-03-15,2021-03-21,1.0,0.00023446658851113700,0.0,0.0,85.8
Jamestown_20210317_572_FULL_Infection_PrisonConditions,2021-03-17,0,NEGATIVE,-0.999972581863403,0.073,0.842,0.085,0.8269,Jamestown,Sierra Conservation Center (SCC),Tuolumne,4265.0,State,Prison,"['Infection', ' Prison Conditions']",63,2021-03-15,2021-03-21,1.0,0.00023446658851113700,0.0,0.0,85.8
Jamestown_20210318_574_FULL_Family_Infection_Stress,2021-03-18,0,NEGATIVE,-0.997184813022614,0.093,0.731,0.175,0.9736,Jamestown,Sierra Conservation Center (SCC),Tuolumne,4265.0,State,Prison,"['Family', ' Infection', ' Stress']",63,2021-03-15,2021-03-21,1.0,0.00023446658851113700,0.0,0.0,85.8
Jamestown_20210419_695_Full,2021-04-19,0,NEGATIVE,-0.999918222427368,0.066,0.903,0.031,-0.9845,Jamestown,Sierra Conservation Center (SCC),Tuolumne,4265.0,State,Prison,[''],68,2021-04-19,2021-04-25,1.0,0.00023446658851113700,0.0,0.0,85.8
SalinasValley_20210315_554_FULL,2021-03-15,0,NEGATIVE,-0.999935388565064,0.124,0.756,0.12,-0.6079,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,[''],63,2021-03-15,2021-03-21,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210405_968_Full,2021-04-05,0,NEGATIVE,-0.988292992115021,0.111,0.781,0.108,-0.8768,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,[''],66,2021-04-05,2021-04-11,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210419_727_FULL,2021-04-19,0,NEGATIVE,-0.928499042987824,0.124,0.768,0.108,-0.9791,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,[''],68,2021-04-19,2021-04-25,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210421_912_Full,2021-04-21,0,NEGATIVE,-0.999966382980347,0.069,0.839,0.092,0.9092,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,[''],68,2021-04-19,2021-04-25,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210421_729_FULL_StressPrograms,2021-04-21,0,NEGATIVE,-0.99326479434967,0.194,0.662,0.144,-0.967,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,"['Stress', ' Programs']",68,2021-04-19,2021-04-25,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210422_806_FULL_PrisonConditions,2021-04-22,0,NEGATIVE,-0.997879266738892,0.052,0.795,0.153,0.9463,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,['Prison Conditions'],68,2021-04-19,2021-04-25,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210422_801_FULL,2021-04-22,0,NEGATIVE,-0.978950262069702,0.103,0.763,0.134,0.9876,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,[''],68,2021-04-19,2021-04-25,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210423_867_FULL,2021-04-23,0,NEGATIVE,-0.99998676776886,0.11,0.795,0.095,-0.9693,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,[''],68,2021-04-19,2021-04-25,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210423_808_FULL_PrisonConditions,2021-04-23,0,NEGATIVE,-0.999472200870514,0.047,0.836,0.117,0.9236,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,['Prison Conditions'],68,2021-04-19,2021-04-25,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210426_880_FULL,2021-04-26,0,NEGATIVE,-0.997924447059631,0.166,0.737,0.097,-0.9945,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,[''],69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210426_889_FULL,2021-04-26,0,NEGATIVE,-0.999883890151978,0.106,0.789,0.105,-0.3858,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,[''],69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210426_881_FULL_StressInfection,2021-04-26,0,NEGATIVE,-0.999152541160584,0.091,0.716,0.192,0.9889,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,"['Stres', ' Infection']",69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210426_781_FULL,2021-04-26,1,POSITIVE,0.533080577850342,0.093,0.696,0.211,0.9991,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,[''],69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,109.6
SalinasValley_20210521_6_20_Full,2021-05-21,0,NEGATIVE,-0.999924302101135,0.076,0.786,0.138,0.9976,SalinasValley,Salinas Valley State Prison (SVSP),Monterey,2687.0,State,Prison,[''],72,2021-05-17,2021-05-23,0.0,0.0,0.0,0.0,109.6
Stockton_20210317_562_FULL,2021-03-17,0,NEGATIVE,-0.9999680519104,0.121,0.823,0.056,-0.9869,Stockton,California Health Care Facility (CHCF),San Joaquin,2258.0,State,Prison,[''],63,2021-03-15,2021-03-21,1.0,0.0004428697962798940,0.0,0.0,76.5
Stockton_20210318_571_Full_Infection,2021-03-18,0,NEGATIVE,-0.999971747398376,0.117,0.849,0.034,-0.9908,Stockton,California Health Care Facility (CHCF),San Joaquin,2258.0,State,Prison,['Infection'],63,2021-03-15,2021-03-21,1.0,0.0004428697962798940,0.0,0.0,76.5
Stockton_20210318_570_Full_PrisonConditions,2021-03-18,1,POSITIVE,0.83978807926178,0.121,0.725,0.154,0.6377,Stockton,California Health Care Facility (CHCF),San Joaquin,2258.0,State,Prison,['Prison Conditions'],63,2021-03-15,2021-03-21,1.0,0.0004428697962798940,0.0,0.0,76.5
Stockton_20210318_569_Full_PrisonConditions,2021-03-18,0,NEGATIVE,-0.994216203689575,0.134,0.751,0.115,-0.9061,Stockton,California Health Care Facility (CHCF),San Joaquin,2258.0,State,Prison,['Prison Conditions'],63,2021-03-15,2021-03-21,1.0,0.0004428697962798940,0.0,0.0,76.5
Stockton_20210329_597_FULL_Family,2021-03-29,0,NEGATIVE,-0.912453353404999,0.085,0.816,0.099,0.5927,Stockton,California Health Care Facility (CHCF),San Joaquin,2258.0,State,Prison,['Family'],65,2021-03-29,2021-04-04,1.0,0.0004428697962798940,0.0,0.0,76.5
Stockton_20210423_795_FULL,2021-04-23,0,NEGATIVE,-0.999985694885254,0.089,0.789,0.122,0.9912,Stockton,California Health Care Facility (CHCF),San Joaquin,2258.0,State,Prison,[''],68,2021-04-19,2021-04-25,2.0,0.0008857395925597870,0.0,0.0,76.5
Stockton_20210922_26483_FULL,2021-09-22,0,NEGATIVE,-0.999977350234985,0.063,0.811,0.126,0.9989,Stockton,California Health Care Facility (CHCF),San Joaquin,2258.0,State,Prison,[''],90,2021-09-20,2021-09-26,2.0,0.0008857395925597870,0.0,0.0,76.5
KernValley_20210324_636_FULL_Programs_Infection,2021-03-24,0,NEGATIVE,-0.999997019767761,0.181,0.795,0.025,-0.9863,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,"['Programs', ' Infection']",64,2021-03-22,2021-03-28,0.0,0.0,0.0,0.0,117.3
KernValley_20210427_830_FULL_InfectionStress,2021-04-27,0,NEGATIVE,-0.999053299427032,0.089,0.735,0.176,0.9907,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,"['Infection', ' Stress']",69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,117.3
KernValley_20210427_739_FULL,2021-04-27,0,NEGATIVE,-0.845718383789063,0.144,0.721,0.135,-0.9856,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,[''],69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,117.3
KernValley_20210427_754_FULL_StressInfection,2021-04-27,0,NEGATIVE,-0.99998939037323,0.284,0.666,0.05,-0.9929,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,"['Stress', ' Infection']",69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,117.3
KernValley_20210427_742_FULL,2021-04-27,0,NEGATIVE,-0.999954104423523,0.11,0.726,0.164,0.9913,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,[''],69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,117.3
KernValley_20210427_745_Full_Infection_PrisonConditions,2021-04-27,0,NEGATIVE,-0.995513021945953,0.133,0.728,0.138,-0.7805,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,"['Infection', ' Prison Conditions']",69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,117.3
KernValley_20210427_747_FULL,2021-04-27,0,NEGATIVE,-0.99996542930603,0.178,0.703,0.12,-0.9926,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,[''],69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,117.3
KernValley_20210427_753_FULL,2021-04-27,0,NEGATIVE,-0.816995620727539,0.123,0.695,0.182,0.9961,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,[''],69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,117.3
KernValley_20210428_846_Full,2021-04-28,0,NEGATIVE,-0.972634434700012,0.07,0.796,0.134,0.998,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,[''],69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,117.3
KernValley_20210428_849_Full,2021-04-28,0,NEGATIVE,-0.999163150787354,0.164,0.696,0.14,-0.9662,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,[''],69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,117.3
KernValley_20210430_1000_FULL_Programs_Infection,2021-04-30,0,NEGATIVE,-0.554370522499085,0.056,0.786,0.158,0.9943,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,"['Programs', ' Infection']",69,2021-04-26,2021-05-02,0.0,0.0,0.0,0.0,117.3
KernValley_20210513_1346_FULL_Infection,2021-05-13,0,NEGATIVE,-0.999940514564514,0.055,0.799,0.146,0.9498,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,['Infection'],71,2021-05-10,2021-05-16,1.0,0.00034831069313827900,0.0,0.0,117.3
KernValley_20210513_1345_FULL,2021-05-13,0,NEGATIVE,-0.999970197677612,0.21,0.707,0.083,-0.9982,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,[''],71,2021-05-10,2021-05-16,1.0,0.00034831069313827900,0.0,0.0,117.3
KernValley_20210513_1350_FULL,2021-05-13,0,NEGATIVE,-0.97184157371521,0.146,0.731,0.123,-0.9825,KernValley,Kern Valley State Prison (KVSP),Kern,2871.0,State,Prison,[''],71,2021-05-10,2021-05-16,1.0,0.00034831069313827900,0.0,0.0,117.3
Orange_Central_20210415_939_FULL,2021-04-15,1,POSITIVE,0.968866288661957,0.045,0.73,0.225,0.9987,Orange_Central,,Orange,3228519.0,County,Jail,[''],67,2021-04-12,2021-04-18,643.0,0.00019916252622332400,14.0,4.33635360361825E-06,
Orange_Central_20210416_927_FULL,2021-04-16,0,NEGATIVE,-0.998704075813294,0.151,0.788,0.061,-0.998,Orange_Central,,Orange,3228519.0,County,Jail,[''],67,2021-04-12,2021-04-18,643.0,0.00019916252622332400,14.0,4.33635360361825E-06,
Orange_Central_20210416_928_FULL_PrisonConditionsInfection,2021-04-16,0,NEGATIVE,-0.998734056949616,0.072,0.822,0.106,0.4854,Orange_Central,,Orange,3228519.0,County,Jail,"['Prison Conditions', ' Infection']",67,2021-04-12,2021-04-18,643.0,0.00019916252622332400,14.0,4.33635360361825E-06,
Orange_Central_20210419_693_FULL_Stress,2021-04-19,0,NEGATIVE,-0.999834895133972,0.085,0.765,0.149,0.9722,Orange_Central,,Orange,3228519.0,County,Jail,['Stress'],68,2021-04-19,2021-04-25,560.0,0.00017345414414473000,9.0,2.78765588804031E-06,
Orange_Central_20210419_689_FULL,2021-04-19,0,NEGATIVE,-0.999796569347382,0.068,0.854,0.078,0.8636,Orange_Central,,Orange,3228519.0,County,Jail,[''],68,2021-04-19,2021-04-25,560.0,0.00017345414414473000,9.0,2.78765588804031E-06,
Orange_Central_20210421_728_Full,2021-04-21,0,NEGATIVE,-0.999992728233337,0.098,0.79,0.112,0.8503,Orange_Central,,Orange,3228519.0,County,Jail,[''],68,2021-04-19,2021-04-25,560.0,0.00017345414414473000,9.0,2.78765588804031E-06,
Orange_Central_20210421_679_Full,2021-04-21,0,NEGATIVE,-0.999195396900177,0.137,0.7,0.163,0.903,Orange_Central,,Orange,3228519.0,County,Jail,[''],68,2021-04-19,2021-04-25,560.0,0.00017345414414473000,9.0,2.78765588804031E-06,
Orange_Central_20210428_842_FULL,2021-04-28,0,NEGATIVE,-0.999911427497864,0.113,0.827,0.06,-0.9982,Orange_Central,,Orange,3228519.0,County,Jail,[''],69,2021-04-26,2021-05-02,481.0,0.00014898472023859900,2.0,6.19479086231179E-07,
Orange_Central_20210511_6_20_FULL,2021-05-11,0,NEGATIVE,-0.999962687492371,0.068,0.82,0.112,0.9961,Orange_Central,,Orange,3228519.0,County,Jail,[''],71,2021-05-10,2021-05-16,329.0,0.00010190430968502900,9.0,2.78765588804031E-06,
Orange_Central_20210517_1275_FULL_Stress,2021-05-17,0,NEGATIVE,-0.99507337808609,0.175,0.726,0.099,-0.743,Orange_Central,,Orange,3228519.0,County,Jail,['Stress'],72,2021-05-17,2021-05-23,240.0,7.43374903477415E-05,2.0,6.19479086231179E-07,
Orange_TheoLacy_20210416_926_FULL_PrisonConditionsPrograms,2021-04-16,0,NEGATIVE,-0.999985456466675,0.096,0.805,0.099,0.4822,Orange_TheoLacy,,Orange,3228519.0,County,Jail,"['Prison Conditions', ' Programs']",67,2021-04-12,2021-04-18,643.0,0.00019916252622332400,14.0,4.33635360361825E-06,
Orange_TheoLacy_20210417_932_FULL,2021-04-17,0,NEGATIVE,-0.999986529350281,0.105,0.802,0.093,-0.8434,Orange_TheoLacy,,Orange,3228519.0,County,Jail,[''],67,2021-04-12,2021-04-18,643.0,0.00019916252622332400,14.0,4.33635360361825E-06,
Orange_TheoLacy_20210417_687_FULL_PrisonConditions_Family,2021-04-17,0,NEGATIVE,-0.872765839099884,0.125,0.717,0.158,0.8975,Orange_TheoLacy,,Orange,3228519.0,County,Jail,"['Prison Conditions', ' Family']",67,2021-04-12,2021-04-18,643.0,0.00019916252622332400,14.0,4.33635360361825E-06,
Orange_TheoLacy_20210417_930_FULL,2021-04-17,0,NEGATIVE,-0.999990463256836,0.116,0.8,0.084,-0.9713,Orange_TheoLacy,,Orange,3228519.0,County,Jail,[''],67,2021-04-12,2021-04-18,643.0,0.00019916252622332400,14.0,4.33635360361825E-06,
Orange_TheoLacy_20210419_680_FULL,2021-04-19,0,NEGATIVE,-0.975714385509491,0.07,0.798,0.132,0.9967,Orange_TheoLacy,,Orange,3228519.0,County,Jail,[''],68,2021-04-19,2021-04-25,560.0,0.00017345414414473000,9.0,2.78765588804031E-06,
Orange_TheoLacy_20210419_694_FULL,2021-04-19,0,NEGATIVE,-0.999910712242126,0.066,0.774,0.159,0.9949,Orange_TheoLacy,,Orange,3228519.0,County,Jail,[''],68,2021-04-19,2021-04-25,560.0,0.00017345414414473000,9.0,2.78765588804031E-06,
Orange_TheoLacy_20210420_723_FULL_PrisonConditions_Stress,2021-04-20,0,NEGATIVE,-0.957334458827972,0.074,0.802,0.124,0.9141,Orange_TheoLacy,,Orange,3228519.0,County,Jail,['Prison Conditions'],68,2021-04-19,2021-04-25,560.0,0.00017345414414473000,9.0,2.78765588804031E-06,
Orange_TheoLacy_20210420_722_Full,2021-04-20,0,NEGATIVE,-0.99845027923584,0.057,0.753,0.191,0.9978,Orange_TheoLacy,,Orange,3228519.0,County,Jail,[''],68,2021-04-19,2021-04-25,560.0,0.00017345414414473000,9.0,2.78765588804031E-06,
