Filename,Date,Sentiment Numeric,FlairSentiment,FlairPolarity,NLTK_Negative,NLTK_Neutral,NLTK_Positive,NLTK_Compound,Facility Name,Name in Prison,County,Population,Level,Type,Tags,Week Number,Start Date,End Date,case number,case rate,death number,death rate,Persent Occupied
Riverside_Smith_20210610_806_FULL,2021-06-10,0,NEGATIVE,-0.997289896011352,0.065,0.783,0.151,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],75,2021-06-07,2021-06-13,286.0,0.00011587649834187200,5.0,2.02581290807469E-06,
Riverside_Smith_20210610_806_FULL,2021-06-10,0,NEGATIVE,-0.997289896011352,0.065,0.783,0.151,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],75,2021-06-07,2021-06-13,286.0,0.00011587649834187200,5.0,2.02581290807469E-06,
Riverside_Smith_20210610_806_FULL,2021-06-10,0,NEGATIVE,-0.997289896011352,0.065,0.783,0.151,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],75,2021-06-07,2021-06-13,286.0,0.00011587649834187200,5.0,2.02581290807469E-06,
Riverside_Smith_20210610_806_FULL,2021-06-10,0,NEGATIVE,-0.997289896011352,0.065,0.783,0.151,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],75,2021-06-07,2021-06-13,286.0,0.00011587649834187200,5.0,2.02581290807469E-06,
Riverside_Smith_20210610_806_FULL,2021-06-10,0,NEGATIVE,-0.997289896011352,0.065,0.783,0.151,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],75,2021-06-07,2021-06-13,286.0,0.00011587649834187200,5.0,2.02581290807469E-06,
Riverside_Smith_20210610_806_FULL,2021-06-10,0,NEGATIVE,-0.997289896011352,0.065,0.783,0.151,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],75,2021-06-07,2021-06-13,286.0,0.00011587649834187200,5.0,2.02581290807469E-06,
Riverside_Smith_20210610_806_FULL,2021-06-10,0,NEGATIVE,-0.997289896011352,0.065,0.783,0.151,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],75,2021-06-07,2021-06-13,286.0,0.00011587649834187200,5.0,2.02581290807469E-06,
Riverside_Smith_20210610_806_FULL,2021-06-10,0,NEGATIVE,-0.997289896011352,0.065,0.783,0.151,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],75,2021-06-07,2021-06-13,286.0,0.00011587649834187200,5.0,2.02581290807469E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210614_737_FULL,2021-06-14,0,NEGATIVE,-0.997449815273285,0.053,0.795,0.152,0.9994,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210616_801_FULL,2021-06-16,0,NEGATIVE,-0.99972802400589,0.055,0.842,0.103,0.9941,Riverside_Smith,,Riverside,2468145.0,County,Jail,[''],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
Riverside_Smith_20210617_519_FULL_Infection,2021-06-17,0,NEGATIVE,-0.99768340587616,0.009,0.864,0.127,0.9826,Riverside_Smith,,Riverside,2468145.0,County,Jail,['Infection'],76,2021-06-14,2021-06-20,393.0,0.00015922889457467000,3.0,1.21548774484481E-06,
