word,positive_count,negative_count,part_of_speech
hoops,0,2,NNS
blunders,0,2,NNS
accommodations,0,2,NNS
launchwarehouse,0,2,NN
robot,0,2,NN
monica,0,2,NN
hotpot,1,2,NN
recordedlwhat,0,2,NN
youknowwith,0,2,NN
springer,0,2,NN
call]ten,0,2,NN
…at,0,2,NN
whathelloare,0,2,NN
outfits,0,2,NNS
squad,0,2,NN
insulin,3,2,NN
collects,0,2,NNS
society],0,2,NN
medicare,0,2,NN
tempeture,0,2,NN
transitions,0,2,NNS
postmates,0,2,NNS
disasters,3,2,NNS
xanax,0,2,NN
fulfillments,0,2,NNS
naïve,0,2,NN
chili,0,2,NN
nailbiter,0,2,NN
publicize,0,2,NN
incollege,0,2,NN
simplest,0,2,NN
coincidences,0,2,NNS
wiser,0,2,NN
homeland,1,2,NN
creeps,0,2,NNS
shortcut,0,2,NN
saturdays,2,2,NNS
hivpositive,0,2,NN
raza,0,2,NN
bicker,0,2,NN
preponderance,0,2,NN
bedtime,0,2,NN
zoo,0,2,NN
persontoperson,0,2,NN
mco,0,2,NN
sprayer,0,2,NN
disruptions,0,2,NNS
paa,0,2,NN
strips,0,2,NNS
implications,0,2,NNS
interinstitution,0,2,NN
jeans,0,2,NNS
mentalhealth,0,2,NN
mandatedorder,0,2,NN
outreach,1,2,NN
compelling,2,2,NN
freeways,0,2,NNS
humanism,0,2,NN
perso,0,2,NN
abby,0,2,NN
punked,0,2,NNS
but…,0,2,NN
plata,0,2,NN
toy,0,2,NN
armstrong,0,2,NN
interrupts,0,2,NNS
floats,0,2,NNS
delirar,0,2,NN
nextday,0,2,NN
cspsacramento,0,2,NN
aia,1,2,NN
canister,0,2,NN
barber,0,2,NN
donts,0,2,NNS
meandmyself,0,2,NN
dishonest,0,2,NN
fran,0,2,NN
unit—a,0,2,NN
investor,0,2,NN
employer,0,2,NN
irrelevant,0,2,NN
messedup,0,2,NN
quits,0,2,NNS
facilityecho,0,2,NN
dissension,0,2,NN
musician,0,2,NN
barbaric,2,2,NN
pressures,0,2,NNS
ploy,0,2,NN
adherence,0,2,NN
songwriter,1,2,NN
freecommodity,0,2,NN
cupped,0,2,NN
complexity,0,2,NN
calms,0,2,NNS
obstruction,0,2,NN
beatings,2,2,NNS
where…,0,2,NN
empezando,0,2,NN
partition,0,2,NN
healthiest,0,2,NN
rougher,0,2,NN
traumatization,0,2,NN
declare,0,2,NN
iq,1,2,NN
subzero,0,2,NN
ox,0,2,NN
wellfed,0,2,NN
anywho,0,2,NN
debates,0,2,NNS
swoll,0,2,NN
learnt,0,2,NN
cons,0,2,NNS
generator,1,2,NN
urinals,3,2,NNS
walkalone,0,2,NN
bumps,1,2,NNS
northerners,0,2,NNS
element,0,2,NN
callousness,0,2,NN
sanctuaries,0,2,NNS
nootherchoice,0,2,NN
roomdrug,0,2,NN
fudgeyou,0,2,NN
maryland,0,2,NN
resilience,0,2,NN
politicalwars,0,2,NNS
twists,1,2,NNS
discouragement,0,2,NN
wool,0,2,NN
sweatshop,0,2,NN
changeorg,1,2,NN
shadow,0,2,NN
goti,0,2,NN
recharge,1,2,NN
holdouts,0,2,NNS
tony,2,2,NN
disposal,1,2,NN
speaks,0,2,NNS
recreations,0,2,NNS
truest,0,2,NN
candidates,1,2,NNS
breasts,0,2,NNS
homosexuality,0,2,NN
concur,0,2,NN
fellowship,1,2,NN
nietzsche,0,2,NN
uhhh,0,2,NN
cansocialdistance,0,2,NN
zillion,0,2,NN
hunker,0,2,NN
perfume,0,2,NN
household,0,2,NN
evitar,0,2,NN
exculpatory,0,2,NN
thehvacunits,0,2,NNS
soybean,0,2,NN
filtration,0,2,NN
f1d,0,2,NN
daybyday,0,2,NN
bush,0,2,NN
journalism,0,2,NN
refuge,0,2,NN
skillset,0,2,NN
urination,0,2,NN
ketoacidosis,0,2,NN
todeal,0,2,NN
ew,0,2,NN
hospitalizations,0,2,NNS
molestation,0,2,NN
anybody…,0,2,NN
mantle,0,2,NN
trusts,0,2,NNS
tae,0,2,NN
imitrex,0,2,NN
yard/,0,2,NN
inmateswho,0,2,NN
erosion,0,2,NN
thereswe,0,2,NN
linens,0,2,NNS
buffer,0,2,NN
restless,0,2,NN
spores,0,2,NNS
sharpener,0,2,NN
nuevas,0,2,NN
decencydignity,0,2,NN
tomorrows,0,2,NNS
electrolytes,0,2,NNS
dirtbags,0,2,NNS
lockeddown,3,2,NN
nutrition,0,2,NN
dusty,0,2,NN
cfo,0,2,NN
voucher,0,2,NN
mejor,0,2,NN
hyperbolize,0,2,NN
capture,0,2,NN
listo,0,2,NN
alcoholics,0,2,NNS
qtips,0,2,NNS
reoffense,0,2,NN
despises,0,2,NNS
halffull,0,2,NN
polyester,0,2,NN
captive,0,2,NN
waits,0,2,NNS
disruptor,0,2,NN
ahuh,0,2,NN
memorial,0,2,NN
passwords,0,2,NNS
sorrow,1,2,NN
conversate,2,2,NN
minibag,0,2,NN
purses,0,2,NNS
sone,0,2,NN
poorer,0,2,NN
twelvefold,0,2,NN
weekday,0,2,NN
mum,0,2,NN
bureaucrats,0,2,NNS
shutdowns,0,2,NNS
neon,0,2,NN
ruins,0,2,NNS
selfinflictedpain,0,2,NN
alrightoh,0,2,NN
barley,0,2,NN
princeton,0,2,NN
noncontact,0,2,NN
wander,0,2,NN
and/,0,2,NN
permits,0,2,NNS
pretense,0,2,NN
ec,0,2,NN
hiccups,0,2,NNS
probation/parole,0,2,NN
thesergeant,0,2,NN
hope……,0,2,NN
thirtyminute,0,2,NN
stinky,0,2,NN
realidad,1,2,NN
vsps,0,2,NN
disseminate,0,2,NN
stickler,0,2,NN
prea,0,2,NN
eyard,0,2,NN
tremendously…,0,2,NN
canes,0,2,NNS
writeaprisonercom,0,2,NN
flows,1,2,NNS
ruin,0,2,NN
pen/paper/envelopes,0,2,NNS
sketchy,0,2,NN
janitors,1,2,NNS
humanlives,0,2,NNS
cloudy,0,2,NN
wreak,0,2,NN
cour,0,2,NN
fiery,0,2,NN
china/ltaly,0,2,NN
bailiff,0,2,NN
taco,0,2,NN
formulate,1,2,NN
destruirlo,0,2,NN
jogging,1,2,NN
selfpity,1,2,NN
scenes,1,2,NNS
vegan,0,2,NN
hushhush,0,2,NN
candidate,0,2,NN
blue/green,0,2,NN
ajax,1,2,NN
companionship,2,2,NN
lover,1,2,NN
suppressant,0,2,NN
pathways,0,2,NNS
12deaths,0,2,NNS
twotier,0,2,NN
jurisdiction,1,2,NN
hero,1,2,NN
perpetrator,0,2,NN
thumbs,0,2,NNS
complicadoporque,0,2,NN
transportations,0,2,NNS
organs,0,2,NNS
serenity,0,2,NN
runnings,0,2,NNS
mainstream,1,2,NN
coup,0,2,NN
solom,0,2,NN
borrow,0,2,NN
solo,0,2,NN
positivereforms,0,2,NNS
anesthetics,0,2,NNS
completor,0,2,NN
cleanings,0,2,NNS
weakens,0,2,NNS
idiocy,0,2,NN
calpiaprint,0,2,NN
prolific,0,2,NN
passions,1,2,NNS
agarra,0,2,NN
cohesive,0,2,NN
stakes,0,2,NNS
oval,0,2,NN
closedbox,0,2,NN
prey,0,2,NN
exaggerate,0,2,NN
garments,0,2,NNS
engagement,0,2,NN
respondents,1,2,NNS
societys,0,2,NN
standoffish,0,2,NN
laxatives,0,2,NNS
therewhate,0,2,NN
what/why/how,0,2,NN
isis,1,2,NN
pig],0,2,NN
nowwe,0,2,NN
trashcans,0,2,NNS
diaz,0,2,NN
strung,0,2,NN
ata,0,2,NNS
michael,1,2,NN
siege,1,2,NN
foxyard,0,2,NN
pic,1,2,NN
syringes,0,2,NNS
methamphetamine,0,2,NN
bets,2,2,NNS
ect,0,2,NN
fontana,0,2,NN
youhave,0,2,NN
salvation,1,2,NN
reins,0,2,NNS
sticker,0,2,NN
bribing,0,2,NN
ssn#,0,2,NN
toyed,0,2,NNS
soften,0,2,NN
gamble,1,2,NN
libido,0,2,NN
amaze,0,2,NN
goingoverto,0,2,NN
airy,0,2,NN
eyeball,0,2,NN
inflame,0,2,NN
finances,0,2,NNS
neededbecause,0,2,NN
benefiting,0,2,NN
desserts,0,2,NNS
c/d,0,2,NN
employs,0,2,NNS
staffings,0,2,NNS
tool,3,2,NN
reintegrate,0,2,NN
coward,0,2,NN
—theres,0,2,NNS
wink,0,2,NN
fabuloso,0,2,NN
crazythe,0,2,NN
livein,0,2,NN
wasteful,0,2,NN
motels,0,2,NNS
pete,0,2,NN
hypocrites,2,2,NNS
later…,0,2,NN
prewritten,0,2,NN
dormmates,0,2,NNS
snore,0,2,NN
fraudulent,0,2,NN
stripshow,0,2,NN
transcripts,0,2,NNS
storeall,0,2,NN
oximeter,0,2,NN
moonshine,0,2,NN
turnout,0,2,NN
llevando,0,2,NN
sewage,0,2,NN
destress,0,2,NN
pleases,0,2,NNS
flatten,0,2,NNS
proteins,0,2,NNS
utensils,0,2,NNS
retrieve,0,2,NN
socialism,0,2,NN
chinos,0,2,NNS
getit,0,2,NN
microorganisms,0,2,NNS
ink,1,2,NN
ids,0,2,NNS
calipat,0,2,NN
partnership,0,2,NN
lessfortunate,0,2,NN
goingthrough,0,2,NN
continent,1,2,NN
perseverance,1,2,NN
sine,0,2,NN
consult,0,2,NN
facilitators,0,2,NNS
commute,0,2,NN
orient,0,2,NN
hint,1,2,NN
wagon,1,2,NN
taunt,0,2,NN
realmente,0,2,NN
leaky,0,2,NN
prisoners/staff,0,2,NN
wrongdoing,0,2,NN
skincancer,0,2,NN
ataca,0,2,NN
calervaras,0,2,NNS
imply,0,2,NN
reducer,0,2,NN
speech,1,2,NN
inefficient,0,2,NN
escribir,0,2,NN
walkenhorsts,0,2,NNS
hoses,0,2,NNS
fyi,1,2,NN
baseless,0,2,NN
sixteen,0,2,NN
prepped,0,2,NN
patriotism,0,2,NN
discount,0,2,NN
godsend,3,2,NN
rxr,0,2,NN
textbook,0,2,NN
slash,1,2,NN
piamade,0,2,NN
recatch,0,2,NN
rises,1,2,NNS
bravery,2,2,NN
saloon,0,2,NN
prisonand,0,2,NN
pica,0,2,NN
mismo,1,2,NN
ygc,0,2,NN
futher,0,2,NN
tech,0,2,NN
pink,2,2,NN
ayudarse,0,2,NN
tiie,0,2,NN
tendencies,0,2,NNS
notifications,0,2,NNS
recouperate,0,2,NN
enlist,1,2,NN
fruitless,0,2,NN
rhetorics,0,2,NNS
negotiation,0,2,NN
firecamp,0,2,NN
transmissibility,0,2,NN
dipshit,0,2,NN
perspective/outlook,0,2,NN
sugarcoat,0,2,NN
thursdays,0,2,NNS
bloating,0,2,NN
mammogram,0,2,NN
sacks,0,2,NNS
quran,1,2,NN
rockier,0,2,NN
t}re,0,2,NN
commercials,0,2,NNS
hack,1,2,NN
iiisny,0,2,NN
railroads,0,2,NNS
brainstorming,0,2,NN
acknowledgment,1,2,NN
havethe,0,2,NN
emergent,0,2,NN
undead,0,2,NN
sociologists,0,2,NNS
bananas,0,2,NNS
scientist,0,2,NN
migration,0,2,NN
asymptom,0,2,NN
assuage,0,2,NN
[unitelligible],0,2,NN
tellin,0,2,NN
undermines,0,2,NNS
backend,0,2,NN
bargaining,0,2,NN
advil,0,2,NN
schwartzenagger,0,2,NN
govenors,0,2,NNS
semantics,0,2,NNS
parolee,0,2,NN
paroles,0,2,NNS
opposition,1,2,NN
pinky,0,2,NN
lowkey,0,2,NN
leisure,1,2,NN
katrina,1,2,NN
zones,0,2,NNS
tenhutonetwo,0,2,NN
persecution,0,2,NN
couldnti,0,2,NN
middollar,0,2,NN
dirtiest,0,2,NN
showerhead,0,2,NN
merciful,3,2,NN
paddy,0,2,NN
appkcba,0,2,NN
workday,0,2,NN
abortion,0,2,NN
midmarch,2,2,NN
commissioners,0,2,NNS
aways,0,2,NNS
ceilings,0,2,NNS
like…,0,2,NN
dementia,1,2,NN
stayathome,0,2,NN
twist,0,2,NN
diesel,1,2,NN
juveniles,0,2,NNS
canada,0,2,NN
tlf,0,2,NN
situps,0,2,NNS
corra,0,2,NN
takeover,0,2,NN
apathy,0,2,NN
verbiage,0,2,NN
pri,0,2,NN
califomias,0,2,NN
director/division,0,2,NN
pertains,0,2,NNS
parental,0,2,NN
potentiallyputs,0,2,NNS
neuropsychosis,0,2,NN
stats,0,2,NNS
murrieta,0,2,NN
gerry,0,2,NN
famines,1,2,NNS
unhumane,0,2,NN
racketeering,0,2,NN
pooped,0,2,NN
yearold,2,2,NN
twiddle,0,2,NN
remainder,0,2,NN
wks,0,2,NN
pointer,0,2,NN
sufrimiento,0,2,NN
seller,0,2,NN
tortures,0,2,NNS
spotty,0,2,NN
butyou,0,2,NN
unitedstates,0,2,NNS
exsoldiers,0,2,NNS
tents],0,2,NNS
unwell,0,2,NN
organism,0,2,NN
resides,0,2,NNS
observacin,0,2,NN
jesters,0,2,NNS
punk,0,2,NN
toppings,0,2,NNS
tenfold,0,2,NN
mall,1,2,NN
fundraiser,0,2,NN
undercount,0,2,NN
shouldbeout,0,2,NN
experiencia,0,2,NN
everyday—well,0,2,NN
detective,0,2,NN
snuck,0,2,NN
earmuffs,0,2,NNS
pint,1,2,NN
sm,0,2,NN
presentation,0,2,NN
yard/facility,0,2,NN
scams,0,2,NNS
twelveounce,0,2,NN
wiring,0,2,NN
crunch,1,2,NN
africanamericans,0,2,NNS
fuerte,0,2,NN
tarnish,0,2,NN
pueda,0,2,NN
cali,0,2,NN
wearin,0,2,NN
flames,0,2,NNS
afar,1,2,NN
upheaval,0,2,NN
unhappiness,0,2,NN
deadliness,0,2,NN
magnificence,0,2,NN
hydrolize,0,2,NN
demo,1,2,NN
dios,2,2,NNS
accounting,0,2,NN
historicalpurposes,0,2,NNS
cortisol,0,2,NN
contempt,1,2,NN
electrolyte,2,2,NN
expedites,0,2,NNS
sexism,1,2,NN
mute,0,2,NN
gente,2,2,NN
irc,0,2,NN
cc,0,2,NN
bribery,0,2,NN
sauna,0,2,NN
lb,0,2,NN
evacuate,0,2,NN
divulgence,0,2,NN
onorhave,0,2,NN
cooker,0,2,NN
merit,0,2,NN
campers,0,2,NNS
mommas,0,2,NN
dealin,0,2,NN
cell</br>,1,2,NN
pins,1,2,NNS
montelukast,0,2,NN
cfsers,0,2,NNS
selfexploration,0,2,NN
skeptics,2,2,NNS
subivm,0,2,NN
kaiser,0,2,NN
49ers,0,2,NNS
clocked,0,2,NNS
valuables,0,2,NNS
discontinue,0,2,NN
twothree,0,2,NN
cookie,0,2,NN
aqu,1,2,NN
quotas,0,2,NNS
tolerate,0,2,NN
publisher,0,2,NN
fellas,0,2,NNS
clip,0,2,NN
micro,0,2,NN
owners,0,2,NNS
rentbills,0,2,NNS
temper,0,2,NN
doomsday,0,2,NN
powerwash,0,2,NN
podcasts,0,2,NNS
entrance/exit,0,2,NN
eldest,1,2,NN
et,0,2,NN
selfdestructive,1,2,NN
bleaching,0,2,NN
snickers,0,2,NNS
escorts,0,2,NNS
cancer/chemo,0,2,NN
binding,0,2,NN
scantron,0,2,NN
fives,1,2,NNS
mismatch,0,2,NN
nonmask,0,2,NN
seethrough,0,2,NN
pollution,2,2,NN
balk,0,2,NN
vets,1,2,NNS
crossinfections,0,2,NNS
mitchel,0,2,NN
behindtheglass,0,2,NN
olfato,0,2,NN
mentors,0,2,NNS
neuter,0,2,NN
checkout,0,2,NN
autopsy,0,2,NN
irresponsibility,0,2,NN
saber,0,2,NN
anyplace,0,2,NN
capitalism,0,2,NN
pilfer,0,2,NN
turbine,0,2,NN
bottomfoot,0,2,NN
strawberry,1,2,NN
condos,0,2,NN
rides,0,2,NNS
avs,0,2,NN
tact,0,2,NN
delineates,0,2,NNS
payroll,0,2,NN
pong,0,2,NN
strap,0,2,NN
lend,2,2,NN
quad,0,2,NN
hernias,0,2,NN
bunkees,0,2,NNS
noisy,0,2,NN
shorttermers,0,2,NNS
dysfunctions,1,2,NNS
caretaker,0,2,NN
organisms,0,2,NNS
mentions,0,2,NNS
undergone,0,2,NN
socialsecurity,0,2,NN
calculation,0,2,NN
ethnics,0,2,NNS
know…,2,2,NN
inclines,0,2,NNS
lectures,0,2,NNS
laissez,0,2,NN
bozo,0,2,NN
disclosure,0,2,NN
critics,0,2,NNS
prine,0,2,NN
cardiologist,0,2,NN
porten,0,2,NN
legislators,0,2,NNS
freaks,0,2,NNS
registry,0,2,NN
bears,1,2,NNS
grandmama,0,2,NN
pinesol,0,2,NN
freeiller,0,2,NN
cow,0,2,NN
convalescent,0,2,NN
hellohellodelayyes,0,2,NNS
forbidden,0,2,NN
toothpowder,0,2,NN
use/demand,0,2,NN
bins,0,2,NNS
selfimprove,0,2,NN
koolaid,1,2,NN
sotomayor,0,2,NN
combatant,1,2,NN
inhalers,0,2,NNS
conductive,0,2,NN
perverse,0,2,NN
blaze,2,2,NN
coso,0,2,NN
ai,0,2,NN
monkey,0,2,NN
signature,1,2,NN
coronary,0,2,NN
comport,0,2,NN
pers,0,2,NNS
ownlife,0,2,NN
pet,0,2,NN
smarter,3,2,NN
indicadas,0,2,NNS
flus,0,2,NN
domain,0,2,NN
earnings,0,2,NNS
benadryl,0,2,NN
whyd,0,2,NN
peacefulpicture,0,2,NN
publishing,0,2,NN
grouse,0,2,NN
elmwood,1,2,NN
incite,0,2,NN
disculpe,0,2,NN
hips,0,2,NNS
misuse,1,2,NN
biologists,0,2,NNS
noem,0,2,NN
attribute,0,2,NN
lowcustody,0,2,NN
strife,0,2,NN
availabilities,0,2,NNS
acercar,0,2,NN
ministries,0,2,NNS
bedside,0,2,NN
amenities,1,2,NNS
wishful,1,2,NN
hija,0,2,NN
hindsight,2,2,NN
calla,0,2,NN
afternoons,0,2,NNS
outhouses,0,2,NNS
cdcp,0,2,NN
illequipped,0,2,NN
exploit,0,2,NN
excursion,0,2,NN
girlfriend/ex,0,2,NN
prospect,1,2,NN
asshole,0,2,NN
to—like,0,2,NN
theorists,0,2,NNS
league,1,2,NN
teen,1,2,NN
fallacy,0,2,NN
wonders,0,2,NNS
mirarlo,0,2,NN
significance,0,2,NN
willnot,0,2,NN
bein,1,2,NN
arrogance,0,2,NN
rumours,0,2,NNS
threeinch,0,2,NN
catchedcaught,0,2,NN
loom,0,2,NN
babygirl,0,2,NN
wintertime,0,2,NN
angles,0,2,NNS
remount,0,2,NN
underworld,0,2,NN
ea,0,2,NN
fighters,1,2,NNS
naw,0,2,NN
expansin,0,2,NN
sharpobject,0,2,NN
slides,0,2,NNS
immature,2,2,NN
washrags,0,2,NNS
curveball,0,2,NN
equalizer,0,2,NN
on…,0,2,NN
exorbitant,0,2,NN
muchmoneyit,0,2,NN
badder,0,2,NN
gators,0,2,NNS
flipside,0,2,NN
pillowcase,0,2,NN
necklace,0,2,NN
[guaranteed],0,2,NNS
millennium,0,2,NN
tour,0,2,NN
prisonpandemic…,0,2,NN
hardball,1,2,NN
yardside,0,2,NN
resupply,0,2,NN
hermanos,0,2,NNS
optometrist,0,2,NN
irritability,0,2,NN
kafta,0,2,NN
bacon,0,2,NN
yeahsoa,0,2,NN
loans,0,2,NNS
threeway,1,2,NN
me—,1,2,NN
cps,0,2,NN
codeine,0,2,NN
downer,0,2,NN
nail,1,2,NN
bunkmates,0,2,NNS
collaboration,0,2,NN
upgrade,1,2,NN
rankings,0,2,NNS
bunky,0,2,NN
backgrounds,0,2,NNS
sincerest,0,2,NN
convalescent/retirement,0,2,NN
editors,0,2,NNS
deputys,1,2,NN
interpreter,0,2,NN
structures,0,2,NNS
fluctuates,0,2,NNS
condo,0,2,NN
mankinds,0,2,NNS
latinx,0,2,NN
eyelid,0,2,NN
iweb,0,2,NN
ralph,0,2,NN
drp,0,2,NN
ancestors,1,2,NNS
rs,0,2,NN
kronos,0,2,NNS
dվtat,0,2,NN
extracurricular,0,2,NN
vides,0,2,NNS
fencedin,0,2,NN
detonator,0,2,NN
transcribed,0,2,NN
soil,1,2,NN
abyss,1,2,NN
eventand,0,2,NN
opencell,0,2,NN
stomachache,0,2,NN
alterations,0,2,NNS
system],0,2,NN
species,0,2,NNS
shipments,0,2,NNS
jackson,0,2,NN
b21,0,2,NN
backtoback,0,2,NN
shipment,0,2,NN
transpacd,0,2,NN
ergo,0,2,NN
melancholy,0,2,NN
flamin,0,2,NN
fitter,0,2,NN
bros,1,2,NNS
overtime],0,2,NN
leery,0,2,NN
satfc,0,2,NN
teenage,0,2,NN
realm,0,2,NN
*talks,0,2,NN
noodles,1,2,NNS
chocolates,0,2,NNS
cedarssinai,0,2,NN
npr,1,2,NN
exgirl,0,2,NN
buys,1,2,NNS
inspections,0,2,NNS
contents,0,2,NNS
backdrop,0,2,NN
benzonatate,0,2,NN
urinate,0,2,NN
cdcrcagov,0,2,NN
keys,0,2,NNS
zepeda,0,2,NN
lethargic,0,2,NN
sixwoman,0,2,NN
sixfeetaway,0,2,NN
ayudando,0,2,NN
squeal,0,2,NN
pastries,0,2,NNS
crosscontamination,0,2,NN
hinder,0,2,NN
covidcase,0,2,NN
comrade,0,2,NN
hebrews,2,2,NNS
gestapos,0,2,NN
receptors,0,2,NNS
gravity,0,2,NN
denotation,0,2,NN
postpone,0,2,NN
s/he,0,2,NN
irritant,0,2,NN
strengths,2,2,NNS
dealerships,0,2,NNS
disputes,0,2,NNS
pots,0,2,NNS
judgement,2,2,NN
lump,0,2,NN
darn,0,2,NN
wk,0,2,NN
particulates,0,2,NNS
turmoil,0,2,NN
visualization,0,2,NN
splash,0,2,NN
microscopic,4,2,NN
buld,0,2,NN
resurgence,0,2,NN
drip,0,2,NN
thirds,1,2,NNS
viasattelite,0,2,NN
simplicity,0,2,NN
neonates,0,2,NNS
chinstraps,0,2,NNS
preach,2,2,NN
poker,0,2,NN
dominations,0,2,NNS
delusional,0,2,NN
array,0,2,NN
saltine,0,2,NN
realignment,0,2,NN
cutbacks,0,2,NNS
dolphin,0,2,NN
primero,1,2,NN
soldier,0,2,NN
sank,1,2,NN
shuttles,0,2,NNS
clergy,0,2,NN
fibers/mold,0,2,NN
clubs,1,2,NNS
annuity,0,2,NN
nuke,0,2,NN
wildcards,0,2,NNS
unrelentless,0,2,NN
provi,0,2,NN
ofmoneyfor,0,2,NN
iwa,0,2,NN
ilisten,0,2,NN
compounds,0,2,NNS
tortillas,0,2,NNS
evict,0,2,NN
contingent,0,2,NN
conspire,0,2,NN
moneymachine,0,2,NN
pua,0,2,NN
subcontractors,0,2,NNS
abstract,0,2,NN
seep,0,2,NN
horde,0,2,NN
phones],0,2,NNS
goodbyes,0,2,NNS
doublecells,0,2,NNS
analogy,0,2,NN
cakewalk,0,2,NN
tissues,0,2,NNS
frontlines,0,2,NNS
62men,0,2,NNS
runners,0,2,NNS
entrances,0,2,NNS
abandonment,3,2,NN
ingueinuity,0,2,NN
beanie,0,2,NN
bads,0,2,NNS
aroma,1,2,NN
camels,0,2,NNS
baker,1,2,NN
hassles,0,2,NNS
foldout,0,2,NN
bio,2,2,NN
reasons</br><br>,0,2,NNS
supplements,0,2,NNS
mishap,1,2,NN
chew,0,2,NN
transpire,0,2,NN
ramp,0,2,NN
proportion,1,2,NN
wtf,0,2,NN
madeup,0,2,NN
occurs,2,2,NNS
idont,0,2,NN
technologies,1,2,NNS
cdcr/rjd,0,2,NN
shucks,0,2,NNS
families/casinos,0,2,NNS
vial,0,2,NN
chit,0,2,NN
minimalist,0,2,NN
acp,0,2,NN
depressive,0,2,NN
tuna,1,2,NN
hasjpay,0,2,NN
nutrients,0,2,NNS
barren,0,2,NNS
vaccinationshot,0,2,NN
ta,1,2,NN
fails,0,2,NNS
electricians,0,2,NNS
eprd,0,2,NN
hairnet,0,2,NN
arises,0,2,NNS
rehouses,0,2,NNS
lgbtq,0,2,NN
l4,0,2,NN
ead,0,2,NN
victimization,0,2,NN
stanford,1,2,NN
bedlam,2,2,NN
purify,0,2,NN
stepbrother,0,2,NN
downatunnel,0,2,NN
overheat,0,2,NN
seagulls,0,2,NNS
assumption,0,2,NN
cellfights,0,2,NNS
beverage,1,2,NN
fourmonth,0,2,NN
didnti,0,2,NN
prevarity,0,2,NN
lookout,0,2,NN
gunk,0,2,NN
sternum,0,2,NN
mackerel,0,2,NN
faultless,0,2,NN
warriors,0,2,NNS
caretakers,0,2,NNS
dirty/filthy,0,2,NN
bearer,0,2,NN
precise,0,2,NN
examination,0,2,NN
stroll,0,2,NN
plunder,0,2,NN
americas,2,2,NN
purchasing,0,2,NN
explodes,0,2,NNS
sickly,0,2,NN
barriers,1,2,NNS
corrlinks,0,2,NNS
samples,0,2,NNS
ensue,0,2,NN
reinfection,0,2,NN
chiquitas,0,2,NNS
inspiration,4,2,NN
belief…,0,2,NN
eavesdrop,0,2,NN
thu,0,2,NN
reservations,0,2,NNS
escapes,0,2,NNS
viewings,0,2,NNS
bedspaces,0,2,NNS
rusty,0,2,NN
did—i,0,2,NN
knobs,0,2,NNS
iwl,0,2,NN
currency,0,2,NN
prompteron,0,2,NN
zombies,2,2,NNS
academy,1,2,NN
ducats,0,2,NNS
endresult,0,2,NN
threshold,0,2,NN
intercourse,1,2,NN
writers,0,2,NNS
spiritswhen,0,2,NN
ucippp,0,2,NN
reporters,1,2,NNS
cdcrrjdcf,0,2,NN
aboard,1,2,NN
wascos,0,2,NN
lonely/,0,2,NN
mock,0,2,NN
bureaucracy,0,2,NN
professions,0,2,NNS
terminations,0,2,NNS
awh,0,2,NN
vibe,0,2,NN
cmceast,0,2,NN
mariposa,0,2,NN
axe,0,2,NN
enforcers,0,2,NNS
ru,0,2,NN
medics,0,2,NNS
joe,1,2,NN
constriction,0,2,NN
dis,0,2,NN
flagrant,0,2,NN
cabinets,0,2,NNS
advocacy,0,2,NN
casualties,0,2,NNS
symp,0,2,NN
competent,3,2,NN
realstart,0,2,NN
dough,0,2,NN
dmv,1,2,NN
healthwell,0,2,NN
linings,0,2,NNS
insure,1,2,NN
ideations,0,2,NNS
statute,0,2,NN
pogrom,0,2,NN
sci,0,2,NN
mannequins,0,2,NNS
hamsters,0,2,NNS
lejos,0,2,NN
fools,0,2,NNS
conclusionary,0,2,NN
assimilate,0,2,NN
oppertunity,0,2,NN
prescribes,0,2,NNS
amidst,0,2,NN
tiempo,1,2,NN
certainthe,0,2,NN
yougot,0,2,NN
[ctf,0,2,NN
telltale,0,2,NN
ndpf,0,2,NN
grill,0,2,NN
octobernovember,0,2,NN
hittin,0,2,NN
overpopulation,0,2,NN
comunicaciones,0,2,NNS
speculations,0,2,NNS
seei,0,2,NN
recieve,0,2,NN
boards,1,2,NNS
cycling,0,2,NN
posture,0,2,NN
physicalwise,0,2,NN
pep,0,2,NN
bono,0,2,NN
rife,0,2,NN
handgun,0,2,NN
covid19s,0,2,NN
navy,0,2,NNS
robinson,0,2,NN
congregation,0,2,NN
dock,0,2,NN
jehovah,0,2,NN
politician,0,2,NN
stunt,0,2,NN
twocloth,0,2,NN
clause,0,2,NN
pastry,0,2,NN
snug,0,2,NN
contaminant,0,2,NN
insignificant,0,2,NN
admin,0,2,NN
adhd,0,2,NN
coordination,0,2,NN
legitimacy,0,2,NN
year</br></br,0,2,NN
torque,0,2,NN
droves,0,2,NNS
myriad,1,2,NN
sturgis,0,2,NN
supervisioner,0,2,NN
mentalharm,0,2,NN
cpc,0,2,NN
trucking,0,2,NN
economies,0,2,NNS
pcr,0,2,NN
confront,1,2,NN
wokeup,0,2,NN
help…,0,2,NN
correspondencepaperwork,0,2,NN
latitude,0,2,NN
tornadoes,0,2,NNS
carneras,0,2,NNS
viktor,0,2,NN
headspace,0,2,NN
craft,0,2,NN
parkinsons,0,2,NNS
prize,1,2,NN
pickup,0,2,NN
ammo,0,2,NN
castoff,0,2,NN
matthew,1,2,NN
caterers,0,2,NNS
midol,0,2,NN
arnold,0,2,NN
nonquarantine,0,2,NN
incompetency,0,2,NN
grandfathers,2,2,NNS
nextel,0,2,NN
taxman,0,2,NN
quieter,0,2,NN
