word,positive_count,negative_count,part_of_speech
halls,2,9,NNS
gift,5,9,NN
cheese,2,9,NN
circulate,0,9,NN
halt,1,9,NN
retaliate,0,9,NN
winter,5,9,NN
bull,2,9,NN
employment,1,9,NN
bowl,0,9,NN
inhaler,0,9,NN
boxers,0,9,NNS
existence,5,9,NN
theories,0,9,NNS
mop,0,9,NN
flow,5,9,NN
constitution,2,9,NN
footage,1,9,NN
mood,1,9,NN
breakthrough,0,9,NN
bitter,1,9,NN
promote,2,9,NN
saniguard,0,9,NN
vision,4,9,NN
sweep,0,9,NN
horror,4,9,NN
luxury,3,9,NN
decides,1,9,NNS
memos,1,9,NNS
socks,0,9,NNS
drunk,1,9,NN
reset,1,9,NN
stability,1,9,NN
clips,0,9,NNS
mumps,0,9,NNS
tta,1,9,NN
veteran,1,9,NN
risks,2,9,NNS
shine,3,9,NN
equivalent,1,9,NN
secretary,0,9,NN
flulike,3,9,NN
motivation,2,9,NN
woods,4,9,NNS
fatal,0,9,NN
obstacles,2,9,NNS
shipping,0,9,NN
disguise,0,9,NN
boost,2,9,NN
psr,0,9,NN
doc,2,9,NN
n95s,1,9,NN
auto,0,9,NN
hung,1,9,NN
readings,0,9,NNS
petri,0,9,NN
plug,1,9,NN
cars,2,9,NNS
publish,3,9,NN
packs,0,9,NNS
ayard,0,9,NN
wrap,1,9,NN
standstill,0,9,NN
peak,2,9,NN
counsel,1,9,NN
strive,5,9,NN
gates,3,9,NNS
sets,0,9,NNS
weigh,1,9,NN
inability,2,9,NN
unaware,0,9,NN
preventive,0,9,NN
hiding,1,9,NN
resilient,1,9,NN
mode,1,9,NN
needles,3,9,NNS
stamps,3,9,NNS
exit,5,9,NN
bare,2,9,NN
produce,0,9,NN
boring,2,9,NN
sector,2,9,NN
embrace,7,9,NN
flies,0,9,NNS
army,1,9,NN
manager,0,9,NN
understands,0,9,NNS
psychiatrist,1,9,NN
anyhow,4,9,NN
dire,2,9,NN
drawings,2,9,NNS
upstairs,0,9,NNS
suits,2,9,NNS
rent,1,9,NN
savior,3,9,NN
jeopardized,0,9,NN
scream,1,9,NN
soccer,4,9,NN
hood,1,9,NN
strains,0,9,NNS
provider,0,9,NN
defeat,3,9,NN
cellys,1,9,NN
blows,1,9,NNS
bugs,0,9,NNS
loves,13,9,NNS
interviews,0,9,NNS
comforts,2,9,NNS
rip,1,9,NN
photo,3,9,NN
yoga,3,9,NN
punishments,2,9,NNS
chin,1,9,NN
guinea,1,9,NN
mindful,2,9,NN
brave,7,9,NN
tshirt,0,9,NN
biden,2,9,NN
weapons,2,9,NNS
fog,1,9,NN
hazard,0,9,NN
cheek,0,9,NN
intent,2,9,NN
losses,2,9,NNS
aspects,3,9,NNS
moon,1,9,NN
insane,0,9,NN
dreams,5,9,NNS
lift,3,9,NN
propaganda,0,9,NN
joking,2,9,NN
entity,1,9,NN
magic,0,9,NN
representative,1,9,NN
suspect,0,9,NN
worlds,5,9,NNS
authorities,1,9,NNS
association,0,9,NN
poems,4,9,NNS
distrust,0,9,NN
asks,1,9,NNS
rub,0,9,NN
praise,10,9,NN
traffic,2,9,NN
seizures,1,9,NNS
downtown,0,9,NN
reprisal,0,9,NN
handcuffed,2,9,NN
behold,0,9,NN
boundaries,1,9,NNS
overflow,0,9,NN
upstate,0,9,NN
yep,3,9,NN
survey,0,9,NN
poetry,6,9,NN
defense,3,9,NN
nerves,0,9,NNS
examples,3,9,NNS
rumor,5,9,NN
encounter,2,9,NN
stabbings,0,9,NNS
residents,0,9,NNS
happiness,4,9,NN
bullying,0,9,NN
favorite,6,9,NN
elders,2,9,NNS
masking,0,9,VBG
infested,0,9,VBN
planned,2,9,VBN
devastated,2,9,VBN
shocking,3,9,VBG
comprised,0,9,VBN
removing,1,9,VBG
demanding,1,9,VBG
updated,0,9,VBN
liked,6,9,VBN
honored,2,9,VBN
sewing,0,9,VBG
ranking,0,9,VBG
transported,0,9,VBN
laughed,1,9,VBN
lacked,1,9,VBN
allotted,0,9,VBN
settle,1,9,VB
functioning,0,9,VBG
settled,0,9,VBN
charging,2,9,VBG
painted,0,9,VBN
abandoned,1,9,VBN
bouncing,1,9,VBG
winded,0,9,VBD
retaliated,1,9,VBN
selected,1,9,VBN
controlling,4,9,VBG
mailed,2,9,VBN
shoved,0,9,VBN
handwriting,1,9,VBG
practiced,0,9,VBN
posed,1,9,VBN
discovered,1,9,VBN
upcoming,3,9,VBG
flying,1,9,VBG
utilizing,1,9,VBG
starving,4,9,VBG
disappeared,0,9,VBD
investigated,1,9,VBN
filling,0,9,VBG
trusting,3,9,VBG
merced,0,9,VBN
bored,2,9,VBN
screwed,0,9,VBN
needing,4,9,VBG
contained,2,9,VBN
overlooked,0,9,VBN
motivated,5,9,VBN
abused,1,9,VBN
spoiled,3,9,VBN
adding,2,9,VBG
altered,2,9,VBN
fearing,0,9,VBG
imposed,2,9,VBN
laughing,1,9,VBG
sticking,0,9,VBG
redacted,3,9,VBN
complied,0,9,VBN
approve,0,9,VB
utilize,1,9,VB
sounded,3,9,VBD
privileged,1,8,NN
detainees,0,8,NNS
grandpa,5,8,NN
obligation,0,8,NN
discharge,0,8,NN
cellfed,0,8,NN
values,4,8,NNS
lethal,1,8,NN
sugar,3,8,NN
faucet,2,8,NN
surroundings,3,8,NNS
burnt,0,8,NN
sources,3,8,NNS
unreal,4,8,NN
speed,3,8,NN
animosity,0,8,NN
drama,5,8,NN
prevention,0,8,NN
judged,0,8,NN
mistaken,4,8,NN
prone,1,8,NN
cute,1,8,NN
resource,2,8,NN
prescription,0,8,NN
al,1,8,NN
shortages,0,8,NNS
recidivism,0,8,NN
chaplain,1,8,NN
tends,0,8,NNS
ache,3,8,NN
route,1,8,NN
toothbrush,0,8,NN
lifetime,6,8,NN
generate,0,8,NN
w/,0,8,NN
utter,0,8,NN
ghost,0,8,NN
saturation,0,8,NN
promising,1,8,NN
tree,4,8,NN
cpap,0,8,NN
alternate,0,8,NN
havoc,0,8,NN
confidential,0,8,NN
wipes,2,8,NNS
sundays,0,8,NNS
shoe,1,8,NN
database,0,8,NN
summary,1,8,NN
regret,3,8,NN
panel,2,8,NN
arizona,2,8,NN
rack,0,8,NN
searches,1,8,NNS
supporters,2,8,NNS
c1,0,8,NN
bath,2,8,NN
guitar,4,8,NN
fund,0,8,NN
messages,2,8,NNS
detergent,0,8,NN
porta,0,8,NN
plexiglass,1,8,NN
warfare,0,8,NN
hats,0,8,NNS
commitment,1,8,NN
plumbing,0,8,NN
ac,2,8,NN
mediocre,0,8,NN
patch,2,8,NN
grief,2,8,NN
floyd,1,8,NN
morals,3,8,NNS
radiation,0,8,NN
discomfort,2,8,NN
inaccurate,0,8,NN
chemical,0,8,NN
roaches,0,8,NNS
deprivation,0,8,NN
evaluation,1,8,NN
worthy,4,8,NN
bucket,0,8,NN
favor,2,8,NN
ventura,0,8,NN
hallways,2,8,NNS
reluctant,1,8,NN
ana,2,8,NN
headquarters,0,8,NNS
disruptive,0,8,NN
justification,0,8,NN
cooked,2,8,NNS
gentlemen,1,8,NNS
striker,0,8,NN
pockets,0,8,NNS
interactions,2,8,NNS
universe,10,8,NN
rundown,1,8,NN
collective,1,8,NN
hesitate,2,8,NN
kennel,0,8,NNS
bat,0,8,NN
nothings,2,8,NNS
physician,0,8,NN
schoolwork,1,8,NN
crackers,1,8,NNS
c/o,1,8,NN
scoop,1,8,NN
advisory,0,8,NN
recommend,0,8,NN
relates,0,8,NNS
hassle,0,8,NN
soups,2,8,NNS
crowds,0,8,NN
irony,0,8,NN
length,2,8,NN
plant,1,8,NN
paranoid,1,8,NN
banks,0,8,NNS
mans,4,8,NNS
assessment,1,8,NN
mentor,5,8,NN
idiot,1,8,NN
incentives,1,8,NNS
dismiss,0,8,NN
auditors,0,8,NNS
buds,2,8,NNS
greed,4,8,NN
twin,0,8,NN
gather,3,8,NN
hotspot,0,8,NN
investment,0,8,NN
pattern,3,8,NN
rampant,1,8,NN
tries,1,8,NNS
intention,1,8,NN
overcame,0,8,NN
humor,2,8,NN
reference,0,8,NN
departments,0,8,NNS
fabric,0,8,NN
google,1,8,NN
poem,6,8,NN
homemade,1,8,NN
criteria,0,8,NNS
collapse,0,8,NN
regain,2,8,NN
calories,0,8,NNS
hmm,1,8,NN
reactions,4,8,NNS
brains,1,8,NNS
sq,1,8,NN
cognitive,2,8,NN
murders,3,8,NNS
dizziness,0,8,NN
hobby,1,8,NN
coughed,3,8,NNS
societies,0,8,NNS
humane,1,8,NN
license,1,8,NN
injuries,0,8,NNS
bronchitis,0,8,NN
pursue,0,8,NN
fluid,0,8,NN
inconvenience,0,8,NN
sons,4,8,NNS
stairs,5,8,NNS
triple,0,8,NN
lake,1,8,NN
gallon,0,8,NN
suggestions,0,8,NNS
fly,3,8,NN
ounce,0,8,NN
plumbers,0,8,NNS
nostril,0,8,NN
notification,0,8,NN
oakland,1,8,NN
bernardino,0,8,NN
administer,1,8,NN
pulse,2,8,NN
toughest,0,8,NN
fourteen,0,8,NN
+,2,8,NN
europe,1,8,NN
fountain,3,8,NN
proactive,0,8,NN
races,0,8,NNS
prejudice,0,8,NN
useless,0,8,NN
courthouse,0,8,NN
proceed,0,8,NN
wives,4,8,NNS
sneezes,0,8,NNS
fox,0,8,NN
smells,0,8,NNS
yo,2,8,NN
convictions,1,8,NNS
stitch,0,8,NN
crc,1,8,NN
compensate,0,8,NN
surreal,3,8,NN
er,1,8,NN
sterile,1,8,NN
oppression,3,8,NN
bleed,0,8,NN
bunking,0,8,NN
session,2,8,NN
offices,1,8,NNS
jumpsuit,0,8,NN
battery,1,8,NN
turney,3,8,NN
taxpayer,0,8,NN
phrase,1,8,NN
petitions,0,8,NNS
extension,0,8,NN
monies,0,8,NNS
expectations,2,8,NNS
ucla,0,8,NN
throats,1,8,NNS
asap,1,8,NN
agent,2,8,NN
hop,0,8,NN
covidpositive,0,8,NN
imma,1,8,NN
steel,8,8,NN
disabilities,0,8,NNS
offers,2,8,NNS
counter,2,8,NN
cherished,0,8,NNS
willingness,1,8,NN
forgiveness,4,8,NN
copies,0,8,NNS
compound,0,8,NN
hotline,5,8,NN
swear,2,8,NN
pads,0,8,NNS
conspiracies,0,8,NNS
thru,1,8,NN
expense,0,8,NN
indigent,1,8,NN
plead,0,8,NN
possibilities,7,8,NNS
payment,1,8,NN
punches,0,8,NNS
grandfather,4,8,NN
victorville,0,8,NN
cereal,1,8,NN
gosh,0,8,NN
facilitator,2,8,NN
cuffed,0,8,NN
spite,0,8,NN
mid,2,8,NN
breeding,0,8,NN
nothin,1,8,NN
pound,1,8,NN
grabbed,2,8,NNS
select,1,8,NN
clets,0,8,NNS
landed,2,8,VBD
exhausted,4,8,VBN
carried,1,8,VBN
presenting,3,8,VBG
implementing,0,8,VBG
hed,2,8,VBN
embarrassing,1,8,VBG
traveling,2,8,VBG
adjusted,2,8,VBN
figuring,2,8,VBG
observing,0,8,VBG
manipulated,1,8,VBN
submitting,3,8,VBG
organize,1,8,VB
manufactured,0,8,VBD
harming,0,8,VBG
describing,1,8,VBG
outgoing,2,8,VBG
rose,2,8,VBD
discriminated,0,8,VBN
dedicated,2,8,VBN
drained,1,8,VBN
recognized,0,8,VBN
complying,0,8,VBG
postponed,3,8,VBN
appearing,2,8,VBG
terrifying,0,8,VBG
coloring,0,8,VBG
relating,0,8,VBG
communicated,0,8,VBN
expedited,1,8,VBN
ordering,0,8,VBG
deteriorated,0,8,VBN
teaching,4,8,VBG
resumed,0,8,VBD
improved,3,8,VBN
reminded,1,8,VBN
fatigued,0,8,VBN
tracing,0,8,VBG
postmarked,1,8,VBN
coupled,1,8,VBN
popping,1,8,VBG
hydrated,0,8,VBN
raising,1,8,VBG
abusing,0,8,VBG
racing,2,8,VBG
dehydrated,3,8,VBN
reflected,0,8,VBN
slacking,0,8,VBG
declined,2,8,VBD
retired,1,8,VBN
rejected,0,8,VBN
spitting,2,8,VBG
reinstated,0,8,VBN
recovering,0,8,VBG
lined,1,8,VBN
progressed,1,8,VBN
harassed,0,8,VBN
cancellation,0,7,NN
farm,1,7,NN
grim,0,7,NN
disdain,2,7,NN
killers,0,7,NNS
gettin,1,7,NN
partitions,0,7,NNS
quest,0,7,NN
tail,0,7,NN
kristin,2,7,NN
vest,1,7,NN
j&j,0,7,NN
pipe,0,7,NN
jokes,2,7,NNS
frank,3,7,NN
brass,0,7,NN
temps,1,7,NNS
supportive,1,7,NN
kite,0,7,NN
dial,0,7,NN
guise,0,7,NN
curve,0,7,NN
uniforms,1,7,NNS
departure,0,7,NN
grass,0,7,NN
guns,4,7,NNS
climb,2,7,NN
image,2,7,NN
intimate,0,7,NN
agents,0,7,NNS
profile,0,7,NN
explosion,1,7,NN
square,0,7,NN
sin,3,7,NN
dinners,1,7,NNS
amen,6,7,NNS
concentrate,1,7,NN
flyer,0,7,NN
junior,0,7,NN
exgirlfriend,1,7,NN
dang,0,7,NN
potatoes,0,7,NNS
needle,1,7,NN
70s,0,7,NNS
contains,0,7,NNS
climate,1,7,NN
label,0,7,NN
fuel,2,7,NN
r&r,2,7,NN
exhaust,0,7,NN
coped,1,7,NN
trans,0,7,NNS
indoors,1,7,NNS
jacket,0,7,NN
acknowledge,4,7,NN
erase,1,7,NN
island,1,7,NN
bonds,5,7,NNS
sincerity,1,7,NN
grasp,1,7,NN
salad,1,7,NN
numb,0,7,NN
bothers,0,7,NNS
prepaid,0,7,NN
antibiotics,0,7,NNS
perpetuate,0,7,NN
fraud,2,7,NN
certificates,1,7,NNS
uncles,0,7,NNS
bases,1,7,NNS
hills,0,7,NNS
entry,0,7,NN
yellow,0,7,NN
discussion,2,7,NN
outlook,2,7,NN
singleman,4,7,NN
evils,0,7,NNS
evident,0,7,NN
associate,6,7,NN
payers,0,7,NNS
caution,1,7,NN
colusa,0,7,NN
varies,1,7,NNS
birth,4,7,NN
device,0,7,NN
pointless,1,7,NN
milestone,1,7,NN
que,3,7,NN
duration,1,7,NN
enhancements,3,7,NNS
oatmeal,2,7,NN
ray,0,7,NN
subsequent,0,7,NN
vote,0,7,NN
nonchalant,0,7,NN
stagnant,1,7,NN
lwop,0,7,NN
entertainment,1,7,NN
nausea,0,7,NN
bachelors,4,7,NNS
arrangements,0,7,NNS
moreover,1,7,NN
cries,1,7,NNS
tooth,0,7,NN
newsoms,0,7,NNS
enters,1,7,NNS
savings,0,7,NNS
conceal,0,7,NN
roller,2,7,NN
identity,0,7,NN
catholic,2,7,NN
recipe,1,7,NN
cuff,0,7,NN
stir,0,7,NN
anyones,2,7,NNS
spreaders,0,7,NNS
era,2,7,NN
odds,3,7,NNS
ambulances,1,7,NNS
realization,2,7,NN
doin,1,7,NN
aids,1,7,NNS
sandwich,1,7,NN
cirrhosis,1,7,NN
onsite,2,7,NN
lifes,2,7,NN
bogus,0,7,NN
suggestion,0,7,NN
uhhuh,2,7,NN
platform,3,7,NN
directions,1,7,NNS
legitimate,0,7,NN
biohazard,0,7,NN
normalcy,2,7,NN
pee,0,7,NN
jeopardizing,0,7,NN
syndrome,2,7,NN
accumulation,0,7,NN
dependent,1,7,NN
rat,0,7,NN
commutation,1,7,NN
healthier,5,7,NN
usp,1,7,NN
deliver,3,7,NN
lesser,2,7,NN
cmo,0,7,NN
atwater,0,7,NN
kiosks,1,7,NNS
spell,1,7,NN
aspirin,1,7,NN
tensions,0,7,NNS
ratio,1,7,NN
adversity,1,7,NN
positivity,1,7,NN
relocate,0,7,NN
17th,2,7,NNS
masters,2,7,NNS
bitch,4,7,NN
nov,0,7,NN
marin,0,7,NN
dangers,2,7,NNS
handles,4,7,NNS
graduate,2,7,NN
birdbath,1,7,NN
whites,2,7,NNS
imperative,1,7,NN
negativity,2,7,NN
restaurants,1,7,NNS
facilitys,0,7,NN
twos,1,7,NN
florida,3,7,NN
battling,2,7,NN
selfishness,0,7,NN
universities,0,7,NNS
underneath,2,7,NN
memory,2,7,NN
restore,3,7,NN
rag,2,7,NN
dress,0,7,NN
scheme,1,7,NN
domino,0,7,NN
explains,0,7,NNS
conducive,1,7,NN
mucus,0,7,NN
gut,2,7,NN
lengthy,1,7,NN
eats,0,7,NNS
bump,0,7,NN
tobacco,1,7,NN
precovid,0,7,NN
ii,0,7,NN
depth,0,7,NN
c/os,1,7,NN
germ,3,7,NN
ailments,0,7,NNS
liberties,1,7,NNS
piss,0,7,NN
wheel,0,7,NN
motorcycle,0,7,NN
balls,0,7,NNS
personality,3,7,NN
harmful,2,7,NN
mistreat,0,7,NN
incentive,2,7,NN
receives,0,7,NNS
asu,0,7,NN
connect,3,7,NN
mightve,0,7,NN
inconvenient,1,7,NN
opiate,0,7,NN
walks,2,7,NNS
pig,0,7,NN
hostility,0,7,NN
saddens,0,7,NNS
pvsp,3,7,NN
sunlight,1,7,NN
stresses,2,7,NNS
base,4,7,NN
trucks,0,7,NNS
classroom,1,7,NN
accounts,1,7,NNS
memorandums,0,7,NNS
madness,1,7,NN
sleeps,0,7,NNS
donations,1,7,NNS
consumption,2,7,NN
honey,2,7,NN
contributions,2,7,NNS
cans,0,7,NNS
preparation,5,7,NN
pigs,1,7,NNS
databases,0,7,NNS
council,0,7,NN
freedoms,1,7,NNS
damages,2,7,NNS
generation,4,7,NN
ocsd,0,7,NN
assholes,0,7,NNS
hospitalization,0,7,NN
song,3,7,NN
cbs,0,7,NN
treats,2,7,NNS
abide,0,7,NN
judicial,0,7,NN
=,2,7,NN
soup,1,7,NN
rehouse,1,7,NN
purchases,1,7,NNS
basics,0,7,NNS
coaster,2,7,NN
texas,0,7,NN
qtip,2,7,NN
decrease,0,7,NN
notices,0,7,NNS
knees,4,7,NNS
homie,0,7,NN
bug,1,7,NN
firearm,3,7,NN
argument,3,7,NN
sunland,3,7,NN
cocaine,1,7,NN
obey,5,7,NN
facebook,4,7,NN
headphones,0,7,NNS
gymnasiums,0,7,NNS
dyard,2,7,NN
strengthen,0,7,NN
suspension,0,7,NN
gold,1,7,NN
privacy,4,7,NN
ideal,1,7,NN
fallout,0,7,NN
alpha,0,7,NN
centinela,0,7,NN
alameda,1,7,NN
crammed,1,7,NN
inquire,2,7,NN
predicament,1,7,NN
overheard,0,7,NN
walkin,1,7,NN
sixth,2,7,NNS
contacts,1,7,NNS
tryin,1,7,NN
disappear,1,7,NN
colleagues,2,7,NNS
decency,0,7,NN
mingling,1,7,VBG
adapted,4,7,VBN
damned,0,7,VBN
managing,2,7,VBG
shackled,1,7,VBN
skyrocketing,0,7,VBG
sequestered,3,7,VBN
facilitated,2,7,VBN
repeated,0,7,VBN
vacated,0,7,VBN
achieving,0,7,VBG
aging,0,7,VBG
victimized,0,7,VBN
replied,0,7,VBD
punishing,0,7,VBG
disciplined,2,7,VBN
forgetting,1,7,VBG
disregarding,1,7,VBG
performed,1,7,VBN
murdered,0,7,VBN
supervised,0,7,VBN
purchased,0,7,VBN
assured,0,7,VBN
strained,0,7,VBN
enjoying,3,7,VBG
stealing,3,7,VBG
investigating,0,7,VBG
costing,0,7,VBG
disregarded,0,7,VBN
loaded,1,7,VBN
viewed,4,7,VBN
outdated,1,7,VBN
arguing,0,7,VBG
sweeping,0,7,VBG
lining,0,7,VBG
divided,4,7,VBN
slamming,0,7,VBG
completing,3,7,VBG
avoiding,0,7,VBG
hiring,1,7,VBG
crushing,1,7,VBG
observed,2,7,VBN
exploding,0,7,VBG
doubled,0,7,VBD
succeed,5,7,VB
selling,1,7,VBG
seized,0,7,VBN
corresponding,2,7,VBG
situated,0,7,VBN
shifting,0,7,VBG
schooling,2,7,VBG
studied,2,7,VBN
delaying,1,7,VBG
measured,0,7,VBN
collapsed,0,7,VBN
acquire,0,7,VB
freaking,3,7,VBG
disconnected,1,7,VBN
owns,0,7,VBZ
resorted,0,7,VBN
shooting,1,7,VBG
leaking,0,7,VBG
disrespected,0,7,VBN
amazed,3,7,VBN
mistreated,1,7,VBN
frightened,2,7,VBN
hacking,0,7,VBG
gathered,0,7,VBN
addressing,0,7,VBG
banning,0,7,VBG
tuned,2,7,VBN
outpatient,3,6,NN
transpac,1,6,NN
display,0,6,NN
production,3,6,NN
janitorial,0,6,NN
verge,3,6,NN
convenient,3,6,NN
irs,0,6,NNS
neat,0,6,NN
responsibilities,0,6,NNS
carrots,1,6,NNS
nonsense,0,6,NN
pro,2,6,NNS
va,1,6,NN
imminent,5,6,NN
scrub,0,6,NN
ample,0,6,NN
sweat,1,6,NN
division,0,6,NN
hypocrisy,0,6,NN
sought,2,6,NN
hid,0,6,NN
sunshine,0,6,NN
gatorade,0,6,NN
corporations,0,6,NNS
cleanliness,0,6,NN
uproar,1,6,NN
arrives,0,6,NNS
p,0,6,NN
dads,6,6,NNS
albeit,1,6,NN
sorts,3,6,NNS
giant,1,6,NN
noise,0,6,NN
guardian,0,6,NN
stores,1,6,NNS
adults,2,6,NNS
monopoly,0,6,NN
indoor,0,6,NN
breast,0,6,NN
de,2,6,NNS
club,0,6,NN
scientists,0,6,NNS
jacked,2,6,NNS
mini,5,6,NN
editor,0,6,NN
deepest,3,6,NN
distances,1,6,NNS
hearsay,0,6,NN
whatd,0,6,NN
printout,0,6,NN
min,0,6,NN
deteriorate,0,6,NN
bang,2,6,NN
adjustments,0,6,NNS
flood,0,6,NN
obesity,0,6,NN
unbeknownst,0,6,NN
lesson,3,6,NN
seat,1,6,NN
timeline,2,6,NN
succumbed,0,6,NN
receipts,0,6,NNS
improvement,1,6,NN
a5,0,6,NN
players,0,6,NNS
stars,2,6,NNS
cap,0,6,NN
phlegm,0,6,NN
vomit,0,6,NN
mac,0,6,NN
smith,1,6,NN
narrow,1,6,NN
ekg,0,6,NN
consequence,2,6,NN
absence,0,6,NN
creator,6,6,NN
photos,2,6,NNS
insurance,0,6,NN
cite,0,6,NN
proves,0,6,NNS
sarcoidosis,0,6,NN
incubator,0,6,NN
dozens,0,6,NNS
rank,0,6,NN
partake,1,6,NN
clot,0,6,NN
senate,0,6,NN
serves,0,6,NNS
disorders,1,6,NNS
waist,0,6,NN
newer,2,6,NN
sworn,0,6,NN
followers,2,6,NNS
stall,0,6,NN
influx,0,6,NN
berkeley,1,6,NN
identification,1,6,NN
signing,3,6,NN
initiative,0,6,NN
investigation,1,6,NN
oneman,0,6,NN
a1,0,6,NN
vendors,3,6,NNS
seventh,1,6,NN
nbc,0,6,NN
receiver,0,6,NN
postage,2,6,NN
submission,0,6,NN
bummer,1,6,NN
stuffs,0,6,NNS
bargain,2,6,NN
sum,5,6,NN
outs,2,6,NNS
radioactive,0,6,NN
limitations,0,6,NNS
characteristics,0,6,NNS
subtle,0,6,NN
object,1,6,NN
sweet,4,6,NN
sensor,0,6,NN
kion,0,6,NN
broccoli,0,6,NN
adjustment,0,6,NN
dominos,0,6,NNS
faults,0,6,NNS
offenses,1,6,NNS
whomever,2,6,NN
relatives,4,6,NNS
thrones,1,6,NNS
blues,1,6,NNS
cooperative,0,6,NN
guide,6,6,NN
steroids,2,6,NNS
illusion,0,6,NN
dictate,0,6,NN
election,0,6,NN
kits,0,6,NNS
motions,0,6,NNS
diamond,3,6,NN
programmer,0,6,NN
ironic,0,6,NN
bullies,1,6,NNS
scoffed,1,6,NN
almighty,4,6,NN
wuhan,4,6,NN
gesture,4,6,NN
vegetables,1,6,NNS
ccc,0,6,NN
ramen,1,6,NNS
john,1,6,NN
nighttime,2,6,NN
banner,0,6,NN
ole,1,6,NN
cancel,3,6,NN
crutch,0,6,NN
intellect,2,6,NN
closeness,1,6,NN
medial,0,6,NN
wood,0,6,NN
podcast,0,6,NN
marriages,0,6,NNS
inconsistencies,0,6,NNS
compensation,0,6,NN
devil,2,6,NN
starters,0,6,NNS
gray,1,6,NN
motivate,2,6,NN
theirselves,0,6,NNS
snail,0,6,NN
workouts,2,6,NNS
con,2,6,NN
eerie,1,6,NN
motto,2,6,NN
actuality,0,6,NN
consciousness,1,6,NN
crims,0,6,NNS
dislike,1,6,NN
drinks,4,6,NNS
alleviate,0,6,NN
mobility,0,6,NN
meager,1,6,NN
relay,1,6,NN
scum,1,6,NN
eve,1,6,NN
facilitate,2,6,NN
ruling,1,6,NN
shake,5,6,NN
daddy,2,6,NN
barracks,1,6,NNS
crooked,2,6,NNS
rows,1,6,NNS
medicate,0,6,NN
superiors,0,6,NNS
leader,0,6,NN
unfairness,0,6,NN
para,2,6,NN
por,2,6,NN
candy,0,6,NN
intelligent,2,6,NN
ciw,1,6,NN
placement,0,6,NN
clara,1,6,NN
birds,3,6,NNS
overthecounter,0,6,NN
curiosity,1,6,NN
personalities,0,6,NNS
upside,1,6,NN
inherent,2,6,NN
moderate,3,6,NN
tear,3,6,NN
retrospect,1,6,NN
ba,1,6,NN
fee,0,6,NN
vet,0,6,NN
unemployment,2,6,NN
tower,1,6,NN
payments,0,6,NNS
arrangement,0,6,NN
avenues,1,6,NNS
cci,5,6,NN
lvn,2,6,NN
servers,0,6,NNS
firefighter,2,6,NN
pace,6,6,NN
printing,0,6,NN
requirements,1,6,NNS
ounces,1,6,NNS
ombudsman,0,6,NN
cigarettes,1,6,NNS
shoutout,0,6,NN
overlook,0,6,NN
occupy,4,6,NN
trigger,0,6,NN
cloud,0,6,NN
refill,0,6,NN
smuggle,0,6,NN
boat,2,6,NN
pin,0,6,NN
heh,0,6,NN
maker,1,6,NN
hygienes,0,6,NNS
definition,0,6,NN
novel,1,6,NN
aunts,1,6,NNS
nonsick,0,6,NN
bunkbeds,0,6,NNS
repair,0,6,NN
healthwise,0,6,NN
experiment,1,6,NN
heating,0,6,NN
bench,1,6,NN
las,3,6,NNS
urge,1,6,NN
fence,0,6,NN
primitive,0,6,NN
deans,0,6,NNS
minority,1,6,NN
writings,2,6,NNS
processing,1,6,NN
microwave,0,6,NN
murderers,1,6,NNS
enroll,0,6,NN
unlock,0,6,NN
anxieties,2,6,NNS
kn95,0,6,NN
yea,0,6,NN
pumped,0,6,NN
parallel,0,6,NN
tripped,0,6,NNS
electricity,0,6,NN
apples,2,6,NNS
overseers,0,6,NNS
shout,0,6,NN
flew,0,6,NN
task,1,6,NN
commodity,1,6,NN
specifics,1,6,NNS
tenth,0,6,NN
associates,2,6,NNS
rations,0,6,NNS
positions,0,6,NNS
gap,0,6,NN
persistent,1,6,NN
falls,2,6,NNS
globe,1,6,NN
facetoface,1,6,NN
tore,1,6,NN
addresses,1,6,NNS
judgment,2,6,NN
anti,0,6,NN
filters,0,6,NNS
watereddown,0,6,NN
girlfriends,2,6,NNS
intend,0,6,NN
es,2,6,NN
prevents,0,6,NNS
professors,5,6,NNS
ladder,0,6,NN
emotion,1,6,NN
vague,0,6,NN
clarity,1,6,NN
wildfires,0,6,NNS
february/march,0,6,NN
filth,0,6,NN
rally,0,6,NN
mortality,0,6,NN
retribution,0,6,NN
confirmation,0,6,NN
pencil,0,6,NN
builds,0,6,NNS
taxes,0,6,NNS
roulette,0,6,NN
runaround,0,6,NN
inject,0,6,NN
formula,0,6,NN
cosmetics,2,6,NNS
insulation,0,6,NN
seventy,0,6,NN
weirdo,3,6,NN
hotel,0,6,NN
interests,1,6,NNS
arthritis,1,6,NN
bedrooms,0,6,NNS
reconsider,0,6,NN
elder,2,6,NN
questionnaire,1,6,NN
checkup,0,6,NN
dungeon,1,6,NN
marry,1,6,NN
cement,4,6,NN
jeopardize,1,6,NN
concept,2,6,NN
jaw,2,6,NN
accordance,0,6,NN
denies,1,6,NNS
safeway,0,6,NN
eightman,0,6,NN
routines,1,6,NNS
template,0,6,NN
pero,2,6,NN
typewriter,1,6,NN
hvac,0,6,NN
bro,1,6,NN
drew,2,6,NN
profit,0,6,NN
estar,0,6,NN
sins,0,6,NNS
wilson,0,6,NN
neighboring,0,6,VBG
whining,0,6,VBG
enclosing,1,6,VBG
risking,0,6,VBG
noticing,0,6,VBG
scheduling,0,6,VBG
