Filename,Sentiment,Polarity,Polarity_BoxCox,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment,prison_name,County,population,tags,Start Date,End Date,date,cases,deaths
CaliforniaCity_20210617_714_FULL,NEGATIVE,0.0003266334533692,-12.3733652196878,0.06,0.778,0.162,0.9996,CaliforniaCity,Kern,927251.0,[''],2021-06-10,2021-06-17,2021-06-17,149.0,4.0
CaliforniaCity_20210617_624_FULL,NEGATIVE,0.0001373291015623,-14.4109948987373,0.029,0.89,0.082,0.9985,CaliforniaCity,Kern,927251.0,[''],2021-06-10,2021-06-17,2021-06-17,149.0,4.0
Riverside_unspecified_20210622_0731_FULL,NEGATIVE,0.0007820129394532,-10.492992409078,0.041,0.842,0.117,0.9948,Riverside_unspecified,Riverside,2468145.0,[''],2021-06-15,2021-06-22,2021-06-22,481.0,4.0
Riverside_unspecified_20210622_0731_FULL,NEGATIVE,0.0007820129394532,-10.492992409078,0.041,0.842,0.117,0.9948,Riverside_unspecified,Riverside,2468145.0,[''],2021-06-15,2021-06-22,2021-06-22,481.0,4.0
Riverside_unspecified_20210622_0731_FULL,NEGATIVE,0.0007820129394532,-10.492992409078,0.041,0.842,0.117,0.9948,Riverside_unspecified,Riverside,2468145.0,[''],2021-06-15,2021-06-22,2021-06-22,481.0,4.0
Riverside_unspecified_20210622_0731_FULL,NEGATIVE,0.0007820129394532,-10.492992409078,0.041,0.842,0.117,0.9948,Riverside_unspecified,Riverside,2468145.0,[''],2021-06-15,2021-06-22,2021-06-22,481.0,4.0
Riverside_unspecified_20210622_0731_FULL,NEGATIVE,0.0007820129394532,-10.492992409078,0.041,0.842,0.117,0.9948,Riverside_unspecified,Riverside,2468145.0,[''],2021-06-15,2021-06-22,2021-06-22,481.0,4.0
Riverside_unspecified_20210622_0731_FULL,NEGATIVE,0.0007820129394532,-10.492992409078,0.041,0.842,0.117,0.9948,Riverside_unspecified,Riverside,2468145.0,[''],2021-06-15,2021-06-22,2021-06-22,481.0,4.0
Vacaville_20210707_15983_Full,NEGATIVE,0.0029305815696716,-7.94508011444026,0.044,0.793,0.163,0.9998,Vacaville,Solano,444255.0,[''],2021-06-30,2021-07-07,2021-07-07,342.0,0.0
Yuba_20210811_503_FULL,NEGATIVE,3.46899032591663E-05,-18.0366408741224,0.067,0.808,0.124,0.9988,Yuba,Yuba,79290.0,[''],2021-08-04,2021-08-11,2021-08-11,315.0,3.0
Kern_GSAnnex_20210812_712_FULL,NEGATIVE,0.0002323985099792,-13.1526354911489,0.063,0.771,0.165,0.9999,Kern_GSAnnex,Kern,927251.0,[''],2021-08-05,2021-08-12,2021-08-12,2081.0,16.0
Kern_GSAnnex_20210812_737_FULL_English,NEGATIVE,0.0010466575622559,-9.90121962232875,0.088,0.732,0.18,0.9982,Kern_GSAnnex,Kern,927251.0,[''],2021-08-05,2021-08-12,2021-08-12,2081.0,16.0
Kern_GSAnnex_20210812_737_FULL_Spanish,NEGATIVE,0.0833192467689514,-2.82491417171011,0.054,0.934,0.013,-0.9787,Kern_GSAnnex,Kern,927251.0,[''],2021-08-05,2021-08-12,2021-08-12,2081.0,16.0
Kern_GSAnnex_20210812_756_FULL,NEGATIVE,2.33650207519531E-05,-19.1746714658272,0.067,0.812,0.121,0.999,Kern_GSAnnex,Kern,927251.0,[''],2021-08-05,2021-08-12,2021-08-12,2081.0,16.0
FireCamps_20210816_715_P1_FULL,NEGATIVE,0.111633658409119,-2.45437217002087,0.05,0.882,0.068,0.9829,FireCamps,California,40129160.0,[''],2021-08-09,2021-08-16,2021-08-16,110149.0,733.0
Vacaville_20210817_646_FULL,NEGATIVE,7.79628753662109E-05,-15.8420632835026,0.084,0.81,0.105,0.903,Vacaville,Solano,444255.0,[''],2021-08-10,2021-08-17,2021-08-17,1741.0,11.0
Corcoran_20210824_21225_FULL,NEGATIVE,4.73260879515491E-05,-17.1735626481926,0.058,0.828,0.114,0.9989,Corcoran,Kings,156444.0,[''],2021-08-17,2021-08-24,2021-08-24,874.0,8.0
Fresno_Main_20210826_59372_P1_FULL,NEGATIVE,2.89678573608398E-05,-18.5500841403388,0.076,0.82,0.104,0.9823,Fresno_Main,Fresno,1032227.0,[''],2021-08-19,2021-08-26,2021-08-26,3765.0,38.0
Fresno_Main_20210826_59372_P2_FULL,NEGATIVE,2.96831130980335E-05,-18.4800612020916,0.065,0.785,0.15,0.9988,Fresno_Main,Fresno,1032227.0,[''],2021-08-19,2021-08-26,2021-08-26,3765.0,38.0
Norco_20210827_36000_FULL,NEGATIVE,0.001571774482727,-9.10431450709441,0.077,0.787,0.136,0.9977,Norco,Riverside,2468145.0,[''],2021-08-20,2021-08-27,2021-08-27,6755.0,76.0
Kings_Main_20210827_87009_FULL,NEGATIVE,0.0279102325439452,-4.31140068451681,0.058,0.827,0.115,0.9991,Kings_Main,Kings,156444.0,[''],2021-08-20,2021-08-27,2021-08-27,908.0,6.0
SanJoaquin_Main_20210831_12851_FULL,NEGATIVE,6.35385513305664E-05,-16.3796711384226,0.075,0.716,0.209,0.9985,SanJoaquin_Main,San Joaquin,782545.0,[''],2021-08-24,2021-08-31,2021-08-31,2766.0,43.0
SanJoaquin_Main_20210831_15688_FULL,NEGATIVE,0.0003507137298583,-12.2138759979232,0.072,0.804,0.124,0.9978,SanJoaquin_Main,San Joaquin,782545.0,[''],2021-08-24,2021-08-31,2021-08-31,2766.0,43.0
Fresno_Main_20210831_43692_FULL,NEGATIVE,1.75237655639648E-05,-20.0321227758955,0.048,0.836,0.115,0.9938,Fresno_Main,Fresno,1032227.0,[''],2021-08-24,2021-08-31,2021-08-31,4050.0,43.0
Fresno_Main_20210831_76770_FULL,NEGATIVE,0.0315536260604858,-4.13634266542736,0.042,0.876,0.083,0.998,Fresno_Main,Fresno,1032227.0,[''],2021-08-24,2021-08-31,2021-08-31,4050.0,43.0
LosAngeles_Metropolitan_20210831_002_FULL_PrisonConditions_Stress,NEGATIVE,2.14576721192516E-05,-19.4258970276942,0.138,0.825,0.037,-0.9836,LosAngeles_Metropolitan,Los Angeles,10257557.0,"['Prison Conditions', ' Stress']",2021-08-24,2021-08-31,2021-08-31,18669.0,219.0
LosAngeles_Metropolitan_20210831_002_FULL_PrisonConditions_Stress,NEGATIVE,2.14576721192516E-05,-19.4258970276942,0.138,0.825,0.037,-0.9836,LosAngeles_Metropolitan,Los Angeles,10257557.0,"['Prison Conditions', ' Stress']",2021-08-24,2021-08-31,2021-08-31,18669.0,219.0
Amador_Main_20210831_95905_FULL,NEGATIVE,3.57627868641242E-06,-25.2454290884475,0.054,0.784,0.162,0.9984,Amador_Main,Amador,38531.0,[''],2021-08-24,2021-08-31,2021-08-31,123.0,2.0
Solano_20210831_10115_FULL,NEGATIVE,0.0015099048614501,-9.18157251750039,0.054,0.818,0.129,0.993,Solano,Solano,444255.0,[''],2021-08-24,2021-08-31,2021-08-31,1161.0,15.0
LosAngeles_Metropolitan_20210831_001_FULL,NEGATIVE,0.0016041398048399,-9.06522206624541,0.165,0.748,0.087,-0.9829,LosAngeles_Metropolitan,Los Angeles,10257557.0,[''],2021-08-24,2021-08-31,2021-08-31,18669.0,219.0
LosAngeles_Metropolitan_20210831_001_FULL,NEGATIVE,0.0016041398048399,-9.06522206624541,0.165,0.748,0.087,-0.9829,LosAngeles_Metropolitan,Los Angeles,10257557.0,[''],2021-08-24,2021-08-31,2021-08-31,18669.0,219.0
Fresno_Main_20210901_87115_FULL,NEGATIVE,0.0974075198173524,-2.62567501995161,0.099,0.781,0.12,0.9292,Fresno_Main,Fresno,1032227.0,[''],2021-08-25,2021-09-01,2021-09-01,4066.0,43.0
SanJoaquin_Main_20210902_88473_P2_FULL,NEGATIVE,0.000387728214264,-11.9908495393374,0.08,0.777,0.144,0.9999,SanJoaquin_Main,San Joaquin,782545.0,[''],2021-08-26,2021-09-02,2021-09-02,2662.0,43.0
Yuba_20210903_29710_FULL,NEGATIVE,0.0240037441253662,-4.5295282218544,0.037,0.797,0.166,0.9995,Yuba,Yuba,79290.0,[''],2021-08-27,2021-09-03,2021-09-03,475.0,6.0
LosAngeles_Metropolitan_20210907_FULL,POSITIVE,0.986227929592133,-0.0138775056359991,0.075,0.819,0.106,0.9995,LosAngeles_Metropolitan,Los Angeles,10257557.0,[''],2021-08-31,2021-09-07,2021-09-07,15145.0,263.0
LosAngeles_Metropolitan_20210907_FULL,POSITIVE,0.986227929592133,-0.0138775056359991,0.075,0.819,0.106,0.9995,LosAngeles_Metropolitan,Los Angeles,10257557.0,[''],2021-08-31,2021-09-07,2021-09-07,15145.0,263.0
SanJoaquin_Main_20210907_70339_FULL,NEGATIVE,3.46899032591663E-05,-18.0366408741224,0.066,0.785,0.148,0.9998,SanJoaquin_Main,San Joaquin,782545.0,[''],2021-08-31,2021-09-07,2021-09-07,2160.0,49.0
SanJoaquin_Main_20210907_38166_P2_FULL,NEGATIVE,0.0002592206001281,-12.8996499502528,0.061,0.797,0.142,0.9998,SanJoaquin_Main,San Joaquin,782545.0,[''],2021-08-31,2021-09-07,2021-09-07,2160.0,49.0
SanJoaquin_Main_20210907_38166_P1_FULL,NEGATIVE,0.0017063021659852,-8.94729643366935,0.083,0.763,0.154,0.9999,SanJoaquin_Main,San Joaquin,782545.0,[''],2021-08-31,2021-09-07,2021-09-07,2160.0,49.0
SanJoaquin_Main_20210907_38166_P2_Infection,NEGATIVE,0.000462770462036,-11.6030382283295,0.103,0.816,0.081,-0.9796,SanJoaquin_Main,San Joaquin,782545.0,[''],2021-08-31,2021-09-07,2021-09-07,2160.0,49.0
PelicanBay_20210907_20161_FULL,NEGATIVE,0.0002331137657165,-13.1454796973238,0.049,0.756,0.196,0.9991,PelicanBay,Fresno,1032227.0,[''],2021-08-31,2021-09-07,2021-09-07,3536.0,48.0
Merced_USPAtwater_20210908_FULL,POSITIVE,0.988783180713654,-0.0112866330352615,0.069,0.711,0.22,0.9993,Merced_USPAtwater,Merced,287420.0,[''],2021-09-01,2021-09-08,2021-09-08,1072.0,14.0
Merced_USPAtwater_20210908_FULL,POSITIVE,0.988783180713654,-0.0112866330352615,0.069,0.711,0.22,0.9993,Merced_USPAtwater,Merced,287420.0,[''],2021-09-01,2021-09-08,2021-09-08,1072.0,14.0
Merced_USPAtwater_20210908_FULL,POSITIVE,0.988783180713654,-0.0112866330352615,0.069,0.711,0.22,0.9993,Merced_USPAtwater,Merced,287420.0,[''],2021-09-01,2021-09-08,2021-09-08,1072.0,14.0
Tulare_BobWiley_20210908_44718_FULL,NEGATIVE,0.0005475878715516,-11.24053210685,0.019,0.838,0.143,0.9962,Tulare_BobWiley,Tulare,484423.0,[''],2021-09-01,2021-09-08,2021-09-08,1960.0,21.0
Merced_USPAtwater_20210909_001_FULL_Family_Infection,NEGATIVE,0.0039421319961547,-7.41844387361953,0.114,0.658,0.227,0.9891,Merced_USPAtwater,Merced,287420.0,"['Family', ' Infection']",2021-09-02,2021-09-09,2021-09-09,1059.0,15.0
Merced_USPAtwater_20210909_001_FULL_Family_Infection,NEGATIVE,0.0039421319961547,-7.41844387361953,0.114,0.658,0.227,0.9891,Merced_USPAtwater,Merced,287420.0,"['Family', ' Infection']",2021-09-02,2021-09-09,2021-09-09,1059.0,15.0
Merced_USPAtwater_20210909_001_FULL_Family_Infection,NEGATIVE,0.0039421319961547,-7.41844387361953,0.114,0.658,0.227,0.9891,Merced_USPAtwater,Merced,287420.0,"['Family', ' Infection']",2021-09-02,2021-09-09,2021-09-09,1059.0,15.0
Merced_USPAtwater_20210909_002_FULL,NEGATIVE,0.0073548555374145,-6.3610052994167,0.09,0.793,0.117,0.9873,Merced_USPAtwater,Merced,287420.0,[''],2021-09-02,2021-09-09,2021-09-09,1059.0,15.0
Merced_USPAtwater_20210909_002_FULL,NEGATIVE,0.0073548555374145,-6.3610052994167,0.09,0.793,0.117,0.9873,Merced_USPAtwater,Merced,287420.0,[''],2021-09-02,2021-09-09,2021-09-09,1059.0,15.0
Merced_USPAtwater_20210909_002_FULL,NEGATIVE,0.0073548555374145,-6.3610052994167,0.09,0.793,0.117,0.9873,Merced_USPAtwater,Merced,287420.0,[''],2021-09-02,2021-09-09,2021-09-09,1059.0,15.0
Merced_Latorraca_20210910_81379_FULL,NEGATIVE,1.84774398803711E-05,-19.8722974435007,0.066,0.793,0.141,0.9996,Merced_Latorraca,Merced,287420.0,[''],2021-09-03,2021-09-10,2021-09-10,1036.0,18.0
Merced_Latorraca_20210910_81379_FULL,NEGATIVE,1.84774398803711E-05,-19.8722974435007,0.066,0.793,0.141,0.9996,Merced_Latorraca,Merced,287420.0,[''],2021-09-03,2021-09-10,2021-09-10,1036.0,18.0
Merced_Latorraca_20210910_81379_FULL,NEGATIVE,1.84774398803711E-05,-19.8722974435007,0.066,0.793,0.141,0.9996,Merced_Latorraca,Merced,287420.0,[''],2021-09-03,2021-09-10,2021-09-10,1036.0,18.0
Merced_Latorraca_20210910_38691_FULL,NEGATIVE,0.00297611951828,-7.91730383204899,0.05,0.763,0.187,0.9998,Merced_Latorraca,Merced,287420.0,[''],2021-09-03,2021-09-10,2021-09-10,1036.0,18.0
Merced_Latorraca_20210910_38691_FULL,NEGATIVE,0.00297611951828,-7.91730383204899,0.05,0.763,0.187,0.9998,Merced_Latorraca,Merced,287420.0,[''],2021-09-03,2021-09-10,2021-09-10,1036.0,18.0
Merced_Latorraca_20210910_38691_FULL,NEGATIVE,0.00297611951828,-7.91730383204899,0.05,0.763,0.187,0.9998,Merced_Latorraca,Merced,287420.0,[''],2021-09-03,2021-09-10,2021-09-10,1036.0,18.0
Fresno_Main_20210910_29668_FULL,NEGATIVE,0.0041611194610595,-7.32411527380963,0.042,0.794,0.164,0.9999,Fresno_Main,Fresno,1032227.0,[''],2021-09-03,2021-09-10,2021-09-10,3430.0,50.0
Fresno_Main_20210910_56264_FULL,NEGATIVE,0.0014964342117309,-9.19885579501828,0.075,0.815,0.11,0.9979,Fresno_Main,Fresno,1032227.0,[''],2021-09-03,2021-09-10,2021-09-10,3430.0,50.0
SanJoaquin_Main_20210910_54143_FULL,NEGATIVE,0.0065277814865112,-6.55815847852428,0.028,0.875,0.097,0.9995,SanJoaquin_Main,San Joaquin,782545.0,[''],2021-09-03,2021-09-10,2021-09-10,1952.0,47.0
Chowchilla_20210913_92441_FULL,NEGATIVE,0.0009132623672484,-10.1758350457396,0.074,0.8,0.126,0.999,Chowchilla,Madera,160089.0,[''],2021-09-06,2021-09-13,2021-09-13,550.0,5.0
Amador_Main_20210914_87709_FULL,NEGATIVE,9.56058502196155E-05,-15.3169440572624,0.06,0.81,0.13,0.9946,Amador_Main,Amador,38531.0,[''],2021-09-07,2021-09-14,2021-09-14,140.0,2.0
SanJoaquin_Main_20210914_84921_Full,POSITIVE,0.988603949546814,-0.0114681222423991,0.072,0.792,0.137,0.9999,SanJoaquin_Main,San Joaquin,782545.0,[''],2021-09-07,2021-09-14,2021-09-14,2171.0,43.0
Merced_Main_20210914_19036_FULL,NEGATIVE,0.002834975719452,-8.00497451757509,0.104,0.78,0.116,0.968,Merced_Main,Merced,287420.0,[''],2021-09-07,2021-09-14,2021-09-14,1127.0,16.0
Merced_Main_20210914_19036_FULL,NEGATIVE,0.002834975719452,-8.00497451757509,0.104,0.78,0.116,0.968,Merced_Main,Merced,287420.0,[''],2021-09-07,2021-09-14,2021-09-14,1127.0,16.0
Merced_Main_20210914_19036_FULL,NEGATIVE,0.002834975719452,-8.00497451757509,0.104,0.78,0.116,0.968,Merced_Main,Merced,287420.0,[''],2021-09-07,2021-09-14,2021-09-14,1127.0,16.0
Avenal_20210916_71906_P1_FULL,NEGATIVE,1.08480453492321E-05,-21.5180993206388,0.056,0.802,0.143,0.9995,Avenal,Kings,156444.0,[''],2021-09-09,2021-09-16,2021-09-16,731.0,10.0
Avenal_20210916_71906_P2_FULL,NEGATIVE,6.35385513305664E-05,-16.3796711384226,0.055,0.827,0.118,0.9992,Avenal,Kings,156444.0,[''],2021-09-09,2021-09-16,2021-09-16,731.0,10.0
Avenal_20210916_71906_P3_FULL,NEGATIVE,0.0496430397033692,-3.50826179238472,0.082,0.75,0.169,0.9997,Avenal,Kings,156444.0,[''],2021-09-09,2021-09-16,2021-09-16,731.0,10.0
Fresno_Main_20210916_46088_FULL,NEGATIVE,0.0012274384498596,-9.58504550084154,0.09,0.724,0.187,0.9997,Fresno_Main,Fresno,1032227.0,"['Prison Conditions', ' Stress']",2021-09-09,2021-09-16,2021-09-16,3323.0,51.0
Fresno_Main_20210916_40145_FULL,NEGATIVE,0.0002421736717224,-13.0568777032862,0.074,0.79,0.136,0.9995,Fresno_Main,Fresno,1032227.0,[''],2021-09-09,2021-09-16,2021-09-16,3323.0,51.0
Fresno_Mendota_20210916_FULL,NEGATIVE,5.22136688232422E-05,-16.9060650765499,0.081,0.866,0.053,-0.9557,Fresno_Mendota,Fresno,1032227.0,[''],2021-09-09,2021-09-16,2021-09-16,3323.0,51.0
Fresno_Main_20210916_72217_FULL,NEGATIVE,5.05447387696423E-05,-16.9941875768752,0.098,0.732,0.169,0.9996,Fresno_Main,Fresno,1032227.0,[''],2021-09-09,2021-09-16,2021-09-16,3323.0,51.0
Merced_Main_20210916_65115_FULL,NEGATIVE,0.0010021328926086,-9.988372567737,0.034,0.812,0.154,0.9997,Merced_Main,Merced,287420.0,[''],2021-09-09,2021-09-16,2021-09-16,1004.0,18.0
Merced_Main_20210916_65115_FULL,NEGATIVE,0.0010021328926086,-9.988372567737,0.034,0.812,0.154,0.9997,Merced_Main,Merced,287420.0,[''],2021-09-09,2021-09-16,2021-09-16,1004.0,18.0
Merced_Main_20210916_65115_FULL,NEGATIVE,0.0010021328926086,-9.988372567737,0.034,0.812,0.154,0.9997,Merced_Main,Merced,287420.0,[''],2021-09-09,2021-09-16,2021-09-16,1004.0,18.0
Merced_USPAtwater_20210916_FULL_Infection,NEGATIVE,0.000106930732727,-15.0333474877635,0.021,0.896,0.083,0.9018,Merced_USPAtwater,Merced,287420.0,['Infection'],2021-09-09,2021-09-16,2021-09-16,1004.0,18.0
Merced_USPAtwater_20210916_FULL_Infection,NEGATIVE,0.000106930732727,-15.0333474877635,0.021,0.896,0.083,0.9018,Merced_USPAtwater,Merced,287420.0,['Infection'],2021-09-09,2021-09-16,2021-09-16,1004.0,18.0
Merced_USPAtwater_20210916_FULL_Infection,NEGATIVE,0.000106930732727,-15.0333474877635,0.021,0.896,0.083,0.9018,Merced_USPAtwater,Merced,287420.0,['Infection'],2021-09-09,2021-09-16,2021-09-16,1004.0,18.0
Merced_Main_20210916_16065_FULL,NEGATIVE,3.814697265625E-06,-25.017013498819,0.053,0.731,0.215,0.9996,Merced_Main,Merced,287420.0,[''],2021-09-09,2021-09-16,2021-09-16,1004.0,18.0
Merced_Main_20210916_16065_FULL,NEGATIVE,3.814697265625E-06,-25.017013498819,0.053,0.731,0.215,0.9996,Merced_Main,Merced,287420.0,[''],2021-09-09,2021-09-16,2021-09-16,1004.0,18.0
Merced_Main_20210916_16065_FULL,NEGATIVE,3.814697265625E-06,-25.017013498819,0.053,0.731,0.215,0.9996,Merced_Main,Merced,287420.0,[''],2021-09-09,2021-09-16,2021-09-16,1004.0,18.0
Merced_USPAtwater_20210917_FULL,POSITIVE,0.510609090328217,-0.695501429664982,0.102,0.775,0.123,0.9788,Merced_USPAtwater,Merced,287420.0,[''],2021-09-10,2021-09-17,2021-09-17,952.0,15.0
Merced_USPAtwater_20210917_FULL,POSITIVE,0.510609090328217,-0.695501429664982,0.102,0.775,0.123,0.9788,Merced_USPAtwater,Merced,287420.0,[''],2021-09-10,2021-09-17,2021-09-17,952.0,15.0
Merced_USPAtwater_20210917_FULL,POSITIVE,0.510609090328217,-0.695501429664982,0.102,0.775,0.123,0.9788,Merced_USPAtwater,Merced,287420.0,[''],2021-09-10,2021-09-17,2021-09-17,952.0,15.0
Merced_Latorraca_20210917_17611_FULL,NEGATIVE,0.0007833242416381,-10.4895409270525,0.062,0.803,0.135,0.9994,Merced_Latorraca,Merced,287420.0,[''],2021-09-10,2021-09-17,2021-09-17,952.0,15.0
Merced_Latorraca_20210917_17611_FULL,NEGATIVE,0.0007833242416381,-10.4895409270525,0.062,0.803,0.135,0.9994,Merced_Latorraca,Merced,287420.0,[''],2021-09-10,2021-09-17,2021-09-17,952.0,15.0
Merced_Latorraca_20210917_17611_FULL,NEGATIVE,0.0007833242416381,-10.4895409270525,0.062,0.803,0.135,0.9994,Merced_Latorraca,Merced,287420.0,[''],2021-09-10,2021-09-17,2021-09-17,952.0,15.0
LosAngeles_Metropolitan_20210917_FULL,NEGATIVE,6.15119934082031E-05,-16.4658744069235,0.101,0.775,0.124,0.9309,LosAngeles_Metropolitan,Los Angeles,10257557.0,[''],2021-09-10,2021-09-17,2021-09-17,12703.0,177.0
LosAngeles_Metropolitan_20210917_FULL,NEGATIVE,6.15119934082031E-05,-16.4658744069235,0.101,0.775,0.124,0.9309,LosAngeles_Metropolitan,Los Angeles,10257557.0,[''],2021-09-10,2021-09-17,2021-09-17,12703.0,177.0
Merced_Latorraca _20210917_24079_FULL,NEGATIVE,8.30888748167835E-05,-15.6769862091759,0.032,0.812,0.155,0.9991,Merced_Latorraca ,Merced,287420.0,[''],2021-09-10,2021-09-17,2021-09-17,952.0,15.0
Merced_Latorraca _20210917_24079_FULL,NEGATIVE,8.30888748167835E-05,-15.6769862091759,0.032,0.812,0.155,0.9991,Merced_Latorraca ,Merced,287420.0,[''],2021-09-10,2021-09-17,2021-09-17,952.0,15.0
Merced_Latorraca _20210917_24079_FULL,NEGATIVE,8.30888748167835E-05,-15.6769862091759,0.032,0.812,0.155,0.9991,Merced_Latorraca ,Merced,287420.0,[''],2021-09-10,2021-09-17,2021-09-17,952.0,15.0
PelicanBay_20210920_34490_FULL,NEGATIVE,9.08374786375843E-05,-15.4476250454489,0.054,0.782,0.164,0.9995,PelicanBay,Fresno,1032227.0,[''],2021-09-13,2021-09-20,2021-09-20,2968.0,45.0
Merced_Main_20210920_55348_P1_P2_FULL,NEGATIVE,1.18017196656384E-05,-21.2517742302624,0.035,0.738,0.227,1.0,Merced_Main,Merced,287420.0,[''],2021-09-13,2021-09-20,2021-09-20,930.0,16.0
Merced_Main_20210920_55348_P1_P2_FULL,NEGATIVE,1.18017196656384E-05,-21.2517742302624,0.035,0.738,0.227,1.0,Merced_Main,Merced,287420.0,[''],2021-09-13,2021-09-20,2021-09-20,930.0,16.0
Merced_Main_20210920_55348_P1_P2_FULL,NEGATIVE,1.18017196656384E-05,-21.2517742302624,0.035,0.738,0.227,1.0,Merced_Main,Merced,287420.0,[''],2021-09-13,2021-09-20,2021-09-20,930.0,16.0
Fresno_Main_20210920_28918_FULL,NEGATIVE,0.0014997720718383,-9.19455729491236,0.029,0.863,0.109,0.9946,Fresno_Main,Fresno,1032227.0,[''],2021-09-13,2021-09-20,2021-09-20,2968.0,45.0
Stockton_20210922_26483_FULL,NEGATIVE,2.26497650146484E-05,-19.2661419283823,0.063,0.811,0.126,0.9989,Stockton,San Joaquin,782545.0,[''],2021-09-15,2021-09-22,2021-09-22,1775.0,39.0
USP_Victorville_20210922_001_FULL,NEGATIVE,5.87701797484241E-05,-16.5876151693125,0.173,0.751,0.077,-0.9981,USP_Victorville,San Bernardino,2217398.0,[''],2021-09-15,2021-09-22,2021-09-22,3355.0,75.0
USP_Victorville_20210924_000_FULL_PrisonConditions_Programs,NEGATIVE,0.0028334259986876,-8.00596360714458,0.159,0.748,0.093,-0.9934,USP_Victorville,San Bernardino,2217398.0,"['Prison Conditions', ' Programs']",2021-09-17,2021-09-24,2021-09-24,3155.0,75.0
LosAngeles_MensCentral_20210929_73176_FULL,NEGATIVE,0.0001596212387083,-14.0443300658813,0.088,0.769,0.142,0.999,LosAngeles_MensCentral,Los Angeles,10257557.0,[''],2021-09-22,2021-09-29,2021-09-29,9689.0,169.0
LosAngeles_MensCentral_20211001_10081_FULL,NEGATIVE,4.99486923217773E-05,-17.0264389513056,0.053,0.776,0.171,0.9994,LosAngeles_MensCentral,Los Angeles,10257557.0,[''],2021-09-24,2021-10-01,2021-10-01,9343.0,154.0
LosAngeles_TwinTowers_20211004_32516_FULL,NEGATIVE,8.73804092408337E-05,-15.5471837855402,0.084,0.768,0.148,0.9994,LosAngeles_TwinTowers,Los Angeles,10257557.0,[''],2021-09-27,2021-10-04,2021-10-04,9189.0,145.0
LosAngeles_TwinTowers_20211004_32516_FULL,NEGATIVE,8.73804092408337E-05,-15.5471837855402,0.084,0.768,0.148,0.9994,LosAngeles_TwinTowers,Los Angeles,10257557.0,[''],2021-09-27,2021-10-04,2021-10-04,9189.0,145.0
SanBernardino_Central_20211004_84859_P1_FULL,NEGATIVE,0.0001506805419921,-14.1841765610961,0.05,0.695,0.256,0.9995,SanBernardino_Central,San Bernardino,2217398.0,[''],2021-09-27,2021-10-04,2021-10-04,2659.0,62.0
SanBernardino_Central_20211004_84859_P1_FULL,NEGATIVE,0.0001506805419921,-14.1841765610961,0.05,0.695,0.256,0.9995,SanBernardino_Central,San Bernardino,2217398.0,[''],2021-09-27,2021-10-04,2021-10-04,2659.0,62.0
PelicanBay_20211005_33525_FULL,NEGATIVE,0.0007840394973755,-10.4876609808151,0.04,0.823,0.137,0.9982,PelicanBay,Fresno,1032227.0,[''],2021-09-28,2021-10-05,2021-10-05,2296.0,47.0
Merced_Main_20211005_25218_FULL,NEGATIVE,4.82797622679554E-05,-17.1190471440075,0.047,0.874,0.079,0.9961,Merced_Main,Merced,287420.0,[''],2021-09-28,2021-10-05,2021-10-05,671.0,11.0
Merced_Main_20211005_25218_FULL,NEGATIVE,4.82797622679554E-05,-17.1190471440075,0.047,0.874,0.079,0.9961,Merced_Main,Merced,287420.0,[''],2021-09-28,2021-10-05,2021-10-05,671.0,11.0
Merced_Main_20211005_25218_FULL,NEGATIVE,4.82797622679554E-05,-17.1190471440075,0.047,0.874,0.079,0.9961,Merced_Main,Merced,287420.0,[''],2021-09-28,2021-10-05,2021-10-05,671.0,11.0
Fresno_Main_20211006 _19112_FULL,NEGATIVE,4.58955764770508E-05,-17.2576459676823,0.068,0.78,0.152,0.9967,Fresno_Main,Fresno,1032227.0,[''],2021-09-29,2021-10-06,2021-10-06,2315.0,41.0
LosAngeles_MensCentral_20211006_22274_FULL,NEGATIVE,1.35898590087891E-05,-20.810906184834,0.068,0.732,0.2,0.9999,LosAngeles_MensCentral,Los Angeles,10257557.0,[''],2021-09-29,2021-10-06,2021-10-06,8625.0,149.0
LosAngeles_TwinTowers_20211006_47422_FULL,NEGATIVE,0.0048139691352844,-7.07238270036824,0.051,0.776,0.172,0.9979,LosAngeles_TwinTowers,Los Angeles,10257557.0,[''],2021-09-29,2021-10-06,2021-10-06,8625.0,149.0
LosAngeles_TwinTowers_20211006_47422_FULL,NEGATIVE,0.0048139691352844,-7.07238270036824,0.051,0.776,0.172,0.9979,LosAngeles_TwinTowers,Los Angeles,10257557.0,[''],2021-09-29,2021-10-06,2021-10-06,8625.0,149.0
SanBernadino_WestValley_20211011_86411_FULL,NEGATIVE,0.0211116671562195,-4.71788943181701,0.033,0.757,0.21,0.999,SanBernadino_WestValley,San Bernardino,2217398.0,[''],2021-10-04,2021-10-11,2021-10-11,2382.0,57.0
SanBernadino_WestValley_20211011_86411_FULL,NEGATIVE,0.0211116671562195,-4.71788943181701,0.033,0.757,0.21,0.999,SanBernadino_WestValley,San Bernardino,2217398.0,[''],2021-10-04,2021-10-11,2021-10-11,2382.0,57.0
Yuba_20211018_65593_FULL,NEGATIVE,0.0008663535118104,-10.2830673499373,0.105,0.8,0.095,-0.9948,Yuba,Yuba,79290.0,[''],2021-10-11,2021-10-18,2021-10-18,147.0,0.0
