Filename,Sentiment,Polarity,Negative Sentiment,Neutral Sentiment,Positive Sentiment,Compound Sentiment
Centinela_20210412_57555_Stress,NEGATIVE,0.0681304931640623,0.046,0.886,0.068,0.8012
Centinela_20210420_705_Full,NEGATIVE,1.0728836059570312e-05,0.09,0.749,0.161,0.9989
Centinela_20210420_705_PrisonConditions,NEGATIVE,0.0022652149200439,0.025,0.832,0.143,0.9887
Centinela_20210420_705_PrisonConditions_Family_Infection,NEGATIVE,1.7166137695201478e-05,0.131,0.75,0.119,-0.9108
Centinela_20210420_705_Stress_Family_PrisonConditions,NEGATIVE,0.0002304911613464,0.042,0.809,0.15,0.98
Centinela_20210420_705_Stress_Infection,NEGATIVE,2.574920654296875e-05,0.141,0.696,0.163,0.7147
Chino_20200430_72_Family,NEGATIVE,0.0001751780509947,0.113,0.833,0.054,-0.4588
Chino_20200430_72_FULL,NEGATIVE,0.000108003616333,0.094,0.842,0.064,-0.9494
Chino_20200430_72_infection,NEGATIVE,0.0001577138900755,0.098,0.838,0.064,-0.7152
Chino_20200430_72_prisonconditions,NEGATIVE,1.3828277588001647e-05,0.074,0.916,0.011,-0.9429
Chino_20200828_136_family,NEGATIVE,0.0032373666763305,0.0,1.0,0.0,0.0
Chino_20200828_136_FULL,POSITIVE,0.9370389580726624,0.066,0.677,0.257,0.9966
Chino_20200828_136_Prisonconditions,NEGATIVE,1.6927719116210938e-05,0.177,0.664,0.159,-0.3222
Chino_20201130_074_Full,NEGATIVE,0.000237762928009,0.157,0.751,0.092,-0.9992
Chino_20201130_074_PrisonConditions_Infection,NEGATIVE,0.0009272098541259,0.065,0.87,0.064,0.4926
Chino_20201130_074_Stress,NEGATIVE,0.000171422958374,0.126,0.784,0.09,-0.9246
Chino_20201130_97_FULL,POSITIVE,0.6362012028694153,0.076,0.787,0.137,0.9742
Chino_20201201_103_Full,POSITIVE,0.6810805201530457,0.05,0.735,0.215,0.9991
Chino_20201201_103_PrisonConditions,NEGATIVE,0.0012032985687255,0.12,0.805,0.074,-0.9207
Chino_20201201_103_Stress_Family,POSITIVE,0.9983647465705872,0.044,0.776,0.181,0.9936
Chino_20201201_104_FULL,NEGATIVE,0.0003806352615356,0.083,0.776,0.141,0.9871
Chino_20201201_104_Prison_Conditions1,NEGATIVE,0.0294710397720335,0.07,0.809,0.122,0.8891
Chino_20201201_104_Prison_Conditions2,NEGATIVE,4.9233436584361634e-05,0.097,0.772,0.131,0.8928
Chino_20201201_233_FULL,NEGATIVE,0.0016666054725648,0.128,0.815,0.057,-0.9996
Chino_20201201_233_Infection1,NEGATIVE,8.583068847545228e-06,0.099,0.886,0.014,-0.9905
Chino_20201201_233_Infection2,NEGATIVE,0.0003260374069213,0.083,0.877,0.04,-0.915
Chino_20201201_233_PrisonConditions1,NEGATIVE,0.0021240711212158,0.164,0.783,0.053,-0.9961
Chino_20201201_233_PrisonConditions2,NEGATIVE,3.3855438232421875e-05,0.058,0.912,0.03,-0.8774
Chino_20201201_233_Stress_PrisonConditions,NEGATIVE,5.221366882324219e-05,0.1,0.798,0.102,-0.6319
Chino_20201205_92_Family,NEGATIVE,0.0144510865211487,0.0,0.926,0.074,0.6249
Chino_20201205_92_FULL,NEGATIVE,0.0001112222671507,0.101,0.801,0.098,-0.9615
Chino_20201205_92_PrisonConditions1,NEGATIVE,0.0002139210700987,0.0,0.946,0.054,0.7748
Chino_20201205_92_PrisonConditions2,NEGATIVE,1.7523765563964844e-05,0.062,0.858,0.08,0.7906
Chino_20201205_92_Stress,NEGATIVE,1.1920928955189147e-05,0.106,0.857,0.037,-0.9371
Chino_20201208_05_53_FULL,NEGATIVE,4.458427429199219e-05,0.102,0.845,0.052,-0.9986
Chino_20201208_05_53_Infection,NEGATIVE,7.152557373046875e-06,0.031,0.908,0.061,0.4641
Chino_20201208_05_53_PrisonConditions,NEGATIVE,0.0024662017822265,0.058,0.851,0.091,0.9815
Chino_20201208_05_53_PrisonConditions2,NEGATIVE,4.458427429199219e-05,0.075,0.894,0.031,-0.9673
Chino_20201208_05_53_Stress,NEGATIVE,1.800060272216797e-05,0.174,0.813,0.013,-0.9756
Chino_20201208_05_53_Stress2,NEGATIVE,5.459785461436884e-05,0.093,0.824,0.084,0.2515
Chino_20201209_05_35_FULL_PrisonConditions,NEGATIVE,7.331371307361945e-05,0.212,0.788,0.0,-0.8658
Chino_20201209_139_FullPrograms,POSITIVE,0.911576211452484,0.04,0.84,0.12,0.9093
Chino_20201209_5_35_FULL_PrisonConditions,NEGATIVE,3.147125244140625e-05,0.319,0.681,0.0,-0.9274
Chino_20201211_0615_Family_Stress,POSITIVE,0.9786648154258728,0.066,0.693,0.241,0.9627
Chino_20201211_0615_FULL,NEGATIVE,9.34600830078125e-05,0.108,0.815,0.077,-0.978
Chino_20201211_0615_Infection,NEGATIVE,0.2494706511497497,0.055,0.816,0.129,0.9648
Chino_20201211_0615_PrisonConditions,NEGATIVE,2.9087066650390625e-05,0.111,0.85,0.04,-0.9929
Chino_20201213_137_FULL_Infection_Stress,NEGATIVE,0.0007275938987731,0.139,0.767,0.095,-0.971
Chino_20201214_138_FULL_Programs_PrisonConditions,NEGATIVE,0.0001434087753295,0.053,0.837,0.11,0.9819
Chino_20201214_140_FULL,NEGATIVE,0.001245141029358,0.134,0.787,0.078,-0.9986
Chino_20201214_140_Prison Conditions,NEGATIVE,1.966953277598993e-05,0.136,0.795,0.069,-0.9669
Chino_20201216_06_02_Family,NEGATIVE,0.0002117753028869,0.106,0.793,0.101,0.3222
Chino_20201216_06_02_FULL,NEGATIVE,0.0001084804534912,0.069,0.815,0.116,0.9988
Chino_20201216_06_02_Infection,NEGATIVE,0.0017262697219847,0.054,0.804,0.142,0.9906
Chino_20201216_06_02_PrisonConditions,NEGATIVE,0.0001915097236632,0.066,0.823,0.111,0.9923
Chino_20201218_174_FULL,NEGATIVE,0.0011869668960572,0.045,0.846,0.109,0.9608
Chino_20201218_206_Full_PrisonConditions,NEGATIVE,2.849102020263672e-05,0.134,0.748,0.119,-0.3247
Chino_20201223_207_FULL,NEGATIVE,0.0001471042633055,0.121,0.814,0.064,-0.9951
Chino_20201223_207_Infections,NEGATIVE,4.887580871582031e-06,0.146,0.8,0.054,-0.9861
Chino_20201223_207_programs,NEGATIVE,0.0074174404144288,0.075,0.881,0.044,-0.7665
Chino_20201223_207_Stress,NEGATIVE,0.0026598572731018,0.168,0.733,0.099,-0.9627
Chino_20201223_208_Full,NEGATIVE,0.0004437565803527,0.098,0.759,0.143,0.9861
Chino_20201223_209_FULL.docx,NEGATIVE,8.296966552723273e-05,0.072,0.822,0.106,0.9877
Chino_20201223_209_FULL,NEGATIVE,9.620189666759148e-05,0.084,0.817,0.099,0.9587
Chino_20201223_209_PrisonConditions_Infection,NEGATIVE,3.838539123535156e-05,0.133,0.766,0.101,-0.6611
Chino_20201223_209_Programs_Infection,NEGATIVE,0.0002487301826475,0.039,0.899,0.062,0.4889
Chino_20201223_209_Programs_PrisonConditions_Infection,NEGATIVE,2.348423004161493e-05,0.066,0.866,0.068,0.5327
Chino_20201228_178_Full_PrisonConditions_Infection,NEGATIVE,3.933906555175781e-06,0.21,0.711,0.079,-0.9937
Chino_20201231_186_FULL,NEGATIVE,0.3917282819747925,0.142,0.74,0.117,-0.9921
Chino_20201231_186_Infections_PrisonConditions_A,NEGATIVE,0.0006860494613647,0.094,0.755,0.151,0.974
Chino_20201231_186_PrisonConditions_B,NEGATIVE,5.173683166503906e-05,0.174,0.708,0.118,-0.9712
Chino_20201231_186_PrisonConditions_C,NEGATIVE,1.847743988037109e-05,0.161,0.748,0.091,-0.9763
Chino_20201231_186_Stress_Family,NEGATIVE,2.884864807117804e-05,0.208,0.708,0.084,-0.9615
Chino_20201231_201_FULL,NEGATIVE,0.0031607151031494,0.1,0.726,0.175,0.9987
Chino_20201231_201_Infection,NEGATIVE,5.424022674560547e-05,0.148,0.714,0.137,-0.0
Chino_20201231_201_Infection_Stress,NEGATIVE,7.843971252441406e-05,0.118,0.763,0.119,-0.4373
Chino_20201231_201_PrisonConditions,NEGATIVE,4.410743713378906e-05,0.086,0.85,0.064,-0.5849
Chino_20201231_201_Programs,POSITIVE,0.9959638118743896,0.022,0.82,0.158,0.9287
Chino_20201231_201_Stress,NEGATIVE,0.0001447200775146,0.148,0.749,0.103,-0.8136
Chino_20210106_249_Full_Family,POSITIVE,0.9619230628013612,0.044,0.84,0.116,0.8565
Chino_20210312_659_FULL_PrisonConditions_Stress,NEGATIVE,8.022785186756476e-05,0.131,0.777,0.092,-0.9348
Chino_20211209_113_Full_ programs_PrisonConditions,NEGATIVE,0.039278507232666,0.03,0.791,0.179,0.9778
Chino_20220204_15904_FULL,NEGATIVE,0.067697823047638,0.041,0.787,0.172,0.9958
Chino_20220204_15904_Infection,NEGATIVE,0.1046881675720214,0.033,0.825,0.142,0.9894
Chino_20220204_43800_Family_Stress,NEGATIVE,8.559226989757196e-05,0.038,0.807,0.155,0.9887
Chino_20220204_43800_FULL,POSITIVE,0.6017486453056335,0.065,0.707,0.228,0.9999
Chino_20220204_43800_Infection_Family_Featured,NEGATIVE,0.0280752182006835,0.044,0.695,0.261,0.9995
Chino_20220204_43800_Infection_Programs,NEGATIVE,0.0004962682724,0.047,0.73,0.222,0.9871
Chino_20220204_45125_FULL,NEGATIVE,0.3954995274543762,0.042,0.838,0.12,0.9991
Chino_20220204_45125_Infection1_PrisonConditions1,NEGATIVE,0.1274990439414978,0.016,0.936,0.049,0.9283
Chino_20220204_45125_Infection2_Stress2_Family,NEGATIVE,0.0043358206748962,0.046,0.81,0.144,0.9929
Chino_20220204_45125_Stress1_PrisonConditions2,NEGATIVE,4.196166992198602e-05,0.056,0.844,0.1,0.9735
Chino_20220204_68596_FULL,NEGATIVE,0.0020122528076171,0.043,0.753,0.204,0.9998
Chino_20220204_68596_Infection1,NEGATIVE,0.0342544317245484,0.053,0.794,0.153,0.9855
Chino_20220204_68596_Infection2_Family_Stress,NEGATIVE,0.0020122528076171,0.052,0.798,0.15,0.9941
Chino_20220204_68596_PrisonConditions,NEGATIVE,0.0016790032386779,0.022,0.707,0.271,0.9975
Chino_20220204_94412_Family2_PrisonConditions2,NEGATIVE,0.0001405477523803,0.067,0.797,0.137,0.9828
Chino_20220204_94412_FULL,NEGATIVE,0.0003751516342164,0.074,0.771,0.155,0.9995
Chino_20220204_94412_Infection2_PrisonConditions,NEGATIVE,2.86102294921875e-05,0.034,0.8,0.167,0.9961
Chino_20220204_94412_Infection_Family_Featured,NEGATIVE,0.00039941072464,0.118,0.814,0.069,-0.9439
Chino_20220204_94412_PrisonConditions3_Stress_Featured2,NEGATIVE,1.4305114745982728e-05,0.081,0.803,0.116,0.9519
Chowchilla_ 20210201_373_FULL,NEGATIVE,0.0604980587959289,0.109,0.769,0.122,0.5986
Chowchilla_122120_193_FuLL,NEGATIVE,0.0334500074386595,0.194,0.755,0.051,-0.9928
Chowchilla_122120_193_Prisonconditons,NEGATIVE,0.0009347796440124,0.232,0.726,0.042,-0.9606
Chowchilla_122120_193_Stress,NEGATIVE,0.3255608081817627,0.161,0.78,0.058,-0.9399
Chowchilla_20201123_069_Full,POSITIVE,0.6654576063156128,0.064,0.802,0.134,0.9863
Chowchilla_20201124_062_Family,NEGATIVE,7.033348083607116e-06,0.053,0.8,0.147,0.9135
Chowchilla_20201124_062_FULL,NEGATIVE,5.006790161243835e-06,0.045,0.802,0.153,0.996
Chowchilla_20201124_062_Programs,NEGATIVE,1.9073486328125e-06,0.064,0.849,0.087,0.7113
Chowchilla_20201124_062_Stress,NEGATIVE,0.1424586176872253,0.027,0.837,0.136,0.9601
Chowchilla_20201204_84_FULL,NEGATIVE,7.62939453125e-06,0.246,0.633,0.121,-0.9846
Chowchilla_20201207_128_FULL,NEGATIVE,6.699562072765008e-05,0.084,0.807,0.109,0.8489
Chowchilla_20201208_117_full,NEGATIVE,0.0098413825035096,0.051,0.604,0.345,0.9843
Chowchilla_20201208_117_Infection,NEGATIVE,0.1187857389450073,0.033,0.635,0.331,0.9623
Chowchilla_20201209_118_Full,NEGATIVE,0.0021659731864928,0.113,0.802,0.085,-0.9838
Chowchilla_20201209_118_Infection,NEGATIVE,0.0001037120819091,0.096,0.876,0.028,-0.9749
Chowchilla_20201209_118_PrisonConditions,NEGATIVE,0.037403166294098,0.139,0.757,0.104,-0.9383
Chowchilla_20201209_118_Stress,NEGATIVE,0.0001530647277832,0.122,0.813,0.065,-0.9159
Chowchilla_20201209_121_Full_Family_PrisonConditions,NEGATIVE,1.0490417480357728e-05,0.08,0.809,0.111,0.9375
Chowchilla_20201217_204_FULL,POSITIVE,0.9989598989486694,0.062,0.751,0.187,0.9962
Chowchilla_20201217_204_Stress,POSITIVE,0.9990845918655396,0.071,0.775,0.155,0.9853
Chowchilla_20201218_173_FULL_PrisonConditions_Stress_Family,NEGATIVE,0.0015377998352051,0.069,0.776,0.155,0.9881
Chowchilla_20201221_147_Family,NEGATIVE,0.1770261526107788,0.075,0.821,0.103,0.5307
Chowchilla_20201221_147_FULL,NEGATIVE,0.001139521598816,0.068,0.827,0.106,0.9742
Chowchilla_20201221_147_PrisonConditions,NEGATIVE,0.0268861651420592,0.071,0.782,0.147,0.9214
Chowchilla_20201221_147_Programs,NEGATIVE,5.09023666381836e-05,0.054,0.885,0.062,0.4037
Chowchilla_20201221_193_FULL,NEGATIVE,0.0169242620468139,0.181,0.776,0.042,-0.9926
Chowchilla_20201221_193_FULL_PrisonConditions_Stress,NEGATIVE,0.0169242620468139,0.181,0.776,0.042,-0.9926
Chowchilla_20201221_193_PrisonConditions,NEGATIVE,0.000176727771759,0.198,0.766,0.036,-0.96
Chowchilla_20201221_193_Stress,NEGATIVE,0.0530715584754943,0.136,0.808,0.056,-0.9163
Chowchilla_20201222_189_FULL_Stress,NEGATIVE,0.1260401606559753,0.033,0.799,0.167,0.9978
Chowchilla_20201223_218_FULL.docx,NEGATIVE,0.0008029341697691,0.14,0.813,0.048,-0.9953
Chowchilla_20201223_218_FULL,NEGATIVE,0.0002333521842956,0.141,0.811,0.048,-0.9953
Chowchilla_20201223_218_Stress_PrisonConditions2,NEGATIVE,7.987022400013366e-06,0.189,0.788,0.023,-0.9956
Chowchilla_20201224_212_Full_PrisonConditions_Infection_Stress,NEGATIVE,6.103515625e-05,0.246,0.687,0.066,-0.994
Chowchilla_20201228_148_FULL,NEGATIVE,0.0001606941223144,0.084,0.802,0.114,0.93
Chowchilla_20201228_148_Infection,NEGATIVE,1.5616416931152344e-05,0.066,0.746,0.188,0.9731
Chowchilla_20201228_148_PrisonConditions,NEGATIVE,0.0001394748687744,0.054,0.907,0.039,-0.34
Chowchilla_20201228_177_Full,NEGATIVE,0.043606460094452,0.059,0.785,0.157,0.988
Chowchilla_20201228_177_PrisonConditions,NEGATIVE,0.0170052051544189,0.05,0.907,0.043,-0.2263
Chowchilla_20201228_177_Stress,NEGATIVE,0.0011211037635804,0.07,0.714,0.217,0.9884
Chowchilla_20210104_248_full,NEGATIVE,0.0023714900016783,0.047,0.856,0.098,0.9838
Chowchilla_20210111_262_FULL_Infection,NEGATIVE,0.0001012086868286,0.08,0.832,0.088,0.7755
Chowchilla_20210114_270_Full,NEGATIVE,5.00679016112171e-05,0.095,0.772,0.133,0.9868
Chowchilla_20210114_270_PrisonConditions,NEGATIVE,1.823902130115851e-05,0.04,0.803,0.156,0.9905
Chowchilla_20210114_270_PrisonConditions2,NEGATIVE,7.081031799316406e-05,0.123,0.773,0.103,-0.7988
Chowchilla_20210114_270_Stress_PrisonConditions,NEGATIVE,5.7220458984375e-06,0.08,0.873,0.048,-0.8292
Chowchilla_20210121_324_FULL,NEGATIVE,1.3589859008789062e-05,0.075,0.821,0.104,0.7615
Chowchilla_20210121_324_FULL_PrisonConditions,NEGATIVE,2.026557922363281e-05,0.074,0.824,0.103,0.7615
Chowchilla_20210121_324_Prison_Conditions,NEGATIVE,2.229213714599609e-05,0.082,0.879,0.039,-0.7003
Chowchilla_20210216_424_FULL,NEGATIVE,1.4901161193847656e-05,0.064,0.874,0.061,0.8259
Chowchilla_20210216_424_Infection,NEGATIVE,1.0013580322376647e-05,0.074,0.911,0.015,-0.958
Chowchilla_20210216_424_PrisonConditions,NEGATIVE,2.86102294921875e-06,0.077,0.873,0.05,-0.9514
Chowchilla_20210324_640_FULL_PrisonConditions_Infection,NEGATIVE,1.3351440429576478e-05,0.17,0.69,0.139,-0.9171
Chowchilla_20210326_801_FULL,NEGATIVE,1.0609626770019531e-05,0.068,0.862,0.07,0.4723
Chowchilla_20210326_801_PrisonConditions,NEGATIVE,1.704692840576172e-05,0.069,0.907,0.024,-0.9787
Chowchilla_20210326_801_PrisonConditons2,NEGATIVE,1.5020370483398438e-05,0.043,0.876,0.081,0.9696
Chowchilla_20210326_801_PrisonConditons3_Infection2_Programs,NEGATIVE,1.0371208190806946e-05,0.057,0.925,0.018,-0.9401
Chowchilla_20210326_801_Stress_Infection3_Family,NEGATIVE,7.486343383800165e-05,0.069,0.787,0.145,0.9906
Chowchilla_20210405_960_Full_Stress,POSITIVE,0.8401389122009277,0.153,0.671,0.176,0.8818
Chowchilla_20210514_09_19_Family_Stress,NEGATIVE,0.000393569469452,0.045,0.756,0.199,0.9974
Chowchilla_20210514_09_19_FULL,NEGATIVE,0.0005106925964355,0.038,0.815,0.146,0.9997
Chowchilla_20210514_09_19_Infection_Programs_Family,NEGATIVE,0.0004664659500122,0.04,0.846,0.114,0.9951
Chowchilla_20210514_09_19_Stress,NEGATIVE,0.0023447275161744,0.009,0.896,0.095,0.984
Chowchilla_20210913_92441_FULL,NEGATIVE,0.0009132623672484,0.074,0.8,0.126,0.999
Chowchilla_20210913_92441_PrisonConditions4_Infection,NEGATIVE,0.0012346506118774,0.087,0.858,0.056,-0.9339
Chowchilla_20210913_92441_PrisonConditions5_Infection2,NEGATIVE,4.005432128917352e-05,0.14,0.821,0.039,-0.9834
Chowchilla_20210913_92441_PrisonConditions_Stress,NEGATIVE,0.004657506942749,0.089,0.83,0.082,-0.8277
Chowchilla_20210913_92441_Stress2_PrisonConditions2_Programs,NEGATIVE,0.0852808952331544,0.05,0.745,0.205,0.9956
Chowchilla_20210913_92441_Stress3_PrisonConditions3_Programs2,NEGATIVE,0.0203899145126343,0.096,0.832,0.072,-0.8012
Chuckawalla_20201105_06_41_Family,NEGATIVE,0.0004993677139282,0.116,0.752,0.132,0.501
Chuckawalla_20201105_06_41_FULL,NEGATIVE,5.5551528930775085e-05,0.086,0.793,0.122,0.9976
Chuckawalla_20201105_06_41_Infection,NEGATIVE,3.3020973205566406e-05,0.101,0.826,0.073,-0.7365
Chuckawalla_20201105_06_41_PrisonConditions,NEGATIVE,0.0001068115234376,0.111,0.806,0.083,-0.8712
Chuckawalla_20201105_06_41_PrisonConditions2,NEGATIVE,6.0796737670787415e-05,0.08,0.837,0.083,-0.7777
Chuckawalla_20201105_06_41_PrisonConditions3,NEGATIVE,0.00023752450943,0.075,0.788,0.137,0.9785
Chuckawalla_20201105_0728_Family,NEGATIVE,8.594989776600226e-05,0.088,0.786,0.126,0.9046
Chuckawalla_20201105_0728_FULL,NEGATIVE,0.0001149177551269,0.139,0.76,0.101,-0.9974
Chuckawalla_20201105_0728_PrisonConditions,NEGATIVE,0.0002368092536926,0.13,0.811,0.059,-0.9816
Chuckawalla_20201105_0728_PrisonConditions2,NEGATIVE,0.0001176595687866,0.065,0.758,0.177,0.9957
Chuckawalla_20201105_0728_PrisonConditions3,NEGATIVE,0.0470629930496215,0.036,0.892,0.072,0.9121
Chuckawalla_20201106_05_42_Family,NEGATIVE,0.0003210306167603,0.046,0.894,0.061,0.435
Chuckawalla_20201106_05_42_FULL,NEGATIVE,0.0003703832626343,0.033,0.873,0.094,0.9983
Chuckawalla_20201106_05_42_PrisonConditions,NEGATIVE,0.000573754310608,0.065,0.832,0.103,0.9664
Chuckawalla_20201106_05_42_PrisonConditions2,NEGATIVE,0.001416802406311,0.031,0.899,0.07,0.9784
Chuckawalla_20201106_05_42_Programs,NEGATIVE,4.804134368896485e-05,0.03,0.909,0.061,0.5994
Chuckawalla_20201106_05_42_Stress,NEGATIVE,0.0182195305824279,0.0,0.928,0.072,0.5574
Chuckawalla_20201106_07_07_FULL,NEGATIVE,0.0002253651618957,0.079,0.807,0.114,0.9962
Chuckawalla_20201106_07_07_PrisonConditions,NEGATIVE,0.0006656050682067,0.159,0.777,0.064,-0.9818
Chuckawalla_20201106_07_07_PrisonConditions2,NEGATIVE,3.504753112804071e-05,0.099,0.827,0.074,-0.4913
Chuckawalla_20201106_07_07_PrisonConditions3,NEGATIVE,0.0001750588417052,0.048,0.86,0.092,0.9866
Chuckawalla_20201106_07_22_Family,NEGATIVE,0.0006291270256042,0.078,0.811,0.111,0.7271
Chuckawalla_20201106_07_22_FULL,NEGATIVE,0.0007309317588806,0.086,0.81,0.104,0.9837
Chuckawalla_20201106_07_22_Infection,NEGATIVE,4.959106445323602e-05,0.116,0.796,0.088,-0.9786
Chuckawalla_20201106_07_22_Infection2,NEGATIVE,9.059906005970396e-06,0.11,0.791,0.099,-0.8387
Chuckawalla_20201106_07_22_PrisonConditions,NEGATIVE,0.0003780126571656,0.086,0.818,0.096,0.2313
Chuckawalla_20201106_07_22_Programs,NEGATIVE,0.0023914575576782,0.022,0.96,0.017,-0.2865
Chuckawalla_20201109_05_04_FULL,NEGATIVE,0.000227391719818,0.052,0.817,0.13,0.9993
Chuckawalla_20201109_05_04_Infection,NEGATIVE,1.776218414317743e-05,0.114,0.785,0.1,0.3259
Chuckawalla_20201109_05_04_PrisonConditions,NEGATIVE,0.000227391719818,0.044,0.859,0.097,0.9877
Chuckawalla_20201109_05_04_PrisonConditions2,NEGATIVE,0.001430869102478,0.065,0.863,0.072,0.7945
Chuckawalla_20201109_05_04_PrisonConditions3,NEGATIVE,2.03847885131836e-05,0.047,0.818,0.135,0.9874
Chuckawalla_20201109_05_04_Programs,NEGATIVE,0.0096715092658995,0.025,0.898,0.077,0.6116
Chuckawalla_20201109_06_57_FULL,NEGATIVE,0.00017648935318,0.068,0.801,0.131,0.9991
Chuckawalla_20201109_06_57_Infection,NEGATIVE,0.0003097057342528,0.056,0.868,0.075,0.6674
Chuckawalla_20201109_06_57_PrisonConditions,NEGATIVE,5.781650543201789e-05,0.064,0.82,0.116,0.9946
Chuckawalla_20201109_06_57_PrisonConditions2,NEGATIVE,0.0001293420791625,0.046,0.864,0.091,0.9156
Chuckawalla_20201109_06_57_Stress,NEGATIVE,1.0728836059570312e-05,0.091,0.758,0.151,0.9046
Chuckawalla_20201120_06_34_Family,NEGATIVE,0.0011935234069824,0.028,0.797,0.175,0.9929
Chuckawalla_20201120_06_34_FULL,NEGATIVE,3.278255462635382e-05,0.077,0.77,0.153,0.9994
Chuckawalla_20201120_06_34_Infection,NEGATIVE,0.0001813769340516,0.099,0.737,0.164,0.9834
Chuckawalla_20201120_06_34_PrisonConditions,NEGATIVE,4.4465065002441406e-05,0.116,0.831,0.053,-0.9926
Chuckawalla_20201120_06_34_PrisonConditions2,NEGATIVE,0.0526975989341735,0.0,0.853,0.147,0.9891
Chuckawalla_20201120_06_34_Stress,NEGATIVE,1.3709068298450866e-05,0.12,0.74,0.14,0.3121
Chuckawalla_20201120_06_34_Stress2,NEGATIVE,0.0006724596023559,0.053,0.854,0.093,0.3109
Chuckawalla_20201127_06_21_FULL,NEGATIVE,0.0004847049713135,0.083,0.775,0.142,0.9976
Chuckawalla_20201127_06_21_Infection,NEGATIVE,1.0609626770019531e-05,0.038,0.743,0.219,0.9919
Chuckawalla_20201127_06_21_PrisonConditions,NEGATIVE,0.0002622008323668,0.124,0.78,0.095,-0.9762
Chuckawalla_20201127_06_21_PrisonConditions2,NEGATIVE,0.0020287632942199,0.052,0.777,0.171,0.9954
Chuckawalla_20201127_06_21_PrisonConditions3,NEGATIVE,0.0013911128044128,0.013,0.873,0.115,0.7783
Chuckawalla_20201127_06_39_FULL,NEGATIVE,7.748603820800781e-06,0.098,0.799,0.103,0.8423
Chuckawalla_20201127_06_39_PrisonConditions3,NEGATIVE,0.0001640319824219,0.081,0.858,0.061,-0.7579
Chuckawalla_20201127_06_39_PrisonConditions_Infection,NEGATIVE,3.695487975963197e-06,0.118,0.835,0.047,-0.9698
Chuckawalla_20201127_06_39_Programs,NEGATIVE,0.0004253983497619,0.097,0.802,0.1,-0.2615
Chuckawalla_20201127_06_39_Programs_PrisonConditions2,NEGATIVE,8.106231689564147e-06,0.069,0.87,0.06,-0.1801
Chuckawalla_20201127_06_59_FULL,NEGATIVE,5.602836608775696e-06,0.09,0.775,0.135,0.9982
Chuckawalla_20201127_06_59_Infection_PrisonConditions1,NEGATIVE,5.602836608775696e-06,0.102,0.782,0.117,0.7497
Chuckawalla_20201127_06_59_Infection_PrisonConditions2,NEGATIVE,0.0002426505088806,0.08,0.878,0.042,-0.9461
Chuckawalla_20201127_06_59_PrisonConditions,NEGATIVE,0.000160813331604,0.061,0.76,0.179,0.9988
Chuckawalla_20201127_06_59_Stress,NEGATIVE,7.987022400013366e-06,0.099,0.839,0.062,-0.9068
Chuckawalla_20201127_615_Full,NEGATIVE,0.000249445438385,0.07,0.811,0.12,0.9984
Chuckawalla_20201127_615_Infection,NEGATIVE,5.6505203247181335e-05,0.075,0.868,0.057,-0.7684
Chuckawalla_20201127_615_PrisonConditions2,NEGATIVE,0.0004805326461791,0.09,0.86,0.049,-0.9711
Chuckawalla_20201127_615_PrisonConditions_Family,NEGATIVE,0.0001587867736816,0.026,0.853,0.121,0.9723
Chuckawalla_20201130_05_30_Family_Programs_Stress,NEGATIVE,0.0001200437545776,0.091,0.785,0.124,0.944
Chuckawalla_20201130_05_30_FULL,NEGATIVE,0.0001295804977415,0.053,0.82,0.127,0.9993
Chuckawalla_20201130_05_30_PrisonConditions,NEGATIVE,2.467632293701172e-05,0.026,0.874,0.1,0.9884
Chuckawalla_20201130_05_30_PrisonConditions_Infection,NEGATIVE,0.000138521194458,0.057,0.861,0.082,0.9483
Chuckawalla_20201130_05_49_Family_Programs_Stress,NEGATIVE,4.184246063243524e-05,0.119,0.794,0.087,-0.9092
Chuckawalla_20201130_05_49_FULL,NEGATIVE,0.0001754164695739,0.087,0.804,0.109,0.9461
Chuckawalla_20201130_05_49_Infection_PrisonConditions,NEGATIVE,2.014636993397101e-05,0.039,0.909,0.052,0.6394
Chuckawalla_20201130_06_18_Family_Stress_Programs,NEGATIVE,0.0029617547988891,0.105,0.774,0.12,0.9
Chuckawalla_20201130_06_18_FULL,NEGATIVE,6.890296936035156e-05,0.074,0.825,0.101,0.9964
