Filename,NegVaderPosFlair,PosVaderNegFlair,MatchingVaderFlair
Chuckawalla_20201105_0728_Family.txt,False,False,False
Chuckawalla_20201105_0728_FULL.txt,True,False,True
Chuckawalla_20201105_0728_PrisonConditions.txt,True,False,True
Chuckawalla_20201105_0728_PrisonConditions2.txt,False,False,False
Chuckawalla_20201105_0728_PrisonConditions3.txt,False,False,False
Chuckawalla_20201106_05_42_Family.txt,False,False,False
Chuckawalla_20201106_05_42_FULL.txt,False,False,False
Chuckawalla_20201106_05_42_PrisonConditions.txt,False,False,False
Chuckawalla_20201106_05_42_PrisonConditions2.txt,False,False,False
Chuckawalla_20201106_05_42_Programs.txt,False,False,False
Chuckawalla_20201106_05_42_Stress.txt,False,False,False
Chuckawalla_20201106_07_07_FULL.txt,False,False,False
Chuckawalla_20201106_07_07_PrisonConditions.txt,True,False,True
Chuckawalla_20201106_07_07_PrisonConditions2.txt,True,False,True
Chuckawalla_20201106_07_07_PrisonConditions3.txt,False,False,False
Chuckawalla_20201106_07_22_Family.txt,False,False,False
Chuckawalla_20201106_07_22_FULL.txt,False,False,False
Chuckawalla_20201106_07_22_Infection.txt,True,False,True
Chuckawalla_20201106_07_22_Infection2.txt,True,False,True
Chuckawalla_20201106_07_22_PrisonConditions.txt,False,False,False
Chuckawalla_20201106_07_22_Programs.txt,True,False,True
Chuckawalla_20201109_05_04_FULL.txt,False,False,False
Chuckawalla_20201109_05_04_Infection.txt,False,False,False
Chuckawalla_20201109_05_04_PrisonConditions.txt,False,False,False
Chuckawalla_20201109_05_04_PrisonConditions2.txt,False,False,False
Chuckawalla_20201109_05_04_PrisonConditions3.txt,False,False,False
Chuckawalla_20201109_05_04_Programs.txt,False,False,False
Chuckawalla_20201109_06_57_FULL.txt,False,False,False
Chuckawalla_20201109_06_57_Infection.txt,False,False,False
Chuckawalla_20201109_06_57_PrisonConditions.txt,False,False,False
Chuckawalla_20201109_06_57_PrisonConditions2.txt,False,False,False
Chuckawalla_20201109_06_57_Stress.txt,False,False,False
Chuckawalla_20201120_06_34_Family.txt,False,False,False
Chuckawalla_20201120_06_34_FULL.txt,False,False,False
Chuckawalla_20201120_06_34_Infection.txt,False,False,False
Chuckawalla_20201120_06_34_PrisonConditions.txt,True,False,True
Chuckawalla_20201120_06_34_PrisonConditions2.txt,False,False,False
Chuckawalla_20201120_06_34_Stress.txt,False,False,False
Chuckawalla_20201120_06_34_Stress2.txt,False,False,False
Chuckawalla_20201127_06_21_FULL.txt,False,False,False
Chuckawalla_20201127_06_21_Infection.txt,False,False,False
Chuckawalla_20201127_06_21_PrisonConditions.txt,True,False,True
Chuckawalla_20201127_06_21_PrisonConditions2.txt,False,False,False
Chuckawalla_20201127_06_21_PrisonConditions3.txt,False,False,False
Chuckawalla_20201127_06_39_FULL.txt,False,False,False
Chuckawalla_20201127_06_39_PrisonConditions3.txt,True,False,True
Chuckawalla_20201127_06_39_PrisonConditions_Infection.txt,True,False,True
Chuckawalla_20201127_06_39_Programs.txt,True,False,True
Chuckawalla_20201127_06_39_Programs_PrisonConditions2.txt,True,False,True
